Subject,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,marker
BtnAAB216B5,96,-783,4064,-125,-19,50, 
BtnAAB216B5,101,-747,4075,-108,-25,60, 
BtnAAB216B5,100,-715,4120,-102,-38,66, 
BtnAAB216B5,64,-688,4166,-102,-43,68, 
BtnAAB216B5,22,-705,4228,-104,-44,68, 
BtnAAB216B5,25,-725,4264,-108,-44,72, 
BtnAAB216B5,42,-713,4277,-108,-31,77, 
BtnAAB216B5,56,-710,4268,-97,-19,87, 
BtnAAB216B5,81,-704,4252,-82,-14,92, 
BtnAAB216B5,117,-690,4249,-64,-16,90, 
BtnAAB216B5,151,-682,4245,-46,-26,83, 
BtnAAB216B5,159,-669,4210,-29,-36,73, 
BtnAAB216B5,142,-637,4163,-17,-47,65, 
BtnAAB216B5,135,-605,4119,-15,-46,53, 
BtnAAB216B5,134,-625,4128,-21,-30,41, 
BtnAAB216B5,115,-648,4136,-29,-7,28, 
BtnAAB216B5,106,-661,4116,-31,24,20, 
BtnAAB216B5,105,-699,4100,-35,40,13, 
BtnAAB216B5,81,-706,4108,-41,37,2, 
BtnAAB216B5,82,-736,4122,-50,14,-11, 
BtnAAB216B5,89,-762,4097,-58,-16,-22, 
BtnAAB216B5,96,-775,4117,-67,-39,-25, 
BtnAAB216B5,96,-783,4158,-74,-50,-21, 
BtnAAB216B5,64,-780,4154,-73,-35,-14, 
BtnAAB216B5,48,-791,4192,-67,-4,-2, 
BtnAAB216B5,37,-796,4197,-57,13,4, 
BtnAAB216B5,51,-779,4197,-46,15,6, 
BtnAAB216B5,85,-741,4169,-36,5,2, 
BtnAAB216B5,86,-694,4121,-27,-15,-6, 
BtnAAB216B5,107,-643,4097,-22,-37,-14, 
BtnAAB216B5,122,-584,4102,-16,-48,-27, 
BtnAAB216B5,103,-571,4120,-17,-25,-39, 
BtnAAB216B5,58,-599,4129,-24,25,-46, 
BtnAAB216B5,27,-646,4118,-25,79,-49, 
BtnAAB216B5,-12,-682,4090,-20,115,-47, 
BtnAAB216B5,-60,-713,4098,-18,117,-39, 
BtnAAB216B5,-87,-742,4132,-23,93,-29, 
BtnAAB216B5,-64,-751,4135,-30,53,-24, 
BtnAAB216B5,-14,-744,4105,-36,7,-18, 
BtnAAB216B5,24,-753,4122,-39,-7,-10, 
BtnAAB216B5,25,-749,4105,-32,2,-4, 
BtnAAB216B5,38,-721,4121,-14,28,0, 
BtnAAB216B5,31,-699,4139,0,58,3, 
BtnAAB216B5,9,-702,4158,-4,75,4, 
BtnAAB216B5,-4,-704,4148,-13,74,7, 
BtnAAB216B5,17,-707,4171,-20,60,11, 
BtnAAB216B5,40,-716,4197,-25,43,13, 
BtnAAB216B5,54,-744,4191,-26,37,13, 
BtnAAB216B5,67,-764,4193,-19,47,7, 
BtnAAB216B5,70,-789,4214,-7,46,1, 
BtnAAB216B5,122,-830,4267,13,45,-2, 
BtnAAB216B5,171,-849,4277,41,60,-3, 
BtnAAB216B5,237,-816,4244,80,102,-5, 
BtnAAB216B5,286,-786,4184,128,185,5, 
BtnAAB216B5,350,-774,4135,174,319,24, 
BtnAAB216B5,351,-723,3854,232,601,41, 
BtnAAB216B5,291,-808,3522,374,1391,110, 
BtnAAB216B5,722,-956,3370,778,2943,218, 
BtnAAB216B5,1694,-689,4018,1147,5530,324, 
BtnAAB216B5,5040,-1260,5336,867,8553,138, 
BtnAAB216B5,8930,-1990,1679,1217,11740,-478, 
BtnAAB216B5,5340,-2573,-592,2177,16738,-374, 
BtnAAB216B5,-1173,-1932,-593,2976,20336,-84, 
BtnAAB216B5,-2082,-704,-1596,3644,20850,-470, 
BtnAAB216B5,-3214,1704,-4505,3610,20557,-824, 
BtnAAB216B5,-6353,1884,-5884,2671,19290,-163, 
BtnAAB216B5,-8040,614,-5955,1822,16815,1578, 
BtnAAB216B5,-8501,-904,-5315,1485,14751,2957, 
BtnAAB216B5,-8007,-1102,-3967,1748,13085,3295, 
BtnAAB216B5,-6649,-608,-1988,1642,11210,2424, 
BtnAAB216B5,-4952,58,-1330,1033,8706,1512, 
BtnAAB216B5,-4238,278,-1359,114,5872,1033, 
BtnAAB216B5,-4074,-61,-2058,-552,3135,662, 
BtnAAB216B5,-3982,652,-3019,-694,730,251, 
BtnAAB216B5,-3547,1073,-3340,-667,-915,24, 
BtnAAB216B5,-3446,1272,-3094,-556,-1608,-197, 
BtnAAB216B5,-3711,1447,-2758,-394,-1710,-424, 
BtnAAB216B5,-4085,1692,-2417,-207,-1613,-547, 
BtnAAB216B5,-4663,1854,-2236,-51,-1607,-502, 
BtnAAB216B5,-5011,1673,-2167,4,-1861,-343, 
BtnAAB216B5,-5287,1187,-1901,45,-2489,-115, 
BtnAAB216B5,-5234,954,-1444,99,-3383,111, 
BtnAAB216B5,-5193,976,-1159,-80,-4431,332, 
BtnAAB216B5,-5269,752,-1405,-519,-5786,622, 
BtnAAB216B5,-5278,650,-1350,-973,-7201,885, 
BtnAAB216B5,-5564,413,-721,-1190,-8624,1049, 
BtnAAB216B5,-6649,-45,607,-1018,-10566,1006, 
BtnAAB216B5,-9307,-38,-554,-869,-13528,886, 
BtnAAB216B5,-9564,424,-2468,-1301,-16193,1011, 
BtnAAB216B5,-5588,404,-3437,-1217,-17995,743, 
BtnAAB216B5,-1772,1192,-2283,-1371,-18540,398, 
BtnAAB216B5,904,1396,-672,-2208,-17827,794, 
BtnAAB216B5,1110,315,960,-2663,-15476,1022, 
BtnAAB216B5,-553,258,2131,-2624,-12529,473, 
BtnAAB216B5,-2742,594,2256,-2415,-10158,-159, 
BtnAAB216B5,-1998,291,2227,-2221,-8884,-79, 
BtnAAB216B5,-793,-9,2497,-2197,-8007,-239, 
BtnAAB216B5,762,180,2341,-2018,-7112,-446, 
BtnAAB216B5,2158,146,2477,-1681,-5954,-336, 
BtnAAB216B5,3340,-116,2715,-1367,-4780,-19, 
BtnAAB216B5,3500,1,3466,-1122,-3396,233, 
BtnAAB216B5,2476,-475,4009,-1005,-2256,387, 
BtnAAB216B5,1477,-780,4299,-767,-1593,548, 
BtnAAB216B5,417,-674,4171,-556,-1194,588, 
BtnAAB216B5,124,-589,4003,-474,-876,529, 
BtnAAB216B5,531,-722,4445,-443,-613,273, 
BtnAAB216B5,1005,-572,4808,-338,-510,42, 
BtnAAB216B5,1179,-506,4764,-290,-474,-3, 
BtnAAB216B5,1206,-582,4488,-234,-435,27, 
BtnAAB216B5,1113,-510,4186,-118,-377,41, 
BtnAAB216B5,1137,-285,4026,-36,-308,38, 
BtnAAB216B5,1199,-181,4091,-31,-200,24, 
BtnAAB216B5,1034,-220,4175,-66,-95,14, 
BtnAAB216B5,777,-297,4115,-100,-61,13, 
BtnAAB216B5,692,-369,4106,-108,-88,13, 
BtnAAB216B5,840,-413,4182,-108,-122,2, 
BtnAAB216B5,983,-448,4190,-104,-122,-8, 
BtnAAB216B5,1043,-515,4087,-87,-79,-8, 
BtnAAB216B5,1084,-529,4025,-50,-6,-7, 
BtnAAB216B5,1118,-496,4005,-14,76,-14, 
BtnAAB216B5,1048,-463,4068,2,133,-19, 
BtnAAB216B5,914,-457,4006,0,118,-16, 
BtnAAB216B5,800,-457,3953,-3,57,-17, 
BtnAAB216B5,784,-416,3958,-7,-11,-15, 
BtnAAB216B5,877,-362,3995,-24,-56,-10, 
BtnAAB216B5,966,-337,4027,-45,-59,2, 
BtnAAB216B5,1031,-353,4055,-57,-27,11, 
BtnAAB216B5,1023,-367,4046,-62,29,7, 
BtnAAB216B5,998,-393,4068,-58,105,2, 
BtnAAB216B5,995,-398,4127,-44,183,-9, 
BtnAAB216B5,993,-368,4164,-43,230,-18, 
BtnAAB216B5,840,-371,4233,-51,242,-16, 
BtnAAB216B5,695,-397,4272,-59,214,-4, 
BtnAAB216B5,538,-481,4339,-69,208,5, 
BtnAAB216B5,381,-570,4434,-60,303,28, 
BtnAAB216B5,629,-588,4307,-24,622,89, 
BtnAAB216B5,1699,-332,3631,31,1294,202, 
BtnAAB216B5,2926,120,2811,138,2603,402, 
BtnAAB216B5,1384,237,3301,199,4958,789, 
BtnAAB216B5,316,-247,2584,582,7906,1081, 
BtnAAB216B5,5561,-300,4282,1823,10753,1285, 
BtnAAB216B5,13178,-1049,6968,1658,16419,1171, 
BtnAAB216B5,12683,-2126,-2940,3097,23129,-476, 
BtnAAB216B5,-3271,-906,-8730,3401,28500,-997, 
BtnAAB216B5,-11376,-181,-5908,3358,26943,157, 
BtnAAB216B5,-9445,729,-6395,4057,21792,478, 
BtnAAB216B5,-11816,1658,-3915,3942,18644,1369, 
BtnAAB216B5,-8391,-217,-2387,3705,15394,2404, 
BtnAAB216B5,-4988,-1446,-2597,3679,13360,2124, 
BtnAAB216B5,-3350,141,-2040,2937,11292,880, 
BtnAAB216B5,-3138,-555,-1298,1574,8487,-180, 
BtnAAB216B5,-3867,-650,-1330,408,4747,-585, 
BtnAAB216B5,-4556,-1072,-2206,-373,685,-679, 
BtnAAB216B5,-4509,-159,-3137,-600,-2710,-889, 
BtnAAB216B5,-3849,763,-3523,-691,-4366,-1103, 
BtnAAB216B5,-3736,1005,-3301,-743,-4575,-1169, 
BtnAAB216B5,-3940,1265,-2535,-655,-4307,-1135, 
BtnAAB216B5,-3565,1508,-1429,-417,-4097,-1090, 
BtnAAB216B5,-3309,1566,-286,-148,-4117,-1089, 
BtnAAB216B5,-3514,1715,190,-140,-4420,-1005, 
BtnAAB216B5,-4514,1299,506,-483,-5306,-718, 
BtnAAB216B5,-6427,575,945,-864,-7156,-336, 
BtnAAB216B5,-7647,-524,234,-1019,-9396,10, 
BtnAAB216B5,-8137,-1033,-483,-941,-11283,128, 
BtnAAB216B5,-7900,-596,-932,-1205,-12953,116, 
BtnAAB216B5,-6049,150,-1564,-1514,-14107,105, 
BtnAAB216B5,-4214,-119,-2119,-1731,-14458,76, 
BtnAAB216B5,-1959,-11,-1670,-1588,-14149,-101, 
BtnAAB216B5,569,515,161,-1763,-13275,-233, 
BtnAAB216B5,1684,504,1577,-2395,-11626,-80, 
BtnAAB216B5,1020,266,2700,-2896,-9465,-124, 
BtnAAB216B5,-49,-336,3045,-3211,-7356,-230, 
BtnAAB216B5,-386,-834,3012,-3240,-5677,-366, 
BtnAAB216B5,-292,-1453,2785,-2981,-4166,-453, 
BtnAAB216B5,-130,-1661,2568,-2453,-2786,-442, 
BtnAAB216B5,-1106,-1576,2340,-1885,-1666,-159, 
BtnAAB216B5,-1015,-1572,2612,-1379,-798,168, 
BtnAAB216B5,-653,-1182,3256,-1106,-173,147, 
BtnAAB216B5,-377,-1029,3697,-1027,190,55, 
BtnAAB216B5,-539,-1094,3949,-950,335,33, 
BtnAAB216B5,-934,-1156,4056,-794,343,97, 
BtnAAB216B5,-1176,-1177,4251,-608,242,155, 
BtnAAB216B5,-1138,-1057,4511,-479,119,153, 
BtnAAB216B5,-1040,-886,4726,-458,74,116, 
BtnAAB216B5,-1010,-910,4672,-502,121,69, 
BtnAAB216B5,-990,-1019,4448,-576,216,14, 
BtnAAB216B5,-995,-1137,4182,-635,326,-21, 
BtnAAB216B5,-974,-1180,4041,-653,413,-29, 
BtnAAB216B5,-1030,-1216,3891,-648,440,-33, 
BtnAAB216B5,-1091,-1204,3797,-618,423,-27, 
BtnAAB216B5,-1160,-1255,3903,-577,364,-37, 
BtnAAB216B5,-1236,-1299,4033,-512,277,-50, 
BtnAAB216B5,-1267,-1324,4199,-452,199,-77, 
BtnAAB216B5,-1247,-1424,4357,-403,157,-104, 
BtnAAB216B5,-1259,-1539,4409,-359,164,-114, 
BtnAAB216B5,-1247,-1573,4229,-327,192,-116, 
BtnAAB216B5,-1265,-1548,4010,-294,222,-115, 
BtnAAB216B5,-1299,-1537,3904,-249,247,-99, 
BtnAAB216B5,-1323,-1535,3908,-212,255,-82, 
BtnAAB216B5,-1362,-1536,3955,-175,259,-63, 
BtnAAB216B5,-1372,-1589,4054,-123,281,-45, 
BtnAAB216B5,-1338,-1625,4204,-70,303,-41, 
BtnAAB216B5,-1351,-1621,4196,-22,318,-34, 
BtnAAB216B5,-1345,-1560,4139,34,329,-26, 
BtnAAB216B5,-1353,-1531,3977,57,287,-33, 
BtnAAB216B5,-1376,-1469,3814,73,217,-42, 
BtnAAB216B5,-1434,-1423,3758,97,164,-45, 
BtnAAB216B5,-1411,-1401,3712,95,125,-54, 
BtnAAB216B5,-1311,-1394,3665,84,133,-63, 
BtnAAB216B5,-1278,-1367,3671,69,182,-63, 
BtnAAB216B5,-1324,-1410,3696,40,218,-52, 
BtnAAB216B5,-1408,-1432,3758,20,236,-39, 
BtnAAB216B5,-1484,-1472,3794,16,224,-27, 
BtnAAB216B5,-1525,-1499,3799,20,191,-19, 
BtnAAB216B5,-1537,-1487,3742,27,140,-18, 
BtnAAB216B5,-1478,-1467,3642,34,90,-27, 
BtnAAB216B5,-1401,-1420,3633,45,66,-37, 
BtnAAB216B5,-1299,-1411,3690,58,70,-42, 
BtnAAB216B5,-1238,-1385,3707,60,105,-38, 
BtnAAB216B5,-1282,-1386,3692,44,155,-24, 
BtnAAB216B5,-1393,-1427,3694,30,171,-12, 
BtnAAB216B5,-1476,-1465,3679,27,146,-15, 
BtnAAB216B5,-1509,-1486,3662,42,103,-30, 
BtnAAB216B5,-1469,-1488,3652,58,59,-43, 
BtnAAB216B5,-1432,-1465,3665,70,31,-50, 
BtnAAB216B5,-1432,-1436,3640,73,29,-46, 
BtnAAB216B5,-1401,-1400,3617,71,61,-37, 
BtnAAB216B5,-1359,-1363,3663,59,114,-29, 
BtnAAB216B5,-1425,-1369,3764,23,155,-18, 
BtnAAB216B5,-1530,-1406,3839,-38,124,-13, 
BtnAAB216B5,-1623,-1461,3731,-85,22,-26, 
BtnAAB216B5,-1620,-1494,3683,-75,-84,-50, 
BtnAAB216B5,-1492,-1482,3702,-51,-182,-65, 
BtnAAB216B5,-1357,-1425,3771,-37,-223,-68, 
BtnAAB216B5,-1274,-1380,3839,-32,-185,-58, 
BtnAAB216B5,-1274,-1374,3898,-43,-108,-47, 
BtnAAB216B5,-1366,-1377,3916,-54,-34,-42, 
BtnAAB216B5,-1438,-1431,3956,-51,17,-45, 
BtnAAB216B5,-1416,-1474,4015,-36,38,-60, 
BtnAAB216B5,-1401,-1457,3998,-24,13,-84, 
BtnAAB216B5,-1390,-1418,3971,-5,-48,-103, 
BtnAAB216B5,-1409,-1395,4013,13,-123,-115, 
BtnAAB216B5,-1455,-1404,4132,33,-197,-117, 
BtnAAB216B5,-1470,-1374,4276,44,-241,-119, 
BtnAAB216B5,-1509,-1374,4405,43,-246,-121, 
BtnAAB216B5,-1553,-1389,4540,37,-232,-123, 
BtnAAB216B5,-1659,-1341,4670,26,-202,-132, 
BtnAAB216B5,-1783,-1328,4863,-3,-179,-144, 
BtnAAB216B5,-1906,-1309,5106,-53,-186,-166, 
BtnAAB216B5,-2017,-1288,5495,-148,-259,-180, 
BtnAAB216B5,-2222,-1289,5986,-267,-435,-184, 
BtnAAB216B5,-2509,-1406,6471,-379,-703,-174, 
BtnAAB216B5,-2801,-1608,6981,-416,-1026,-145, 
BtnAAB216B5,-3086,-1983,7404,-375,-1411,-100, 
BtnAAB216B5,-3358,-2371,7695,-211,-1780,-50, 
BtnAAB216B5,-3376,-2665,7832,26,-2073,-7, 
BtnAAB216B5,-3173,-2796,7993,317,-2235,22, 
BtnAAB216B5,-2822,-2801,7954,652,-2254,38, 
BtnAAB216B5,-2545,-2785,7675,1009,-2095,45, 
BtnAAB216B5,-2320,-2646,7349,1396,-1811,73, 
BtnAAB216B5,-2155,-2669,7056,1761,-1510,118, 
BtnAAB216B5,-2085,-2678,6653,2110,-1265,155, 
BtnAAB216B5,-1989,-2631,5971,2432,-1128,191, 
BtnAAB216B5,-2041,-2275,5325,2757,-1065,234, 
BtnAAB216B5,-1864,-2188,4696,3029,-1087,334, 
BtnAAB216B5,-1550,-2084,3986,3239,-1129,392, 
BtnAAB216B5,-1167,-1876,3304,3391,-1144,406, 
BtnAAB216B5,-552,-1665,2561,3453,-1092,376, 
BtnAAB216B5,-44,-1579,1937,3412,-914,373, 
BtnAAB216B5,167,-1612,1322,3306,-668,375, 
BtnAAB216B5,329,-1382,781,3127,-396,380, 
BtnAAB216B5,510,-1287,243,2859,-230,394, 
BtnAAB216B5,721,-1004,-109,2514,-188,388, 
BtnAAB216B5,939,-769,-337,2148,-239,352, 
BtnAAB216B5,940,-488,-506,1854,-363,287, 
BtnAAB216B5,940,-221,-615,1530,-529,218, 
BtnAAB216B5,943,-31,-766,1190,-672,144, 
BtnAAB216B5,1262,188,-745,870,-750,104, 
BtnAAB216B5,1747,430,-620,512,-749,77, 
BtnAAB216B5,2065,463,-349,176,-647,33, 
BtnAAB216B5,2162,638,105,-111,-568,-2, 
BtnAAB216B5,1863,635,502,-348,-484,-60, 
BtnAAB216B5,1409,569,942,-518,-375,-138, 
BtnAAB216B5,1271,495,1658,-670,-363,-200, 
BtnAAB216B5,1314,489,2489,-792,-418,-272, 
BtnAAB216B5,1115,391,3219,-844,-433,-359, 
BtnAAB216B5,821,303,3629,-826,-383,-424, 
BtnAAB216B5,587,349,4010,-787,-282,-466, 
BtnAAB216B5,525,350,4504,-770,-170,-485, 
BtnAAB216B5,551,250,4785,-752,-81,-498, 
BtnAAB216B5,646,123,5020,-714,-23,-492, 
BtnAAB216B5,401,-56,5324,-617,-39,-464, 
BtnAAB216B5,145,-201,5561,-454,-112,-412, 
BtnAAB216B5,34,-241,5650,-262,-225,-383, 
BtnAAB216B5,90,-161,5677,-70,-286,-365, 
BtnAAB216B5,158,-135,5785,86,-254,-347, 
BtnAAB216B5,236,-269,5942,177,-164,-328, 
BtnAAB216B5,601,-447,6192,238,-148,-308, 
BtnAAB216B5,908,-560,6266,320,-186,-319, 
BtnAAB216B5,1407,-593,6268,427,-245,-349, 
BtnAAB216B5,2250,-603,6189,558,-409,-429, 
BtnAAB216B5,2655,-718,6031,704,-590,-592, 
BtnAAB216B5,2653,-960,5831,858,-717,-761, 
BtnAAB216B5,2667,-1120,5716,1008,-851,-923, 
BtnAAB216B5,2890,-1247,5625,1179,-948,-1088, 
BtnAAB216B5,2902,-1318,5313,1389,-903,-1261, 
BtnAAB216B5,2883,-1363,5080,1571,-771,-1431, 
BtnAAB216B5,2945,-1286,4692,1716,-607,-1582, 
BtnAAB216B5,2693,-1108,4237,1810,-427,-1739, 
BtnAAB216B5,2421,-969,3711,1830,-312,-1886, 
BtnAAB216B5,2311,-823,3172,1775,-322,-2034, 
BtnAAB216B5,2162,-791,2704,1641,-498,-2193, 
BtnAAB216B5,1873,-797,2241,1484,-729,-2353, 
BtnAAB216B5,1517,-788,1813,1388,-838,-2495, 
BtnAAB216B5,1423,-767,1491,1323,-782,-2613, 
BtnAAB216B5,1202,-831,1374,1298,-604,-2767, 
BtnAAB216B5,1251,-694,1393,1289,-421,-2964, 
BtnAAB216B5,1373,-544,1233,1268,-273,-3187, 
BtnAAB216B5,1151,-420,1164,1218,2,-3393, 
BtnAAB216B5,958,56,624,1065,101,-3598, 
BtnAAB216B5,949,340,69,774,181,-3637, 
BtnAAB216B5,766,274,-480,482,354,-3624, 
BtnAAB216B5,-372,465,-627,179,375,-3523, 
BtnAAB216B5,-1351,730,-395,-198,310,-3332, 
BtnAAB216B5,-1680,362,-238,-551,219,-3093, 
BtnAAB216B5,-2223,552,128,-834,197,-2879, 
BtnAAB216B5,-2974,544,275,-1194,275,-2692, 
BtnAAB216B5,-3455,423,324,-1521,393,-2469, 
BtnAAB216B5,-3895,354,93,-1822,597,-2294, 
BtnAAB216B5,-3747,449,-525,-2176,967,-2130, 
BtnAAB216B5,-3635,394,-938,-2450,1256,-1931, 
BtnAAB216B5,-4444,217,-582,-2583,1390,-1583, 
BtnAAB216B5,-5198,65,17,-2601,1435,-1044, 
BtnAAB216B5,-5679,-41,344,-2640,1373,-549, 
BtnAAB216B5,-6251,28,673,-2842,1217,-130, 
BtnAAB216B5,-6718,387,1111,-3131,947,217, 
BtnAAB216B5,-6931,351,1426,-3455,661,491, 
BtnAAB216B5,-7044,97,1697,-3757,455,752, 
BtnAAB216B5,-7213,-171,2470,-4040,339,993, 
BtnAAB216B5,-7393,-465,3368,-4245,326,1265, 
BtnAAB216B5,-7097,-772,4015,-4351,356,1581, 
BtnAAB216B5,-6911,-1135,4716,-4344,322,1941, 
BtnAAB216B5,-6824,-1534,5459,-4278,169,2337, 
BtnAAB216B5,-6659,-1839,6239,-4174,-82,2725, 
BtnAAB216B5,-6376,-2109,7315,-4064,-464,3095, 
BtnAAB216B5,-5785,-2456,8349,-3912,-901,3473, 
BtnAAB216B5,-5423,-3054,8662,-3624,-1256,3817, 
BtnAAB216B5,-4851,-3585,8849,-3238,-1516,4139, 
BtnAAB216B5,-3854,-4061,9304,-2810,-1746,4356, 
BtnAAB216B5,-2582,-4236,9632,-2382,-2075,4474, 
BtnAAB216B5,-733,-4053,9216,-1911,-2411,4535, 
BtnAAB216B5,695,-3762,8527,-1469,-2468,4479, 
BtnAAB216B5,1821,-3508,7960,-1069,-2509,4271, 
BtnAAB216B5,2329,-3177,7494,-774,-2647,3940, 
BtnAAB216B5,1994,-3235,6239,-646,-3095,3550, 
BtnAAB216B5,2282,-3553,5403,-319,-3663,3101, 
BtnAAB216B5,2656,-3902,4908,75,-3780,2612, 
BtnAAB216B5,3635,-4057,4361,395,-3430,2153, 
BtnAAB216B5,4494,-4135,3916,569,-2359,1738, 
BtnAAB216B5,4013,-4042,3821,555,-868,1310, 
BtnAAB216B5,3362,-3761,3805,532,115,1007, 
BtnAAB216B5,3220,-3663,3664,538,727,850, 
BtnAAB216B5,2781,-3599,3574,563,1234,703, 
BtnAAB216B5,2298,-3351,3415,579,1471,500, 
BtnAAB216B5,1913,-3205,3167,630,1535,341, 
BtnAAB216B5,1583,-2993,2963,747,1556,264, 
BtnAAB216B5,1280,-2693,2907,835,1574,185, 
BtnAAB216B5,902,-2375,2978,913,1658,108, 
BtnAAB216B5,456,-2104,3322,962,1856,54, 
BtnAAB216B5,178,-1895,3495,932,2037,-6, 
BtnAAB216B5,-48,-1661,3629,876,2207,-106, 
BtnAAB216B5,-280,-1468,3983,783,2355,-218, 
BtnAAB216B5,-588,-1350,4085,618,2246,-323, 
BtnAAB216B5,-873,-1238,3846,460,1826,-380, 
BtnAAB216B5,-1002,-1136,3692,365,1438,-369, 
BtnAAB216B5,-1180,-1058,3431,376,1205,-355, 
BtnAAB216B5,-1331,-1222,2957,521,1612,-377, 
BtnAAB216B5,-1086,-1691,3583,1186,3253,-439, 
BtnAAB216B5,1135,-531,6442,1770,6032,-209, 
BtnAAB216B5,9538,-396,5560,421,10329,-429, 
BtnAAB216B5,12997,-181,974,318,16339,-585, 
BtnAAB216B5,5708,-1045,-4306,1092,23579,792, 
BtnAAB216B5,-2972,-2048,-10398,2001,26962,498, 
BtnAAB216B5,-9690,1085,-11298,3053,24637,78, 
BtnAAB216B5,-13222,3620,-6549,2272,18240,1625, 
BtnAAB216B5,-11391,-755,-5373,938,12258,3463, 
BtnAAB216B5,-7472,-3134,-4072,1458,9422,3798, 
BtnAAB216B5,-4307,-1386,-2398,1847,7531,2299, 
BtnAAB216B5,-2384,-810,-2716,927,5504,667, 
BtnAAB216B5,-3135,-318,-3242,-246,3216,66, 
BtnAAB216B5,-4577,-896,-3549,-880,641,-40, 
BtnAAB216B5,-4988,-172,-3799,-778,-1725,-336, 
BtnAAB216B5,-4461,972,-2576,-481,-3338,-671, 
BtnAAB216B5,-3637,1647,-693,-310,-4303,-976, 
BtnAAB216B5,-3034,1954,379,-232,-5063,-1279, 
BtnAAB216B5,-3771,1808,-146,-309,-5959,-1351, 
BtnAAB216B5,-4877,717,-967,-469,-7303,-1239, 
BtnAAB216B5,-5910,-175,-929,-403,-8892,-1027, 
BtnAAB216B5,-6585,-732,-721,-47,-10377,-635, 
BtnAAB216B5,-9157,-1474,-804,-4,-12274,-122, 
BtnAAB216B5,-8921,-1607,-875,-234,-14825,287, 
BtnAAB216B5,-5888,-1556,-994,-387,-16759,448, 
BtnAAB216B5,-3392,-1923,-1271,-450,-17792,643, 
BtnAAB216B5,-159,-1584,-335,-226,-17841,1016, 
BtnAAB216B5,3173,5,2251,-280,-16409,1524, 
BtnAAB216B5,3267,347,3372,-1257,-13415,1939, 
BtnAAB216B5,2027,-1147,2677,-1768,-9823,1752, 
BtnAAB216B5,160,-1044,3113,-1480,-6831,1047, 
BtnAAB216B5,-1730,-859,3171,-1510,-4918,461, 
BtnAAB216B5,-1038,-795,2963,-1665,-3929,74, 
BtnAAB216B5,-130,-661,2939,-1656,-3346,-156, 
BtnAAB216B5,-291,-554,2536,-1611,-2773,-269, 
BtnAAB216B5,112,-624,1282,-1538,-2057,-129, 
BtnAAB216B5,447,-1089,1438,-1333,-1150,90, 
BtnAAB216B5,231,-1279,2472,-1064,-571,54, 
BtnAAB216B5,77,-1317,3122,-769,-305,90, 
BtnAAB216B5,-403,-1343,3736,-529,-174,187, 
BtnAAB216B5,-686,-1299,4224,-354,-133,252, 
BtnAAB216B5,-549,-1189,4515,-211,-89,289, 
BtnAAB216B5,-290,-989,4398,-92,-24,291, 
BtnAAB216B5,-131,-829,4199,-4,109,293, 
BtnAAB216B5,-6,-676,4011,36,292,272, 
BtnAAB216B5,40,-527,3988,14,487,240, 
BtnAAB216B5,-38,-468,4184,-41,663,217, 
BtnAAB216B5,-193,-497,4490,-134,791,194, 
BtnAAB216B5,-354,-573,4577,-240,839,149, 
BtnAAB216B5,-355,-666,4435,-322,838,110, 
BtnAAB216B5,-333,-745,4291,-366,811,72, 
BtnAAB216B5,-327,-854,4149,-365,751,42, 
BtnAAB216B5,-331,-977,4029,-318,699,21, 
BtnAAB216B5,-382,-1075,3921,-250,686,-2, 
BtnAAB216B5,-465,-1144,3760,-187,715,-28, 
BtnAAB216B5,-475,-1206,3602,-123,788,-55, 
BtnAAB216B5,-450,-1219,3539,-64,916,-75, 
BtnAAB216B5,-424,-1262,3447,2,1088,-88, 
BtnAAB216B5,-421,-1289,3338,72,1293,-113, 
BtnAAB216B5,-514,-1350,3247,144,1499,-133, 
BtnAAB216B5,-583,-1442,3138,231,1685,-160, 
BtnAAB216B5,-666,-1516,3091,306,1835,-223, 
BtnAAB216B5,-639,-1557,2707,330,1896,-297, 
BtnAAB216B5,-459,-1554,2191,366,1970,-371, 
BtnAAB216B5,-437,-1470,1838,390,2087,-454, 
BtnAAB216B5,-580,-1266,1738,406,2149,-501, 
BtnAAB216B5,-858,-1227,1754,442,2195,-494, 
BtnAAB216B5,-1130,-1317,1886,494,2325,-483, 
BtnAAB216B5,-1524,-1302,1988,533,2521,-507, 
BtnAAB216B5,-1802,-1277,2114,501,2703,-540, 
BtnAAB216B5,-2002,-1267,1888,383,2751,-573, 
BtnAAB216B5,-1925,-1244,1532,301,2744,-612, 
BtnAAB216B5,-2055,-1171,1368,247,2752,-642, 
BtnAAB216B5,-2308,-1179,1362,224,2707,-627, 
BtnAAB216B5,-2581,-1122,1505,219,2626,-596, 
BtnAAB216B5,-2891,-1053,1799,157,2524,-560, 
BtnAAB216B5,-3055,-1005,2136,-4,2337,-532, 
BtnAAB216B5,-3062,-988,2270,-250,1986,-574, 
BtnAAB216B5,-2931,-599,2908,-549,1516,-719, 
BtnAAB216B5,-2672,-177,3306,-986,1101,-968, 
BtnAAB216B5,-3573,504,3646,-1590,889,-1291, 
BtnAAB216B5,-10704,-6485,15396,-1344,-1275,-1803, 
BtnAAB216B5,-17904,-1029,22972,4201,-5888,1035, 
BtnAAB216B5,-6113,8103,14322,5779,-2816,2174, 
BtnAAB216B5,3839,1723,-661,1275,-444,343, 
