Subject,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,marker
BtnAAB216B5,2460,58,-1911,2902,-392,202, 
BtnAAB216B5,2349,623,-2009,2589,-354,123, 
BtnAAB216B5,2081,1112,-1949,2237,-516,-11, 
BtnAAB216B5,2235,1431,-2151,1754,-825,-202, 
BtnAAB216B5,2413,1446,-2541,1199,-923,-348, 
BtnAAB216B5,2015,1644,-2755,705,-807,-463, 
BtnAAB216B5,1666,1840,-2750,275,-662,-570, 
BtnAAB216B5,1412,1836,-2544,-143,-503,-677, 
BtnAAB216B5,1358,1738,-2181,-529,-312,-776, 
BtnAAB216B5,1395,1607,-1740,-873,-92,-859, 
BtnAAB216B5,1346,1469,-1277,-1159,92,-897, 
BtnAAB216B5,1123,1264,-800,-1363,183,-879, 
BtnAAB216B5,865,993,-344,-1499,233,-829, 
BtnAAB216B5,620,734,-52,-1589,240,-765, 
BtnAAB216B5,406,509,95,-1665,202,-697, 
BtnAAB216B5,352,324,55,-1735,194,-627, 
BtnAAB216B5,333,1,95,-1849,214,-562, 
BtnAAB216B5,306,-153,198,-1976,250,-495, 
BtnAAB216B5,666,-185,548,-2146,282,-444, 
BtnAAB216B5,1755,164,1018,-2420,171,-497, 
BtnAAB216B5,2839,853,758,-2834,-85,-650, 
BtnAAB216B5,3090,1501,234,-3282,-144,-829, 
BtnAAB216B5,2431,1406,520,-3697,50,-1064, 
BtnAAB216B5,600,390,1766,-4021,270,-1486, 
BtnAAB216B5,-1407,-1087,4249,-4198,165,-1966, 
BtnAAB216B5,-1994,-2152,6413,-4236,183,-2485, 
BtnAAB216B5,-863,-3081,6874,-4312,416,-2784, 
BtnAAB216B5,244,-4113,7264,-4170,402,-2959, 
BtnAAB216B5,-529,-4013,7402,-3864,83,-2738, 
BtnAAB216B5,-2459,-4573,7259,-3437,-181,-1976, 
BtnAAB216B5,-3626,-4821,7728,-2724,-287,-1119, 
BtnAAB216B5,-3367,-3984,8462,-2021,-317,-492, 
BtnAAB216B5,-2787,-2895,8614,-1546,-205,-124, 
BtnAAB216B5,-1743,-2392,8281,-1283,56,148, 
BtnAAB216B5,-893,-2140,7796,-1051,445,328, 
BtnAAB216B5,-562,-1637,7195,-825,834,385, 
BtnAAB216B5,-454,-1292,6753,-640,1092,385, 
BtnAAB216B5,-365,-1122,6405,-503,1181,336, 
BtnAAB216B5,-347,-1145,5931,-400,1152,265, 
BtnAAB216B5,-386,-1199,5523,-313,1047,200, 
BtnAAB216B5,-384,-1290,5275,-282,856,136, 
BtnAAB216B5,-344,-1370,5133,-303,657,81, 
BtnAAB216B5,-332,-1472,5070,-339,531,45, 
BtnAAB216B5,-239,-1622,5006,-372,471,17, 
BtnAAB216B5,-267,-1753,4957,-404,442,4, 
BtnAAB216B5,-450,-1818,4878,-428,441,13, 
BtnAAB216B5,-604,-1831,4884,-425,414,31, 
BtnAAB216B5,-670,-1848,4948,-386,355,55, 
BtnAAB216B5,-683,-1806,4895,-319,311,84, 
BtnAAB216B5,-623,-1735,4717,-244,295,119, 
BtnAAB216B5,-545,-1670,4501,-175,310,148, 
BtnAAB216B5,-520,-1586,4399,-131,341,164, 
BtnAAB216B5,-515,-1443,4413,-113,368,169, 
BtnAAB216B5,-575,-1331,4451,-119,381,167, 
BtnAAB216B5,-659,-1297,4491,-134,370,159, 
BtnAAB216B5,-680,-1274,4471,-153,323,138, 
BtnAAB216B5,-714,-1297,4436,-167,264,119, 
BtnAAB216B5,-779,-1385,4443,-165,193,102, 
BtnAAB216B5,-809,-1442,4464,-151,127,92, 
BtnAAB216B5,-813,-1505,4467,-128,76,96, 
BtnAAB216B5,-850,-1550,4438,-105,50,115, 
BtnAAB216B5,-885,-1591,4405,-83,44,143, 
BtnAAB216B5,-882,-1629,4388,-56,57,180, 
BtnAAB216B5,-808,-1673,4412,-24,81,221, 
BtnAAB216B5,-743,-1652,4446,15,129,259, 
BtnAAB216B5,-836,-1636,4372,68,245,301, 
BtnAAB216B5,-1096,-1642,4319,165,559,346, 
BtnAAB216B5,-1307,-1600,4426,245,1308,375, 
BtnAAB216B5,-1102,-1735,4880,172,2656,369, 
BtnAAB216B5,996,-2263,5575,42,4331,241, 
BtnAAB216B5,5158,-2133,5795,82,6744,-60, 
BtnAAB216B5,7451,-1305,4295,81,10583,-330, 
BtnAAB216B5,5417,-1172,2153,65,15153,257, 
BtnAAB216B5,1188,-1511,-632,289,18232,970, 
BtnAAB216B5,403,-1287,-4119,743,19088,1093, 
BtnAAB216B5,-2470,-739,-6630,1242,18654,1547, 
BtnAAB216B5,-7267,1324,-5638,766,15905,1913, 
BtnAAB216B5,-7195,134,-5637,-424,11918,2999, 
BtnAAB216B5,-6615,-2132,-5424,-856,9431,3591, 
BtnAAB216B5,-7102,-2290,-2631,-209,7964,3063, 
BtnAAB216B5,-6229,-624,-556,356,6299,1883, 
BtnAAB216B5,-5139,581,-449,312,4504,855, 
BtnAAB216B5,-4739,777,-682,270,2512,161, 
BtnAAB216B5,-3026,845,-230,443,324,-540, 
BtnAAB216B5,-1691,1012,822,881,-1762,-1209, 
BtnAAB216B5,-1900,602,990,1297,-3907,-1603, 
BtnAAB216B5,-3957,-707,7,1107,-5974,-1552, 
BtnAAB216B5,-6351,-1257,-421,429,-7206,-1535, 
BtnAAB216B5,-7359,-2047,-688,-311,-8349,-1456, 
BtnAAB216B5,-7796,-2377,12,-592,-9868,-814, 
BtnAAB216B5,-7827,-1741,841,-433,-11576,115, 
BtnAAB216B5,-5680,-1186,1383,-345,-13195,838, 
BtnAAB216B5,-4598,-1459,1965,-267,-14242,1330, 
BtnAAB216B5,-3196,-1458,1759,-64,-15024,1520, 
BtnAAB216B5,-917,-1598,1502,30,-15156,1683, 
BtnAAB216B5,954,-1309,2577,-145,-13990,1881, 
BtnAAB216B5,1376,-1287,2930,-739,-11625,2019, 
BtnAAB216B5,1252,-2054,2260,-1096,-8435,1884, 
BtnAAB216B5,147,-1868,2600,-1029,-5415,1599, 
BtnAAB216B5,-1041,-1973,2831,-1138,-3350,1447, 
BtnAAB216B5,-1903,-1971,2787,-1011,-2373,1416, 
BtnAAB216B5,-984,-2217,2333,-787,-1845,1541, 
BtnAAB216B5,-1477,-2361,2151,-472,-945,1701, 
BtnAAB216B5,-2202,-2579,2245,-181,-111,1828, 
BtnAAB216B5,-2892,-2734,2445,31,466,1912, 
BtnAAB216B5,-2588,-2886,2257,112,792,2037, 
BtnAAB216B5,-2526,-3043,1860,171,1133,2235, 
BtnAAB216B5,-2824,-3142,1569,236,1486,2399, 
BtnAAB216B5,-2771,-3145,1573,253,1818,2486, 
BtnAAB216B5,-2542,-2993,1705,217,2108,2520, 
BtnAAB216B5,-2411,-2806,1878,164,2352,2531, 
BtnAAB216B5,-2270,-2657,2033,106,2509,2541, 
BtnAAB216B5,-1967,-2323,2149,12,2576,2521, 
BtnAAB216B5,-1557,-1986,2284,-103,2569,2437, 
BtnAAB216B5,-1313,-1693,2316,-193,2475,2335, 
BtnAAB216B5,-903,-1370,2489,-293,2335,2217, 
BtnAAB216B5,-474,-994,2625,-391,2167,2057, 
BtnAAB216B5,-97,-645,2704,-453,2059,1861, 
BtnAAB216B5,311,-415,2751,-489,2064,1633, 
BtnAAB216B5,444,-230,2945,-492,2131,1383, 
BtnAAB216B5,615,-107,3033,-533,2134,1075, 
BtnAAB216B5,882,269,3068,-549,2059,668, 
BtnAAB216B5,1426,537,2856,-551,1908,210, 
BtnAAB216B5,1895,940,2561,-548,1821,-358, 
BtnAAB216B5,628,2130,3503,-705,1562,-781, 
BtnAAB216B5,534,1574,4999,-1181,657,-916, 
BtnAAB216B5,-5427,-119,11643,-1787,-198,-1674, 
BtnAAB216B5,-21034,2164,29930,240,-3011,-1793, 
BtnAAB216B5,-10620,1539,21828,2809,-4835,337, 
BtnAAB216B5,540,-179,-2486,2730,-3436,696, 
BtnAAB216B5,4573,4310,-2598,-332,-1183,-503, 
BtnAAB216B5,5001,104,-145,-1355,-738,-1065, 
BtnAAB216B5,1796,-2684,3811,535,-236,-577, 
BtnAAB216B5,1120,-1402,7021,1886,729,-621, 
BtnAAB216B5,-1552,-573,5758,937,1373,-1049, 
BtnAAB216B5,-3536,129,3267,-299,1622,-1207, 
BtnAAB216B5,-3950,-437,2487,-876,1203,-1242, 
BtnAAB216B5,-4709,-1715,3212,-753,400,-542, 
BtnAAB216B5,-3781,-1310,3221,-195,13,466, 
BtnAAB216B5,-1761,-1157,2848,-317,-12,401, 
BtnAAB216B5,-874,-823,3422,-363,57,85, 
BtnAAB216B5,-1520,-756,3917,-322,252,25, 
BtnAAB216B5,-2382,-1017,3700,-218,495,145, 
BtnAAB216B5,-2743,-746,3347,-1,615,274, 
BtnAAB216B5,-2499,-619,3141,106,623,239, 
BtnAAB216B5,-2317,-633,3124,144,567,139, 
BtnAAB216B5,-2502,-671,3168,160,448,87, 
BtnAAB216B5,-2700,-675,3157,181,282,77, 
BtnAAB216B5,-2626,-620,3131,187,113,75, 
BtnAAB216B5,-2468,-607,3208,161,-25,51, 
BtnAAB216B5,-2371,-627,3368,140,-101,22, 
BtnAAB216B5,-2294,-624,3429,128,-111,8, 
BtnAAB216B5,-2210,-624,3429,113,-79,3, 
BtnAAB216B5,-2161,-620,3432,99,-29,-2, 
BtnAAB216B5,-2172,-601,3430,79,28,-8, 
BtnAAB216B5,-2220,-590,3406,51,71,-15, 
BtnAAB216B5,-2308,-571,3366,23,87,-30, 
BtnAAB216B5,-2393,-548,3313,-11,65,-45, 
BtnAAB216B5,-2404,-506,3285,-59,3,-61, 
BtnAAB216B5,-2429,-493,3354,-119,-65,-77, 
BtnAAB216B5,-2466,-479,3468,-156,-106,-91, 
BtnAAB216B5,-2416,-380,3612,-168,-95,-100, 
BtnAAB216B5,-2411,-176,3865,-156,-33,-92, 
BtnAAB216B5,-2439,-168,4110,-163,49,-50, 
BtnAAB216B5,-2363,127,4794,-269,63,46, 
BtnAAB216B5,-2571,248,6131,-641,-316,143, 
BtnAAB216B5,-3803,249,6075,-1154,-388,211, 
BtnAAB216B5,-4296,1325,6873,-1536,-316,654, 
BtnAAB216B5,-4182,1204,6786,-1899,-755,1250, 
BtnAAB216B5,-4054,387,6286,-2099,-1311,1446, 
BtnAAB216B5,-4033,123,6060,-2102,-1831,1274, 
BtnAAB216B5,-3969,729,6280,-2103,-2304,906, 
BtnAAB216B5,-3629,1643,6047,-2205,-2791,731, 
BtnAAB216B5,-2637,1156,5548,-2228,-3348,855, 
BtnAAB216B5,-2809,179,5845,-2000,-3992,907, 
BtnAAB216B5,-2670,262,6225,-1770,-4632,951, 
BtnAAB216B5,-2579,-52,6493,-1470,-5055,1139, 
BtnAAB216B5,-2337,-341,6355,-1058,-5237,1228, 
BtnAAB216B5,-1849,-144,5955,-791,-5182,1144, 
BtnAAB216B5,-1423,-194,5478,-710,-5014,1004, 
BtnAAB216B5,-922,-416,4823,-601,-4809,887, 
BtnAAB216B5,-499,-547,4200,-468,-4556,728, 
BtnAAB216B5,-190,-577,3687,-358,-4232,540, 
BtnAAB216B5,-57,-664,3288,-301,-3824,352, 
BtnAAB216B5,1,-925,2920,-257,-3410,157, 
BtnAAB216B5,95,-1217,2605,-190,-3038,-35, 
BtnAAB216B5,87,-1408,2436,-126,-2676,-225, 
BtnAAB216B5,16,-1613,2386,-58,-2285,-413, 
BtnAAB216B5,-49,-1836,2325,6,-1798,-593, 
BtnAAB216B5,-59,-2050,2188,59,-1214,-755, 
BtnAAB216B5,113,-2382,2026,130,-533,-873, 
BtnAAB216B5,222,-2804,1810,263,271,-968, 
BtnAAB216B5,254,-2962,1519,545,1147,-992, 
BtnAAB216B5,149,-2790,1206,923,2140,-941, 
BtnAAB216B5,-460,-2670,870,1297,3641,-884, 
BtnAAB216B5,612,-2717,89,1677,5585,-793, 
BtnAAB216B5,2871,-3114,2159,2728,7743,-558, 
BtnAAB216B5,6748,-2264,5777,2844,10258,-671, 
BtnAAB216B5,12384,-1992,-32,2377,12947,-1519, 
BtnAAB216B5,9159,-2297,-5983,2642,18674,-980, 
BtnAAB216B5,-1229,-3168,-5915,2602,23175,49, 
BtnAAB216B5,-4042,-1263,-5553,2983,21701,296, 
BtnAAB216B5,-3428,-261,-7760,2805,18944,1379, 
BtnAAB216B5,-8506,-557,-6110,2169,17121,2366, 
BtnAAB216B5,-7853,-1437,-5157,2029,13930,3487, 
BtnAAB216B5,-6604,-2005,-4638,2368,12152,4006, 
BtnAAB216B5,-6260,-1106,-2921,2660,10801,3207, 
BtnAAB216B5,-4843,-750,-1650,2316,8943,2048, 
BtnAAB216B5,-4216,-340,-966,1684,6745,1115, 
BtnAAB216B5,-4480,137,-681,905,4104,498, 
BtnAAB216B5,-5025,-297,-1312,210,1216,21, 
BtnAAB216B5,-5174,3,-2486,-91,-1454,-567, 
BtnAAB216B5,-4545,273,-3212,-259,-3375,-1105, 
BtnAAB216B5,-4549,-11,-3255,-384,-4456,-1494, 
BtnAAB216B5,-4182,-37,-2364,-317,-5021,-1786, 
BtnAAB216B5,-4000,8,-432,-77,-5270,-2066, 
BtnAAB216B5,-3836,1044,1238,141,-5643,-2327, 
BtnAAB216B5,-4469,1481,1792,-94,-6590,-2244, 
BtnAAB216B5,-6056,574,1619,-517,-8303,-1752, 
BtnAAB216B5,-7244,-531,1472,-638,-10374,-1062, 
BtnAAB216B5,-7946,-826,1027,-657,-12139,-503, 
BtnAAB216B5,-8133,-480,331,-1091,-13776,-291, 
BtnAAB216B5,-7031,-238,324,-1591,-15295,-380, 
BtnAAB216B5,-5152,-641,308,-1887,-16685,-421, 
BtnAAB216B5,-2122,-1029,1253,-1715,-17327,190, 
BtnAAB216B5,65,-514,3179,-2031,-17039,1019, 
BtnAAB216B5,1926,-654,3653,-2866,-15370,1667, 
BtnAAB216B5,2242,-1907,3446,-2967,-12417,1667, 
BtnAAB216B5,-1260,-1659,3908,-2691,-9432,868, 
BtnAAB216B5,-2536,-1353,3080,-2562,-7821,338, 
BtnAAB216B5,704,-2049,2782,-2026,-6895,343, 
BtnAAB216B5,720,-2133,3088,-1482,-5414,-6, 
BtnAAB216B5,1471,-1368,3041,-977,-4422,-216, 
BtnAAB216B5,1959,-1080,2545,-627,-3653,-182, 
BtnAAB216B5,2945,-867,2251,-358,-2967,-77, 
BtnAAB216B5,3017,-883,2401,-277,-2123,32, 
BtnAAB216B5,2121,-1402,2589,-129,-1164,88, 
BtnAAB216B5,1279,-1613,2666,189,-440,79, 
BtnAAB216B5,1125,-1431,2667,447,66,29, 
BtnAAB216B5,1695,-1088,2426,629,743,49, 
BtnAAB216B5,2976,-777,2088,878,1912,198, 
BtnAAB216B5,4374,-385,1350,1214,3489,308, 
BtnAAB216B5,3659,161,1306,1384,5591,411, 
BtnAAB216B5,2262,340,-180,1207,8173,150, 
BtnAAB216B5,3745,-864,-240,1191,10504,-84, 
BtnAAB216B5,8264,-4290,3278,3090,14801,191, 
BtnAAB216B5,9971,-4185,-3068,5252,19936,-888, 
BtnAAB216B5,-2549,-2121,-8452,5762,24780,-345, 
BtnAAB216B5,-12893,-35,-5001,5763,25011,1624, 
BtnAAB216B5,-10159,1949,-2282,5720,20700,2269, 
BtnAAB216B5,-5232,-1163,-5034,4983,18337,2651, 
BtnAAB216B5,-8009,-598,-3871,5002,18009,2311, 
BtnAAB216B5,-4686,675,-3476,4733,15423,1819, 
BtnAAB216B5,-3014,254,-3248,3725,13380,1181, 
BtnAAB216B5,-4036,38,-2802,2453,11218,315, 
BtnAAB216B5,-5141,326,-2224,1529,7975,-544, 
BtnAAB216B5,-5211,555,-2342,671,3913,-1149, 
BtnAAB216B5,-5461,-49,-3203,-81,57,-1489, 
BtnAAB216B5,-5470,435,-4535,-537,-2781,-1850, 
BtnAAB216B5,-4826,1012,-4733,-895,-4144,-2040, 
BtnAAB216B5,-4009,1137,-3739,-986,-4500,-2062, 
BtnAAB216B5,-2775,1400,-2637,-937,-4507,-2057, 
BtnAAB216B5,-3589,1470,-1688,-1025,-4489,-1879, 
BtnAAB216B5,-5639,1485,-1207,-1152,-4813,-1555, 
BtnAAB216B5,-6267,1425,-1039,-1333,-5437,-1163, 
BtnAAB216B5,-6690,630,-395,-1477,-6142,-860, 
BtnAAB216B5,-6857,-124,163,-1342,-7272,-812, 
BtnAAB216B5,-6758,-137,624,-992,-8655,-751, 
BtnAAB216B5,-6686,35,574,-884,-10112,-560, 
BtnAAB216B5,-6505,353,792,-1078,-11630,-233, 
BtnAAB216B5,-6101,349,878,-1370,-13083,-213, 
BtnAAB216B5,-5055,-136,329,-1699,-14463,-350, 
BtnAAB216B5,-3218,-311,556,-1456,-15281,-66, 
BtnAAB216B5,-1045,-98,1721,-1532,-15291,249, 
BtnAAB216B5,1378,-321,2258,-2088,-14004,533, 
BtnAAB216B5,1945,-999,2788,-2199,-11280,450, 
BtnAAB216B5,-714,-1341,3184,-2037,-8243,-94, 
BtnAAB216B5,-1539,-1257,3296,-1976,-5910,-638, 
BtnAAB216B5,-768,-1149,3765,-1791,-4180,-867, 
BtnAAB216B5,124,-1049,4293,-1671,-2773,-929, 
BtnAAB216B5,1198,-1309,3812,-1622,-1455,-859, 
BtnAAB216B5,1726,-1417,3110,-1587,-331,-680, 
BtnAAB216B5,1103,-1564,2775,-1475,343,-532, 
BtnAAB216B5,15,-1778,3120,-1098,665,-213, 
BtnAAB216B5,-1348,-1902,3842,-546,662,76, 
BtnAAB216B5,-2086,-1794,4683,-126,412,148, 
BtnAAB216B5,-1790,-1424,5202,65,147,31, 
BtnAAB216B5,-1213,-1210,5230,147,44,-67, 
BtnAAB216B5,-895,-1120,4874,182,143,-78, 
BtnAAB216B5,-811,-1026,4527,169,354,-49, 
BtnAAB216B5,-882,-956,4434,112,593,-23, 
BtnAAB216B5,-1022,-967,4468,46,825,-11, 
BtnAAB216B5,-1198,-1001,4435,11,1028,-8, 
BtnAAB216B5,-1230,-1036,4287,28,1212,-32, 
BtnAAB216B5,-1214,-1082,4377,84,1450,-95, 
BtnAAB216B5,-1248,-1026,4491,60,1600,-156, 
BtnAAB216B5,-1300,-1000,4601,45,1554,-191, 
BtnAAB216B5,-1265,-1099,4707,95,1420,-221, 
BtnAAB216B5,-1363,-1035,4771,117,1231,-224, 
BtnAAB216B5,-1478,-1081,4864,71,1012,-184, 
BtnAAB216B5,-1636,-1282,5065,18,822,-139, 
BtnAAB216B5,-2050,-1534,5143,-12,695,-99, 
BtnAAB216B5,-2624,-1736,5340,-90,484,-70, 
BtnAAB216B5,-2925,-1868,5722,-202,123,-70, 
BtnAAB216B5,-2608,-1880,6124,-259,-404,-89, 
BtnAAB216B5,-2145,-1758,6507,-220,-924,-92, 
BtnAAB216B5,-2194,-1571,6906,-177,-1350,-62, 
BtnAAB216B5,-2370,-1493,7277,-139,-1764,-4, 
BtnAAB216B5,-2382,-1534,7577,-71,-2128,31, 
BtnAAB216B5,-2235,-1601,7793,71,-2274,46, 
BtnAAB216B5,-2043,-1813,7931,264,-2182,64, 
BtnAAB216B5,-2019,-1976,7697,522,-1913,40, 
BtnAAB216B5,-2105,-2000,7278,849,-1558,4, 
BtnAAB216B5,-2184,-2030,7031,1227,-1214,-38, 
BtnAAB216B5,-2048,-2249,6771,1687,-958,-79, 
BtnAAB216B5,-1930,-2389,6373,2216,-750,-67, 
BtnAAB216B5,-1794,-2522,5816,2729,-507,59, 
BtnAAB216B5,-1633,-2672,5309,3193,-195,249, 
BtnAAB216B5,-1405,-2775,4566,3591,125,452, 
BtnAAB216B5,-1135,-2778,3766,3848,453,629, 
BtnAAB216B5,-675,-2615,3122,4008,647,764, 
BtnAAB216B5,-277,-2367,2337,4090,628,860, 
BtnAAB216B5,-26,-2127,1538,4058,441,913, 
BtnAAB216B5,250,-1907,947,3925,151,910, 
BtnAAB216B5,526,-1765,323,3745,-184,876, 
BtnAAB216B5,789,-1571,-273,3529,-466,831, 
BtnAAB216B5,1239,-1322,-809,3249,-675,778, 
BtnAAB216B5,1742,-1058,-1312,2906,-748,691, 
BtnAAB216B5,2170,-815,-1701,2517,-675,573, 
BtnAAB216B5,2469,-611,-1894,2085,-512,421, 
BtnAAB216B5,2736,-317,-2075,1651,-266,276, 
BtnAAB216B5,2971,27,-2320,1206,18,146, 
BtnAAB216B5,2902,337,-2378,736,226,3, 
BtnAAB216B5,2787,613,-2245,268,292,-152, 
BtnAAB216B5,2629,835,-1921,-189,255,-325, 
BtnAAB216B5,2409,892,-1527,-618,167,-522, 
BtnAAB216B5,2124,849,-1099,-1019,68,-726, 
BtnAAB216B5,1857,746,-602,-1392,-29,-939, 
BtnAAB216B5,1710,487,-172,-1729,-139,-1144, 
BtnAAB216B5,1635,263,180,-2026,-207,-1342, 
BtnAAB216B5,1607,25,598,-2266,-201,-1515, 
BtnAAB216B5,1414,-206,1124,-2416,-156,-1660, 
BtnAAB216B5,1019,-397,1621,-2479,-49,-1763, 
BtnAAB216B5,567,-617,1929,-2527,61,-1861, 
BtnAAB216B5,254,-910,2225,-2606,176,-1941, 
BtnAAB216B5,-4,-1225,2566,-2679,223,-2039, 
BtnAAB216B5,-452,-1583,3078,-2676,274,-2127, 
BtnAAB216B5,-985,-1868,3793,-2581,309,-2155, 
BtnAAB216B5,-1301,-2060,4521,-2449,350,-2115, 
BtnAAB216B5,-1658,-2059,5137,-2359,406,-2084, 
BtnAAB216B5,-2166,-2012,5822,-2320,450,-2024, 
BtnAAB216B5,-2654,-2001,6496,-2275,411,-1945, 
BtnAAB216B5,-3301,-2007,7328,-2235,221,-1910, 
BtnAAB216B5,-3832,-1994,8215,-2197,-99,-1872, 
BtnAAB216B5,-4256,-2022,8996,-2141,-466,-1771, 
BtnAAB216B5,-4596,-2098,9665,-2067,-820,-1554, 
BtnAAB216B5,-4796,-2296,10481,-1954,-1151,-1248, 
BtnAAB216B5,-4877,-2436,11451,-1774,-1513,-928, 
BtnAAB216B5,-4784,-2404,12353,-1517,-1885,-613, 
BtnAAB216B5,-4414,-2217,12762,-1185,-2216,-315, 
BtnAAB216B5,-3807,-2033,12675,-796,-2411,-61, 
BtnAAB216B5,-3171,-1977,12322,-376,-2441,128, 
BtnAAB216B5,-2501,-1989,11824,89,-2316,271, 
BtnAAB216B5,-1884,-1979,11326,610,-2010,360, 
BtnAAB216B5,-1569,-1976,10743,1134,-1589,374, 
BtnAAB216B5,-1353,-2014,10111,1631,-1168,345, 
BtnAAB216B5,-1081,-2178,9433,2071,-832,302, 
BtnAAB216B5,-865,-2390,8887,2453,-570,258, 
BtnAAB216B5,-726,-2652,8248,2786,-400,242, 
BtnAAB216B5,-615,-2804,7462,3085,-300,243, 
BtnAAB216B5,-522,-2909,6619,3348,-265,258, 
BtnAAB216B5,-425,-2964,5595,3609,-231,271, 
BtnAAB216B5,-383,-2872,4589,3848,-153,263, 
BtnAAB216B5,-311,-2763,3713,4036,-75,259, 
BtnAAB216B5,-101,-2687,2910,4159,-16,262, 
BtnAAB216B5,155,-2636,2048,4187,-2,300, 
BtnAAB216B5,412,-2448,1174,4131,-88,364, 
BtnAAB216B5,765,-2142,424,4002,-213,446, 
BtnAAB216B5,1231,-1836,-292,3843,-331,489, 
BtnAAB216B5,1680,-1499,-1029,3681,-366,501, 
BtnAAB216B5,2166,-1136,-1814,3523,-321,520, 
BtnAAB216B5,2356,-902,-2463,3307,-196,538, 
BtnAAB216B5,2500,-456,-2959,3085,-137,482, 
BtnAAB216B5,2653,-84,-3280,2807,-62,470, 
BtnAAB216B5,2567,311,-3446,2446,-95,375, 
BtnAAB216B5,3106,768,-3557,2016,-72,201, 
BtnAAB216B5,3249,921,-3602,1513,212,31, 
BtnAAB216B5,2793,1028,-3473,986,448,-92, 
BtnAAB216B5,2640,1194,-3286,489,458,-183, 
BtnAAB216B5,2480,1336,-3144,8,413,-293, 
BtnAAB216B5,2249,1299,-2970,-463,394,-419, 
BtnAAB216B5,2049,1216,-2677,-892,401,-554, 
BtnAAB216B5,1859,1093,-2360,-1267,405,-689, 
BtnAAB216B5,1711,880,-2086,-1590,396,-802, 
BtnAAB216B5,1438,681,-1851,-1863,404,-925, 
BtnAAB216B5,1323,319,-1628,-2112,395,-1046, 
BtnAAB216B5,1268,31,-1290,-2339,412,-1101, 
BtnAAB216B5,1129,-318,-954,-2630,410,-1148, 
BtnAAB216B5,1237,-582,-666,-2956,274,-1171, 
BtnAAB216B5,1476,-504,-575,-3349,100,-1193, 
BtnAAB216B5,1797,-586,-582,-3839,-86,-1208, 
BtnAAB216B5,1859,-723,-823,-4195,-304,-1286, 
BtnAAB216B5,1489,-628,-1116,-4476,-398,-1415, 
BtnAAB216B5,727,-674,-928,-4913,-277,-1604, 
BtnAAB216B5,-521,-1253,644,-5517,20,-1908, 
BtnAAB216B5,-2651,-2389,3770,-6152,148,-2264, 
BtnAAB216B5,-3807,-3732,5774,-6716,25,-2745, 
BtnAAB216B5,-2743,-5594,6307,-7053,-141,-3068, 
BtnAAB216B5,-2160,-7498,7247,-6927,-655,-3065, 
BtnAAB216B5,-2587,-7891,8109,-6344,-1753,-2749, 
BtnAAB216B5,-3704,-7544,9104,-5966,-3231,-1707, 
BtnAAB216B5,-3707,-7876,11209,-5110,-4206,-348, 
BtnAAB216B5,-2473,-7234,12891,-3752,-4144,619, 
BtnAAB216B5,-1287,-6279,13191,-2638,-3461,1117, 
BtnAAB216B5,202,-5368,12772,-1786,-2616,1370, 
BtnAAB216B5,1741,-4550,11690,-1104,-1621,1567, 
BtnAAB216B5,2392,-4224,10141,-451,-463,1568, 
BtnAAB216B5,2577,-3708,9239,171,621,1488, 
BtnAAB216B5,2351,-3194,8794,642,1451,1377, 
BtnAAB216B5,1920,-2874,8305,982,2044,1209, 
BtnAAB216B5,1488,-2569,7522,1330,2607,1000, 
BtnAAB216B5,735,-2166,6824,1672,3381,726, 
BtnAAB216B5,-131,-1919,6106,2078,4380,452, 
BtnAAB216B5,-81,-2297,7298,2835,6021,344, 
BtnAAB216B5,2079,-2543,10072,2897,8306,-48, 
BtnAAB216B5,8166,-2594,8712,2131,10704,-900, 
BtnAAB216B5,14950,-1614,2464,1471,15536,-1268, 
BtnAAB216B5,9836,-2212,-3698,994,22252,586, 
BtnAAB216B5,-230,-2241,-6742,1506,24569,2324, 
BtnAAB216B5,-2270,-947,-9243,1993,22885,2472, 
BtnAAB216B5,-6195,1864,-9592,1199,19940,3587, 
BtnAAB216B5,-8901,1545,-8312,-242,16060,5473, 
BtnAAB216B5,-9238,-2523,-7295,-825,13134,6614, 
BtnAAB216B5,-9497,-4316,-4305,366,11431,6038, 
BtnAAB216B5,-7717,-1317,-330,1733,9451,4080, 
BtnAAB216B5,-3920,1359,352,1603,6964,2313, 
BtnAAB216B5,-2392,1807,-968,1008,4531,1229, 
BtnAAB216B5,-1480,1437,-1653,1019,1944,171, 
BtnAAB216B5,208,2109,26,1847,-893,-1084, 
BtnAAB216B5,-1012,2550,2583,2416,-3900,-2614, 
BtnAAB216B5,-2347,1044,2014,2126,-7697,-3653, 
BtnAAB216B5,-3946,-935,-2239,813,-10795,-3960, 
BtnAAB216B5,-7806,-3403,-4544,-722,-12352,-3791, 
BtnAAB216B5,-8611,-2555,-2785,-1159,-14420,-3302, 
BtnAAB216B5,-6523,-1557,-647,-1505,-15751,-2811, 
BtnAAB216B5,-7311,-2151,-448,-1844,-15865,-1967, 
BtnAAB216B5,-6562,-1639,1430,-1591,-16436,-922, 
BtnAAB216B5,-3759,-1443,3470,-1325,-17095,82, 
BtnAAB216B5,-2850,-2055,3983,-1075,-17303,1227, 
BtnAAB216B5,-852,-2398,4399,-527,-17343,2158, 
BtnAAB216B5,1553,-2382,4472,-44,-16557,2613, 
