sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,115,-25,1071,72,1,46
1,118,-27,1064,-16,5,-8
2,122,-13,1053,-131,19,-43
3,125,-6,1061,-194,21,-51
4,127,2,1066,-167,5,-34
5,112,-5,1031,-55,-59,11
6,110,-17,1030,85,-75,46
7,101,-13,1028,205,-53,82
8,105,-36,1050,224,0,107
9,106,-44,1038,158,66,95
10,98,-42,1053,39,60,64
11,98,-37,1042,-73,48,5
12,103,-37,1032,-127,41,0
13,106,-29,1035,-102,9,-30
14,123,-26,1031,-49,21,-71
15,119,-26,1039,-55,1,-69
16,126,-6,1050,-32,-57,-51
17,121,-20,1058,25,-98,-16
18,121,-10,1050,64,-124,17
19,121,-17,1036,54,-145,35
20,123,-29,1029,-24,-139,35
21,126,-19,1023,-92,-90,7
22,113,-35,1005,-139,-47,-18
23,121,-44,1004,-94,-18,-26
24,110,-50,1035,3,15,-59
25,111,-43,1060,76,5,-106
26,123,-10,1062,46,-18,-147
27,122,4,1069,-38,-59,-135
28,120,-3,1079,-98,-112,-96
29,134,8,1078,-75,-165,-73
30,127,8,1045,-86,-202,-67
31,120,-11,1049,-84,-233,-22
32,131,-14,1022,-16,-217,-16
33,119,-21,1021,44,-204,-6
34,111,-26,1007,72,-139,-30
35,120,-33,1017,46,-65,-61
36,129,-23,1043,19,-45,-129
37,134,-4,1059,-67,-30,-184
38,137,15,1060,-159,-83,-147
39,137,9,1051,-168,-118,-114
40,145,11,1058,-129,-137,-86
41,142,25,1046,-120,-159,-84
42,130,9,1020,-127,-178,-81
43,136,-3,1042,-55,-200,-63
44,136,-10,1038,42,-180,-34
45,124,-12,1029,76,-190,5
46,139,-17,1025,101,-165,15
47,145,-20,1041,78,-129,-32
48,143,-5,1032,3,-118,-67
49,156,4,1018,-79,-100,-65
50,162,21,1033,-145,-90,-34
51,153,14,1023,-125,-92,-16
52,147,10,1039,-49,-104,25
53,150,8,1051,31,-108,29
54,138,-13,1030,29,-100,48
55,140,-16,1030,-43,-98,48
56,127,-22,1030,-110,-73,17
57,140,-20,1030,-124,-61,3
58,145,-24,1016,-100,-71,-10
59,142,-13,1025,-86,-77,-8
60,151,-2,1019,-98,-79,15
61,149,-14,1024,-61,-75,11
62,147,-8,1032,-14,-47,-4
63,145,-13,1045,-18,-53,7
64,140,-8,1041,-18,-94,11
65,159,1,1032,3,-106,25
66,161,-8,1039,5,-135,48
67,151,-14,1031,31,-155,78
68,141,-21,1021,41,-145,70
69,146,-22,1026,29,-114,44
70,151,-15,1025,-22,-73,29
71,147,-24,1032,-53,-71,48
72,152,-25,1019,-22,-63,25
73,148,-29,1027,1,-53,0
74,152,-26,1048,9,-75,-24
75,164,-14,1051,3,-118,-55
76,171,0,1047,-12,-163,-38
77,169,-1,1036,-26,-213,-24
78,174,-1,1014,-28,-260,3
79,175,5,988,-30,-235,0
80,191,8,994,-145,-204,23
81,192,27,963,-280,-211,54
82,189,28,914,-333,-235,130
83,202,19,847,-293,-295,242
84,199,-2,710,-143,-436,357
85,187,20,591,132,-547,386
86,197,29,478,427,-542,353
87,238,52,365,492,-450,375
88,253,53,287,337,-344,335
89,287,54,173,115,-143,220
90,294,57,93,-151,93,78
91,332,72,-2,-426,384,128
92,374,44,-90,-483,640,236
93,327,54,-128,-149,787,253
94,318,35,-132,417,986,386
95,280,-7,-117,970,1128,542
96,270,-26,-93,1371,1144,626
97,236,-23,-164,1511,1105,658
98,137,-67,-252,1384,1134,693
99,80,-75,-351,1308,1402,583
100,36,-25,-333,1359,1878,357
101,-7,53,-256,1365,2486,283
102,-60,70,-209,1406,2968,451
103,-162,30,-56,1796,3421,623
104,-184,23,236,2273,3845,681
105,-293,48,543,2564,3972,556
106,-371,65,893,2626,4007,335
107,-424,130,1246,2333,4074,48
108,-532,181,1607,1820,4224,-278
109,-546,265,1903,1173,3984,-350
110,-607,219,2048,453,3566,-190
111,-597,122,2048,408,3150,-124
112,-686,99,2041,587,2671,-321
113,-650,117,2048,240,2505,-454
114,-603,149,2048,-174,2523,-551
115,-542,212,2048,-477,2421,-575
