sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-355,-121,978,85,-311,54
1,-346,-114,952,46,-311,56
2,-344,-120,957,-22,-284,35
3,-351,-130,949,-30,-225,-12
4,-338,-100,958,5,-167,-88
5,-336,-103,966,95,-176,-149
6,-341,-81,991,154,-254,-157
7,-380,-89,906,119,-292,-125
8,-308,-99,996,-12,-305,-104
9,-359,-72,978,50,-401,-180
10,-339,-72,959,-137,-481,-75
11,-393,-52,848,-243,-497,39
12,-322,-103,918,-81,-459,111
13,-334,-125,887,-42,-432,121
14,-413,-82,681,-143,-190,82
15,-313,-168,922,-590,183,-63
16,-296,-160,960,-243,312,-120
17,-326,-128,945,-100,177,-264
18,-330,-117,949,-188,46,-237
19,-327,-124,973,-307,3,-264
20,-308,-92,941,-241,-65,-249
21,-328,-127,917,-174,-129,-196
22,-343,-145,886,-211,-75,-108
23,-333,-156,891,-167,78,-79
24,-330,-157,869,-163,277,-112
25,-323,-162,858,-165,466,-165
26,-330,-135,907,-125,640,-208
27,-317,-113,976,-110,695,-178
28,-309,-81,1035,-67,517,-124
29,-333,-89,1036,0,199,-71
30,-330,-95,997,78,-86,1
31,-334,-108,950,144,-264,39
32,-344,-121,926,56,-301,52
33,-336,-140,888,-127,-256,42
34,-343,-142,865,-243,-118,-4
35,-334,-153,861,-299,85,-45
36,-339,-143,878,-315,277,-65
37,-305,-138,910,-319,398,-63
38,-319,-121,957,-266,345,-81
39,-322,-104,1001,-172,187,-90
40,-331,-103,999,-69,5,-53
41,-330,-107,972,13,-120,-10
42,-348,-110,986,56,-180,13
43,-361,-118,941,33,-174,56
44,-342,-135,924,35,-73,52
45,-349,-148,914,-28,27,21
46,-343,-142,930,-149,134,-16
47,-349,-128,950,-272,212,-40
48,-360,-131,981,-319,255,-75
49,-338,-123,985,-299,242,-86
50,-327,-123,1003,-284,162,-81
51,-330,-124,1008,-241,13,-73
52,-344,-122,1006,-221,-157,-77
53,-346,-120,969,-223,-268,-86
54,-351,-125,956,-262,-323,-59
55,-348,-156,925,-256,-288,-59
56,-350,-156,927,-227,-182,-63
57,-335,-160,940,-196,-75,-57
58,-343,-151,949,-184,-49,-59
59,-348,-165,974,-182,-79,-12
60,-344,-160,962,-133,-131,0
61,-339,-159,960,-127,-188,-14
62,-328,-163,946,-167,-209,-32
63,-331,-154,952,-157,-211,-24
64,-317,-165,928,-129,-192,-18
65,-319,-167,925,-100,-190,-16
66,-325,-171,916,-69,-151,-20
67,-329,-173,912,-51,-63,-32
68,-311,-173,936,-45,-12,-61
69,-327,-170,934,-63,-40,-102
70,-331,-148,948,-118,-57,-129
71,-332,-160,919,-174,-32,-124
72,-323,-157,925,-233,-2,-108
73,-330,-144,930,-215,-2,-116
74,-323,-147,919,-139,46,-92
75,-307,-151,934,-53,87,-84
76,-314,-133,942,7,111,-88
77,-329,-123,958,48,142,-53
78,-324,-118,964,64,121,25
79,-313,-137,973,78,78,76
80,-322,-128,975,95,21,42
81,-341,-139,992,48,-63,-34
82,-351,-132,991,0,-81,-71
83,-350,-125,986,-88,-61,-47
84,-356,-134,981,-129,-32,-38
85,-343,-143,966,-112,11,-10
86,-347,-141,967,-90,13,7
87,-332,-132,964,-88,1,23
88,-341,-132,974,-75,-28,39
89,-332,-135,982,-53,-65,35
90,-340,-143,959,-12,-122,21
91,-352,-132,963,52,-159,-22
92,-350,-152,946,-34,-137,1
93,-353,-160,932,-90,-32,21
94,-342,-177,918,-106,83,1
95,-336,-164,914,-127,199,-4
96,-334,-154,942,-147,255,-12
97,-334,-160,938,-141,259,-4
98,-334,-148,964,-102,248,-12
99,-333,-159,981,-42,212,-38
100,-330,-160,976,-43,150,-45
101,-322,-169,967,-88,83,-77
102,-338,-152,947,-143,27,-106
103,-339,-161,925,-178,64,-92
104,-332,-161,908,-149,169,-79
105,-327,-163,899,-135,226,-57
106,-335,-167,923,-145,259,-63
107,-333,-168,911,-96,326,-69
108,-342,-167,939,-34,345,-81
109,-336,-163,969,-4,302,-84
110,-343,-154,978,21,203,-104
111,-343,-156,977,-14,68,-92
112,-346,-152,962,-65,-26,-65
113,-356,-157,941,-75,-57,-71
114,-364,-162,912,-77,-16,-71
115,-356,-168,902,-94,85,-83
116,-352,-163,895,-120,201,-104
117,-344,-147,927,-151,304,-94
118,-353,-152,941,-127,369,-73
119,-336,-164,981,-28,326,-77
120,-343,-146,1006,37,189,-100
121,-353,-147,1008,27,-10,-106
122,-352,-141,984,7,-165,-92
123,-370,-153,951,-10,-235,-106
124,-370,-151,929,-67,-174,-90
125,-359,-167,908,-143,-49,-88
126,-358,-170,901,-168,72,-88
127,-350,-163,918,-139,166,-94
128,-358,-162,935,-84,212,-106
129,-355,-169,983,-26,177,-124
130,-356,-144,998,-2,42,-139
131,-364,-150,975,-38,-88,-129
132,-359,-155,954,-16,-167,-118
133,-353,-146,925,-6,-174,-77
134,-358,-158,923,-26,-127,-59
135,-344,-152,907,-73,-16,-55
136,-358,-149,922,-100,117,-45
137,-361,-153,952,-100,175,-51
138,-361,-164,993,-53,154,-47
139,-353,-159,1000,-20,62,-49
140,-364,-154,1003,-42,-61,-67
141,-362,-164,982,-73,-147,-84
142,-373,-150,969,-86,-174,-77
143,-364,-141,959,-79,-180,-49
144,-355,-157,939,-49,-143,-28
