sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
117,-268,-18,987,85,42,-24
118,-267,-7,997,134,64,-18
119,-273,-20,1008,128,58,-32
120,-261,-18,1004,85,42,-26
121,-270,-25,1014,33,21,-40
122,-264,-25,1018,-24,3,-49
123,-272,-30,979,-42,-6,-55
124,-270,-22,996,-6,23,-57
125,-268,-27,1006,-6,56,-59
126,-256,-26,1004,0,85,-45
127,-254,-15,1027,80,76,-40
128,-249,-18,1022,162,56,-24
129,-256,-7,1029,177,39,0
130,-257,3,1042,185,37,11
131,-268,6,1083,210,68,46
132,-258,15,1127,257,103,82
133,-274,13,1164,304,142,109
134,-290,-5,1249,425,195,134
135,-309,0,1340,529,167,128
136,-330,-24,1416,615,78,68
137,-363,-33,1510,609,-24,-6
138,-367,-19,1619,591,-118,-69
139,-359,4,1748,570,-241,-125
140,-385,40,1852,494,-434,-124
141,-421,57,1913,406,-618,31
142,-438,50,1997,480,-737,167
143,-472,21,2048,628,-821,275
144,-548,-48,2048,744,-1032,304
145,-578,-85,2048,773,-1278,332
146,-611,-149,2048,535,-1758,193
147,-588,-145,2048,166,-2303,17
148,-615,-113,2048,-192,-2901,-122
149,-621,-82,2012,-467,-3377,-235
150,-603,-68,1817,-559,-3770,-293
151,-574,-40,1651,-471,-3961,-358
152,-517,-5,1522,-528,-4026,-389
153,-480,18,1400,-661,-4042,-362
154,-429,30,1280,-774,-4038,-387
155,-360,44,1175,-897,-4032,-422
156,-299,19,1053,-1000,-4077,-409
157,-277,52,929,-1002,-4106,-417
158,-268,26,833,-811,-4178,-344
159,-235,-4,764,-438,-4190,-348
160,-194,-7,713,-139,-4221,-393
161,-220,-9,624,-2,-4262,-426
162,-194,27,536,105,-4194,-440
163,-155,10,404,44,-4096,-448
164,-145,5,260,9,-3868,-428
165,-108,1,147,33,-3563,-422
166,-47,29,70,19,-3219,-479
167,8,29,27,169,-2979,-473
168,52,47,-28,427,-2795,-420
169,98,72,-75,736,-2588,-383
170,133,80,-104,1054,-2450,-301
171,171,45,-159,1300,-2264,-217
172,227,44,-172,1419,-2014,-213
173,312,117,-83,1285,-1684,-424
174,378,281,28,914,-1334,-606
175,447,447,174,591,-1059,-577
176,465,648,346,556,-784,-489
177,516,759,580,732,-612,-200
178,557,859,777,966,-543,171
179,579,977,1026,1044,-477,435
180,581,1080,1233,822,-463,798
181,566,1204,1393,453,-530,1130
182,551,1289,1485,46,-805,1474
183,513,1352,1505,-188,-1168,1810
184,455,1364,1438,-338,-1465,2142
185,405,1352,1284,-528,-1670,2535
186,334,1284,1100,-819,-1747,2951
187,282,1214,919,-1051,-1711,3302
188,232,1105,704,-1165,-1625,3724
189,162,968,502,-911,-1495,4175
190,134,848,382,-426,-1243,4476
191,131,679,276,-133,-1063,4792
192,145,485,196,27,-850,4976
193,149,338,99,25,-604,5056
194,92,186,33,-30,-487,5044
195,99,75,4,37,-225,4966
196,70,-20,-93,74,-55,4943
197,20,-173,-174,332,82,4916
198,15,-299,-238,789,339,4783
199,25,-407,-232,1083,746,4560
200,-9,-491,-176,916,1123,4302
201,25,-497,-157,566,1458,4009
202,0,-499,-173,236,1628,3951
203,-107,-538,-137,486,1710,3878
204,-108,-579,-57,906,1988,3785
205,-153,-690,15,1148,2185,3779
206,-260,-839,147,1416,2361,3648
207,-276,-949,298,1451,2660,3332
208,-354,-1054,418,1041,2857,3042
209,-418,-1106,476,669,2919,2652
210,-423,-1114,561,458,2974,2314
211,-465,-1102,631,501,2929,2023
212,-419,-1142,723,724,3015,1759
213,-367,-1184,736,593,3087,1501
214,-365,-1197,750,189,3216,1121
215,-394,-1168,799,-262,3451,798
216,-420,-1157,893,-346,3619,634
217,-497,-1164,961,-2,3601,480
218,-546,-1181,1047,589,3625,218
219,-482,-1200,1114,935,3619,-81
220,-478,-1157,1156,1066,3458,-450
221,-521,-1106,1182,1181,3279,-678
222,-586,-1047,1276,1380,3222,-944
223,-627,-1004,1387,1375,3277,-1143
224,-688,-1029,1435,1191,3265,-1247
225,-738,-1085,1495,980,3267,-1346
226,-779,-1151,1535,882,3285,-1500
227,-834,-1202,1580,1138,3089,-1715
228,-915,-1242,1662,1613,2851,-2250
229,-934,-1155,1777,2058,2722,-3000
230,-954,-1054,1869,1916,2414,-3612
231,-914,-895,1915,1324,2085,-4145
232,-890,-693,1912,416,1777,-4583
233,-856,-483,1848,-184,1496,-4793
234,-794,-328,1792,-18,1164,-4907
235,-775,-156,1772,486,822,-4995
236,-701,35,1782,900,892,-5186
237,-670,229,1783,779,912,-5231
238,-600,404,1757,443,869,-5200
239,-490,600,1706,52,775,-5049
240,-383,758,1635,-196,671,-4741
241,-292,880,1583,-249,451,-4465
242,-208,969,1495,-155,261,-4168
243,-148,1038,1430,-43,144,-3795
244,-121,1035,1369,-4,136,-3372
245,-114,1001,1315,54,261,-3012
246,-111,934,1302,80,382,-2663
247,-129,879,1333,113,519,-2331
248,-145,826,1310,13,568,-1967
249,-143,740,1304,-143,480,-1708
250,-116,680,1309,-163,398,-1608
251,-143,656,1318,-114,89,-1553
252,-167,613,1228,-223,-182,-1387
253,-193,539,1161,-340,-360,-1200
254,-199,490,1074,-379,-323,-1100
255,-191,471,1028,-319,-245,-948
256,-187,424,1020,-67,-129,-768
257,-187,375,1006,179,-26,-551
258,-199,299,1032,292,68,-327
259,-201,209,1051,283,125,-157
260,-188,131,1097,203,103,-114
261,-191,88,1114,76,-10,-139
262,-200,53,1114,-165,-188,-137
263,-191,35,1058,-305,-319,-135
264,-204,19,996,-225,-469,-149
265,-201,10,921,-4,-495,-172
266,-170,5,866,134,-387,-168
267,-156,24,902,248,-233,-161
268,-131,39,912,177,-96,-131
269,-142,34,947,41,-20,-63
270,-153,6,961,-170,35,58
271,-172,-35,949,-278,5,167
272,-173,-94,938,-198,-65,236
273,-170,-125,948,19,-79,193
274,-179,-131,975,175,-104,150
275,-181,-131,1025,208,-149,125
276,-176,-150,1029,126,-168,44
277,-187,-136,1007,35,-114,-47
278,-167,-124,977,-86,-108,-104
279,-165,-109,968,-96,-116,-114
280,-153,-93,975,-2,-129,-120
281,-145,-87,969,72,-131,-92
282,-143,-77,974,123,-112,-57
283,-152,-87,978,89,-104,11
284,-171,-108,953,101,-92,29
285,-176,-132,946,123,-36,27
286,-187,-153,958,164,33,0
287,-178,-152,999,203,85,-55
288,-190,-148,1014,201,119,-135
289,-177,-143,1017,152,115,-163
290,-182,-131,1031,107,72,-184
291,-175,-106,1005,80,44,-188
292,-177,-102,1016,97,21,-200
293,-169,-97,1002,115,31,-180
294,-168,-103,990,121,44,-172
295,-175,-102,989,175,64,-192
296,-164,-75,1004,173,103,-206
297,-153,-85,1017,117,150,-225
298,-199,-86,1047,85,121,-264
299,-168,-87,1021,68,201,-198
300,-154,-85,1035,72,199,-208
301,-178,-95,1036,99,119,-225
302,-177,-81,1062,121,97,-167
303,-156,-68,1079,113,95,-129
304,-216,-73,1087,105,-10,-84
305,-193,-88,1053,171,39,-106
306,-205,-97,1049,126,-12,-118
307,-214,-82,1057,105,-6,-137
308,-206,-73,1048,56,27,-163
309,-203,-63,1049,35,56,-157
310,-204,-59,1054,39,72,-163
311,-206,-56,1059,72,42,-145
312,-198,-55,1074,89,13,-159
313,-209,-52,1059,31,-6,-149
314,-208,-66,1064,-8,-20,-125
315,-193,-51,1051,-55,-38,-131
316,-201,-44,1046,-57,-75,-116
317,-207,-50,1020,-34,-79,-84
318,-206,-52,1001,1,-34,-77
319,-203,-66,1007,-8,37,-84
320,-194,-52,1024,-42,74,-69
321,-202,-65,1029,-40,97,-57
322,-192,-55,1042,7,91,-53
323,-194,-73,1027,48,54,-45
324,-190,-64,1040,58,21,-55
325,-199,-65,1027,7,-30,-42
326,-203,-63,1034,-16,-49,-38
327,-199,-62,1024,23,-45,-18
328,-192,-52,1031,74,-26,9
329,-187,-73,1019,85,-4,11
330,-194,-83,1018,85,11,9
331,-203,-72,1014,37,42,9
332,-206,-75,1006,0,54,-16
333,-204,-77,1035,25,64,-34
334,-200,-76,1044,37,48,-49
335,-200,-83,1060,21,3,-36
336,-210,-77,1045,-24,-32,-30
337,-201,-79,1044,-65,-47,-28
338,-199,-81,1024,-110,-40,-22
339,-200,-77,1022,-112,-26,-24
340,-203,-75,1004,-63,-18,-20
341,-199,-86,1009,-4,13,-12
342,-205,-93,1004,27,42,-10
343,-189,-89,1004,54,64,-30
344,-190,-79,1023,74,76,-26
345,-193,-71,1033,74,64,-28
346,-193,-70,1046,52,52,1
347,-183,-85,1064,1,23,21
348,-195,-80,1045,-57,-38,3
349,-192,-83,1032,-110,-65,1
350,-198,-67,1022,-106,-81,-16
351,-202,-79,1002,-30,-94,-18
352,-212,-86,983,70,-61,-14
353,-203,-79,995,117,5,-18
354,-197,-76,1004,74,74,-26
355,-193,-71,1024,11,111,-51
356,-183,-61,1010,-26,105,-43
357,-191,-62,1039,-51,83,-24
358,-185,-73,1021,-81,29,-26
359,-187,-64,1016,-77,-18,-30
360,-202,-84,1013,-73,-36,-14
361,-197,-85,1007,-51,-34,0
362,-216,-98,989,19,-10,9
363,-200,-92,1000,80,42,0
364,-197,-95,1004,85,76,-45
365,-191,-82,1004,74,78,-71
366,-190,-71,1025,46,58,-71
367,-192,-53,1028,-8,35,-71
368,-192,-55,1000,-84,7,-26
369,-194,-74,976,-106,-6,-4
370,-199,-80,953,-36,13,-10
371,-203,-71,982,52,82,-4
372,-215,-86,1000,99,152,-18
373,-211,-83,1011,138,195,-24
374,-216,-84,1023,146,250,-18
375,-213,-89,1074,103,253,1
376,-210,-85,1078,42,228,-14
377,-213,-88,1089,11,179,-8
378,-210,-100,1071,66,160,5
379,-205,-91,1122,154,150,1
380,-204,-89,1140,296,164,1
381,-221,-87,1240,496,210,-24
382,-228,-75,1324,599,261,-16
383,-220,-74,1438,525,292,13
384,-216,-74,1544,421,304,-22
385,-237,-64,1660,167,314,-47
386,-271,-62,1768,89,142,0
387,-308,-59,1891,261,9,60
388,-354,-76,2034,753,-268,119
389,-350,-127,2048,1367,-458,121
390,-516,-125,2048,1427,-768,189
391,-442,-173,2048,1392,-827,218
392,-567,-165,2048,857,-1432,115
393,-601,-172,2048,351,-1819,-61
394,-574,-125,2048,5,-2270,-170
395,-582,-114,2048,-362,-3000,-262
396,-594,-56,2034,-497,-3561,-368
397,-575,-36,1852,-489,-3889,-411
398,-537,1,1696,-411,-4026,-366
399,-517,18,1605,-274,-4114,-362
400,-485,25,1512,-231,-4170,-342
401,-453,42,1381,-362,-4264,-303
402,-427,14,1227,-575,-4280,-243
403,-357,-10,1071,-778,-4247,-256
404,-302,-27,902,-1075,-4229,-319
405,-240,-22,739,-1403,-4333,-403
406,-200,12,575,-1479,-4356,-477
407,-159,15,430,-1286,-4354,-444
408,-160,30,288,-887,-4235,-422
409,-132,9,199,-409,-3993,-379
410,-67,4,65,-83,-3756,-258
411,-40,-45,-35,126,-3600,-227
412,21,-43,-94,238,-3280,-221
413,114,-58,-126,148,-2918,-260
414,124,-55,-121,-18,-2637,-260
415,173,-25,-82,-36,-2344,-270
416,198,-29,-75,-16,-2137,-225
417,233,-34,-56,187,-2008,-194
418,260,-31,-38,416,-1827,-202
419,311,-29,-11,373,-1577,-198
420,348,-8,15,195,-1301,-229
421,335,17,74,154,-1028,-243
422,342,52,172,261,-692,-313
423,358,79,289,384,-469,-278
424,348,117,454,566,-299,-264
425,377,244,610,630,-178,-327
426,398,337,797,544,-102,-340
427,457,457,941,406,-149,-213
428,500,585,1089,261,-262,-163
429,500,794,1209,220,-395,-40
430,562,962,1328,384,-477,201
431,565,1095,1452,542,-670,568
432,542,1199,1461,691,-938,1009
433,531,1217,1423,603,-1221,1480
434,512,1227,1352,445,-1473,1935
435,472,1211,1248,388,-1481,2296
436,416,1150,1065,294,-1491,2722
437,349,1055,885,156,-1586,3087
438,309,966,717,107,-1479,3386
439,255,838,594,35,-1366,3654
440,211,708,485,-2,-1159,3857
441,229,581,363,-92,-938,4058
442,202,446,250,-86,-821,4236
443,182,345,161,85,-684,4326
444,161,267,88,367,-504,4404
445,149,209,39,726,-327,4498
446,84,96,16,964,-227,4574
447,119,-38,-58,1060,17,4685
448,85,-143,-96,960,210,4648
449,64,-256,-156,785,455,4546
450,19,-330,-192,660,773,4458
451,34,-371,-194,609,1121,4298
452,-33,-411,-244,597,1287,4203
453,-88,-463,-255,841,1476,4109
454,-86,-501,-272,1037,1818,4097
455,-176,-616,-248,1195,2097,4126
456,-243,-743,-135,1500,2541,3992
457,-362,-841,-8,1501,3015,3685
458,-391,-946,89,1189,3441,3394
459,-499,-1033,169,763,3757,3220
460,-571,-1150,316,712,4037,2935
461,-578,-1195,520,1048,4306,2548
462,-523,-1279,737,1177,4443,2140
463,-530,-1306,826,925,4453,1826
464,-598,-1265,923,609,4373,1421
465,-640,-1238,991,533,4419,1177
466,-687,-1258,1064,785,4261,1019
467,-797,-1294,1109,1373,4074,728
468,-844,-1363,1162,1609,4107,390
469,-850,-1433,1197,1308,4257,85
470,-888,-1463,1238,1033,4369,-336
471,-907,-1387,1394,1171,4478,-987
472,-904,-1278,1582,1441,4472,-1674
473,-881,-1178,1643,1535,4214,-2024
474,-885,-1090,1644,1544,3666,-2405
475,-878,-1010,1623,1482,3191,-2721
476,-871,-927,1587,1363,2919,-2909
477,-892,-823,1601,1296,2802,-3223
478,-898,-753,1625,1351,2765,-3415
479,-895,-660,1696,1386,2734,-3579
480,-919,-561,1743,1310,2658,-3797
481,-942,-512,1774,1250,2568,-3959
482,-911,-435,1829,1230,2410,-4178
483,-888,-282,1891,1117,2132,-4512
484,-837,-164,1934,927,1837,-4684
485,-802,19,1971,687,1539,-4834
486,-765,169,1989,314,1316,-4881
487,-741,291,1933,-38,1109,-4756
488,-714,370,1801,-122,835,-4639
489,-677,422,1652,-22,515,-4477
490,-628,469,1501,150,289,-4307
491,-577,538,1378,253,279,-4252
492,-462,670,1346,177,498,-4163
493,-364,792,1361,35,722,-3958
494,-326,810,1368,-77,833,-3504
495,-307,756,1358,44,740,-3018
496,-318,677,1397,382,587,-2786
497,-291,610,1428,556,349,-2553
498,-303,583,1424,421,58,-2432
499,-302,557,1368,154,-145,-2336
500,-268,564,1284,-86,-254,-2192
501,-259,582,1224,-178,-354,-2049
502,-243,576,1153,-176,-338,-1829
503,-243,563,1095,-188,-307,-1612
504,-226,537,1043,-184,-274,-1381
505,-195,509,1005,-245,-211,-1157
506,-198,502,1008,-292,-102,-954
507,-186,469,1033,-208,-71,-745
508,-198,425,1013,5,-129,-534
509,-212,354,1030,212,-174,-342
510,-207,281,1059,341,-231,-221
511,-211,222,1033,337,-333,-163
512,-222,170,997,294,-430,-145
513,-243,123,981,251,-415,-110
514,-238,83,971,312,-399,-67
515,-244,59,967,341,-428,-40
516,-244,40,962,337,-458,-22
517,-250,24,936,263,-456,56
518,-256,-13,938,226,-454,117
519,-259,-49,927,197,-438,171
520,-258,-80,923,187,-417,220
521,-255,-107,926,212,-403,244
522,-259,-122,925,234,-354,257
523,-253,-132,941,359,-321,257
524,-242,-150,953,521,-282,171
525,-226,-138,984,492,-178,103
526,-222,-143,988,337,-122,99
527,-209,-133,985,169,-104,103
528,-201,-117,979,19,-129,48
529,-205,-110,969,21,-198,85
530,-207,-107,960,130,-235,128
531,-213,-114,957,277,-268,185
532,-225,-146,930,394,-243,197
533,-224,-146,946,458,-122,173
534,-223,-133,992,417,15,82
535,-206,-104,996,306,54,64
536,-209,-104,990,218,31,42
537,-202,-85,1002,132,11,60
538,-221,-93,1016,107,-47,54
539,-228,-108,1014,109,-94,52
540,-238,-131,1005,132,-114,60
541,-229,-133,996,193,-153,42
542,-236,-115,1002,263,-167,0
543,-232,-121,987,273,-131,-6
544,-217,-96,981,222,-71,-45
545,-232,-65,989,123,-10,-75
546,-218,-54,986,76,29,-14
547,-234,-88,981,128,35,17
548,-246,-104,985,253,31,27
549,-235,-97,987,361,46,5
550,-245,-114,1023,417,7,7
551,-225,-111,1016,458,-38,-69
552,-230,-95,1034,376,-69,-133
553,-221,-63,1025,259,-69,-178
554,-233,-39,988,205,-88,-170
555,-235,-46,972,226,-88,-163
556,-239,-38,993,312,-42,-141
557,-233,-46,1003,292,0,-75
558,-237,-52,1014,167,54,-47
559,-243,-58,1002,66,85,-26
560,-245,-59,993,60,85,-28
561,-250,-73,997,121,60,-40
562,-261,-52,1032,150,39,-73
563,-263,-61,1034,150,15,-92
564,-258,-34,1050,107,5,-122
565,-251,-22,1042,41,-26,-108
566,-245,-23,1037,-6,-12,-84
567,-249,-28,1006,-22,15,-42
568,-262,-37,1009,1,50,-26
569,-262,-55,1028,46,99,-24
570,-269,-71,1039,85,121,-24
571,-264,-63,1078,68,150,-65
572,-264,-73,1077,35,128,-86
573,-261,-76,1075,-2,74,-104
574,-261,-67,1088,-84,13,-118
575,-243,-52,1077,-125,-67,-118
576,-255,-47,1048,-147,-155,-96
577,-252,-29,1033,-139,-204,-61
578,-258,-32,1017,-114,-219,-10
579,-263,-57,987,-81,-176,1
580,-267,-63,985,-34,-112,-10
581,-244,-64,965,-2,-51,-34
582,-241,-54,978,17,0,-69
583,-247,-51,987,5,5,-75
584,-237,-39,1011,11,-12,-81
585,-218,-43,1004,-10,-53,-69
586,-235,-44,994,-26,-94,-51
587,-242,-44,990,-30,-122,-30
588,-227,-40,1010,-16,-122,-24
589,-239,-51,976,-28,-98,-36
590,-245,-63,971,-36,-49,-47
591,-236,-46,977,-4,-10,-47
592,-235,-47,963,52,-10,-24
593,-232,-63,965,128,1,13
594,-229,-65,994,134,42,25
595,-230,-68,1014,80,60,29
596,-227,-63,1016,25,39,33
597,-239,-60,1019,-36,19,15
598,-240,-54,1020,-90,5,11
599,-234,-67,1019,-125,-24,-24
600,-238,-76,1008,-90,-63,-24
601,-238,-80,992,-38,-34,-36
602,-248,-73,1005,19,-18,-42
603,-236,-62,1002,64,13,-69
604,-234,-47,1024,25,42,-59
605,-226,-37,1007,-16,42,-38
606,-232,-40,1007,-53,41,-26
607,-225,-38,989,-63,52,17
608,-234,-50,996,-45,70,27
609,-252,-73,1010,-2,64,37
610,-249,-87,1030,85,58,13
611,-253,-70,1023,95,80,-12
612,-248,-68,1038,44,99,-30
613,-240,-57,1024,-28,105,-49
614,-242,-45,1018,-59,128,-63
615,-231,-45,1039,5,154,-43
616,-238,-38,1077,70,117,-34
617,-247,-55,1070,150,29,11
618,-259,-67,1090,212,-16,21
619,-260,-76,1105,201,-34,29
620,-277,-96,1107,132,-10,21
621,-277,-85,1121,58,85,29
622,-281,-91,1191,48,199,-14
623,-278,-84,1274,23,279,-63
624,-274,-63,1340,-81,302,-47
625,-275,-41,1417,-118,242,-24
626,-287,-35,1503,7,113,31
627,-306,-57,1553,216,-42,80
628,-315,-82,1647,445,-208,95
629,-350,-89,1741,619,-370,35
630,-378,-86,1848,652,-471,21
631,-406,-93,1963,519,-549,27
632,-430,-123,2034,330,-743,78
633,-439,-133,2048,240,-922,130
634,-461,-153,2048,298,-1170,80
635,-492,-131,2048,478,-1309,1
636,-531,-151,2048,441,-1399,-69
637,-592,-150,2048,222,-1827,-155
638,-617,-175,2048,-24,-2368,-241
639,-668,-154,2048,-276,-2928,-309
640,-679,-145,2048,-374,-3506,-317
641,-728,-167,2048,-360,-4176,-364
642,-741,-183,1858,-434,-4641,-409
643,-764,-203,1580,-598,-4762,-500
644,-718,-200,1341,-948,-4581,-592
645,-606,-156,1085,-1379,-4288,-708
646,-519,-77,851,-1665,-4090,-834
647,-403,-19,627,-1616,-3979,-903
648,-308,79,378,-1411,-3877,-874
649,-200,86,123,-1235,-3901,-727
650,-140,65,-77,-823,-3868,-524
651,-106,4,-267,-282,-3649,-401
652,18,-4,-366,320,-3313,-338
653,64,-22,-416,576,-3018,-397
654,142,10,-451,564,-2543,-377
655,209,8,-440,410,-2206,-415
656,263,35,-406,337,-1792,-399
657,323,57,-319,316,-1415,-379
658,362,101,-240,501,-1194,-360
659,337,134,-135,792,-1053,-375
660,361,169,-57,974,-752,-290
661,360,185,42,906,-604,-182
662,371,197,129,927,-459,-102
663,369,247,224,1070,-233,-104
664,359,315,360,1232,-38,-6
665,347,394,543,1552,177,23
666,355,488,746,1835,443,1
667,341,652,958,1816,421,25
668,347,800,1148,1585,185,68
669,373,1022,1274,1296,78,134
670,383,1230,1405,921,-45,289
671,455,1358,1452,722,-20,734
672,434,1537,1536,722,-172,1033
673,368,1597,1530,843,-381,1529
674,359,1602,1517,703,-499,2080
675,269,1551,1470,509,-604,2558
676,138,1454,1349,451,-913,3101
677,93,1324,1223,632,-1102,3546
678,13,1139,1107,671,-1190,3919
679,-75,955,987,652,-1260,4177
680,-108,764,874,517,-1288,4330
681,-110,645,772,484,-1340,4416
682,-155,487,584,263,-1311,4609
683,-153,324,477,302,-1221,4794
684,-149,147,382,509,-1063,4886
685,-174,-29,345,921,-967,4929
686,-168,-169,339,1244,-827,4849
687,-165,-315,292,1179,-680,4820
688,-128,-433,243,1099,-674,4732
689,-118,-510,152,1082,-645,4521
690,-37,-522,11,1007,-543,4320
691,19,-599,-182,736,-338,4191
692,53,-682,-304,673,7,4095
693,30,-755,-327,890,515,3900
694,34,-828,-222,1160,1207,3617
695,56,-802,-76,1056,1724,3285
696,49,-737,-68,511,2080,3083
697,-113,-763,-16,724,2039,2978
698,-160,-873,101,1597,2218,2890
699,-222,-1074,217,1892,2496,2847
700,-326,-1260,319,1658,2673,2525
701,-369,-1364,370,1101,3003,2033
702,-503,-1424,393,546,3185,1505
703,-559,-1420,475,615,3431,976
704,-580,-1471,562,863,3621,652
705,-660,-1549,698,1152,3648,253
706,-716,-1531,892,1279,3806,-231
707,-674,-1523,1165,1005,4228,-784
708,-692,-1463,1391,283,4324,-1188
709,-677,-1388,1517,-125,4050,-1602
710,-690,-1339,1511,-245,3587,-1901
711,-697,-1268,1506,-20,3113,-2114
712,-758,-1138,1503,490,2796,-2448
713,-821,-1040,1490,1140,2712,-2692
714,-895,-945,1603,1371,2947,-2930
715,-886,-904,1729,1185,3337,-3129
716,-906,-847,1867,720,3533,-3372
717,-949,-802,2048,261,3511,-3692
718,-963,-712,2048,-47,3160,-4045
719,-1006,-590,2048,-94,2572,-4385
720,-1007,-487,2048,-147,1912,-4534
721,-966,-351,2048,-34,1302,-4885
722,-932,-124,2048,130,900,-5178
723,-862,138,2048,-141,548,-5295
724,-785,382,2027,-516,414,-5313
725,-743,527,1909,-874,330,-5172
726,-646,689,1770,-1049,298,-4981
727,-551,861,1630,-965,291,-4801
728,-458,977,1532,-719,273,-4471
729,-356,1080,1474,-555,265,-4026
730,-267,1070,1411,-434,238,-3575
731,-250,1031,1413,-225,238,-3247
732,-222,981,1345,-153,97,-2950
733,-202,928,1291,-299,-47,-2737
734,-209,867,1212,-450,-153,-2506
735,-202,797,1116,-512,-188,-2327
736,-196,767,1008,-596,-149,-2215
737,-170,757,874,-563,-63,-2075
738,-146,758,913,-313,156,-1942
739,-123,763,990,-77,341,-1706
740,-100,731,1025,54,404,-1459
741,-120,678,1070,103,326,-1141
742,-122,581,1108,214,173,-911
743,-147,503,1074,220,-57,-721
744,-172,420,1019,166,-227,-536
745,-181,342,968,193,-299,-448
746,-180,312,947,208,-229,-420
747,-171,272,971,138,-90,-348
748,-165,256,997,89,33,-288
749,-163,238,997,-4,85,-196
750,-147,206,1018,-77,109,-81
751,-164,173,1036,-133,70,0
752,-165,152,1022,-147,-30,64
753,-194,105,986,-157,-149,136
