AccelerometerX,AccelerometerY,AccelerometerZ
-664,-971,3139
-531,-834,3142
-422,-683,3160
-373,-633,3218
-324,-555,3200
-330,-484,3082
-241,-321,3016
-290,-290,2978
-276,-246,2847
-342,-93,2706
-506,14,2535
-462,119,2328
-240,318,2207
-158,460,2128
-140,554,2004
47,687,1869
219,810,1796
316,945,1812
425,1044,1813
630,1115,1848
620,1215,1939
473,1298,2129
386,1225,2193
549,1227,2239
485,1210,2362
403,1206,2390
488,1250,2516
403,1269,2689
305,1323,2796
329,1425,2733
341,1481,2860
279,1460,3071
260,1368,3166
362,1392,3247
342,1374,3274
310,1388,3299
281,1454,3343
238,1438,3446
213,1413,3462
231,1367,3497
179,1307,3589
130,1290,3640
96,1264,3781
-80,1277,3757
-184,1285,3745
-128,1249,3830
-78,1207,3853
-59,1181,3907
-51,1190,3950
-23,1198,3955
18,1192,3949
69,1198,3914
26,1206,3910
-28,1208,3905
-88,1175,3910
-112,1152,3878
-83,1151,3931
-91,1131,4018
-99,1120,4004
-119,1122,3959
-154,1116,3957
-205,1110,3924
-220,1133,3917
-188,1136,3930
-76,1157,3946
11,1156,3986
57,1156,4008
32,1134,4015
7,1086,4000
-35,1118,3992
-156,1143,4001
-177,1145,4000
-97,1136,3978
-70,1098,4024
-109,1087,4062
-165,1074,4047
-134,1066,4082
-153,1036,4142
-159,1035,4126
-151,1044,4132
-201,1023,4151
-248,1031,4105
-211,1027,4083
-179,1025,4103
-199,1023,4090
-197,1058,4094
-247,1063,4078
-279,1059,4054
-265,1048,4033
-225,1041,3991
-196,1063,3995
-210,1072,3989
-192,1088,4024
-161,1086,4051
-127,1084,4028
-147,1048,4048
-192,1018,4043
-209,1044,4005
-241,1042,4015
-247,1026,4019
-189,1054,4031
-128,1057,4039
-97,1059,4039
-100,1075,4002
-154,1061,3963
-178,1060,3971
-218,1041,3948
-233,1044,3966
-267,1026,3986
-331,1003,4004
-354,997,4020
-368,986,4016
-397,981,4017
-454,982,4017
-523,1005,3983
-552,1022,3966
-657,1006,3943
-760,998,3928
-818,1028,3967
-905,1014,4017
-970,1010,4031
-996,993,4035
-1035,963,4041
-1114,957,4041
-1130,977,3989
-1046,1015,3981
-968,1030,4013
-958,1047,4014
-952,1074,4006
-852,1051,4085
-893,1025,4084
-944,1013,4075
-843,1020,4099
-757,995,4163
-811,935,4181
-845,895,4251
-778,876,4269
-829,769,4301
-753,780,4240
-782,754,4185
-853,754,4173
-756,780,4119
-635,664,4091
-452,620,4111
-346,623,3986
-206,655,3936
0,634,4001
183,673,3909
226,727,3939
199,707,4010
304,724,4026
633,751,4008
996,828,3941
1148,866,3964
1162,860,3930
1145,809,3833
1106,884,3756
821,967,3714
421,942,3649
411,954,3690
555,977,3808
488,952,3893
358,983,4009
429,930,4186
646,850,4131
877,915,4104
819,884,4136
757,864,4149
918,836,4137
1189,774,3989
1389,821,4069
1352,804,4110
1402,799,4092
1545,824,4093
1564,859,4142
1446,842,4119
1267,879,4048
1135,928,4019
1105,919,3978
1089,894,3926
1067,886,3878
1125,908,3850
1035,943,3813
808,932,3827
718,985,3817
602,971,3941
573,894,3874
768,909,3880
804,890,3980
730,858,3974
726,887,3962
726,884,3934
793,913,4057
838,885,4064
878,881,4004
836,933,4111
733,875,4175
822,877,4115
869,910,4108
769,919,4051
768,949,4054
774,945,4016
700,939,4007
756,901,3993
808,874,3997
766,855,3944
814,885,3952
755,890,3955
609,951,3942
578,985,4005
627,942,4020
706,936,4055
669,915,4056
594,898,4029
577,922,3985
528,935,4009
477,917,4003
536,952,4055
549,931,4089
603,916,4069
668,927,4098
594,920,4114
557,915,4075
567,927,4096
507,916,4100
482,921,4099
488,940,4092
508,948,4103
510,994,4136
469,969,4115
499,970,4150
467,931,4103
455,915,4054
457,922,4056
350,918,3993
290,940,4005
273,924,3988
315,916,3897
406,922,3890
470,943,3889
610,929,3889
504,860,3752
193,937,3661
138,982,3649
230,925,3597
270,944,3568
337,936,3537
428,894,3461
458,876,3415
506,839,3369
545,790,3268
531,731,3128
529,708,3008
572,715,2861
545,698,2740
365,747,2614
337,772,2528
366,753,2474
378,672,2436
461,585,2413
404,506,2410
339,417,2361
347,368,2278
298,377,2209
117,352,2111
133,407,2106
114,325,2135
133,245,2171
194,218,2223
70,103,2295
-53,-59,2358
-34,-211,2336
213,-161,2322
263,-128,2385
277,-118,2470
400,9,2521
357,139,2631
213,68,2843
154,-220,3111
207,-516,3286
249,-646,3224
399,-685,3201
604,-747,3272
407,-853,3361
-181,-915,3548
-674,-931,3742
-687,-1132,3821
-213,-1350,3902
-102,-1622,3787
-483,-1868,3564
-752,-2062,3453
-881,-2315,3520
-1244,-2536,3539
-1880,-2826,3648
-2089,-3119,3918
-1834,-3357,4182
-1508,-3606,4418
-1381,-3747,4595
-1520,-3777,4700
-1627,-3679,4706
-1655,-3515,4580
-1942,-3486,4449
-1928,-3619,4672
-1475,-3766,5045
-1145,-3883,5269
-780,-3940,5352
-394,-3972,5307
-345,-4040,5217
-554,-4162,5102
-774,-4267,4927
-916,-4355,4930
-1042,-4505,5181
-1062,-4548,5369
-996,-4463,5267
-1043,-4412,5160
-1242,-4467,5085
-1590,-4719,5032
-1687,-4910,5104
-1871,-4930,5292
-2216,-4905,5490
-2491,-4954,5583
-2865,-4985,5540
-3215,-4987,5509
-3380,-4959,5500
-3455,-4836,5518
-3364,-4767,5566
-3162,-4727,5677
-2940,-4608,5683
-2837,-4494,5616
-2855,-4452,5449
-2825,-4436,5309
-2772,-4417,5199
