AccelerometerX,AccelerometerY,AccelerometerZ
-615,487,4206
-607,466,4196
-608,454,4199
-588,477,4203
-599,505,4185
-625,512,4174
-642,511,4187
-614,516,4163
-596,509,4157
-588,520,4160
-593,512,4151
-597,520,4171
-599,519,4166
-604,495,4167
-600,497,4174
-595,503,4152
-601,500,4149
-594,505,4146
-607,503,4145
-636,510,4138
-652,519,4146
-652,519,4155
-643,538,4166
-645,535,4166
-619,526,4162
-602,521,4146
-603,516,4162
-611,509,4172
-633,503,4166
-624,505,4189
-627,504,4197
-647,487,4195
-649,487,4201
-672,481,4232
-689,490,4229
-700,471,4214
-684,469,4199
-680,489,4203
-675,485,4217
-664,468,4205
-665,466,4195
-685,463,4215
-691,484,4233
-691,488,4233
-694,459,4228
-684,464,4230
-663,466,4213
-647,460,4197
-635,477,4200
-649,492,4200
-662,494,4212
-651,493,4219
-635,482,4192
-619,477,4185
-642,474,4180
-654,481,4190
-664,486,4181
-668,477,4182
-659,472,4165
-652,486,4150
-649,486,4124
-655,480,4123
-676,484,4147
-678,483,4153
-652,483,4145
-650,489,4146
-656,469,4143
-647,462,4135
-655,470,4125
-659,485,4122
-674,504,4137
-687,501,4166
-682,496,4177
-659,482,4172
-645,479,4161
-658,477,4148
-655,468,4159
-666,462,4150
-664,459,4136
-668,467,4122
-690,469,4172
-681,467,4179
-664,459,4172
-633,439,4174
-631,440,4166
-645,426,4147
-654,412,4132
-679,417,4129
-694,452,4170
-709,451,4177
-737,422,4163
-703,429,4157
-677,445,4180
-687,445,4176
-672,418,4178
-648,410,4186
-646,425,4221
-651,434,4253
-656,429,4264
-641,421,4263
-651,433,4274
-644,445,4298
-662,449,4325
-674,444,4341
-665,424,4335
-636,419,4329
-636,424,4326
-639,423,4322
-645,416,4320
-666,414,4320
-665,399,4302
-657,383,4268
-673,368,4249
-671,362,4226
-643,378,4197
-655,404,4188
-678,393,4189
-692,391,4164
-703,401,4144
-684,396,4126
-670,391,4107
-676,387,4099
-671,411,4108
-686,413,4126
-677,402,4128
-648,394,4144
-616,393,4147
-609,406,4172
-623,415,4200
-625,426,4240
-604,422,4259
-605,428,4288
-603,416,4290
-589,404,4283
-593,406,4279
-606,422,4294
-636,416,4280
-668,407,4268
-669,410,4232
-665,411,4213
-673,397,4198
-686,406,4199
-707,408,4215
-719,407,4203
-710,416,4202
-713,410,4201
-689,398,4172
-677,402,4149
-667,403,4137
-655,400,4120
-664,405,4113
-699,421,4127
-700,410,4128
-687,403,4120
-672,406,4114
-636,408,4113
-633,407,4109
-638,391,4096
-654,397,4109
-665,417,4118
-680,427,4127
-680,436,4153
-666,420,4142
-643,404,4114
-633,397,4135
-634,390,4143
-629,408,4154
-614,420,4152
-639,415,4172
-668,415,4204
-667,419,4223
-658,399,4221
-626,412,4240
-605,396,4228
-595,380,4216
-593,386,4204
-615,385,4206
-639,405,4231
-648,398,4249
-648,379,4226
-642,391,4224
-650,391,4228
-671,381,4246
-686,367,4235
-700,362,4219
-700,372,4222
-689,366,4202
-676,363,4180
-667,365,4182
-661,383,4200
-661,369,4198
-641,345,4191
-620,354,4175
-604,361,4151
-609,364,4153
-614,366,4145
-641,379,4160
-648,382,4174
-646,368,4155
-638,355,4138
-647,363,4142
-669,366,4139
-698,362,4157
-698,364,4173
-693,359,4183
-689,355,4183
-684,354,4173
-652,351,4165
-646,359,4177
-644,354,4168
-642,351,4176
-639,357,4185
-639,338,4185
-624,353,4204
-624,345,4215
-629,327,4227
-607,348,4238
-617,330,4229
-655,314,4221
-684,333,4250
-748,337,4270
-775,333,4283
-759,350,4280
-754,341,4281
-724,324,4290
-666,323,4275
-660,310,4273
-680,327,4322
-750,349,4399
-811,359,4458
-786,391,4509
-770,376,4559
-797,358,4619
-734,391,4742
-734,425,4848
-834,453,4956
-886,558,5196
-1009,588,5535
-1004,534,5758
-873,487,5793
-742,462,5796
-669,464,5845
-728,448,5905
-829,466,5983
-900,536,6118
-985,552,6267
-1057,619,6423
-1052,712,6552
-975,724,6616
-812,658,6573
-769,617,6500
-816,607,6420
-901,603,6324
-1018,601,6239
-1091,614,6193
-1125,622,6208
-1251,595,6073
-1340,497,5761
-1248,487,5417
-1133,577,5136
-1104,670,5016
-1307,539,4697
-1301,631,4504
-1190,687,4219
-1084,649,3872
-887,716,3593
-707,826,3379
-499,964,3146
-363,1058,3020
-207,1063,2860
17,1127,2623
217,1174,2359
297,1146,1984
445,1131,1526
774,1289,1174
913,1402,930
915,1521,810
963,1730,816
887,1888,863
751,1907,804
719,1893,603
683,1951,529
872,2038,412
1138,2036,189
1384,2036,5
1527,2111,9
1529,2194,117
1461,2314,214
1332,2395,312
1179,2407,380
1160,2374,373
1256,2389,422
1216,2334,574
1090,2184,702
1015,2063,774
1036,2075,805
934,2115,970
743,2010,1133
645,1908,1261
577,1848,1340
443,1782,1433
291,1717,1640
227,1697,1698
212,1778,1831
182,1839,1982
197,1772,2084
142,1645,2249
10,1438,2406
45,1312,2467
105,1395,2550
-118,1499,2718
-393,1547,3019
-697,1422,3357
-864,1115,3534
-778,917,3562
-551,807,3424
-475,837,3266
-696,870,3230
-1205,895,3512
-1868,994,4236
-2305,1006,4968
-2279,1017,5245
-2024,995,5189
-1451,1058,5227
-1085,1146,5496
-1108,968,5710
-1209,818,5836
-1415,751,5999
-1566,657,6281
-1563,628,6492
-1757,682,6590
-1962,737,6767
-1872,970,7220
-1912,901,7542
-1866,661,7519
-1571,707,7649
-1445,700,7688
-1389,736,7860
-1405,777,8114
-1595,692,8367
-1912,654,8618
-2134,672,8781
-2119,715,8743
-2057,707,8622
-2037,648,8507
-1983,635,8333
-1954,582,8063
-1795,562,7795
-1680,582,7521
-1664,636,7313
-1735,663,7159
-1702,567,6881
-1523,548,6527
-1462,568,6259
-1493,580,6095
-1477,528,5871
-1485,502,5602
-1503,565,5453
-1562,458,5146
-1430,428,4715
-1273,540,4471
-1250,546,4256
-1219,570,3996
-1087,555,3704
-1017,482,3329
-1046,416,2907
-1158,452,2597
-1299,560,2304
