AccelerometerX,AccelerometerY,AccelerometerZ
-177,262,4137
-184,276,4163
-281,273,4173
-389,258,4203
-468,186,4202
-521,147,4197
-516,160,4211
-490,194,4238
-458,233,4224
-454,240,4225
-439,197,4215
-340,165,4180
-263,189,4145
-276,233,4153
-378,251,4216
-532,221,4251
-611,195,4287
-543,159,4260
-411,167,4179
-305,216,4119
-321,242,4191
-400,209,4223
-459,211,4230
-475,236,4241
-440,239,4257
-388,222,4229
-367,243,4210
-389,276,4203
-454,247,4219
-516,216,4232
-575,211,4275
-575,187,4286
-492,173,4270
-389,192,4228
-307,232,4216
-293,254,4224
-337,249,4228
-418,229,4226
-504,210,4227
-571,189,4231
-580,170,4221
-521,168,4204
-442,221,4185
-375,266,4184
-327,259,4160
-330,242,4165
-393,209,4165
-490,228,4172
-558,244,4201
-592,228,4222
-543,191,4182
-473,200,4155
-416,210,4147
-388,216,4140
-392,214,4145
-405,195,4175
-455,216,4189
-499,214,4182
-492,207,4184
-433,179,4125
-367,176,4065
-333,198,4038
-377,217,4052
-487,217,4106
-606,199,4168
-635,198,4211
-566,198,4205
-469,216,4227
-370,223,4232
-345,258,4271
-437,269,4372
-573,243,4518
-694,244,4770
-780,296,5057
-781,421,5427
-726,572,5884
-625,632,6238
-485,644,6439
-403,684,6659
-328,696,6966
-367,716,7302
-624,751,7600
-970,717,7921
-1201,618,8169
-1201,528,8197
-1003,495,8038
-741,456,7784
-434,366,7544
-211,277,7232
-263,249,6866
-342,240,6594
-355,159,6387
-422,88,6139
-380,26,5815
-101,-58,5415
362,-116,4980
859,-132,4512
1293,-102,4096
1632,-74,3673
1915,-33,3363
1924,50,3014
1690,179,2996
1443,214,3115
1442,151,3123
1768,134,2784
2303,295,2343
2789,546,2091
3005,668,1890
2923,695,1807
2755,674,1604
2590,691,1336
2321,750,1385
1900,706,1463
1563,584,1468
1490,538,1432
1605,582,1415
1774,584,1309
1903,596,1086
1906,728,898
1627,902,798
1015,1053,841
296,1139,1022
-191,1261,1159
-320,1409,1330
-162,1470,1356
119,1558,1342
296,1586,1285
300,1563,1235
244,1589,1276
142,1585,1306
-231,1594,1428
-721,1505,1793
-1034,1311,2004
-1144,1291,2089
-1078,1412,2148
-871,1488,2285
-672,1402,2352
-614,1277,2351
-664,1296,2378
-948,1460,2432
-1434,1640,2643
-1824,1621,2907
-2033,1435,3108
-1992,1243,3169
-1847,1193,3235
-1646,1259,3410
-1669,1413,3556
-1923,1675,3819
-2033,1547,3997
-2036,1171,3904
-2029,1127,3705
-1971,1343,3647
-1900,1433,3850
-1917,1300,4155
-2073,1141,4369
-2248,1095,4648
-2464,1093,4826
-2566,1087,4831
-2496,1089,4768
-2326,1091,4778
-2274,1011,4699
-2320,922,4515
-2405,771,4379
-2551,544,4442
-2700,349,4734
-2858,351,5061
-3076,657,5127
-3128,1043,5082
-2933,971,4814
-2589,502,4404
-2287,119,4101
-2077,-83,4118
-2077,-127,4435
-2530,67,4905
-3160,429,5324
-3480,580,5405
-3241,245,5178
-2645,-274,4899
-2015,-595,4697
-1601,-567,4679
-1540,-364,4976
-1840,-273,5250
-2322,-244,5536
-2626,-291,5804
-2734,-466,5857
-2520,-635,5747
-1946,-753,5693
-1320,-836,5570
-833,-827,5546
-564,-773,5644
-482,-767,5749
-542,-796,5823
-617,-798,5952
-615,-887,5967
-469,-1000,5816
-126,-1063,5631
301,-1105,5370
724,-1045,5133
1042,-898,5024
999,-776,4966
737,-681,5029
528,-701,5100
502,-825,5048
712,-835,4841
1062,-709,4551
1348,-551,4355
1487,-419,4224
1491,-336,4077
1390,-305,3925
1207,-323,3906
1099,-372,3947
1054,-380,3950
1107,-368,3887
1197,-318,3779
1173,-194,3812
1043,-95,3882
878,-87,3865
744,-32,3878
663,17,3918
591,35,3988
450,-1,4056
307,-76,4088
157,-71,4149
-18,-40,4204
-114,-20,4228
-146,13,4226
-192,34,4178
-238,45,4094
-284,91,4074
-366,150,4145
-465,143,4241
-495,71,4217
-496,69,4168
-469,105,4137
-443,142,4102
-478,153,4060
-544,143,4091
-587,106,4111
-627,117,4142
-655,156,4130
-662,192,4139
-708,201,4181
-794,206,4202
-841,230,4260
-761,186,4303
-646,120,4227
-578,134,4152
-558,178,4133
-593,161,4099
-647,158,4072
-713,168,4057
-711,169,4126
-674,170,4165
-643,197,4124
-617,231,4119
-685,249,4143
-799,245,4204
-862,223,4210
-857,213,4189
-776,181,4158
-684,204,4110
-652,268,4115
-694,268,4133
-728,246,4202
-758,237,4237
-780,239,4262
-772,223,4251
-762,207,4247
-747,194,4234
-714,180,4183
-689,183,4164
-663,184,4133
-675,189,4117
-729,174,4152
-728,158,4204
-719,180,4222
-739,216,4227
-739,235,4241
-732,198,4234
-774,202,4242
-800,212,4226
-778,195,4205
-703,190,4173
-650,218,4148
-617,219,4160
-596,187,4203
-580,159,4187
-590,182,4174
-639,189,4192
-716,181,4178
-775,190,4213
-767,179,4232
-634,175,4197
-512,178,4151
-431,168,4122
-414,161,4108
-509,185,4146
-628,191,4198
-723,171,4234
-762,170,4262
-732,171,4231
-684,168,4208
-642,157,4188
-620,145,4198
-616,110,4211
-617,109,4222
-625,145,4233
-665,186,4272
-725,201,4288
-763,185,4334
-768,139,4325
-728,116,4266
-633,152,4202
-563,187,4177
-543,194,4145
-586,187,4123
-661,178,4184
-728,153,4244
-760,179,4245
-732,216,4252
-663,197,4238
-623,177,4198
-605,177,4192
-592,168,4178
-599,178,4153
-630,200,4159
-695,183,4174
-767,169,4173
-833,170,4156
-852,173,4176
-799,162,4153
-675,161,4085
-580,188,4032
-555,213,4002
-631,231,3978
-738,214,3988
-810,178,4007
-848,142,3976
-847,141,3938
-825,159,3923
-789,174,3918
-725,176,3915
-657,206,3894
-644,249,3864
-697,280,3908
-797,254,3974
-864,227,4084
-825,230,4164
-736,278,4216
-672,336,4358
-721,403,4593
-894,448,4935
-1012,505,5392
-983,548,5849
-869,503,6111
-812,481,6291
-834,430,6516
-894,366,6735
-1040,398,7021
-1145,428,7239
-1175,439,7383
-1152,418,7463
-1071,384,7503
-983,320,7416
-918,279,7292
-734,284,7154
-473,254,6961
-208,203,6743
