AccelerometerX,AccelerometerY,AccelerometerZ
-268,1004,4165
-273,1022,4178
-293,1018,4166
-313,1004,4160
-317,1014,4165
-306,1013,4164
-297,1001,4144
-290,997,4147
-291,1006,4132
-299,1028,4120
-292,1026,4132
-285,1012,4135
-262,1005,4128
-276,1004,4139
-289,1009,4139
-286,1013,4135
-289,1016,4143
-284,1011,4146
-267,1008,4141
-265,1007,4135
-264,1012,4146
-264,1005,4158
-277,1006,4159
-273,1017,4154
-276,1020,4156
-277,1025,4165
-280,1010,4177
-286,1006,4175
-280,1003,4167
-300,999,4177
-302,1003,4181
-283,1004,4165
-275,1008,4161
-284,1009,4165
-313,1010,4180
-322,1013,4192
-315,1007,4180
-283,999,4178
-235,1004,4177
-229,1004,4164
-269,1003,4166
-309,1007,4189
-297,997,4181
-277,1000,4166
-263,996,4156
-259,995,4159
-261,1003,4147
-257,1003,4137
-252,1000,4139
-255,1010,4142
-281,1002,4149
-278,1012,4138
-262,1010,4137
-258,1009,4139
-273,1005,4134
-291,1009,4135
-277,1016,4133
-255,1014,4120
-254,1005,4123
-272,1003,4128
-295,1002,4137
-289,995,4134
-267,1012,4119
-241,1012,4124
-238,998,4136
-265,1001,4129
-289,1017,4148
-289,1024,4154
-254,1035,4149
-217,1033,4140
-240,1020,4154
-264,1022,4152
-272,1016,4156
-277,1018,4144
-291,1024,4140
-312,1018,4161
-306,1018,4169
-294,1021,4173
-288,1015,4182
-291,1006,4166
-268,1004,4169
-258,1004,4168
-265,998,4171
-270,997,4172
-267,993,4184
-269,1001,4183
-257,1011,4172
-268,1020,4168
-289,1005,4161
-278,1002,4170
-271,1010,4174
-276,1011,4169
-279,1007,4170
-267,1007,4170
-249,1011,4163
-260,1029,4170
-275,1032,4183
-256,1018,4187
-238,1010,4174
-249,998,4160
-260,988,4171
-253,990,4169
-256,999,4163
-275,1010,4156
-281,1016,4137
-263,1014,4140
-227,1006,4130
-222,1012,4110
-228,1015,4119
-241,1009,4141
-249,1005,4141
-260,1004,4138
-271,990,4148
-284,986,4162
-285,975,4161
-296,974,4159
-287,989,4170
-276,1002,4158
-271,1002,4160
-271,1002,4180
-263,999,4166
-255,996,4160
-257,993,4154
-257,991,4166
-265,988,4169
-259,986,4162
-252,991,4162
-242,994,4166
-237,999,4162
-241,1003,4149
-247,1007,4159
-255,982,4161
-260,980,4157
-258,984,4146
-249,985,4142
-239,991,4131
-257,992,4133
-256,996,4143
-260,1001,4159
-254,982,4157
-238,974,4159
-228,969,4171
-229,966,4167
-254,989,4168
-248,1002,4161
-230,1001,4178
-246,1008,4167
-248,1007,4176
-242,1005,4175
-239,999,4170
-251,1010,4178
-264,1000,4173
-277,998,4177
-281,998,4189
-271,995,4188
-280,995,4187
-269,994,4180
-258,1001,4180
-263,1002,4176
-250,1013,4170
-236,998,4142
-238,999,4131
-269,1012,4147
-290,1017,4144
-258,1020,4138
-243,1011,4121
-242,1012,4103
-251,1006,4116
-232,1013,4113
-226,1008,4101
-245,1012,4105
-244,1015,4119
-241,1014,4141
-239,1020,4114
-244,1021,4105
-247,1010,4110
-272,1001,4128
-281,1007,4124
-266,1018,4126
-267,1014,4134
-274,1007,4127
-271,999,4136
-266,1009,4134
-259,1005,4132
-273,1005,4146
-275,1016,4163
-263,1006,4164
-252,1005,4150
-233,1011,4165
-253,992,4172
-256,992,4176
-260,993,4184
-247,991,4182
-217,996,4170
-213,999,4140
-230,986,4148
-252,991,4146
-257,991,4127
-238,992,4123
-221,996,4113
-221,989,4117
-229,996,4105
-223,1002,4100
-207,1003,4080
-199,1002,4082
-195,1000,4088
-193,995,4079
-204,999,4072
-204,1001,4061
-197,1005,4052
-191,993,4071
-185,997,4075
-180,995,4067
-183,1003,4056
-188,1014,4068
-225,1014,4095
-202,1011,4110
-157,1015,4102
-149,1005,4108
-191,1010,4131
-249,1022,4200
-285,1039,4257
-295,1045,4297
-288,1066,4365
-298,1082,4457
-291,1069,4568
-276,1076,4699
-239,1099,4831
-214,1106,4969
-234,1107,5125
-193,1136,5276
-119,1197,5426
-123,1283,5611
