AccelerometerX,AccelerometerY,AccelerometerZ
-646,1744,3868
-631,1745,3865
-626,1755,3870
-640,1763,3869
-655,1764,3866
-659,1770,3869
-681,1763,3869
-677,1748,3876
-666,1753,3872
-650,1752,3867
-646,1759,3869
-643,1762,3876
-651,1757,3887
-657,1762,3897
-641,1751,3895
-640,1764,3898
-650,1759,3903
-654,1744,3913
-657,1757,3919
-677,1762,3914
-697,1755,3930
-714,1758,3942
-708,1760,3943
-704,1765,3947
-670,1751,3951
-641,1755,3948
-633,1754,3941
-638,1766,3931
-660,1771,3927
-679,1754,3936
-688,1760,3946
-684,1759,3951
-666,1744,3945
-663,1754,3930
-673,1763,3931
-669,1769,3917
-663,1747,3935
-674,1753,3940
-672,1760,3938
-677,1770,3921
-678,1771,3912
-684,1769,3901
-688,1765,3925
-682,1757,3921
-668,1745,3913
-666,1741,3910
-672,1737,3908
-678,1740,3916
-670,1743,3905
-656,1742,3901
-658,1753,3879
-658,1760,3888
-669,1761,3895
-669,1763,3889
-657,1761,3885
-649,1757,3877
-633,1755,3882
-624,1750,3875
-618,1756,3880
-622,1757,3892
-650,1759,3899
-652,1754,3905
-655,1751,3899
-654,1745,3905
-645,1746,3923
-644,1754,3935
-636,1771,3930
-632,1764,3937
-640,1751,3933
-648,1744,3922
-651,1744,3927
-665,1746,3934
-652,1763,3928
-669,1757,3934
-684,1754,3925
-689,1750,3936
-677,1751,3930
-663,1753,3933
-666,1747,3941
-657,1746,3933
-646,1753,3925
-642,1754,3903
-651,1766,3904
-649,1770,3901
-644,1774,3898
-638,1778,3904
-636,1755,3908
-632,1751,3912
-629,1754,3899
-611,1758,3885
-606,1770,3883
-612,1780,3891
-624,1784,3906
-630,1767,3905
-634,1760,3897
-626,1763,3898
-624,1766,3900
-608,1762,3902
-614,1770,3890
-624,1771,3890
-636,1774,3895
-650,1773,3909
-649,1769,3914
-639,1772,3917
-625,1769,3904
-617,1759,3904
-616,1766,3905
-645,1764,3910
-641,1759,3921
-629,1757,3916
-619,1751,3906
-614,1760,3907
-628,1751,3899
-628,1751,3900
-642,1755,3903
-634,1765,3902
-623,1760,3892
