AccelerometerX,AccelerometerY,AccelerometerZ
-126,-630,4170
-78,-630,4184
-59,-623,4176
-60,-629,4176
-62,-621,4192
-61,-623,4207
-51,-625,4229
-70,-636,4238
-68,-629,4241
-80,-621,4237
-103,-631,4239
-84,-637,4241
-65,-646,4238
-70,-647,4215
-89,-642,4218
-62,-639,4230
-38,-643,4222
-48,-656,4224
-53,-641,4232
-43,-638,4221
-50,-659,4212
-50,-653,4223
-61,-643,4211
-55,-641,4195
-63,-650,4186
-76,-649,4182
-73,-644,4197
-62,-664,4204
-52,-668,4192
-50,-672,4177
-50,-687,4179
-64,-670,4165
-75,-657,4162
-97,-647,4163
-115,-634,4174
-110,-635,4177
-99,-629,4195
-101,-634,4213
-82,-640,4219
-90,-626,4219
-104,-604,4217
-144,-597,4221
-149,-574,4218
-98,-553,4221
-102,-553,4204
-68,-536,4180
-37,-505,4171
-47,-511,4169
-38,-518,4160
-37,-520,4146
-46,-527,4160
-36,-553,4140
-22,-568,4143
-23,-577,4163
-19,-588,4190
-32,-613,4176
-39,-632,4164
-34,-622,4200
-73,-632,4223
-90,-648,4207
-101,-638,4185
-110,-646,4205
-84,-654,4238
-64,-635,4214
-56,-633,4171
-81,-649,4155
-50,-634,4156
-34,-622,4167
-55,-615,4173
-58,-591,4171
-58,-616,4187
-70,-634,4231
-90,-618,4249
-121,-639,4251
-132,-670,4242
-125,-680,4252
-133,-676,4270
-131,-673,4264
-113,-686,4238
-126,-696,4236
-167,-678,4273
-176,-646,4297
-132,-625,4297
-117,-606,4292
-114,-566,4283
-113,-538,4258
-114,-519,4225
-100,-497,4203
-107,-508,4178
-107,-511,4162
-80,-502,4143
-43,-492,4121
-6,-511,4106
5,-533,4094
7,-552,4084
-6,-552,4100
-27,-570,4107
-29,-587,4104
-33,-593,4109
-53,-588,4120
-44,-581,4131
-50,-580,4134
-74,-585,4151
-64,-569,4157
-58,-562,4146
-47,-571,4158
-32,-588,4156
-23,-589,4171
-29,-583,4173
-49,-592,4177
-45,-588,4194
-45,-589,4214
-55,-589,4220
-49,-599,4230
-67,-610,4235
-60,-601,4255
-61,-610,4268
-80,-607,4275
-123,-610,4267
-139,-612,4253
-133,-628,4256
-123,-627,4243
-117,-616,4247
-154,-615,4240
-146,-607,4247
-149,-601,4252
-156,-612,4229
-125,-617,4217
-100,-616,4214
-82,-621,4202
-74,-626,4189
-99,-624,4170
-86,-623,4162
-73,-617,4144
-70,-612,4120
-51,-604,4107
-42,-607,4105
-39,-608,4104
-40,-591,4106
-53,-599,4101
-48,-605,4102
-1,-615,4113
15,-621,4093
-6,-617,4084
-35,-624,4065
-23,-623,4056
-23,-623,4043
-28,-620,4053
-35,-638,4056
-27,-655,4040
-33,-660,4007
-44,-673,3983
-18,-678,3991
-7,-692,3959
-64,-695,3919
-104,-676,3969
-139,-695,3977
-141,-688,3940
-104,-664,3900
-52,-692,3865
-87,-687,3834
-217,-626,3898
-301,-660,3984
-305,-718,4013
-296,-726,4046
-280,-739,4131
-225,-792,4234
-239,-867,4315
-307,-884,4391
-354,-862,4585
-323,-913,4823
-239,-1028,5013
-120,-1082,5211
-54,-1044,5500
18,-1024,5874
98,-1063,6264
184,-1159,6674
433,-1220,7158
583,-1416,7954
689,-1478,8330
918,-1413,8538
1062,-1461,8675
1017,-1582,8768
834,-1603,8841
661,-1658,8751
457,-1816,8418
341,-1877,8018
214,-1874,7573
58,-1848,7116
-98,-1858,6591
-214,-1850,6021
-266,-1752,5427
-390,-1665,4845
-542,-1575,4392
-606,-1382,4003
-648,-1213,3524
-546,-1025,3144
-414,-798,2787
-335,-644,2405
-181,-358,2201
-36,-96,2000
20,71,1827
9,320,1729
-183,444,1555
-166,520,1322
23,764,1198
-14,887,1086
-50,946,1048
41,1104,1065
14,1187,1036
21,1272,1007
88,1379,971
63,1471,938
-21,1566,957
12,1697,985
88,1729,1000
275,1721,972
479,1687,928
612,1754,919
574,1835,883
491,1935,874
566,2029,889
550,1984,886
532,1955,863
545,1955,929
626,1901,995
725,1796,1054
798,1729,1138
860,1664,1122
913,1726,1091
917,1797,1235
880,1605,1436
878,1301,1518
1017,1112,1465
1191,958,1442
1214,692,1353
1142,543,1217
1074,603,1106
939,841,1086
647,1138,1516
416,873,2098
222,291,2301
552,166,2232
813,48,2280
642,-310,2437
275,-546,2714
-164,-424,3118
-622,-430,3518
-917,-611,3778
-949,-724,3963
-768,-868,4128
-829,-1123,4360
-1050,-1195,4752
-1183,-1269,5078
-1228,-1425,5369
-1205,-1496,5813
-1418,-1761,6285
-1648,-2011,6615
-1832,-2097,6740
-1995,-2105,6737
-2102,-2056,6738
-2262,-1969,6814
-2257,-1930,6909
-2146,-1995,6925
-1889,-1989,6961
-1728,-1991,6939
-1537,-1991,6832
-1394,-1874,6706
-1495,-1827,6516
-1577,-1838,6252
-1567,-1791,6131
-1560,-1751,5937
-1480,-1730,5698
-1365,-1691,5522
-1194,-1614,5378
-970,-1559,5256
-834,-1548,5137
-779,-1529,5003
-803,-1494,4881
-835,-1473,4831
-818,-1462,4782
-818,-1431,4688
-838,-1423,4614
-766,-1429,4552
-656,-1429,4444
-588,-1406,4339
-583,-1356,4285
-621,-1347,4237
-665,-1328,4171
-680,-1314,4091
-666,-1322,3999
-641,-1298,3944
-584,-1289,3934
-494,-1280,3917
-502,-1276,3912
-497,-1267,3911
-496,-1251,3914
-537,-1236,3900
-553,-1227,3862
-507,-1217,3855
-481,-1213,3869
-491,-1210,3888
-516,-1212,3883
-537,-1202,3881
-549,-1167,3898
-579,-1172,3917
-567,-1169,3936
-556,-1130,3963
-583,-1115,3962
-584,-1117,3949
-537,-1116,4017
-548,-1145,4066
-545,-1130,4039
-593,-1113,4057
-655,-1120,4076
-695,-1137,4095
-699,-1150,4078
-702,-1140,4055
-724,-1128,4071
-701,-1087,4073
-714,-1105,4047
-724,-1115,4055
-720,-1091,4084
-780,-1099,4088
-859,-1097,4062
-886,-1085,4066
-970,-1065,4087
-1096,-1042,4075
-1165,-1054,4094
-1123,-1045,4118
-1089,-1061,4093
-1156,-1059,4054
-1279,-1029,4032
-1328,-1046,4075
-1379,-1073,4103
