AccelerometerX,AccelerometerY,AccelerometerZ
-185,1026,4182
-181,1034,4171
-157,1016,4161
-135,1013,4147
-159,1026,4155
-188,1034,4168
-211,1023,4172
-215,1038,4173
-191,1045,4146
-162,1029,4129
-132,1018,4119
-114,1038,4126
-145,1042,4129
-184,1038,4165
-201,1041,4176
-179,1037,4155
-150,1041,4158
-129,1026,4127
-140,1032,4130
-174,1026,4144
-182,1019,4152
-175,1024,4137
-149,1029,4135
-141,1031,4134
-138,1026,4120
-129,1046,4129
-132,1049,4140
-152,1039,4142
-172,1021,4150
-172,1035,4163
-166,1034,4143
-165,1031,4106
-162,1031,4106
-154,1034,4114
-157,1034,4124
-131,1029,4111
-123,1025,4097
-118,1032,4111
-134,1040,4128
-140,1047,4137
-163,1061,4130
-189,1067,4161
-210,1054,4169
-204,1020,4168
-175,1016,4144
-121,1020,4139
-99,1026,4129
-109,1033,4119
-149,1044,4155
-204,1037,4167
-224,1040,4189
-198,1051,4190
-165,1055,4186
-169,1055,4192
-168,1038,4199
-145,1014,4168
-132,1024,4179
-132,1039,4194
-158,1038,4210
-198,1033,4223
-194,1015,4195
-164,1014,4177
-142,1015,4161
-118,1027,4167
-129,1047,4150
-170,1046,4148
-224,1049,4173
-204,1044,4170
-171,1049,4172
-130,1037,4147
-104,1010,4119
-98,1027,4118
-128,1046,4127
-174,1059,4152
-203,1037,4162
-189,1024,4162
-159,1041,4134
-155,1043,4121
-138,1032,4108
-140,1035,4114
-132,1049,4098
-160,1060,4094
-188,1051,4122
-202,1053,4113
-185,1055,4092
-183,1050,4095
-191,1024,4077
-183,1060,4103
-205,1054,4113
-204,1041,4119
-196,1049,4145
-172,1054,4144
-180,1052,4145
-181,1045,4148
-176,1046,4157
-172,1070,4164
-176,1068,4174
-194,1051,4190
-197,1042,4190
-180,1041,4176
-143,1043,4163
-134,1069,4180
-170,1070,4202
-178,1050,4201
-163,1038,4193
-133,1044,4172
-129,1065,4164
-126,1068,4159
-122,1076,4166
-155,1068,4162
-174,1048,4149
-178,1045,4135
-162,1060,4144
-150,1078,4134
-141,1073,4136
-153,1046,4131
-178,1049,4127
-184,1055,4112
-173,1061,4100
-179,1056,4131
-196,1065,4123
-201,1060,4098
-193,1055,4097
-165,1062,4103
-148,1078,4108
-173,1087,4110
-209,1052,4131
-224,1023,4132
-206,1054,4113
-184,1090,4100
-182,1074,4095
-203,1044,4098
-210,1060,4118
-220,1079,4129
-241,1086,4133
-227,1069,4119
-202,1073,4118
-190,1066,4124
-197,1051,4141
-218,1053,4176
-220,1059,4180
-214,1053,4191
-201,1046,4183
-175,1051,4159
-169,1054,4164
-182,1065,4183
-196,1068,4183
-214,1053,4175
-211,1042,4141
-188,1062,4127
-156,1074,4131
-146,1082,4147
-156,1089,4161
-187,1094,4154
-203,1078,4162
-185,1058,4167
-163,1042,4142
-164,1049,4139
-178,1045,4142
-203,1060,4156
-227,1080,4178
-222,1076,4184
-215,1066,4174
-211,1057,4172
-181,1049,4140
-160,1060,4129
-159,1057,4152
-195,1046,4169
-201,1053,4162
-202,1063,4149
-206,1047,4138
-192,1034,4137
-176,1050,4137
-192,1076,4140
-199,1070,4156
-196,1070,4156
-182,1065,4150
-162,1068,4126
-174,1077,4131
-198,1081,4163
-215,1068,4166
-222,1059,4166
-198,1043,4153
-153,1034,4136
-122,1052,4140
-131,1050,4151
-155,1058,4163
-169,1067,4160
-173,1074,4163
-170,1064,4163
-142,1050,4162
-125,1038,4159
-135,1048,4157
-161,1063,4158
-188,1057,4158
-208,1054,4152
-212,1060,4143
-240,1076,4158
-247,1071,4156
-219,1057,4134
-173,1060,4120
-129,1069,4135
-114,1079,4139
-130,1083,4142
-166,1078,4156
-208,1076,4167
-227,1059,4158
-227,1063,4146
-198,1058,4144
-177,1072,4120
-182,1092,4097
-184,1087,4113
-172,1060,4117
-146,1057,4122
-147,1085,4113
-173,1078,4113
-227,1055,4143
-236,1058,4159
-192,1084,4138
-141,1095,4101
-131,1076,4097
-150,1059,4107
-178,1075,4111
-196,1085,4114
-200,1072,4133
-195,1063,4145
-185,1065,4131
-147,1069,4130
-159,1069,4138
-179,1070,4158
-199,1074,4164
-206,1103,4182
-189,1106,4200
-184,1105,4195
-166,1073,4172
-131,1058,4142
-107,1050,4138
-106,1053,4147
-136,1051,4165
-188,1068,4169
-223,1068,4173
-241,1072,4159
-236,1059,4142
-217,1083,4156
-195,1101,4163
-171,1107,4141
-185,1102,4139
-171,1090,4118
-147,1076,4107
-150,1083,4109
-184,1094,4142
-208,1074,4145
-199,1073,4133
-185,1091,4128
-165,1085,4105
-142,1089,4101
-166,1090,4108
-179,1091,4118
-189,1093,4120
-183,1083,4120
-178,1100,4130
-179,1105,4140
-185,1092,4131
-196,1077,4125
-212,1073,4133
-213,1080,4134
-177,1082,4120
-163,1086,4123
-155,1082,4120
-184,1087,4130
-197,1085,4133
-173,1080,4150
-135,1081,4133
-116,1097,4116
-124,1094,4109
-135,1089,4121
-164,1088,4144
-184,1070,4153
-177,1072,4144
-176,1095,4136
-178,1100,4143
-199,1103,4160
-198,1095,4150
-155,1091,4159
-144,1079,4138
-155,1066,4124
-180,1068,4131
-192,1074,4163
-191,1068,4159
-185,1081,4138
-188,1088,4143
-184,1087,4147
-178,1099,4164
-186,1102,4184
-189,1083,4194
-197,1065,4165
-197,1064,4149
-180,1071,4137
-166,1105,4156
-170,1131,4167
-190,1114,4166
-191,1097,4177
-177,1075,4168
-150,1083,4154
-126,1091,4153
-115,1076,4134
-119,1097,4148
-142,1101,4156
-175,1098,4147
-191,1086,4121
-172,1075,4113
-172,1088,4116
-195,1092,4134
-206,1060,4133
-191,1051,4103
-152,1054,4076
-127,1044,4078
-140,1048,4103
-160,1068,4114
-179,1068,4117
-201,1070,4116
-214,1078,4112
-215,1071,4113
-211,1068,4106
-196,1077,4102
-179,1080,4114
-185,1090,4146
-198,1099,4157
-193,1092,4157
-181,1062,4142
-178,1076,4147
-183,1091,4163
-174,1091,4174
-181,1094,4191
-202,1091,4191
-208,1100,4182
-176,1089,4176
-150,1083,4170
-127,1093,4177
-121,1096,4190
-139,1089,4166
-187,1099,4181
-214,1080,4194
-196,1067,4176
-181,1068,4160
-155,1058,4127
-143,1060,4125
-171,1088,4140
-212,1089,4146
-207,1081,4148
-173,1072,4124
-138,1080,4103
-133,1099,4114
-129,1074,4131
-127,1067,4125
-180,1081,4111
-232,1072,4107
-237,1070,4133
-184,1082,4111
-136,1100,4090
-118,1093,4079
-127,1082,4075
-141,1095,4090
-136,1097,4110
-129,1079,4112
-168,1074,4140
-211,1087,4163
-228,1084,4158
-206,1074,4146
-167,1066,4130
-160,1065,4117
