sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
371,-194,-146,949,-218,163,-153
372,-174,-169,945,-298,206,-110
373,-171,-180,947,-349,206,-139
374,-181,-173,949,-326,171,-129
375,-183,-172,959,-210,175,-120
376,-180,-171,956,-93,181,-102
377,-184,-180,958,-46,196,-96
378,-173,-181,969,-113,192,-122
379,-177,-176,967,-236,210,-145
380,-178,-165,967,-335,239,-159
381,-189,-164,970,-390,253,-147
382,-185,-175,993,-390,253,-131
383,-194,-181,990,-308,257,-133
384,-195,-188,996,-232,253,-110
385,-196,-199,1000,-197,265,-83
386,-209,-201,1011,-216,265,-67
387,-205,-207,1011,-279,278,-73
388,-203,-205,1020,-327,308,-112
389,-198,-215,1019,-374,317,-114
390,-199,-223,1029,-361,314,-124
391,-204,-234,1049,-316,321,-157
392,-211,-214,1074,-238,335,-169
393,-211,-199,1111,-146,347,-108
394,-197,-185,1172,87,370,-44
395,-204,-189,1248,356,362,29
396,-216,-216,1310,524,323,74
397,-222,-239,1376,456,259,80
398,-210,-259,1451,257,167,42
399,-204,-246,1540,-33,46,3
400,-203,-260,1613,-201,-102,23
401,-229,-246,1680,-111,-319,109
402,-296,-278,1765,426,-634,289
403,-341,-330,1820,1073,-1007,447
404,-365,-400,1852,1573,-1417,533
405,-404,-448,1893,1770,-1862,511
406,-423,-507,1852,1665,-2282,429
407,-444,-518,1818,1247,-2645,263
408,-462,-532,1753,788,-2946,39
409,-430,-526,1673,344,-3165,-202
410,-433,-484,1611,128,-3360,-387
411,-390,-462,1560,276,-3542,-514
412,-375,-423,1519,620,-3780,-649
413,-365,-389,1481,1014,-4038,-739
414,-353,-368,1419,1270,-4263,-788
415,-347,-348,1313,1319,-4405,-811
416,-312,-342,1236,1079,-4477,-864
417,-312,-303,1188,839,-4489,-942
418,-274,-241,1111,639,-4534,-942
419,-194,-216,1028,526,-4569,-876
420,-186,-147,948,505,-4591,-917
421,-149,-103,893,573,-4647,-897
422,-95,-90,789,676,-4759,-864
423,-50,-80,689,772,-4823,-823
424,-2,-82,556,921,-4770,-854
425,6,-43,467,1077,-4558,-952
426,42,-20,354,1110,-4179,-1016
427,145,282,640,1016,-3653,-1010
428,154,88,262,1034,-3134,-1047
429,197,181,293,829,-2845,-999
430,216,257,285,778,-2516,-563
431,332,235,303,799,-2263,-243
432,336,250,307,1059,-2071,-143
433,374,214,327,1298,-2003,-65
434,378,187,337,1583,-1944,-10
435,357,185,337,1712,-1774,5
436,363,161,348,1577,-1419,-1
437,366,153,384,1309,-995,-131
438,340,219,426,905,-595,-221
439,376,249,472,372,-298,23
440,430,183,522,44,-143,175
441,421,166,540,-31,-138,146
442,402,171,569,-77,-149,76
443,433,189,592,-81,-122,-30
444,442,202,607,-122,-50,-126
445,435,229,623,-228,17,-188
446,441,282,654,-367,107,-266
447,460,347,677,-353,189,-221
448,467,387,675,-81,185,-86
449,440,444,679,155,112,167
450,438,472,713,346,124,458
451,439,457,725,479,191,640
452,468,473,748,493,220,724
453,484,512,782,421,173,775
454,475,583,803,385,120,878
455,477,617,778,346,114,1099
456,472,623,763,374,103,1302
457,443,677,802,557,73,1601
458,411,691,808,809,69,1902
459,393,644,782,967,91,2230
460,368,586,751,952,124,2425
461,351,552,738,725,230,2527
462,325,545,705,395,366,2667
463,315,499,700,225,460,2830
464,289,435,673,309,513,2935
465,272,422,625,368,513,3044
466,244,389,634,417,556,3179
467,208,341,583,424,636,3324
468,184,295,525,374,706,3494
469,193,195,492,321,788,3630
470,195,95,435,237,929,3671
471,186,41,416,153,1085,3648
472,122,-48,403,231,1276,3634
473,100,-121,404,385,1485,3527
474,58,-193,391,507,1661,3382
475,43,-253,410,553,1845,3246
476,41,-315,429,481,2105,3119
477,42,-392,460,303,2394,3085
478,9,-476,498,91,2569,2990
479,14,-550,540,-95,2655,2749
480,-41,-566,575,-103,2663,2507
481,-74,-588,586,22,2554,2251
482,-80,-625,586,-3,2528,2013
483,-20,-636,623,-472,2630,1914
484,-51,-639,647,-831,2917,1841
485,-27,-697,709,-1074,3235,1726
486,-50,-688,808,-1064,3489,1595
487,-107,-719,873,-722,3556,1417
488,-108,-791,921,-370,3462,1249
489,-108,-840,975,-152,3308,999
490,-84,-880,943,-320,3118,710
