AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-127.0,2173.0,64.0,-33.0,-8683.0,4472.0
-153.0,1750.0,345.0,527.0,-7839.0,4487.0
35.0,1571.0,683.0,1471.0,-4415.0,4154.0
417.0,1524.0,581.0,999.0,-3715.0,3325.0
842.0,1712.0,181.0,801.0,-3162.0,2434.0
1152.0,1961.0,77.0,892.0,-2871.0,1781.0
1174.0,2106.0,31.0,892.0,-2802.0,1308.0
705.0,2117.0,206.0,648.0,-2689.0,715.0
-330.0,2044.0,551.0,237.0,-2252.0,-145.0
-1996.0,2065.0,858.0,-49.0,-1667.0,-1098.0
-4030.0,2125.0,1700.0,-222.0,-1023.0,-1900.0
-5593.0,2178.0,3343.0,-604.0,-98.0,-2567.0
-5865.0,1813.0,5254.0,-1149.0,1198.0,-3267.0
-4559.0,1498.0,5893.0,-1695.0,2723.0,-4082.0
-1640.0,1388.0,4374.0,-2230.0,4435.0,-5010.0
336.0,2680.0,-1040.0,-2805.0,6173.0,-6049.0
-1938.0,952.0,-3470.0,-3559.0,8370.0,-7164.0
-8276.0,-1601.0,-6382.0,-4014.0,11048.0,-7917.0
-15625.0,-1190.0,-9359.0,-3035.0,12511.0,-7920.0
-19687.0,726.0,-7273.0,4871.0,19165.0,-7396.0
-15195.0,1574.0,-4118.0,1163.0,19420.0,-5035.0
-8421.0,1240.0,-2116.0,-1484.0,15211.0,-767.0
-1976.0,1921.0,-192.0,-1754.0,8178.0,2363.0
-2026.0,1467.0,339.0,-993.0,818.0,2860.0
-1834.0,1453.0,546.0,-945.0,-6247.0,2885.0
-1295.0,1543.0,705.0,-763.0,-10593.0,4037.0
-705.0,1805.0,652.0,-191.0,-11579.0,5352.0
-517.0,2003.0,801.0,-433.0,-10363.0,5824.0
-562.0,2141.0,1127.0,-722.0,-8302.0,5722.0
-661.0,2222.0,1282.0,-524.0,-7069.0,5767.0
-632.0,2285.0,1020.0,-304.0,-6170.0,6011.0
-611.0,2272.0,769.0,-126.0,-5954.0,6236.0
-534.0,2194.0,627.0,132.0,-6243.0,6259.0
-117.0,2050.0,313.0,425.0,-6598.0,6119.0
268.0,2083.0,160.0,759.0,-6840.0,6024.0
723.0,2237.0,-51.0,1093.0,-7043.0,5951.0
1264.0,2142.0,-386.0,1319.0,-7100.0,5798.0
1570.0,2103.0,-399.0,1404.0,-7519.0,4456.0
1933.0,2084.0,-420.0,1375.0,-7348.0,3891.0
2261.0,2185.0,-427.0,1051.0,-7018.0,3386.0
2090.0,2100.0,-680.0,488.0,-6444.0,2583.0
1541.0,1985.0,-591.0,-17.0,-5505.0,1494.0
327.0,2059.0,-388.0,-370.0,-4274.0,401.0
-1771.0,2185.0,318.0,-740.0,-2817.0,-627.0
-4008.0,2338.0,1903.0,-1282.0,-1101.0,-1641.0
-5784.0,2618.0,4044.0,-1821.0,583.0,-2712.0
-5749.0,2140.0,7778.0,-2277.0,2041.0,-3772.0
-1411.0,945.0,9111.0,-2654.0,3401.0,-4902.0
4527.0,1709.0,5588.0,-3268.0,4177.0,-6477.0
5628.0,1818.0,-3022.0,-4335.0,4689.0,-8514.0
-3838.0,524.0,-13246.0,-5740.0,6451.0,-10245.0
-21190.0,-3308.0,-13299.0,-7193.0,10129.0,-11017.0
-29625.0,-3372.0,-3967.0,-7039.0,14392.0,-11036.0
-17665.0,619.0,-1394.0,-2772.0,17783.0,-10483.0
-8010.0,115.0,783.0,3030.0,23601.0,-10466.0
-3121.0,2959.0,-456.0,-4074.0,9645.0,3358.0
-498.0,3850.0,-458.0,1286.0,-237.0,2275.0
-1477.0,2825.0,813.0,-200.0,-11720.0,-591.0
-1300.0,1815.0,1684.0,-113.0,-13564.0,1716.0
-1538.0,1991.0,1870.0,1361.0,-10684.0,4554.0
-1616.0,2268.0,1604.0,291.0,-7634.0,5486.0
-1424.0,2291.0,1255.0,-209.0,-6470.0,5308.0
-925.0,2146.0,1137.0,313.0,-5442.0,5096.0
-586.0,2035.0,1137.0,152.0,-4972.0,4922.0
-526.0,2003.0,908.0,323.0,-5070.0,4879.0
-561.0,2077.0,513.0,1005.0,-4846.0,4900.0
-480.0,2071.0,254.0,1394.0,-4602.0,4910.0
-204.0,2021.0,114.0,1289.0,-4150.0,4796.0
-7.0,2021.0,94.0,1118.0,-3677.0,4505.0
314.0,2046.0,146.0,1101.0,-3561.0,4123.0
538.0,2077.0,280.0,1180.0,-3476.0,3706.0
675.0,2112.0,380.0,1024.0,-3190.0,3161.0
797.0,2120.0,340.0,781.0,-2966.0,2471.0
742.0,2098.0,266.0,507.0,-2315.0,332.0
256.0,2060.0,319.0,290.0,-1916.0,-391.0
-692.0,2076.0,540.0,-36.0,-1169.0,-1094.0
-5093.0,2440.0,2957.0,-469.0,-136.0,-1835.0
-5183.0,2151.0,4531.0,-932.0,915.0,-2698.0
-3586.0,1711.0,5375.0,-1359.0,1899.0,-3684.0
-1439.0,1788.0,4130.0,-1790.0,2597.0,-4800.0
-822.0,2321.0,338.0,-2363.0,2924.0,-6045.0
-3372.0,1872.0,-2930.0,-3130.0,3812.0,-7176.0
-8050.0,-212.0,-4350.0,-3802.0,5495.0,-7935.0
-14477.0,-1473.0,-4760.0,-3442.0,7179.0,-8103.0
-17428.0,-303.0,-3040.0,-1569.0,8339.0,-7561.0
-13574.0,589.0,-507.0,1300.0,10839.0,-7135.0
-7508.0,955.0,140.0,3040.0,12523.0,-7250.0
-4484.0,2143.0,432.0,902.0,12219.0,-5629.0
-3333.0,2870.0,-110.0,-1808.0,9420.0,-2256.0
-3216.0,2677.0,-362.0,-1954.0,3929.0,1471.0
-2942.0,1932.0,252.0,-1090.0,-833.0,3165.0
-2509.0,1537.0,1164.0,741.0,-5381.0,4598.0
-2027.0,1659.0,1481.0,327.0,-4971.0,5827.0
-1491.0,2072.0,1362.0,-416.0,-4867.0,6411.0
-410.0,2509.0,1188.0,-726.0,-4911.0,6360.0
-840.0,2343.0,1080.0,-276.0,-5553.0,6150.0
-988.0,1988.0,722.0,498.0,-6253.0,6165.0
-825.0,1732.0,478.0,1047.0,-6607.0,6494.0
-99.0,1576.0,565.0,1297.0,-6629.0,6861.0
597.0,1610.0,459.0,1474.0,-6247.0,6916.0
1402.0,1790.0,287.0,1601.0,-6526.0,6824.0
2029.0,2102.0,25.0,1702.0,-6973.0,6506.0
2571.0,2203.0,-332.0,1747.0,-6888.0,5942.0
3028.0,2047.0,-730.0,1677.0,-6648.0,5244.0
3230.0,1749.0,-954.0,1589.0,-6936.0,4475.0
2973.0,1669.0,-1018.0,1414.0,-7165.0,3479.0
2501.0,1656.0,-890.0,1106.0,-6753.0,2378.0
1958.0,1697.0,-632.0,642.0,-6079.0,1337.0
940.0,1835.0,-639.0,-1461.0,886.0,-2936.0
-743.0,1932.0,-239.0,-1762.0,2549.0,-4063.0
-3914.0,561.0,8131.0,-2088.0,4047.0,-5135.0
-12.0,304.0,6456.0,-2698.0,5387.0,-6456.0
4295.0,1883.0,-1903.0,-3682.0,7060.0,-8096.0
-124.0,2447.0,-10367.0,-4750.0,9792.0,-9436.0
-12461.0,-776.0,-13431.0,-5957.0,13840.0,-10270.0
-27682.0,-2509.0,-10056.0,-5910.0,17397.0,-10652.0
-22804.0,723.0,-3206.0,-2451.0,19879.0,-10073.0
-10081.0,-67.0,-1019.0,3330.0,24072.0,-9476.0
-5664.0,2374.0,-1056.0,6350.0,26523.0,-9140.0
-1994.0,4062.0,-1070.0,993.0,21713.0,-5622.0
-766.0,3439.0,273.0,-3640.0,11124.0,277.0
-1400.0,2305.0,947.0,-830.0,2708.0,2520.0
-1179.0,1996.0,1298.0,-390.0,-9379.0,131.0
-929.0,1756.0,1790.0,-941.0,-15584.0,1260.0
-967.0,1932.0,1756.0,454.0,-14593.0,3920.0
-1247.0,2210.0,1665.0,-410.0,-8103.0,4725.0
-1488.0,2300.0,1433.0,-210.0,-6115.0,4538.0
-1435.0,2237.0,1041.0,-48.0,-5119.0,4589.0
-1033.0,2014.0,687.0,517.0,-4681.0,4763.0
-709.0,1895.0,480.0,900.0,-4273.0,4752.0
-77.0,1853.0,194.0,956.0,-4206.0,4652.0
229.0,1896.0,115.0,844.0,-3960.0,4506.0
512.0,1962.0,141.0,788.0,-4004.0,4275.0
621.0,1983.0,226.0,766.0,-4383.0,3928.0
748.0,2043.0,245.0,649.0,-4482.0,3451.0
870.0,2042.0,231.0,439.0,-4208.0,2928.0
975.0,1981.0,292.0,374.0,-4054.0,2333.0
996.0,1981.0,313.0,329.0,-3751.0,1594.0
637.0,1953.0,378.0,262.0,-3358.0,871.0
37.0,1920.0,719.0,124.0,-2895.0,197.0
-947.0,1939.0,994.0,-129.0,-2273.0,-508.0
-2653.0,1946.0,1116.0,-527.0,-1433.0,-1245.0
-4841.0,1863.0,1817.0,-925.0,-374.0,-1996.0
-6334.0,1877.0,3133.0,-2119.0,2907.0,-4490.0
-6895.0,1578.0,4212.0,-2548.0,3695.0,-5358.0
-6135.0,1371.0,5219.0,-3206.0,4167.0,-6268.0
-4652.0,2877.0,-2190.0,-3762.0,4746.0,-7194.0
-8043.0,769.0,-1957.0,-4111.0,5958.0,-7859.0
-10501.0,-1709.0,-1106.0,-3636.0,7587.0,-7902.0
-11768.0,-800.0,-969.0,-2062.0,7863.0,-7345.0
-11649.0,1045.0,-18.0,645.0,8655.0,-6496.0
-9520.0,1692.0,205.0,3110.0,10007.0,-6209.0
-7215.0,1686.0,142.0,1526.0,9842.0,-5336.0
-5510.0,1854.0,-121.0,-1062.0,8641.0,-2893.0
-4370.0,2053.0,-498.0,-1138.0,5148.0,96.0
-3660.0,1954.0,-401.0,-423.0,1740.0,2706.0
-2969.0,1771.0,183.0,-231.0,-463.0,4234.0
-2181.0,1629.0,901.0,-293.0,-2073.0,4823.0
-1362.0,1712.0,1314.0,-40.0,-3348.0,5150.0
-741.0,2102.0,1305.0,396.0,-4744.0,5618.0
-80.0,2297.0,1297.0,323.0,-6255.0,6003.0
-78.0,2506.0,1489.0,799.0,-9458.0,6026.0
-361.0,2454.0,966.0,1606.0,-9764.0,6151.0
-446.0,1976.0,128.0,2145.0,-9409.0,6675.0
1226.0,1614.0,263.0,2482.0,-8312.0,7183.0
1954.0,1905.0,112.0,2644.0,-7484.0,7188.0
2539.0,2215.0,-305.0,2525.0,-7124.0,6723.0
2932.0,2136.0,-699.0,2320.0,-6464.0,5936.0
3222.0,1907.0,-980.0,2347.0,-5570.0,5123.0
3224.0,1747.0,-1254.0,2307.0,-5346.0,4329.0
2859.0,1704.0,-1319.0,2106.0,-5375.0,3359.0
2493.0,1698.0,-1109.0,1691.0,-4656.0,2310.0
1965.0,1723.0,-1044.0,838.0,-3604.0,1320.0
520.0,1635.0,-825.0,-170.0,-2235.0,263.0
-1435.0,1670.0,-200.0,-940.0,-515.0,-936.0
-3391.0,1906.0,1139.0,-1473.0,1093.0,-2136.0
-4961.0,2157.0,3490.0,-1865.0,2540.0,-3226.0
-5483.0,1767.0,6530.0,-2273.0,3918.0,-4233.0
-3842.0,586.0,7907.0,-2842.0,5278.0,-5362.0
-565.0,-391.0,6326.0,-5319.0,9899.0,-9871.0
1834.0,1888.0,-2870.0,-6255.0,12739.0,-10552.0
-3629.0,2236.0,-9184.0,-6053.0,15364.0,-10679.0
-20787.0,37.0,-2471.0,-2903.0,18098.0,-9920.0
-10076.0,25.0,-301.0,2962.0,21577.0,-9266.0
-5416.0,1802.0,-19.0,5688.0,22446.0,-9107.0
-2453.0,3517.0,-60.0,575.0,17679.0,-6376.0
-938.0,3301.0,1216.0,-3316.0,9147.0,-658.0
-756.0,2518.0,1492.0,-1376.0,242.0,2410.0
-816.0,1982.0,1860.0,-1046.0,-9611.0,1342.0
-1022.0,1701.0,1793.0,-1151.0,-14203.0,1619.0
-1389.0,1710.0,1498.0,297.0,-13593.0,3679.0
-1522.0,1927.0,1302.0,364.0,-11129.0,5180.0
-1639.0,2033.0,1079.0,-188.0,-8903.0,5322.0
-1497.0,2026.0,759.0,-7.0,-6520.0,4875.0
-1537.0,1987.0,826.0,44.0,-3914.0,4289.0
-1528.0,1908.0,787.0,260.0,-2606.0,4152.0
-1354.0,1833.0,736.0,641.0,-2156.0,4215.0
-956.0,1661.0,738.0,987.0,-2855.0,3801.0
-245.0,1624.0,469.0,860.0,-3117.0,3613.0
155.0,1825.0,337.0,802.0,-3406.0,3380.0
230.0,2043.0,436.0,675.0,-3542.0,2879.0
189.0,2087.0,491.0,549.0,-3328.0,2243.0
242.0,2083.0,529.0,630.0,-3151.0,1714.0
176.0,2106.0,619.0,629.0,-2825.0,1190.0
-231.0,2127.0,848.0,465.0,-2319.0,570.0
-970.0,2069.0,1158.0,283.0,-2073.0,-86.0
-1985.0,2076.0,1334.0,76.0,-1757.0,-752.0
-3726.0,2036.0,1680.0,-202.0,-1175.0,-1350.0
-5418.0,1995.0,2532.0,-567.0,-484.0,-1959.0
-6210.0,1808.0,3593.0,-973.0,401.0,-2607.0
-5927.0,1705.0,4532.0,-1448.0,1289.0,-3335.0
-4511.0,1624.0,4554.0,-1882.0,2282.0,-4072.0
-2850.0,2121.0,3018.0,-2345.0,3079.0,-4790.0
-2934.0,2465.0,26.0,-2872.0,3270.0,-5629.0
-5483.0,1379.0,-932.0,-3280.0,3866.0,-6407.0
-8940.0,-825.0,-1057.0,-609.0,5778.0,-6268.0
-11991.0,-987.0,-1437.0,1399.0,7135.0,-6157.0
-12693.0,2.0,-643.0,1277.0,8029.0,-5562.0
-6280.0,1509.0,463.0,-675.0,7923.0,-3530.0
-4729.0,1452.0,421.0,-1231.0,6454.0,-848.0
-3646.0,1360.0,690.0,-422.0,3243.0,1434.0
-2609.0,1293.0,1124.0,131.0,-87.0,2714.0
-1590.0,1460.0,1401.0,249.0,-3000.0,3298.0
-782.0,1750.0,1468.0,307.0,-4903.0,3830.0
-647.0,2135.0,1622.0,681.0,-5894.0,4633.0
-666.0,2406.0,1473.0,945.0,-6511.0,5473.0
-521.0,2513.0,1154.0,1154.0,-6675.0,6162.0
-604.0,2507.0,919.0,1388.0,-6428.0,6598.0
-898.0,2374.0,524.0,1713.0,-6158.0,6793.0
-1020.0,2030.0,105.0,2102.0,-5762.0,6880.0
-977.0,1858.0,146.0,2434.0,-5123.0,7019.0
-443.0,1471.0,473.0,2711.0,-4231.0,7355.0
596.0,1564.0,259.0,2709.0,-4217.0,6414.0
1528.0,1895.0,-52.0,2444.0,-4501.0,5640.0
2767.0,1676.0,-1229.0,2220.0,-4994.0,4967.0
2895.0,1639.0,-1120.0,1979.0,-5070.0,4186.0
2679.0,1596.0,-1007.0,1340.0,-4724.0,3211.0
2446.0,1494.0,-752.0,550.0,-4050.0,2169.0
2258.0,1502.0,-706.0,-212.0,-3031.0,962.0
1502.0,1415.0,-742.0,-798.0,-1888.0,-286.0
101.0,1332.0,-562.0,-1174.0,-646.0,-1406.0
-2093.0,1432.0,313.0,-1505.0,527.0,-2401.0
-4434.0,1828.0,1826.0,-1943.0,1628.0,-3357.0
-6119.0,2267.0,3995.0,-2339.0,2944.0,-4378.0
-4703.0,562.0,7805.0,-2787.0,4321.0,-5479.0
1061.0,199.0,1626.0,-3369.0,5517.0,-6775.0
1727.0,1745.0,-5744.0,-4045.0,6412.0,-8416.0
-5522.0,336.0,-6199.0,-4819.0,7488.0,-10117.0
-15652.0,-2197.0,-2944.0,-5767.0,9757.0,-11227.0
-21234.0,-883.0,-2868.0,1171.0,22204.0,-8619.0
-17948.0,-371.0,-3445.0,4563.0,24099.0,-8827.0
-10961.0,1110.0,-3598.0,4636.0,21757.0,-8556.0
-3921.0,3166.0,-1153.0,2809.0,13133.0,-4813.0
-3259.0,2969.0,-740.0,719.0,4096.0,-2182.0
-3751.0,2516.0,-439.0,-878.0,-1882.0,594.0
-4228.0,1817.0,-95.0,-1245.0,-5000.0,3165.0
-4185.0,1423.0,615.0,-1521.0,-5220.0,4880.0
-3614.0,1387.0,1019.0,-1554.0,-5258.0,5266.0
-2796.0,1557.0,1200.0,-1286.0,-4535.0,4790.0
-1926.0,1746.0,1241.0,-1000.0,-3428.0,4129.0
-1235.0,1840.0,1031.0,-969.0,-3088.0,3839.0
-843.0,1713.0,794.0,-1034.0,-3774.0,3933.0
-597.0,1627.0,577.0,-862.0,-5201.0,4083.0
-502.0,1627.0,343.0,-624.0,-6739.0,4357.0
-609.0,1630.0,353.0,-341.0,-7546.0,4680.0
-479.0,1702.0,521.0,-289.0,-7462.0,4818.0
-18.0,1817.0,585.0,-271.0,-6679.0,4633.0
434.0,1912.0,516.0,157.0,-4382.0,2799.0
749.0,1980.0,495.0,307.0,-4151.0,2108.0
619.0,2016.0,506.0,405.0,-3727.0,1565.0
-75.0,2099.0,617.0,435.0,-3428.0,1071.0
-150.0,2161.0,858.0,349.0,-3112.0,536.0
-807.0,2228.0,751.0,209.0,-2578.0,-77.0
-2232.0,2314.0,833.0,68.0,-2311.0,-769.0
-3859.0,2434.0,1365.0,-101.0,-2052.0,-1505.0
-4994.0,2503.0,2501.0,-340.0,-1678.0,-2162.0
-5150.0,2333.0,4055.0,-779.0,-1128.0,-2776.0
-4343.0,1919.0,5293.0,-1284.0,-226.0,-3484.0
-1196.0,1452.0,5056.0,-1816.0,888.0,-4360.0
535.0,2200.0,1124.0,-2626.0,2039.0,-5484.0
-2096.0,1259.0,-2308.0,-3485.0,3330.0,-6661.0
-8261.0,400.0,-6648.0,-3967.0,5032.0,-7449.0
-16063.0,-1359.0,-8395.0,-3498.0,6959.0,-7670.0
-19591.0,-895.0,-5194.0,-1590.0,9501.0,-7429.0
-15580.0,434.0,-2473.0,1802.0,13275.0,-7373.0
-9242.0,490.0,-186.0,-1171.0,13528.0,-2939.0
-5536.0,1292.0,11.0,-1951.0,7135.0,420.0
-3585.0,1751.0,181.0,-1357.0,444.0,1972.0
-3409.0,1108.0,97.0,-1593.0,-6234.0,2478.0
-2855.0,1014.0,-201.0,-1324.0,-8695.0,3656.0
-2200.0,925.0,-185.0,-584.0,-7670.0,4999.0
-1551.0,988.0,232.0,-634.0,-6016.0,5615.0
-1153.0,1037.0,827.0,-909.0,-4863.0,5797.0
-632.0,1123.0,693.0,-1006.0,-4580.0,5862.0
-4.0,1176.0,446.0,-926.0,-4764.0,6002.0
552.0,1183.0,466.0,-790.0,-5172.0,6173.0
883.0,1282.0,429.0,-556.0,-5684.0,6244.0
1165.0,1429.0,150.0,-275.0,-6439.0,6115.0
883.0,1593.0,-82.0,129.0,-7112.0,5966.0
251.0,1783.0,-20.0,599.0,-7317.0,5817.0
-387.0,1512.0,371.0,871.0,-7154.0,5673.0
-362.0,1008.0,680.0,1095.0,-6729.0,5457.0
371.0,824.0,848.0,1434.0,-6548.0,5150.0
1118.0,1031.0,811.0,2430.0,-7114.0,4761.0
1837.0,1469.0,54.0,2356.0,-7548.0,4117.0
2322.0,1738.0,-694.0,2352.0,-7834.0,3216.0
2216.0,1981.0,-1509.0,2352.0,-8039.0,2459.0
2208.0,1991.0,-1107.0,1828.0,-7650.0,1782.0
1442.0,2083.0,-722.0,863.0,-6255.0,880.0
75.0,2300.0,216.0,-433.0,-4222.0,-497.0
-2101.0,2407.0,1858.0,-1393.0,-2333.0,-2026.0
-4166.0,2691.0,3717.0,-2048.0,-818.0,-3311.0
-5882.0,2654.0,7171.0,-2601.0,759.0,-4354.0
-5778.0,1199.0,8919.0,-3022.0,2561.0,-5345.0
-2936.0,-379.0,4533.0,-3432.0,4591.0,-6607.0
-809.0,-68.0,-3519.0,-4161.0,6960.0,-8441.0
-6212.0,2675.0,-11371.0,-4916.0,9739.0,-10289.0
-17619.0,1940.0,-9613.0,-5484.0,13996.0,-11431.0
-21897.0,-1625.0,-1391.0,-5638.0,18802.0,-11560.0
-16824.0,-221.0,-1919.0,-3626.0,22450.0,-10140.0
-10795.0,823.0,-329.0,-642.0,11593.0,-2873.0
-6114.0,2302.0,-778.0,-1975.0,649.0,1547.0
-1079.0,2751.0,280.0,-1399.0,-6593.0,3244.0
-1613.0,1973.0,546.0,-1360.0,-7824.0,4681.0
-1962.0,1688.0,566.0,-774.0,-7437.0,6790.0
-2025.0,1791.0,657.0,-985.0,-6908.0,7448.0
-1715.0,1952.0,551.0,-1028.0,-6699.0,6879.0
-1348.0,2006.0,510.0,-1578.0,-6223.0,5609.0
-877.0,1973.0,519.0,-1814.0,-4864.0,4579.0
-643.0,1817.0,619.0,-1238.0,-4406.0,4318.0
-582.0,1547.0,700.0,-456.0,-5025.0,4279.0
-421.0,1428.0,478.0,200.0,-5407.0,4088.0
-59.0,1453.0,248.0,459.0,-5627.0,3860.0
307.0,1615.0,138.0,364.0,-5783.0,3569.0
552.0,1761.0,151.0,157.0,-5532.0,3248.0
669.0,1882.0,137.0,-53.0,-5358.0,2778.0
731.0,2011.0,137.0,-114.0,-5194.0,2236.0
598.0,2031.0,285.0,79.0,-4227.0,567.0
86.0,2054.0,360.0,-18.0,-3734.0,6.0
-533.0,2199.0,276.0,-137.0,-3196.0,-599.0
-2770.0,2679.0,1493.0,-329.0,-2645.0,-1287.0
-3160.0,2484.0,2899.0,-572.0,-2212.0,-2055.0
-3399.0,1992.0,4378.0,-744.0,-1766.0,-2751.0
-3467.0,1447.0,5215.0,-1040.0,-901.0,-3446.0
-2831.0,1085.0,5039.0,-1523.0,77.0,-4408.0
-2320.0,1314.0,2994.0,-2345.0,1302.0,-5567.0
-3455.0,1751.0,-858.0,-3304.0,2773.0,-6649.0
-7236.0,520.0,-3026.0,-3752.0,4101.0,-7388.0
-11957.0,-739.0,-4296.0,-3475.0,5227.0,-7690.0
-15109.0,-594.0,-3576.0,-2122.0,6950.0,-7416.0
-13944.0,342.0,-1338.0,-12.0,9681.0,-6954.0
-9474.0,1009.0,221.0,2224.0,11782.0,-6634.0
-6297.0,1491.0,836.0,1723.0,12277.0,-5560.0
-4626.0,1964.0,719.0,-389.0,11151.0,-2869.0
-3758.0,1989.0,384.0,-1239.0,7105.0,379.0
-3344.0,1686.0,299.0,-466.0,-5490.0,2947.0
-2906.0,1529.0,620.0,2.0,-5849.0,3806.0
-2421.0,1529.0,1147.0,250.0,-5410.0,4822.0
-631.0,2117.0,1625.0,164.0,-4835.0,5521.0
-271.0,2224.0,1268.0,118.0,-4666.0,5934.0
81.0,2244.0,965.0,183.0,-4890.0,6059.0
237.0,2102.0,890.0,448.0,-5319.0,6103.0
149.0,2080.0,783.0,654.0,-5659.0,6265.0
-104.0,2052.0,422.0,982.0,-5730.0,6312.0
-194.0,2015.0,110.0,1356.0,-5707.0,6287.0
233.0,1914.0,-64.0,1536.0,-5371.0,6336.0
1151.0,1826.0,-70.0,1419.0,-4534.0,6253.0
1665.0,1707.0,103.0,1277.0,-3928.0,5891.0
1954.0,1592.0,108.0,1375.0,-4119.0,5417.0
1765.0,1624.0,-23.0,1391.0,-4516.0,4895.0
1639.0,1475.0,-114.0,1243.0,-4659.0,4214.0
1796.0,1491.0,-401.0,1126.0,-4810.0,3503.0
2123.0,1552.0,-632.0,1013.0,-4886.0,2911.0
2225.0,1539.0,-782.0,-134.0,-2779.0,187.0
1810.0,1542.0,-814.0,-832.0,-1880.0,-1101.0
644.0,1682.0,-1073.0,-1352.0,-1143.0,-2345.0
-3301.0,2031.0,2631.0,-1936.0,-260.0,-3482.0
-4706.0,2325.0,5270.0,-2448.0,670.0,-4563.0
-5455.0,937.0,9143.0,-2787.0,1519.0,-5658.0
-3144.0,-576.0,8340.0,-3192.0,2299.0,-7070.0
1396.0,-874.0,1602.0,-4228.0,3587.0,-8875.0
-214.0,1975.0,-7754.0,-5530.0,5481.0,-10460.0
-10885.0,-757.0,-9081.0,-6418.0,8913.0,-11161.0
-22180.0,-2845.0,-7774.0,-7132.0,13040.0,-11491.0
-25439.0,-45.0,-3148.0,-5677.0,16215.0,-11352.0
-14470.0,-70.0,-761.0,-784.0,20088.0,-9741.0
-7104.0,1055.0,127.0,5611.0,24158.0,-8997.0
-3541.0,2870.0,-535.0,4393.0,24203.0,-7747.0
-1848.0,3344.0,-138.0,-1134.0,17134.0,-2506.0
-2155.0,2896.0,410.0,-1170.0,8292.0,1822.0
-2211.0,2421.0,664.0,-436.0,-2570.0,1650.0
-1872.0,1678.0,967.0,804.0,-8660.0,5175.0
-1445.0,1398.0,980.0,191.0,-6504.0,5479.0
-1430.0,1526.0,1122.0,-198.0,-5558.0,4952.0
-2171.0,1805.0,675.0,-479.0,-4833.0,4455.0
-2010.0,1705.0,602.0,-570.0,-4174.0,4194.0
-1528.0,1527.0,394.0,-255.0,-3475.0,4152.0
-1167.0,1515.0,141.0,-42.0,-2891.0,4177.0
-990.0,1611.0,70.0,244.0,-2486.0,4184.0
-869.0,1711.0,19.0,281.0,-2038.0,4077.0
-975.0,1803.0,229.0,168.0,-1776.0,3872.0
-997.0,1818.0,378.0,141.0,-1718.0,3593.0
-942.0,1842.0,421.0,265.0,-1966.0,3199.0
-596.0,1856.0,283.0,393.0,-2394.0,2757.0
-169.0,1985.0,325.0,493.0,-2939.0,2360.0
234.0,2154.0,388.0,520.0,-3474.0,2023.0
498.0,2383.0,493.0,421.0,-4009.0,1658.0
508.0,2397.0,612.0,359.0,-4474.0,1278.0
-223.0,2353.0,768.0,274.0,-4617.0,809.0
-1552.0,2312.0,840.0,-309.0,-2485.0,-1067.0
-3302.0,2320.0,1115.0,-733.0,-829.0,-1677.0
-4785.0,2254.0,1889.0,-1192.0,893.0,-2427.0
-3442.0,1387.0,4489.0,-1526.0,2243.0,-3310.0
-2324.0,1580.0,2386.0,-1837.0,2980.0,-4303.0
-3607.0,1775.0,-518.0,-2207.0,3058.0,-5307.0
-7068.0,946.0,-1991.0,-2512.0,3210.0,-6067.0
-10481.0,-215.0,-1890.0,-2686.0,3537.0,-6506.0
-12520.0,-581.0,-453.0,-2304.0,4310.0,-6395.0
-11873.0,499.0,542.0,-671.0,5819.0,-5583.0
-9070.0,1329.0,1132.0,1067.0,7781.0,-4714.0
-6242.0,1544.0,1049.0,1025.0,8583.0,-3882.0
-4533.0,1746.0,780.0,-217.0,8076.0,-2149.0
-3625.0,1885.0,518.0,-641.0,5697.0,62.0
-3066.0,2037.0,515.0,-55.0,1304.0,1725.0
-2632.0,2049.0,581.0,412.0,-2590.0,2693.0
-2498.0,2144.0,918.0,409.0,-4816.0,3424.0
-2252.0,2145.0,1271.0,568.0,-5679.0,4375.0
-1850.0,2264.0,1281.0,1076.0,-5309.0,6022.0
-1238.0,2313.0,1070.0,1211.0,-5376.0,5959.0
-786.0,2298.0,915.0,1418.0,-5445.0,5878.0
-20.0,1966.0,356.0,1673.0,-5475.0,6013.0
92.0,1962.0,443.0,1947.0,-5445.0,6219.0
132.0,1891.0,385.0,2117.0,-5100.0,6301.0
427.0,1858.0,313.0,2079.0,-4908.0,6189.0
1025.0,1950.0,46.0,2101.0,-4623.0,5938.0
1478.0,2061.0,-298.0,2157.0,-4219.0,5580.0
1810.0,1939.0,-432.0,2055.0,-3570.0,5076.0
2019.0,1733.0,-533.0,1925.0,-3257.0,4522.0
2169.0,1652.0,-780.0,1664.0,-3156.0,3845.0
2120.0,1655.0,-804.0,1284.0,-2862.0,3009.0
2026.0,1611.0,-782.0,853.0,-2608.0,2152.0
1753.0,1612.0,-725.0,285.0,-2453.0,1231.0
1448.0,1691.0,-767.0,-421.0,-1957.0,191.0
180.0,1745.0,-833.0,-915.0,-1422.0,-840.0
-1516.0,1886.0,-105.0,-2849.0,917.0,-4725.0
-3371.0,1965.0,1426.0,-3409.0,1759.0,-5737.0
-1036.0,-1584.0,3493.0,-4181.0,2542.0,-7091.0
-800.0,1883.0,-4384.0,-5263.0,3918.0,-8710.0
-7248.0,304.0,-5694.0,-6466.0,6819.0,-9964.0
