AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
1781.0,193.0,2758.0,-1254.0,-20395.0,1244.0
-349.0,282.0,3569.0,-1445.0,-16959.0,1423.0
-1935.0,409.0,4578.0,-1651.0,-11251.0,1377.0
-2233.0,498.0,4705.0,-1981.0,-4795.0,1091.0
-1407.0,505.0,4208.0,-1008.0,5040.0,705.0
69.0,453.0,3867.0,-634.0,4409.0,697.0
1288.0,462.0,3809.0,-514.0,2771.0,680.0
1353.0,866.0,4018.0,-556.0,25.0,518.0
655.0,969.0,3891.0,-721.0,-2329.0,198.0
223.0,1015.0,3847.0,-784.0,-3030.0,7.0
63.0,995.0,3930.0,-501.0,-2657.0,-42.0
201.0,1020.0,3865.0,-54.0,-1710.0,-155.0
477.0,1046.0,3881.0,236.0,-423.0,-278.0
706.0,1045.0,3806.0,400.0,436.0,-363.0
854.0,1044.0,3635.0,481.0,680.0,-432.0
1016.0,1110.0,3507.0,461.0,503.0,-494.0
1212.0,1094.0,3431.0,446.0,44.0,-548.0
1359.0,1091.0,3361.0,421.0,-355.0,-566.0
1464.0,1128.0,3379.0,350.0,-540.0,-578.0
1803.0,1155.0,3547.0,319.0,-571.0,-578.0
2435.0,1163.0,3759.0,287.0,-349.0,-566.0
2917.0,1118.0,4141.0,208.0,130.0,-538.0
3569.0,947.0,4434.0,-131.0,3058.0,-375.0
4532.0,618.0,4171.0,-431.0,5352.0,-190.0
5470.0,289.0,2845.0,-837.0,8468.0,35.0
-399.0,592.0,-7866.0,-1146.0,12273.0,253.0
-5816.0,684.0,-8781.0,-1114.0,17478.0,705.0
-11346.0,1363.0,-7523.0,-607.0,23299.0,1381.0
-13894.0,2410.0,-4528.0,918.0,29653.0,2219.0
-13624.0,2123.0,-2225.0,3157.0,32767.0,2776.0
-9923.0,1871.0,-1395.0,4724.0,32767.0,2986.0
-5017.0,1446.0,-998.0,5173.0,32694.0,2429.0
-1488.0,1041.0,-464.0,4978.0,32767.0,1974.0
-282.0,1120.0,-963.0,4481.0,30331.0,1595.0
-357.0,1497.0,-1504.0,3160.0,20557.0,839.0
-1279.0,1854.0,-1602.0,2626.0,8612.0,1106.0
-2590.0,1954.0,-1563.0,2632.0,-246.0,2113.0
-3479.0,1841.0,-1280.0,1923.0,-4942.0,2584.0
-3699.0,1731.0,-864.0,1498.0,-6813.0,2335.0
-3525.0,1635.0,-699.0,1674.0,-5848.0,1906.0
-3393.0,1468.0,-604.0,1094.0,978.0,-613.0
-3611.0,1285.0,-526.0,867.0,1362.0,-805.0
-4083.0,1233.0,-546.0,835.0,919.0,-929.0
-4162.0,1272.0,-798.0,801.0,536.0,-915.0
-4009.0,1129.0,-774.0,635.0,430.0,-967.0
-4067.0,1105.0,-673.0,533.0,298.0,-1102.0
-4259.0,1177.0,-615.0,516.0,-97.0,-1107.0
-4343.0,1269.0,-566.0,484.0,-766.0,-1050.0
-4229.0,1273.0,-493.0,396.0,-1411.0,-1033.0
-4390.0,1255.0,-479.0,298.0,-1673.0,-1009.0
-4863.0,1248.0,-779.0,280.0,-1600.0,-1013.0
-5735.0,1306.0,-868.0,361.0,-1479.0,-1065.0
-6510.0,1366.0,-1059.0,433.0,-1502.0,-1036.0
-7047.0,1508.0,-1023.0,415.0,-1597.0,-942.0
-7142.0,1562.0,-953.0,355.0,-1694.0,-962.0
-6673.0,1472.0,-1073.0,336.0,-1844.0,-1004.0
-6362.0,1237.0,-1091.0,273.0,-2390.0,-1107.0
-5989.0,896.0,-1363.0,97.0,-3636.0,-1285.0
-5432.0,606.0,-1460.0,-1296.0,-11958.0,-1569.0
-4536.0,358.0,-1626.0,-1790.0,-15604.0,-1679.0
-3464.0,351.0,-1680.0,-2157.0,-19060.0,-1846.0
1856.0,1254.0,-792.0,-2289.0,-22391.0,-2022.0
4070.0,1054.0,1124.0,-2307.0,-25389.0,-2280.0
6247.0,914.0,3464.0,-2016.0,-28563.0,-2472.0
8054.0,777.0,4427.0,-1377.0,-31518.0,-2267.0
9181.0,625.0,4650.0,-795.0,-32767.0,-1557.0
8282.0,-193.0,4212.0,-540.0,-32767.0,-565.0
4918.0,-295.0,3039.0,-808.0,-32280.0,99.0
1882.0,-230.0,2078.0,-1203.0,-29172.0,288.0
-924.0,65.0,2051.0,-1312.0,-23027.0,443.0
-2739.0,290.0,2558.0,-1127.0,-13414.0,531.0
-2691.0,683.0,2871.0,-1739.0,-2191.0,678.0
-1071.0,569.0,3437.0,-1780.0,6166.0,906.0
707.0,428.0,3282.0,-1135.0,10161.0,921.0
1932.0,390.0,3199.0,-525.0,9905.0,764.0
2572.0,356.0,3275.0,-132.0,5942.0,485.0
2708.0,417.0,3144.0,-698.0,-3329.0,121.0
2429.0,486.0,3118.0,-927.0,-4550.0,-37.0
2139.0,428.0,3203.0,-1095.0,-3757.0,-98.0
917.0,426.0,3571.0,-1003.0,-2204.0,-66.0
763.0,407.0,3724.0,-794.0,-606.0,-47.0
867.0,359.0,3760.0,-789.0,1035.0,-3.0
1133.0,274.0,3805.0,-838.0,2413.0,61.0
1399.0,220.0,3813.0,-768.0,3074.0,39.0
1600.0,170.0,3839.0,-738.0,3531.0,-25.0
1591.0,35.0,3901.0,-764.0,3751.0,-104.0
1372.0,-32.0,3854.0,-763.0,3688.0,-211.0
1111.0,-25.0,3740.0,-805.0,3943.0,-264.0
907.0,76.0,3634.0,-835.0,4647.0,-276.0
804.0,49.0,3222.0,-784.0,5667.0,-270.0
616.0,85.0,2854.0,-680.0,7180.0,-174.0
394.0,-17.0,2242.0,-435.0,8893.0,-41.0
73.0,47.0,1680.0,-78.0,10630.0,98.0
-469.0,134.0,858.0,1594.0,18863.0,995.0
-1194.0,137.0,-14.0,2278.0,20901.0,1227.0
-8620.0,1347.0,-2256.0,3029.0,22481.0,1443.0
-9081.0,1636.0,-1441.0,3516.0,23211.0,1697.0
-7869.0,1517.0,-808.0,3805.0,23508.0,1896.0
-5845.0,1168.0,-449.0,4159.0,22983.0,1893.0
-4068.0,1027.0,-532.0,4406.0,21356.0,1835.0
-3250.0,1039.0,-661.0,4247.0,18369.0,1735.0
-3772.0,764.0,-701.0,3628.0,14013.0,1526.0
-4380.0,884.0,-719.0,2819.0,8542.0,1527.0
-4234.0,1232.0,-362.0,2108.0,3731.0,1851.0
-4038.0,1228.0,-214.0,1547.0,907.0,1969.0
-4093.0,1042.0,30.0,1072.0,165.0,1753.0
-4127.0,960.0,152.0,451.0,560.0,1192.0
-4046.0,968.0,426.0,16.0,773.0,717.0
-3792.0,1023.0,361.0,-56.0,326.0,677.0
-3899.0,878.0,406.0,-267.0,-204.0,694.0
-3989.0,849.0,475.0,-654.0,-764.0,270.0
-3895.0,927.0,461.0,-607.0,-1018.0,200.0
-3904.0,976.0,390.0,-620.0,-1097.0,132.0
-4338.0,1053.0,314.0,-668.0,-1134.0,-30.0
-4737.0,1061.0,124.0,-581.0,-1319.0,-104.0
-5189.0,1100.0,3.0,-513.0,-1452.0,-112.0
-5374.0,1090.0,-22.0,-530.0,-1545.0,-222.0
-5340.0,966.0,-34.0,-532.0,-1767.0,-345.0
-5278.0,849.0,-46.0,-517.0,-2149.0,-397.0
-5247.0,657.0,-115.0,-549.0,-2713.0,-509.0
-5488.0,384.0,-203.0,-639.0,-3679.0,-692.0
-5464.0,98.0,-663.0,-837.0,-5161.0,-893.0
-5257.0,-111.0,-971.0,-1171.0,-7286.0,-1135.0
-4065.0,-257.0,-1433.0,-1492.0,-10094.0,-1427.0
-2146.0,-168.0,-1578.0,-1829.0,-13324.0,-1662.0
153.0,412.0,-1626.0,-2233.0,-17030.0,-1852.0
2036.0,722.0,-696.0,-2526.0,-20865.0,-1894.0
3884.0,406.0,1006.0,-2563.0,-25249.0,-1856.0
5556.0,455.0,2277.0,-1066.0,-32767.0,-563.0
7748.0,908.0,2350.0,-746.0,-32750.0,685.0
9576.0,757.0,2914.0,-1251.0,-32265.0,1386.0
1756.0,-673.0,2450.0,-1496.0,-29077.0,1374.0
-1714.0,-390.0,3673.0,-1159.0,-22651.0,1522.0
-3467.0,131.0,4198.0,-1316.0,-12481.0,1271.0
-1616.0,579.0,3840.0,-2326.0,-715.0,706.0
1100.0,460.0,3328.0,-2162.0,6985.0,245.0
3253.0,386.0,3047.0,-939.0,9298.0,169.0
4356.0,334.0,3172.0,99.0,6943.0,258.0
3948.0,433.0,3254.0,903.0,2600.0,461.0
2653.0,468.0,3257.0,927.0,337.0,151.0
1371.0,411.0,3334.0,128.0,-3283.0,-167.0
696.0,434.0,3449.0,-748.0,-4968.0,-315.0
876.0,422.0,3592.0,-985.0,-3230.0,-309.0
1537.0,423.0,3693.0,-569.0,-1006.0,-344.0
2124.0,437.0,3609.0,-192.0,979.0,-295.0
2319.0,386.0,3594.0,-147.0,2300.0,-239.0
2146.0,350.0,3568.0,-420.0,200.0,-396.0
1890.0,291.0,3532.0,-470.0,-334.0,-410.0
1683.0,254.0,3531.0,-447.0,-224.0,-426.0
1781.0,273.0,3946.0,-401.0,325.0,-419.0
2142.0,258.0,4254.0,-314.0,903.0,-400.0
2570.0,185.0,4408.0,-247.0,1291.0,-361.0
3081.0,-2.0,4529.0,-206.0,1406.0,-335.0
3360.0,-207.0,4364.0,-158.0,1396.0,-332.0
3337.0,-415.0,4096.0,-112.0,1428.0,-343.0
3168.0,-575.0,4006.0,-195.0,2024.0,-234.0
3283.0,-447.0,3550.0,-367.0,3378.0,-17.0
3456.0,-146.0,2345.0,-544.0,5689.0,312.0
2769.0,81.0,341.0,-614.0,8833.0,646.0
1478.0,376.0,-2214.0,-328.0,12329.0,934.0
-633.0,804.0,-4332.0,233.0,16283.0,1322.0
-4735.0,901.0,-5474.0,1076.0,20844.0,2010.0
-9234.0,1478.0,-5261.0,2017.0,25537.0,2719.0
-12013.0,2710.0,-3413.0,2969.0,29887.0,3280.0
-12068.0,2699.0,-1330.0,4469.0,32723.0,4494.0
-9285.0,2304.0,-522.0,4241.0,32352.0,3735.0
-5582.0,1715.0,-226.0,3864.0,27848.0,3160.0
-1532.0,1596.0,-355.0,2624.0,19357.0,2654.0
-2413.0,1511.0,-554.0,1638.0,9441.0,2850.0
-2990.0,1595.0,-411.0,1198.0,1546.0,3453.0
-2914.0,1657.0,-65.0,576.0,-2510.0,3542.0
-2951.0,1541.0,365.0,34.0,-3602.0,3273.0
-3130.0,1402.0,593.0,-644.0,-2883.0,2627.0
-3520.0,1291.0,657.0,-1004.0,-1597.0,1634.0
-3730.0,1196.0,704.0,-1055.0,-848.0,982.0
-3661.0,1173.0,713.0,-1076.0,-557.0,737.0
-3630.0,1206.0,779.0,-1142.0,-304.0,538.0
-3698.0,1166.0,724.0,-1203.0,52.0,317.0
-3655.0,1191.0,664.0,-1155.0,267.0,165.0
-3623.0,1229.0,644.0,-1063.0,184.0,71.0
-3812.0,1285.0,578.0,-944.0,-225.0,58.0
-4096.0,1292.0,442.0,-800.0,-732.0,48.0
-4634.0,1378.0,112.0,-467.0,-1489.0,-17.0
-5492.0,1363.0,-263.0,-364.0,-1581.0,-74.0
-6481.0,1339.0,-747.0,-309.0,-1700.0,-99.0
-7086.0,871.0,-1040.0,-277.0,-1981.0,-152.0
-6422.0,526.0,-1296.0,-352.0,-2655.0,-290.0
-5820.0,287.0,-2144.0,-586.0,-4132.0,-478.0
-4418.0,243.0,-3194.0,-939.0,-6789.0,-740.0
-1963.0,465.0,-3734.0,-1548.0,-10778.0,-1213.0
1136.0,1111.0,-3991.0,-2294.0,-16078.0,-1705.0
4328.0,1479.0,-2321.0,-2627.0,-22092.0,-1884.0
7156.0,1851.0,1106.0,-2525.0,-28969.0,-1994.0
10283.0,2075.0,2755.0,-1804.0,-32767.0,-1797.0
13445.0,1521.0,3982.0,-956.0,-32767.0,-1140.0
13124.0,37.0,3991.0,122.0,-32687.0,-143.0
7732.0,-9.0,1181.0,351.0,-32767.0,702.0
2731.0,-246.0,866.0,-351.0,-32767.0,667.0
-2065.0,220.0,1823.0,-660.0,-29374.0,1042.0
-7001.0,841.0,3199.0,-944.0,14871.0,219.0
-4725.0,1418.0,3044.0,-281.0,12226.0,1056.0
5480.0,1133.0,3176.0,952.0,3801.0,1404.0
3783.0,1329.0,2863.0,1527.0,2094.0,934.0
1909.0,1371.0,2881.0,741.0,-1131.0,244.0
635.0,1283.0,3080.0,-358.0,-5479.0,-131.0
379.0,1181.0,3156.0,-436.0,-4399.0,-458.0
1122.0,1107.0,3235.0,-70.0,-2202.0,-469.0
2040.0,1062.0,3332.0,477.0,-453.0,-191.0
2621.0,1065.0,3257.0,714.0,1945.0,-42.0
2661.0,1039.0,3096.0,467.0,2594.0,34.0
2320.0,988.0,2987.0,205.0,1402.0,23.0
1886.0,912.0,3082.0,15.0,256.0,-90.0
1570.0,803.0,3298.0,-162.0,-514.0,-193.0
1480.0,753.0,3603.0,-226.0,-589.0,-254.0
1642.0,664.0,3857.0,-263.0,187.0,-278.0
1808.0,726.0,3916.0,-292.0,1211.0,-267.0
2143.0,845.0,3962.0,-457.0,2844.0,-106.0
2425.0,843.0,3864.0,-489.0,3261.0,-19.0
2341.0,887.0,3688.0,-478.0,3974.0,59.0
1753.0,551.0,2964.0,-435.0,4994.0,127.0
1298.0,676.0,3030.0,-533.0,6805.0,331.0
1368.0,754.0,2184.0,-564.0,8781.0,512.0
1255.0,1033.0,263.0,-518.0,11139.0,763.0
405.0,1694.0,-2589.0,-403.0,13978.0,1110.0
-1799.0,1986.0,-4476.0,46.0,16789.0,1444.0
-6357.0,1673.0,-5166.0,637.0,20023.0,1917.0
-11252.0,2051.0,-4119.0,1229.0,23501.0,2580.0
-13458.0,2278.0,-1492.0,2254.0,26552.0,3439.0
-11217.0,2074.0,-260.0,3553.0,28935.0,4411.0
-6669.0,2076.0,167.0,4165.0,31691.0,5057.0
-3267.0,1977.0,400.0,3588.0,32767.0,4139.0
-2102.0,1911.0,401.0,2912.0,31344.0,2347.0
-2610.0,1329.0,148.0,2083.0,24905.0,1320.0
-3595.0,1234.0,-215.0,1342.0,14770.0,1278.0
-3848.0,1634.0,-329.0,239.0,-2499.0,2723.0
-3152.0,1995.0,-45.0,-818.0,-1127.0,2402.0
-2456.0,1800.0,398.0,-1299.0,47.0,1590.0
-3795.0,1597.0,634.0,-882.0,-672.0,1145.0
-3664.0,1674.0,763.0,-453.0,-1784.0,1046.0
-3308.0,1588.0,896.0,-537.0,-1895.0,882.0
-3041.0,1527.0,825.0,-797.0,-818.0,524.0
-3218.0,1534.0,761.0,-729.0,266.0,138.0
-3473.0,1544.0,639.0,-477.0,392.0,12.0
-3920.0,1578.0,222.0,-381.0,-268.0,78.0
-4620.0,1665.0,-60.0,-425.0,-1060.0,118.0
-5263.0,1724.0,-198.0,-447.0,-1530.0,120.0
-5727.0,1724.0,-378.0,-406.0,-1602.0,64.0
-6148.0,1645.0,-840.0,-357.0,-1556.0,-65.0
-6093.0,1610.0,-1194.0,-345.0,-1808.0,-192.0
-6013.0,1344.0,-966.0,-316.0,-2554.0,-311.0
-6442.0,887.0,-842.0,-399.0,-3872.0,-516.0
-5947.0,874.0,-1888.0,-639.0,-5942.0,-822.0
-4007.0,962.0,-2985.0,-2057.0,-18827.0,-2272.0
-876.0,1288.0,-3648.0,-2660.0,-25267.0,-2802.0
2155.0,1742.0,-2317.0,-2166.0,-32215.0,-2571.0
11959.0,1932.0,273.0,-1365.0,-32767.0,-1363.0
11139.0,477.0,772.0,-862.0,-32681.0,100.0
7143.0,-690.0,13.0,-660.0,-32742.0,1171.0
3194.0,-1211.0,943.0,-879.0,-32767.0,1726.0
-2143.0,-1215.0,3840.0,-1748.0,-31808.0,2493.0
-4795.0,348.0,5354.0,-3179.0,-21934.0,2990.0
-3309.0,1982.0,4537.0,-3852.0,-5059.0,1615.0
640.0,2062.0,2845.0,-3624.0,7424.0,107.0
3739.0,1399.0,2546.0,-2795.0,12775.0,55.0
5295.0,954.0,3093.0,-1265.0,12890.0,257.0
5037.0,891.0,3254.0,892.0,8662.0,654.0
3518.0,865.0,3215.0,2227.0,2758.0,1004.0
1905.0,1064.0,3189.0,1211.0,-4186.0,297.0
987.0,1347.0,3154.0,-802.0,-6609.0,-567.0
840.0,1533.0,3200.0,-1649.0,-5389.0,-944.0
1203.0,1443.0,3404.0,-45.0,2037.0,-1047.0
1550.0,1271.0,3420.0,128.0,2572.0,-797.0
1723.0,1130.0,3361.0,135.0,1857.0,-646.0
1924.0,1079.0,3305.0,-103.0,1007.0,-595.0
1953.0,1038.0,3374.0,-336.0,304.0,-636.0
1901.0,1036.0,3372.0,-339.0,-123.0,-711.0
1851.0,1011.0,3439.0,-269.0,-107.0,-727.0
1745.0,1017.0,3467.0,-255.0,59.0,-699.0
1610.0,1008.0,3425.0,-280.0,267.0,-646.0
1601.0,1050.0,3511.0,-345.0,613.0,-584.0
1945.0,1063.0,3642.0,-378.0,999.0,-530.0
2507.0,1042.0,3795.0,-356.0,1408.0,-487.0
3120.0,962.0,3857.0,-350.0,1878.0,-447.0
3636.0,674.0,3606.0,-293.0,2243.0,-448.0
3985.0,496.0,2978.0,-264.0,2611.0,-445.0
4062.0,515.0,2270.0,-306.0,3191.0,-352.0
3430.0,968.0,1320.0,-498.0,4574.0,-76.0
2193.0,1441.0,-777.0,-775.0,6946.0,238.0
97.0,2033.0,-2474.0,206.0,18888.0,1415.0
-1982.0,2194.0,-3489.0,1268.0,24105.0,1752.0
-4769.0,1827.0,-3612.0,2263.0,28502.0,1970.0
-10017.0,1853.0,-148.0,2973.0,31900.0,2367.0
-7955.0,1975.0,647.0,2978.0,32767.0,2738.0
-5570.0,1916.0,740.0,2492.0,32697.0,2597.0
-4261.0,1749.0,618.0,2118.0,31147.0,1766.0
-3875.0,1468.0,332.0,2145.0,26514.0,748.0
-3838.0,1392.0,198.0,2490.0,19218.0,266.0
-3705.0,1425.0,110.0,2284.0,11017.0,328.0
-3663.0,1555.0,154.0,1910.0,4146.0,494.0
-3659.0,1459.0,497.0,1298.0,72.0,658.0
-3799.0,1307.0,722.0,563.0,-1795.0,690.0
-4021.0,1287.0,826.0,7.0,-2520.0,550.0
-4152.0,1331.0,862.0,-158.0,-2978.0,182.0
-4227.0,1348.0,850.0,-112.0,-3408.0,-235.0
-4222.0,1334.0,1011.0,-152.0,-3427.0,-491.0
-4145.0,1265.0,1022.0,-174.0,-2343.0,-890.0
-4154.0,1248.0,968.0,-171.0,-2851.0,-904.0
-3646.0,1179.0,935.0,-170.0,-3610.0,-924.0
-3504.0,1237.0,1233.0,-169.0,-4575.0,-860.0
-3409.0,1141.0,1257.0,-141.0,-5565.0,-825.0
-3540.0,1137.0,1255.0,-174.0,-6443.0,-814.0
-3705.0,1119.0,1356.0,-186.0,-7311.0,-739.0
-3982.0,929.0,1495.0,-154.0,-8018.0,-694.0
-4431.0,868.0,1960.0,-173.0,-8488.0,-734.0
-5000.0,828.0,2111.0,-271.0,-8777.0,-790.0
-5729.0,939.0,1495.0,-366.0,-9253.0,-839.0
-5753.0,1224.0,148.0,-475.0,-10028.0,-1047.0
-4744.0,1523.0,-498.0,-732.0,-11421.0,-1387.0
-1678.0,1494.0,-443.0,-912.0,-14027.0,-1902.0
2819.0,1607.0,139.0,-760.0,-17537.0,-2279.0
8230.0,2298.0,-442.0,-622.0,-21643.0,-2103.0
11878.0,2278.0,-1214.0,-500.0,-26299.0,-1343.0
11273.0,942.0,-882.0,-885.0,-30494.0,-59.0
5705.0,-1127.0,2131.0,-948.0,-24842.0,-138.0
754.0,-1538.0,4205.0,-2059.0,-16028.0,-724.0
1855.0,1377.0,3628.0,-3048.0,-5917.0,-969.0
3482.0,623.0,3853.0,-3142.0,918.0,-69.0
3665.0,624.0,3630.0,-1850.0,3866.0,1414.0
3228.0,979.0,3385.0,-152.0,5280.0,2143.0
2616.0,1140.0,3094.0,866.0,2432.0,1524.0
2470.0,1033.0,3008.0,532.0,-1448.0,365.0
2382.0,970.0,2931.0,-539.0,-2745.0,-578.0
2054.0,1084.0,2759.0,-479.0,-2268.0,-856.0
1849.0,1208.0,2910.0,208.0,-885.0,-724.0
1762.0,1199.0,3072.0,359.0,284.0,-713.0
1868.0,1033.0,3195.0,93.0,857.0,-830.0
2021.0,889.0,3219.0,-101.0,1327.0,-869.0
2215.0,816.0,3156.0,9.0,1682.0,-873.0
2317.0,861.0,3158.0,86.0,1928.0,-880.0
2487.0,869.0,3198.0,-15.0,2058.0,-948.0
2648.0,870.0,3200.0,-491.0,2899.0,-789.0
2622.0,850.0,3291.0,-562.0,3845.0,-644.0
2545.0,733.0,3215.0,-684.0,5175.0,-451.0
587.0,562.0,2292.0,-857.0,6975.0,-163.0
-480.0,606.0,1735.0,-1010.0,9087.0,169.0
-1377.0,775.0,1458.0,-1127.0,11544.0,586.0
-1864.0,921.0,997.0,-1105.0,14155.0,925.0
-2350.0,991.0,565.0,-943.0,16726.0,1073.0
-2582.0,863.0,169.0,-523.0,19178.0,1207.0
-3104.0,892.0,-137.0,-24.0,20964.0,1342.0
-4190.0,820.0,-195.0,512.0,21873.0,1474.0
-5419.0,950.0,-447.0,989.0,22193.0,1519.0
-6462.0,1125.0,-299.0,1361.0,22072.0,1624.0
-6795.0,1320.0,-425.0,1717.0,21907.0,1694.0
-6604.0,1569.0,-437.0,2161.0,21470.0,1460.0
-5756.0,1591.0,-364.0,2385.0,20491.0,1016.0
-4916.0,1488.0,-275.0,2435.0,18770.0,614.0
-4506.0,1395.0,-87.0,2421.0,16287.0,440.0
-4197.0,1340.0,-40.0,1701.0,5365.0,204.0
-4088.0,1235.0,28.0,1214.0,2602.0,129.0
-4086.0,1091.0,149.0,726.0,567.0,-13.0
-4039.0,1100.0,593.0,382.0,-712.0,-122.0
-3883.0,1032.0,663.0,74.0,-1405.0,-166.0
-3735.0,1006.0,636.0,-214.0,-1584.0,-289.0
-3762.0,1030.0,639.0,-402.0,-1418.0,-395.0
-3880.0,1030.0,520.0,-412.0,-1256.0,-453.0
-4047.0,1043.0,566.0,-388.0,-1164.0,-458.0
-4148.0,1046.0,552.0,-408.0,-1103.0,-426.0
-4183.0,1035.0,529.0,-391.0,-967.0,-320.0
-4243.0,1036.0,532.0,-302.0,-725.0,-271.0
-4108.0,1021.0,628.0,-233.0,-447.0,-238.0
-3969.0,1022.0,649.0,-194.0,-200.0,-186.0
-4121.0,1016.0,637.0,-162.0,-179.0,-190.0
-4214.0,1026.0,690.0,-150.0,-316.0,-143.0
-4449.0,985.0,381.0,-144.0,-523.0,-120.0
-5080.0,1037.0,144.0,-158.0,-767.0,-113.0
-5969.0,1073.0,-377.0,-252.0,-1315.0,-82.0
-7241.0,1167.0,-1005.0,-314.0,-1729.0,-119.0
-8352.0,1191.0,-1294.0,-351.0,-2614.0,-230.0
-7447.0,233.0,-4736.0,-465.0,-4101.0,-439.0
-4571.0,414.0,-7401.0,-763.0,-6840.0,-797.0
-529.0,596.0,-8006.0,-1248.0,-11318.0,-1361.0
4002.0,725.0,-5657.0,-1947.0,-17299.0,-2189.0
8769.0,1177.0,-807.0,-2642.0,-25343.0,-3166.0
13367.0,1050.0,1667.0,-2835.0,-32767.0,-3388.0
16840.0,1070.0,2252.0,-2352.0,-32767.0,-2350.0
14914.0,-447.0,1251.0,-1718.0,-32635.0,-968.0
5899.0,-1128.0,893.0,-1389.0,-32761.0,42.0
-569.0,-1178.0,1862.0,-1320.0,-32767.0,530.0
-6802.0,-897.0,4335.0,-1564.0,-31927.0,490.0
-6574.0,125.0,3970.0,-1859.0,-19347.0,725.0
577.0,-1.0,2918.0,-2200.0,2468.0,1063.0
5444.0,-180.0,2649.0,-2164.0,13635.0,1489.0
7774.0,-146.0,3408.0,-270.0,-4890.0,1385.0
6370.0,56.0,3774.0,-762.0,-8971.0,189.0
1042.0,-36.0,3509.0,-817.0,-6642.0,-467.0
2274.0,39.0,3638.0,-311.0,-2184.0,-492.0
3055.0,152.0,3544.0,-66.0,1422.0,-62.0
3110.0,141.0,3485.0,-235.0,3699.0,341.0
2602.0,77.0,3388.0,-325.0,2812.0,296.0
1985.0,20.0,3238.0,-269.0,666.0,12.0
1524.0,18.0,3177.0,-206.0,-751.0,-202.0
1390.0,24.0,3310.0,-124.0,-1052.0,-315.0
1629.0,51.0,3442.0,-115.0,-217.0,-315.0
1955.0,25.0,3716.0,-159.0,1038.0,-276.0
2257.0,-37.0,4183.0,-156.0,2011.0,-269.0
2668.0,-80.0,4429.0,-139.0,2476.0,-324.0
2941.0,-145.0,4571.0,-75.0,2442.0,-406.0
3378.0,-210.0,3950.0,-63.0,2285.0,-457.0
3406.0,-236.0,3638.0,-120.0,2432.0,-437.0
3078.0,-349.0,3076.0,-590.0,6622.0,263.0
2381.0,-350.0,2676.0,-689.0,9407.0,619.0
1516.0,-153.0,1735.0,-624.0,12872.0,1000.0
-2010.0,588.0,-920.0,-277.0,16710.0,1253.0
-3889.0,551.0,-1067.0,270.0,20807.0,1723.0
-6142.0,699.0,-892.0,1157.0,24941.0,2359.0
-7529.0,1246.0,-454.0,2247.0,28347.0,2875.0
-7628.0,1564.0,277.0,2904.0,30137.0,3049.0
-6593.0,1532.0,428.0,3496.0,30125.0,2893.0
-5331.0,1274.0,287.0,3792.0,28701.0,2463.0
-4333.0,967.0,106.0,3929.0,25797.0,1918.0
-3834.0,867.0,-31.0,4132.0,21181.0,1530.0
-3580.0,1045.0,-149.0,4004.0,15777.0,1323.0
-3606.0,1068.0,137.0,3466.0,10185.0,1313.0
-3502.0,947.0,399.0,2840.0,5284.0,1475.0
-3181.0,798.0,480.0,2086.0,1942.0,1525.0
-3149.0,724.0,533.0,1587.0,-46.0,1250.0
-3420.0,706.0,516.0,1390.0,-1196.0,810.0
-3869.0,737.0,505.0,352.0,-1760.0,-144.0
-4199.0,751.0,583.0,128.0,-1080.0,-217.0
-4157.0,704.0,682.0,43.0,-370.0,-388.0
-4310.0,592.0,589.0,2.0,49.0,-509.0
-5054.0,568.0,400.0,-52.0,-67.0,-572.0
-5525.0,600.0,469.0,-131.0,-512.0,-581.0
-5839.0,576.0,520.0,-218.0,-994.0,-556.0
-6221.0,558.0,628.0,-280.0,-1311.0,-578.0
-6378.0,449.0,141.0,-373.0,-1583.0,-618.0
-5995.0,325.0,-189.0,-460.0,-2128.0,-673.0
-5003.0,135.0,-20.0,-575.0,-3307.0,-812.0
-4668.0,-138.0,-27.0,-835.0,-5290.0,-958.0
-4344.0,-6.0,-577.0,-1162.0,-8152.0,-1080.0
-3302.0,264.0,-1547.0,-1444.0,-11568.0,-1108.0
-2098.0,471.0,-1863.0,-1715.0,-15418.0,-1083.0
37.0,701.0,-1745.0,-1997.0,-19316.0,-1314.0
3335.0,772.0,-656.0,-2263.0,-23228.0,-1822.0
6529.0,1163.0,1637.0,-2037.0,-27486.0,-1954.0
10378.0,1177.0,2331.0,-969.0,-32767.0,-595.0
12898.0,582.0,2334.0,-834.0,-32733.0,-548.0
11292.0,-696.0,2047.0,-1044.0,-31079.0,-646.0
-3886.0,-806.0,3377.0,-1839.0,-23996.0,-329.0
-4076.0,-151.0,3661.0,-3135.0,-12561.0,-289.0
337.0,30.0,3280.0,-3786.0,1122.0,-108.0
3876.0,-199.0,3041.0,-3490.0,8850.0,666.0
5250.0,-429.0,3030.0,-2638.0,10879.0,1173.0
4575.0,-375.0,3203.0,-1540.0,8321.0,1480.0
2971.0,-226.0,3170.0,-537.0,2063.0,1326.0
1923.0,-56.0,3109.0,-488.0,-2594.0,340.0
1905.0,50.0,3215.0,-1103.0,-5551.0,-775.0
2443.0,-32.0,3499.0,-1498.0,-5381.0,-1188.0
2640.0,-46.0,3435.0,-1152.0,-3009.0,-939.0
2338.0,-8.0,3109.0,-668.0,-806.0,-618.0
