sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,118,-119,935,135,718,71
1,110,-123,884,59,368,-58
2,125,-171,856,-42,417,-15
3,116,-188,906,108,472,-94
4,165,-154,929,469,296,-226
5,203,-120,968,577,118,-279
6,211,-91,975,694,264,-211
7,197,-95,981,753,354,-121
8,175,-81,965,743,427,-17
9,151,-87,981,714,546,49
10,155,-87,1008,700,577,112
11,128,-93,933,823,706,235
12,86,-128,894,764,852,309
13,31,-144,896,596,946,127
14,48,-102,934,569,636,-15
15,50,-62,958,622,364,-201
16,30,-40,948,264,134,-254
17,79,-69,953,-222,-236,43
18,113,-101,959,-443,-386,406
19,138,-111,975,-472,-599,455
20,100,-143,916,-228,-486,447
21,49,-121,926,59,-245,280
22,55,-119,877,417,-261,-168
23,81,-103,918,772,276,-683
24,91,-90,996,1006,493,-1068
25,102,-57,1045,948,356,-1273
26,174,-72,1069,667,69,-1099
27,214,-106,1079,446,-163,-699
28,231,-120,1066,352,-280,-277
29,209,-106,1091,479,-267,-72
30,179,-93,1101,823,-97,-119
31,183,-73,1086,1153,153,-226
32,129,-38,1071,1202,468,-402
33,90,-6,1048,1215,598,-556
34,74,42,1066,1034,202,-713
35,150,50,1176,1020,200,-832
36,179,4,1119,1528,985,-1179
37,186,2,1079,1883,970,-1373
38,175,1,1046,1958,1097,-1353
39,109,18,1028,1772,1401,-1154
40,59,103,1018,1739,1524,-978
41,-32,189,994,1422,1065,-961
42,22,197,1003,799,218,-787
43,70,145,1030,352,20,-605
44,112,75,1039,215,136,-496
45,146,117,1103,536,100,-627
46,78,141,1114,940,-167,-1066
47,73,153,1038,1319,-247,-1310
48,51,153,974,1475,106,-1287
49,58,96,950,1149,302,-1117
50,83,109,922,891,268,-1012
51,45,71,939,598,73,-941
52,95,124,976,493,5,-670
53,102,121,983,325,206,-535
54,68,116,960,202,657,-166
55,-6,187,983,75,442,-17
56,-4,198,1023,-197,-247,39
57,52,174,1039,-480,-171,436
58,96,147,1065,-611,-93,699
59,38,72,1040,-640,-77,713
60,95,126,1021,-468,-48,549
61,28,98,993,190,126,-301
62,62,69,1031,-156,-46,-25
63,-18,155,979,153,-32,-506
64,-180,121,644,-472,-85,-357
65,-45,60,579,-2048,-2296,629
66,202,-92,1007,-1988,-3632,1074
67,151,-92,914,-1007,-1124,465
68,146,27,975,-1072,284,567
69,172,101,991,-929,343,621
70,144,103,1003,-714,-155,268
71,109,71,988,-343,-153,74
72,152,0,1011,233,179,110
73,171,7,1004,758,298,-25
74,150,16,976,1040,202,-136
75,128,43,981,985,67,24
76,92,43,1010,756,-114,272
77,49,56,1001,499,-343,512
78,55,46,962,340,-446,680
79,43,30,996,366,-509,697
80,60,49,990,477,-665,705
81,82,65,964,686,-730,834
82,40,80,944,901,-745,838
83,117,101,1045,704,-577,908
84,109,119,1029,829,-714,801
85,108,84,1070,920,-556,746
86,92,77,1046,1057,-173,949
87,99,68,1091,721,151,1098
88,88,103,1036,-37,85,990
89,78,158,1036,-462,157,811
90,130,163,1006,-570,153,600
91,171,168,962,-470,81,328
92,166,157,969,-341,-132,114
93,164,112,991,-306,-351,-19
94,163,73,1015,-380,-464,-21
95,163,54,1031,-521,-474,59
96,130,32,1041,-773,-396,211
97,125,62,1095,-1062,-189,379
98,150,95,1095,-1039,-17,422
99,152,99,1070,-761,-13,246
100,153,97,1042,-468,-62,88
101,201,80,1043,-355,-255,28
102,190,50,1060,-410,-620,59
103,170,29,1133,-607,-945,192
104,158,5,1205,-886,-1032,516
105,101,18,1303,-1316,-859,824
106,73,28,1375,-1710,-362,924
107,117,33,1403,-1857,132,793
108,170,43,1424,-1607,348,489
109,201,54,1419,-1169,315,178
110,232,22,1431,-769,239,61
111,263,12,1469,-660,102,133
112,268,-23,1548,-718,46,287
113,296,-16,1628,-707,206,545
114,305,32,1689,-503,458,678
115,312,46,1678,-144,764,508
116,329,29,1625,260,1147,293
117,339,12,1558,569,1505,217
118,318,10,1499,485,1716,155
119,302,23,1423,69,1884,28
120,297,13,1347,-375,2001,-97
121,278,15,1299,-533,2061,-68
122,234,14,1281,-494,2085,-56
123,193,17,1277,-398,2169,-43
124,185,26,1241,-244,2292,-8
125,197,12,1212,-3,2407,-95
126,192,0,1150,469,2501,-267
127,192,-6,1043,926,2575,-457
128,170,1,975,1151,2559,-683
129,160,-50,914,1286,2540,-752
130,166,-45,851,1374,2446,-476
131,135,12,785,1407,2333,-252
132,117,52,731,1415,2212,-254
133,69,67,647,1495,2106,-336
134,20,65,556,1606,2011,-385
135,-35,81,469,1598,1891,-359
136,-97,89,430,1317,1722,-414
137,-152,78,371,926,1589,-580
138,-157,51,279,739,1608,-824
139,-179,-37,200,666,1554,-754
140,-218,-72,145,487,1268,-365
141,-253,-43,67,227,913,-19
142,-288,7,-6,65,571,162
143,-292,23,-28,-21,233,199
144,-277,15,-42,-99,-167,158
145,-283,23,-15,-281,-568,114
146,-277,22,32,-498,-814,8
147,-250,-5,57,-666,-935,-53
148,-229,-24,101,-662,-986,-15
149,-185,-76,138,-568,-987,102
150,-147,-65,136,-384,-976,293
151,-122,-31,125,-138,-1066,356
152,-119,-14,94,59,-1294,278
153,-144,15,100,411,-1556,131
154,-170,10,96,805,-1792,-8
155,-154,-2,109,1022,-2038,-31
156,-118,-19,121,954,-2357,125
157,-68,-20,181,579,-2681,381
158,11,-28,237,38,-2827,623
159,111,4,291,-345,-2845,787
160,195,44,345,-433,-2890,856
161,240,99,409,-433,-3136,836
162,269,114,442,-320,-3376,719
163,316,95,518,81,-3507,586
164,354,81,589,549,-3685,489
165,370,37,641,678,-3829,504
166,390,12,702,563,-3882,580
167,425,-5,803,319,-3888,742
168,414,17,902,-199,-3968,989
169,397,20,1014,-990,-4054,1188
170,444,43,1177,-1570,-3900,1262
171,497,54,1359,-1665,-3800,1194
172,568,18,1512,-1548,-3833,1047
173,620,0,1674,-1179,-3892,897
174,679,6,1879,-720,-4107,834
175,829,-11,2048,-677,-4306,571
176,758,7,2040,-583,-4345,748
177,868,-19,2048,-582,-4011,586
178,828,-22,2048,-279,-3495,614
179,819,-18,2048,-165,-2739,561
180,814,17,2048,-464,-1798,502
181,814,36,2048,-781,-862,334
182,870,23,2048,-708,-161,47
183,852,-26,2048,-275,155,-156
184,817,-40,2048,137,272,-256
185,789,-93,2048,366,511,-174
186,756,-85,2048,358,903,30
187,725,-41,2048,172,1554,153
188,728,-15,2048,88,2237,211
189,719,29,1948,61,2811,201
190,721,40,1812,1,3251,119
191,683,51,1656,-23,3479,57
192,640,33,1531,45,3573,-76
193,571,34,1422,243,3639,-269
194,512,15,1312,295,3723,-467
195,507,-25,1241,292,3911,-572
196,500,-54,1157,301,4091,-455
197,473,-29,1080,393,4222,-336
198,444,-13,996,512,4333,-260
199,410,-4,902,706,4378,-277
200,380,-3,803,862,4317,-279
201,332,14,690,1026,4223,-265
202,254,80,571,1155,4063,-312
203,191,108,437,1241,3843,-455
204,142,138,351,1397,3563,-676
205,120,68,273,1489,3241,-855
206,107,5,240,1479,2895,-691
207,64,-25,227,1284,2645,-301
208,-6,6,209,809,2526,51
209,-44,46,151,194,2487,203
210,-59,74,92,-269,2384,227
211,-100,87,28,-466,2145,172
212,-122,84,8,-425,1766,65
213,-142,43,-28,-201,1364,-19
214,-156,46,-45,63,1030,-82
215,-190,11,-41,83,696,-111
216,-195,-14,-29,-80,403,-90
217,-194,-45,-32,-386,216,-21
218,-172,-55,-25,-691,67,155
219,-161,-40,-30,-859,-163,319
220,-159,-30,-47,-915,-478,344
221,-144,-8,-26,-849,-814,293
