sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,2,2,996,1,0,-2
1,-7,0,1002,-1,0,0
2,-13,-3,1008,1,2,0
3,3,-6,1009,1,6,0
4,-9,7,995,1,2,2
5,-1,0,991,-1,0,0
6,0,-2,982,1,2,0
7,-4,-9,993,-1,0,-4
8,-5,-6,999,1,2,-4
9,-1,-8,998,-1,-2,-4
10,-9,-14,995,-3,2,-6
11,-11,1,1010,-1,2,2
12,-2,-3,1006,1,2,-4
13,-1,-6,996,1,4,0
14,-6,0,993,1,2,0
15,-4,7,992,-1,0,0
16,-1,0,1009,1,2,-2
17,-2,2,1002,1,4,-2
18,1,2,995,-1,-2,0
19,-7,-3,994,-1,4,-2
20,4,-11,1012,-1,0,-2
21,-3,3,1012,3,4,-2
22,-4,-7,1005,-1,-2,0
23,-2,-7,1011,-1,0,0
24,4,-7,1001,-1,-2,0
25,-11,-1,1004,-1,-2,0
26,-10,0,994,-3,0,0
27,6,10,1002,1,0,-1
28,-11,-8,1004,-1,-3,-1
29,-8,-9,1012,3,2,1
30,-8,-10,995,-1,-1,-3
31,2,-7,989,3,0,1
32,4,7,1007,-3,-3,1
33,1,20,999,1,-1,-7
34,-6,4,1003,-1,-5,-7
35,-7,-6,995,-1,-3,1
36,-10,-12,1005,1,0,6
37,-6,-3,1008,3,0,8
38,1,3,1006,-1,0,-3
39,0,-5,993,1,0,-7
40,-2,-3,996,-1,-1,-3
41,-6,16,1005,-3,-1,6
42,-5,15,995,-1,0,4
43,-6,-2,1008,-3,-3,1
44,0,-15,1012,3,2,-5
45,-4,-16,984,1,2,-1
46,-5,-4,1005,-1,-5,2
47,-8,16,1003,-3,-5,2
48,-4,13,986,-1,-3,-3
49,5,-5,1008,-3,-1,-3
50,1,-18,1012,1,2,1
51,-1,-11,1004,1,2,4
52,-9,4,1003,1,-1,4
53,-9,-2,987,-1,-3,-3
54,-7,1,993,-1,-1,-3
55,-1,0,1006,-1,-1,2
56,-9,2,1003,-3,-1,6
57,-10,-4,1007,-1,-1,2
58,-3,-14,999,-3,-5,-1
59,0,-3,999,-1,-1,1
60,2,-10,1000,-1,-3,2
61,-7,5,1018,-1,-3,-1
62,-6,4,1008,-5,-1,1
63,-2,5,1002,-3,-5,-1
