AccelerometerX,AccelerometerY,AccelerometerZ,Subject
-1027,-658,3921,1
-1043,-657,3960,1
-1085,-686,3943,1
-1156,-667,3940,1
-1217,-685,4013,1
-1210,-672,4003,1
-1216,-660,3964,1
-1210,-656,3947,1
-1282,-675,3946,1
-1287,-676,3922,1
-1269,-675,3906,1
-1249,-671,3939,1
-1275,-690,3942,1
-1264,-719,3998,1
-1291,-717,3999,1
-1271,-704,4013,1
-1265,-698,3989,1
-1229,-691,3986,1
-1234,-705,3998,1
-1224,-709,4021,1
-1211,-710,3937,1
-1204,-707,3961,1
-1211,-690,3965,1
-1197,-697,3959,1
-1203,-681,3989,1
-1197,-704,4018,1
-1169,-689,4003,1
-1185,-680,3988,1
-1182,-679,3988,1
-1211,-717,3977,1
-1198,-702,3971,1
-1179,-718,3990,1
-1206,-681,4013,1
-1236,-713,4028,1
-1190,-701,4045,1
-1184,-657,4094,1
-1180,-665,4122,1
-1010,-604,4228,1
-916,-534,4345,1
-1117,-530,4595,1
-1413,-513,5333,1
-1596,-215,8103,1
-1888,-235,7943,1
-2148,-367,7239,1
-2318,-566,6592,1
-2530,-999,6446,1
-2637,-1455,6475,1
-2087,-1374,6411,1
-1564,-1270,5076,1
-1222,-1092,3784,1
-962,-853,2825,1
-719,-626,2170,1
-449,-357,1446,1
-459,-211,740,1
-561,-81,185,1
-206,130,176,1
-217,154,88,1
-101,241,249,1
-184,204,444,1
-13,207,751,1
-234,96,934,1
-433,107,1460,1
-603,70,1703,1
-538,146,1551,1
-298,290,1434,1
-322,309,1401,1
-1047,58,1981,1
-1624,-66,3018,1
-1675,21,3643,1
-1361,186,3449,1
-1757,109,3619,1
-2413,-208,4489,1
-2607,-262,4670,1
-2042,-557,4164,1
-1653,-148,5504,1
-1982,-486,6039,1
-1724,-466,5537,1
-1422,-604,5022,1
-2535,-1438,6758,1
-2545,-2087,7166,1
-2037,-1369,7551,1
-1634,-1343,8674,1
-1922,-1540,9352,1
-2477,-2044,9635,1
-2622,-2230,8686,1
-2447,-2314,7583,1
-2257,-2584,6811,1
-2042,-2742,6354,1
-2147,-2743,7214,1
-1323,-2329,6798,1
-1099,-2257,5058,1
-961,-2041,3652,1
-1005,-1636,2523,1
-949,-1265,1728,1
-652,-786,1106,1
-348,-459,503,1
207,-11,-348,1
298,43,-216,1
293,104,-1,1
-215,-111,235,1
-550,-18,679,1
-604,66,781,1
-426,165,950,1
-388,229,1215,1
-442,318,1267,1
-250,289,1087,1
306,331,938,1
653,347,724,1
165,23,968,1
-1542,-853,2574,1
-2611,-1093,4955,1
-1839,-496,5277,1
-1154,-448,4249,1
-2090,-1283,4700,1
-3441,-1984,6795,1
-2413,-1100,6418,1
-2340,-1192,6536,1
-2126,-1135,6414,1
-2012,-907,5893,1
-1742,-889,5218,1
-1540,-804,4649,1
-1682,-933,4435,1
-1919,-1017,4616,1
-1892,-1024,4603,1
-1730,-1010,4474,1
-1540,-932,4289,1
-1485,-996,4191,1
-1441,-1000,4130,1
-1351,-1024,4019,1
-1327,-1051,3941,1
-1360,-1136,3922,1
-1498,-1228,4013,1
-1485,-1172,3923,1
-1414,-1102,3861,1
-1419,-1113,3907,1
-1356,-1103,3794,1
-1394,-1111,3805,1
-1352,-1060,3730,1
-1394,-1076,3754,1
-1406,-1053,3763,1
-1380,-1015,3825,1
-1403,-997,3844,1
-1397,-1016,3836,1
-1378,-1030,3899,1
-1405,-1048,3981,1
-1433,-1030,4021,1
-1429,-1017,3956,1
-1388,-1012,3900,1
-1330,-983,3860,1
-1315,-975,3824,1
-1339,-978,3809,1
-1376,-1012,3899,1
-1346,-993,3906,1
-1354,-970,3867,1
-1344,-960,3877,1
-1347,-941,3871,1
-1346,-969,3869,1
-1328,-952,3830,1
-1317,-968,3873,1
-1331,-940,3875,1
-1359,-965,3872,1
-1364,-933,3920,1
-1343,-951,3941,1
-1348,-964,3920,1
-1345,-957,3877,1
-1360,-955,3896,1
-1342,-926,3879,1
-1311,-926,3860,1
-1322,-906,3841,1
-1333,-911,3876,1
-1422,-949,3855,1
-1400,-945,3868,1
-1425,-954,3872,1
-1501,-954,3912,1
-1588,-943,3927,1
-1635,-940,3994,1
-1599,-910,4003,1
-1560,-902,4012,1
-1593,-908,3978,1
-1688,-921,3986,1
-1717,-894,3966,1
-1784,-909,3884,1
-1795,-909,3813,1
-1819,-884,3782,1
-1591,-804,3895,1
-1429,-754,4021,1
-1500,-818,3992,1
-1628,-816,3852,1
-1469,-699,3851,1
-1466,-755,3848,1
-1379,-744,3880,1
-1374,-732,3845,1
-1189,-678,3948,1
-1055,-642,4029,1
-1027,-642,4044,1
-1086,-659,3922,1
-1237,-695,3892,1
-1194,-638,3857,1
-1100,-610,3861,1
-1028,-641,3887,1
-889,-687,4142,1
-835,-632,4124,1
-880,-657,4069,1
-920,-666,3899,1
-893,-656,3976,1
-744,-595,4068,1
-691,-608,4018,1
-742,-615,3953,1
-816,-620,3950,1
-903,-658,3989,1
-1018,-683,3967,1
-1032,-721,3997,1
-964,-689,4053,1
-959,-680,4057,1
-939,-708,3996,1
-962,-704,4009,1
-931,-697,4063,1
-982,-728,4031,1
-985,-723,4008,1
-982,-734,3982,1
-1007,-736,3983,1
-1077,-725,3967,1
-1135,-746,3972,1
-1165,-753,3961,1
-1164,-759,3969,1
-1250,-756,3928,1
-1215,-750,3939,1
-1222,-779,3963,1
-1239,-779,3976,1
-1246,-804,4000,1
-1215,-775,3985,1
-1204,-772,3946,1
-1152,-745,3969,1
-1177,-764,3982,1
-1205,-783,4019,1
-1182,-764,4021,1
-1200,-772,3970,1
-1154,-783,4001,1
-1144,-778,4002,1
-1134,-776,4027,1
-1136,-789,4036,1
-1136,-801,4016,1
-1177,-784,3996,1
-1160,-776,3999,1
-1125,-774,3993,1
-1127,-789,4008,1
-1135,-801,4031,1
-1134,-803,4033,1
-1112,-784,4028,1
-1111,-771,4035,1
-1100,-781,4065,1
-1055,-751,4101,1
-1058,-753,4174,1
-1066,-719,4237,1
-1125,-724,4370,1
-1099,-667,4591,1
-1101,-604,4836,1
-1261,-536,4984,1
-1337,-370,5037,1
-1193,-201,5283,1
-1062,-25,5827,1
-1342,-62,6749,1
-2577,-889,8285,1
-2494,-1066,7479,1
-2449,-1316,6587,1
-2242,-1606,5795,1
-2203,-1981,5002,1
-1455,-1670,4802,1
-926,-1485,3688,1
-628,-1307,2305,1
-396,-963,1238,1
-296,-556,500,1
-289,-295,-30,1
-170,-75,-253,1
-85,112,-398,1
176,297,-445,1
434,395,-252,1
479,296,-245,1
218,219,-213,1
-404,-195,72,1
-500,-401,258,1
-915,-648,690,1
-1585,-976,1318,1
-2369,-1257,2254,1
-2319,-1028,2866,1
-2565,-1314,3700,1
-2827,-1446,5210,1
-2826,-1264,6308,1
-1668,-666,5615,1
179,-1301,4941,1
-974,-1098,6217,1
-1976,-1925,7697,1
-1695,-1831,7652,1
-1450,-1784,7533,1
-1591,-1703,8382,1
-2013,-1657,8787,1
-2483,-1571,9041,1
-2746,-1706,9087,1
-2271,-1689,7625,1
-2092,-1955,7577,1
-1914,-2223,7937,1
-1675,-2700,7851,1
-1276,-2637,7109,1
-1032,-2579,5945,1
-904,-2294,4863,1
-905,-2249,4346,1
-743,-2040,3684,1
-565,-1611,2765,1
-516,-1243,1845,1
-325,-891,1137,1
-253,-655,813,1
-419,-439,363,1
-339,-129,136,1
-263,71,-96,1
-168,191,-288,1
-60,334,-292,1
-10,273,-141,1
-37,284,-19,1
-85,251,119,1
-188,167,236,1
-225,-112,415,1
-206,-268,869,1
-193,-416,1537,1
-408,-392,1960,1
-1065,-737,2517,1
-1927,-967,3525,1
-2711,-1302,5086,1
-2270,-1210,5911,1
-2377,-1371,6489,1
-3627,-1538,8645,1
-3329,-2195,8841,1
-2797,-975,9615,1
-2514,-619,7925,1
-2289,-354,6772,1
-2012,-236,5943,1
-1332,-374,4303,1
-1430,-444,3898,1
-1596,-532,3645,1
-1652,-623,3628,1
-1574,-629,3620,1
-1392,-615,3642,1
-1332,-594,3660,1
-1322,-646,3686,1
-1389,-704,3705,1
-1426,-740,3868,1
-1392,-927,3584,1
-1303,-765,3874,1
-1363,-776,3888,1
-1303,-716,3949,1
-1304,-682,3892,1
-1335,-667,3876,1
-1395,-695,3901,1
-1389,-693,3906,1
-1325,-658,3969,1
-1315,-675,3989,1
-1295,-671,3948,1
-1267,-677,3931,1
-1273,-699,3958,1
-1278,-691,3992,1
-1254,-699,4009,1
-1280,-704,4036,1
-1296,-719,3956,1
-1321,-723,3961,1
-1338,-730,3993,1
-1352,-727,3997,1
-1330,-730,4009,1
-1300,-708,3962,1
-1314,-735,3924,1
-1275,-730,3897,1
-1290,-737,3883,1
-1299,-726,3942,1
-1280,-742,3973,1
-1309,-750,3924,1
-1311,-728,3931,1
-1320,-728,3966,1
-1334,-722,3945,1
-1318,-727,3949,1
-1315,-739,3971,1
-1289,-732,3976,1
-1318,-719,3942,1
-1369,-740,3918,1
-1385,-738,3882,1
-1324,-734,3900,1
-1309,-771,3960,1
-1283,-766,3943,1
-1329,-756,3978,1
-1300,-741,3934,1
-1289,-741,3919,1
-1298,-749,3924,1
-1313,-755,3960,1
-1287,-756,3959,1
-1261,-717,3958,1
-1271,-727,3945,1
-1304,-749,3959,1
-1333,-766,3915,1
-1365,-748,3911,1
-1350,-748,3925,1
-1358,-742,3920,1
-1361,-751,3856,1
-1399,-778,3865,1
-1431,-780,3858,1
-1441,-758,3855,1
-1482,-778,3871,1
-1509,-773,3867,1
-1464,-803,3901,1
-1438,-788,3916,1
-1397,-753,3895,1
-1384,-748,3900,1
-1453,-719,3916,1
-1588,-734,3988,1
-1702,-716,3972,1
-1715,-719,3987,1
-1577,-673,4060,1
-1468,-606,4066,1
-1576,-673,4008,1
-1704,-699,3839,1
-1727,-692,3803,1
-1644,-683,3894,1
-1689,-713,3874,1
-1738,-736,3794,1
-1587,-699,3767,1
-1330,-596,3942,1
-1155,-535,4047,1
-1229,-593,4037,1
-1430,-661,3953,1
-1422,-643,3871,1
-1232,-592,3939,1
-1077,-582,4001,1
-1244,-693,3933,1
-1287,-670,3954,1
-1049,-622,4025,1
-992,-631,4033,1
-1047,-640,3909,1
-1041,-630,3787,1
-868,-626,3881,1
-738,-594,3985,1
-724,-405,3985,1
-592,-503,4032,1
-520,-497,3974,1
-549,-491,4019,1
-611,-509,4043,1
-712,-570,4094,1
-748,-584,4115,1
-846,-617,4133,1
-973,-653,4136,1
-1130,-640,4103,1
-1068,-621,4114,1
-1032,-624,4088,1
-1046,-589,4061,1
-1064,-589,4021,1
-1148,-620,3988,1
-1228,-635,4011,1
-1235,-644,3964,1
-1253,-632,3928,1
-1239,-624,3914,1
-1254,-638,3914,1
-1258,-660,3975,1
-1263,-630,3963,1
-1251,-651,3935,1
-1246,-642,3911,1
-1269,-646,3911,1
-1248,-644,3990,1
-1260,-659,4018,1
-1244,-649,3985,1
-1227,-642,3950,1
-1222,-645,3977,1
-1217,-621,4007,1
-1227,-635,4007,1
-1212,-606,3993,1
-1215,-609,3971,1
-1186,-600,3930,1
-1205,-616,3964,1
-1201,-646,3961,1
-1226,-669,3989,1
-1216,-652,3983,1
-1234,-657,3996,1
-1213,-668,3991,1
-1227,-684,3997,1
-1187,-671,4028,1
-1185,-660,3979,1
-1219,-646,3951,1
-1198,-679,3955,1
-1174,-670,3964,1
-1175,-670,3945,1
-1189,-666,3959,1
-1210,-669,3971,1
-1192,-676,3981,1
-1179,-684,3984,1
-1164,-694,3979,1
-1164,-697,3972,1
-1190,-684,3976,1
-1186,-704,3941,1
-1205,-698,3949,1
-1227,-703,3988,1
-1195,-706,3950,1
-1180,-701,3990,1
-1170,-680,3959,1
-1163,-700,3939,1
-1169,-692,3903,1
-1207,-701,4016,1
-1192,-722,3952,1
-1191,-717,3984,1
-1184,-710,3987,1
-1182,-715,3948,1
-1194,-720,3972,1
-1193,-723,3927,1
-1215,-722,3980,1
-1186,-723,3998,1
-1190,-731,4041,1
-1139,-713,4124,1
-1070,-673,4359,1
-1166,-659,4841,1
-1163,-580,5964,1
-1877,-612,7830,1
-3025,-567,9951,1
-3793,-545,11109,1
-3174,-260,10175,1
-1913,-80,8279,1
-1336,-914,4609,1
-1570,-1313,3887,1
-1405,-1360,3166,1
-1254,-1253,2260,1
-907,-1012,1503,1
-826,-716,678,1
-368,-411,228,1
-526,-341,-533,1
-379,-143,-946,1
-169,76,-1031,1
192,128,-909,1
381,148,-824,1
185,50,-539,1
-68,-116,-262,1
-186,-301,-86,1
-270,-469,203,1
-570,-593,669,1
-581,-479,911,1
-918,-679,1359,1
-2012,-773,2600,1
-2687,-851,4037,1
-2685,-680,4801,1
-3082,-910,5846,1
-3296,-1027,7489,1
-2355,-708,8180,1
-1615,-720,7758,1
-1312,-454,7945,1
-1048,-586,7488,1
-1425,-863,7393,1
-1851,-1140,7692,1
-2381,-1431,8281,1
-2328,-1504,8265,1
-1983,-1826,7768,1
-1901,-2409,9047,1
-1635,-2575,10429,1
-1783,-2900,9808,1
-1819,-2947,8328,1
-1025,-2095,4860,1
-668,-1773,3618,1
-258,-1524,2570,1
-80,-1116,1859,1
-111,-920,1328,1
-330,-833,883,1
-230,-654,600,1
-485,-513,286,1
-587,-294,-80,1
-592,-188,-296,1
-348,-60,-317,1
-505,-37,-119,1
-557,29,-3,1
-561,-14,-50,1
-322,-9,61,1
-105,62,284,1
-69,155,557,1
-280,-75,875,1
-394,-190,2319,1
-576,-272,2958,1
-765,-489,3631,1
-1365,-599,4294,1
-2151,-876,5501,1
-2453,-348,5632,1
-2741,-347,5610,1
-2911,-1173,5162,1
-3142,-1201,7824,1
-2685,-743,7508,1
-2322,-404,6845,1
-2088,-409,6381,1
-1776,-262,5789,1
-1940,-245,5733,1
-2224,-313,5703,1
-2316,-303,5519,1
-2163,-287,5026,1
-1931,-222,4564,1
-1742,-258,4172,1
-1646,-551,4028,1
-1610,-633,3997,1
-1542,-672,3905,1
-1508,-685,3797,1
-1436,-655,3721,1
-1388,-702,3750,1
-1368,-750,3794,1
-1297,-725,3798,1
-1266,-710,3759,1
-1245,-656,3752,1
-1319,-640,3775,1
-1344,-638,3816,1
-1365,-615,3822,1
-1380,-614,3846,1
-1384,-581,3852,1
-1414,-605,3928,1
-1408,-587,3902,1
-1418,-593,4011,1
-1408,-577,4029,1
-1438,-610,4048,1
-1443,-597,4019,1
-1463,-631,4002,1
-1426,-604,3964,1
-1437,-618,3943,1
-1413,-625,4001,1
-1396,-625,4024,1
-1381,-622,3960,1
-1432,-641,3903,1
-1450,-643,3916,1
-1465,-627,3887,1
-1442,-622,3853,1
-1439,-654,3841,1
-1409,-678,3861,1
-1377,-653,3892,1
-1336,-654,3893,1
-1334,-651,3866,1
-1347,-622,3977,1
-1375,-631,3974,1
-1372,-633,3928,1
-1350,-627,3923,1
-1363,-662,4000,1
-1344,-656,4025,1
-1309,-626,3981,1
-1332,-621,3983,1
-1314,-643,4026,1
-1293,-627,4018,1
-1276,-618,3982,1
-1261,-623,3944,1
-1312,-613,3922,1
-1343,-638,3971,1
-1318,-623,3997,1
-1304,-581,4059,1
-1337,-607,4044,1
-1373,-622,4020,1
-1400,-605,3973,1
-1331,-633,3881,1
-1301,-613,3845,1
-1342,-624,3891,1
-1360,-634,3971,1
-1379,-624,3968,1
-1383,-612,3909,1
-1388,-601,3898,1
-1336,-591,3924,1
-1319,-596,3901,1
-1299,-602,3917,1
-1318,-599,3935,1
-1340,-608,3977,1
-1365,-606,3920,1
-1377,-566,3919,1
-1374,-575,3889,1
-1340,-591,3954,1
-1308,-592,3971,1
-1353,-596,3974,1
-1321,-580,3988,1
-1318,-576,3958,1
-1353,-606,3958,1
-1353,-583,3954,1
-1340,-572,3947,1
-1336,-607,4021,1
-1349,-592,4013,1
-1325,-581,3949,1
-1322,-571,3927,1
-1329,-593,3969,1
-1352,-616,3998,1
-1348,-593,3921,1
-1332,-612,3915,1
-1289,-600,3920,1
-1338,-597,3920,1
-1408,-631,3884,1
-1499,-639,3872,1
-1517,-623,3950,1
-1472,-618,3942,1
-1564,-634,3975,1
-1595,-639,3945,1
-1612,-633,3983,1
-1603,-627,3972,1
-1539,-617,3948,1
-1615,-658,3975,1
-1850,-728,3965,1
850,-357,3518,1
825,-225,3899,1
514,-420,4214,1
1923,-565,3051,1
218,-244,3305,1
-3059,-1069,5541,1
-1978,-1601,4802,1
-1636,-1286,4623,1
-1476,-1281,4878,1
-1445,-1099,4252,1
-1087,-1352,3842,1
-1019,-1762,3750,1
-1788,-1462,4009,1
-1353,-1702,3999,1
-1270,-1604,4552,1
-1094,-1844,4287,1
-1929,-512,4251,1
828,-2649,1748,1
1186,-3647,1874,1
103,-2215,3341,1
-502,-2316,2942,1
-849,-2732,2798,1
-443,-2648,3306,1
-175,-2066,3832,1
-630,-2325,3450,1
-667,-2653,3871,1
-243,-2658,4177,1
-373,-2239,3682,1
-954,-2273,3212,1
-1215,-2224,3270,1
-976,-2491,3489,1
-938,-2382,3535,1
-659,-2137,3231,1
-841,-1770,3001,1
-733,-1952,3425,1
-716,-1866,3339,1
-791,-2208,3428,1
-857,-2264,3635,1
-796,-2387,3926,1
-905,-2740,3986,1
-1164,-2281,3668,1
-1137,-1988,3626,1
-1022,-2012,3619,1
-933,-2057,3575,1
-788,-2028,3513,1
-751,-1999,3378,1
-829,-1948,3322,1
-885,-1989,3561,1
-786,-1828,3551,1
-724,-1738,3488,1
-437,-1432,3702,1
-338,-2427,3423,1
1108,-640,4702,1
-301,-1186,3696,1
228,-1268,3742,1
184,-1099,4065,1
111,-1035,4003,1
90,-1217,4021,1
-176,-1286,3862,1
-219,-1324,3771,1
-248,-1258,3744,1
-397,-1206,3761,1
-187,-1284,4228,1
-262,-1198,4012,1
-375,-1123,3797,1
-333,-1137,3864,1
-159,-1315,4153,1
-230,-1467,3743,1
-365,-1620,3805,1
-421,-1511,3983,1
-73,-1153,4247,1
190,-1306,4393,1
-210,-1211,3617,1
-188,-1204,3478,1
-302,-1235,3298,1
-143,-1311,4112,1
-92,-1260,4180,1
-289,-1231,4005,1
-75,-1310,4026,1
-78,-1350,3842,1
134,-1350,3898,1
-73,-1423,3998,1
-224,-1377,3948,1
-211,-1293,4046,1
-188,-1207,4000,1
-175,-1114,3883,1
-148,-1085,3850,1
-130,-1060,3846,1
-152,-1105,3933,1
-203,-1178,4065,1
-178,-1151,3975,1
-198,-1131,3991,1
-209,-1158,4032,1
-221,-1111,3909,1
-236,-1108,3802,1
-249,-1145,3894,1
-251,-1127,3856,1
-269,-1177,3998,1
-221,-1163,4066,1
-194,-1124,4016,1
-208,-1109,3937,1
-213,-1088,3954,1
-234,-1118,3941,1
-275,-1179,4061,1
-215,-1175,4095,1
-199,-1153,4072,1
-175,-1147,4008,1
-294,-1201,4086,1
-310,-1191,4023,1
-288,-1129,3933,1
-268,-1103,3932,1
-228,-1079,3885,1
-261,-1052,3846,1
-293,-1119,4000,1
-243,-1121,4062,1
-256,-1155,4149,1
-267,-1160,4042,1
-278,-1139,4001,1
-236,-1140,4019,1
-203,-1099,3961,1
-225,-1125,3909,1
-210,-1118,3935,1
-210,-1127,3985,1
-256,-1162,4059,1
-230,-1137,4014,1
-214,-1127,3948,1
-225,-1142,3916,1
-255,-1164,4056,1
-254,-1161,4065,1
-235,-1150,4034,1
-244,-1110,3984,1
-213,-1119,3983,1
-202,-1140,4019,1
-243,-1134,3981,1
-249,-1128,3994,1
-242,-1093,3976,1
-279,-1091,3952,1
-233,-1110,3971,1
-212,-1106,4044,1
-221,-1106,3970,1
-231,-1116,3973,1
-257,-1101,3972,1
-274,-1135,4016,1
-254,-1117,4048,1
-255,-1081,3939,1
-259,-1125,4002,1
-238,-1099,4058,1
-249,-1091,4023,1
-269,-1093,3956,1
-279,-1109,4028,1
-238,-1129,4042,1
-233,-1095,4007,1
-251,-1088,3991,1
-235,-1092,3955,1
-237,-1085,3998,1
-249,-1098,4068,1
-279,-1091,4024,1
-249,-1103,3974,1
-228,-1062,3959,1
-220,-1056,3959,1
-229,-1063,3960,1
-257,-1069,3971,1
-298,-1102,4029,1
-316,-1083,3993,1
-282,-1097,4033,1
-242,-1054,3973,1
-239,-1053,3916,1
-241,-1075,4007,1
-296,-1093,4061,1
-283,-1081,4035,1
-268,-1071,4029,1
-289,-1069,3961,1
-223,-1070,3968,1
-211,-1071,3946,1
-235,-1061,3941,1
-217,-1071,3917,1
-242,-1083,3994,1
-279,-1117,4050,1
-272,-1134,4062,1
-243,-1088,4035,1
-269,-1078,3967,1
-261,-1083,4063,1
-255,-1078,4052,1
-238,-1087,4013,1
-260,-1064,3984,1
-269,-1083,3974,1
-265,-1093,3987,1
-278,-1102,4032,1
-292,-1130,4032,1
-290,-1109,4042,1
-254,-1084,4029,1
-228,-1062,3976,1
-265,-1091,3988,1
-291,-1106,3977,1
-298,-1105,3962,1
-277,-1096,3983,1
-253,-1095,4014,1
-271,-1107,4042,1
-278,-1099,4012,1
-289,-1089,4034,1
-303,-1122,4109,1
-318,-1093,4109,1
-340,-1134,4246,1
-339,-1123,4444,1
-304,-1092,4586,1
-282,-1054,4618,1
-348,-1015,4554,1
-390,-962,4422,1
-376,-907,4342,1
-402,-897,4314,1
-404,-929,4354,1
-334,-938,4617,1
-268,-781,4448,1
-231,-715,4661,1
-250,-691,4877,1
-355,-720,5004,1
-365,-730,5099,1
-451,-689,4893,1
-599,-760,4520,1
-444,-891,4789,1
-442,-1138,5352,1
-587,-1105,5139,1
-766,-1127,4631,1
-825,-1036,4201,1
-774,-912,3970,1
-527,-953,4149,1
-750,-1086,4418,1
-740,-1029,4339,1
-775,-920,3805,1
-638,-773,3511,1
-527,-586,3467,1
-520,-391,3245,1
-432,-356,3095,1
-606,-495,3044,1
-708,-394,3320,1
-556,-354,3470,1
-538,-258,3366,1
-436,-160,3234,1
-430,-120,3308,1
-494,-118,3747,1
-444,-30,3979,1
-478,-4,3627,1
-420,-5,3474,1
-425,23,3532,1
-575,41,3596,1
-693,57,3576,1
-695,92,3654,1
-575,133,3685,1
-491,137,3514,1
-434,118,3465,1
-562,161,3531,1
-629,141,3606,1
-630,123,3729,1
-657,150,3771,1
-661,167,3712,1
-724,197,3935,1
-651,209,4111,1
-644,238,4035,1
-637,260,3942,1
-585,231,3985,1
-606,240,4003,1
-616,277,3973,1
-636,257,3901,1
-618,238,3822,1
-592,251,3587,1
-548,232,3303,1
-488,186,3009,1
-550,155,2675,1
-611,112,2498,1
-766,68,2456,1
-814,-41,2586,1
-771,-159,2520,1
-830,-265,2349,1
-960,-219,2183,1
-867,-236,2660,1
-639,-532,3116,1
-511,-660,3457,1
-525,-505,3490,1
-551,-545,3634,1
-431,-535,3770,1
-616,-645,4133,1
-923,-904,4879,1
-823,-796,5861,1
-792,-518,5394,1
-700,-234,4927,1
-490,-373,5072,1
-113,-337,4685,1
100,-211,4423,1
-84,-582,5647,1
-615,-895,6156,1
-539,-688,5731,1
-1220,-984,6394,1
-1305,-1331,7225,1
-1615,-1573,7697,1
-2073,-1551,7222,1
-2436,-1549,6535,1
-2621,-1468,5697,1
-2371,-1374,5131,1
-2032,-1436,5177,1
-2040,-1667,5377,1
-2357,-1840,5267,1
-2645,-1858,4691,1
-2562,-1994,4355,1
-1679,-2204,5481,1
-1657,-2310,5599,1
-1706,-2188,5072,1
-1619,-1994,3797,1
-1712,-1728,2901,1
-1192,-1518,2917,1
-636,-1006,2569,1
-657,-930,2337,1
-484,-642,1980,1
-252,-270,1971,1
-134,-140,2058,1
-426,-301,2037,1
-462,-205,2072,1
-584,-240,2342,1
-370,-221,2882,1
-312,-179,3331,1
-258,-70,3273,1
-186,-18,3051,1
-240,38,3121,1
-235,65,3445,1
-236,38,3862,1
-232,22,4120,1
-261,2,3951,1
-334,30,3939,1
-432,-93,4197,1
-616,-217,4479,1
-448,-212,4450,1
-412,-204,4322,1
-399,-218,4164,1
-447,-190,4175,1
-473,-144,4135,1
-566,-163,4113,1
-517,-131,4254,1
-489,-105,4125,1
-484,-119,4034,1
-494,-120,4012,1
-479,-93,3972,1
-529,-113,3961,1
-651,-138,4194,1
-525,-160,4086,1
-562,-140,3974,1
-527,-119,4004,1
-562,-127,4022,1
-539,-169,4079,1
-546,-148,4037,1
-536,-165,4048,1
-560,-178,4110,1
-556,-184,4082,1
-543,-179,4062,1
-555,-179,4119,1
-545,-161,4193,1
-560,-189,4143,1
-530,-149,4101,1
-543,-153,4057,1
-531,-143,4083,1
-565,-127,4080,1
-599,-167,4066,1
-580,-159,4072,1
-580,-154,4072,1
-572,-135,4007,1
-593,-166,4030,1
-611,-199,4123,1
-561,-221,4146,1
-582,-206,4110,1
-613,-183,4095,1
-587,-145,4080,1
-563,-162,4058,1
-564,-178,4081,1
-572,-182,4160,1
-618,-223,4103,1
-639,-231,4154,1
-540,-212,4166,1
-478,-197,4062,1
-469,-152,3983,1
-513,-167,3968,1
-566,-188,3964,1
-602,-195,3987,1
-562,-241,4006,1
-581,-270,4122,1
-520,-248,4196,1
-569,-207,4083,1
-674,-187,4158,1
-772,-210,4291,1
-964,-276,4280,1
-1106,-326,4250,1
-1302,-263,4091,1
-1432,-253,4021,1
-1702,-229,3997,1
-1807,-326,3975,1
-1362,-297,4105,1
-853,-265,4266,1
-647,-187,4146,1
-544,-145,4007,1
-608,-168,3941,1
-657,-181,3967,1
-467,-126,4056,1
-362,-87,4098,1
-420,-74,4007,1
-529,-58,4006,1
-513,-61,4054,1
-356,-44,4087,1
-361,-18,4013,1
-589,-60,4014,1
-675,-88,4075,1
-511,-88,4189,1
-357,-50,4120,1
-511,-66,3993,1
-648,-70,4031,1
-558,-70,4070,1
-521,-48,4049,1
-568,-65,4003,1
-527,-46,4033,1
-590,-118,4201,1
-539,-149,4214,1
-486,-121,4115,1
-458,-88,4021,1
-392,-28,4003,1
-397,-30,4019,1
-413,-25,4006,1
-487,-58,4037,1
-518,-61,4097,1
-462,-32,4111,1
-544,-59,4085,1
-631,-89,4108,1
-691,-113,4205,1
-701,-109,4146,1
-701,-84,4114,1
-708,-93,4136,1
-722,-94,4180,1
-681,-102,4151,1
-693,-98,4103,1
-700,-84,4079,1
-701,-85,4114,1
-705,-83,4059,1
-687,-62,4071,1
-704,-74,4084,1
-735,-106,4063,1
-713,-64,4062,1
-735,-89,4057,1
-739,-113,4036,1
-729,-107,4053,1
-679,-86,4037,1
-677,-68,4000,1
-667,-46,3996,1
-672,-62,4018,1
-680,-42,4040,1
-696,-74,4106,1
-681,-107,4151,1
-687,-107,4100,1
-671,-84,4070,1
-670,-69,4011,1
-702,-41,4031,1
-657,-42,4015,1
-711,-69,4082,1
-686,-76,4176,1
-674,-62,4176,1
-664,-78,4136,1
-677,-40,4116,1
-631,-66,4157,1
-670,-40,4136,1
-729,-64,4075,1
-711,-36,4078,1
-732,-60,4077,1
-730,-87,4123,1
-712,-84,4098,1
-723,-61,4025,1
-704,-51,4013,1
-696,-30,3982,1
-713,-38,4051,1
-702,-74,4061,1
-702,-52,4087,1
-660,-17,4054,1
-676,8,3981,1
-698,-16,4036,1
-669,-34,4036,1
-659,-14,4028,1
-652,-36,4023,1
-652,-52,3968,1
-637,-31,3842,1
-707,-31,3681,1
-686,-48,3592,1
-728,-109,3448,1
-811,-283,3182,1
-891,-462,2994,1
-898,-406,2734,1
-898,-271,2624,1
-825,-230,2680,1
-805,-228,2636,1
-630,-290,2564,1
-591,-465,2503,1
-145,-383,2753,1
53,-223,2459,1
160,-428,2247,1
-14,-682,2822,1
-386,-647,3831,1
-492,-939,3573,1
-304,-1186,2813,1
-161,-1031,3629,1
32,-1077,4576,1
-165,-1272,5285,1
-244,-1186,5197,1
-178,-1179,5151,1
67,-1523,6069,1
-70,-1608,7011,1
