AccelerometerX,AccelerometerY,AccelerometerZ,Subject
-1161,-617,4016,1
-1141,-620,4019,1
-1158,-620,4040,1
-1104,-594,4139,1
-1087,-569,4255,1
-1050,-492,4420,1
-1672,-574,5461,1
-1748,-368,6393,1
-1868,-27,7771,1
-2167,72,8590,1
-2244,145,8938,1
-2164,-251,8698,1
-1740,-679,7462,1
-1419,-1335,5972,1
-1265,-1614,4435,1
-720,-1480,3387,1
-475,-1598,2844,1
-707,-1576,2863,1
-832,-1307,2229,1
-714,-820,1641,1
-711,-718,1235,1
-473,-354,1160,1
-257,-125,1424,1
-384,-109,1423,1
-312,-72,1763,1
84,192,2286,1
220,258,2702,1
-15,198,2907,1
162,169,3111,1
245,219,3233,1
385,184,3495,1
285,78,3770,1
511,195,3999,1
705,62,3733,1
713,215,3541,1
452,436,3572,1
189,297,3540,1
-53,284,3564,1
55,442,3304,1
-25,533,3106,1
-144,672,2994,1
-407,613,2906,1
-664,592,2944,1
-1317,494,3297,1
-1466,542,3182,1
-1740,452,3295,1
-1892,482,3493,1
-1817,497,3421,1
-1662,516,3252,1
-1765,360,3342,1
-1951,208,3677,1
-2000,154,3803,1
-1859,223,3660,1
-1833,255,3388,1
-2120,-51,3548,1
-2211,-139,3869,1
-1982,-91,3936,1
-1825,-45,3654,1
-2354,-342,3808,1
-2721,-484,4029,1
-2809,-487,4297,1
-2631,-356,4081,1
-2710,-593,4018,1
-2632,-443,4138,1
-2664,-615,4099,1
-2741,-691,4139,1
-2596,-654,4247,1
-2466,-574,4344,1
-2472,-587,4375,1
-2540,-626,4273,1
-2314,-506,4374,1
-2090,-464,4581,1
-2075,-497,4524,1
-2283,-613,4202,1
-2329,-697,3999,1
-1959,-576,4162,1
-1610,-460,4319,1
-1643,-480,4157,1
-1933,-633,3867,1
-2139,-825,3752,1
-1279,-552,4021,1
-1388,-673,3920,1
-1267,-710,3825,1
-784,-573,4005,1
-663,-590,4357,1
-626,-573,4364,1
-689,-625,4240,1
-694,-604,4184,1
-757,-599,4216,1
-878,-605,4204,1
-1013,-656,4124,1
-1082,-672,3970,1
-1121,-663,3978,1
-1190,-632,4075,1
-1248,-654,4041,1
-1353,-644,4010,1
-1376,-624,3993,1
-1424,-608,3990,1
-1298,-563,3890,1
-1334,-606,3926,1
-1365,-618,3940,1
-1446,-647,3970,1
-1496,-672,3964,1
-1454,-651,3970,1
-1434,-645,3949,1
-1412,-658,3960,1
-1395,-623,3896,1
-1423,-623,3896,1
-1411,-621,3937,1
-1393,-626,3922,1
-1368,-610,3966,1
-1381,-633,3933,1
-1358,-615,3953,1
-1347,-693,4029,1
-1322,-637,4004,1
-1325,-628,4017,1
-1325,-638,3978,1
-1364,-623,3976,1
-1350,-625,3974,1
-1335,-619,3952,1
-1282,-623,3928,1
-1269,-604,3935,1
-1258,-620,3931,1
-1287,-619,3944,1
-1297,-638,3966,1
-1295,-654,3913,1
-1319,-670,3920,1
-1349,-669,3932,1
-1328,-651,3957,1
-1331,-647,3917,1
-1331,-649,3911,1
-1312,-648,3949,1
-1319,-621,3939,1
-1311,-634,3902,1
-1312,-641,3882,1
-1288,-607,3940,1
-1326,-614,3944,1
-1313,-616,3947,1
-1335,-625,3949,1
-1338,-649,3971,1
-1323,-634,3944,1
-1330,-627,3979,1
-1304,-609,4008,1
-1319,-610,3978,1
-1336,-633,3938,1
-1365,-623,3944,1
-1360,-620,3951,1
-1355,-617,3971,1
-1297,-613,3953,1
-1294,-618,3961,1
-1296,-618,3957,1
-1316,-620,3956,1
-1337,-644,3998,1
-1340,-618,3958,1
-1316,-626,3945,1
-1274,-625,3930,1
-1315,-632,3916,1
-1316,-622,3918,1
-1312,-620,3942,1
-1311,-622,3968,1
-1311,-610,3975,1
-1338,-637,3998,1
-1324,-620,3996,1
-1318,-619,3986,1
-1286,-610,3920,1
-1286,-610,3887,1
-1319,-609,3932,1
-1335,-615,3965,1
-1349,-621,3966,1
-1355,-629,3945,1
-1342,-620,3942,1
-1323,-626,3960,1
-1320,-583,3927,1
-1330,-598,3924,1
-1333,-612,3918,1
-1338,-622,3950,1
-1302,-600,3940,1
-1272,-617,3952,1
-1272,-617,3960,1
-1271,-615,3989,1
-1283,-634,3983,1
-1299,-615,3985,1
-1274,-614,3958,1
-1278,-629,3973,1
-1279,-623,3987,1
-1296,-621,3968,1
-1289,-611,3942,1
-1259,-628,3948,1
-1250,-630,3944,1
-1290,-636,3949,1
-1288,-632,3947,1
-1290,-600,3997,1
-1313,-621,3943,1
-1296,-623,3941,1
-1306,-610,3997,1
-1294,-595,3951,1
-1289,-595,3960,1
-1293,-607,3976,1
-1296,-609,3973,1
-1292,-630,3988,1
-1272,-618,3973,1
-1287,-617,3976,1
-1285,-615,3975,1
-1257,-611,4014,1
-1241,-626,3976,1
-1269,-643,3986,1
-1257,-610,4024,1
-1301,-621,4105,1
-1336,-603,4263,1
-1575,-450,5434,1
-1887,-313,6350,1
-1899,-120,7001,1
-1700,54,7596,1
-1769,145,7725,1
-2303,-391,8194,1
-2303,-1008,8489,1
-1927,-1281,8150,1
-1365,-1467,6902,1
-1059,-1493,5206,1
-945,-1446,3213,1
-1087,-1125,971,1
-1043,-842,39,1
-509,-362,387,1
-592,-230,1042,1
-561,-349,1139,1
-271,-343,798,1
-379,-215,805,1
-319,-141,1412,1
116,-113,2694,1
300,101,2620,1
349,281,2692,1
198,389,3060,1
96,429,3580,1
181,395,3763,1
259,416,3786,1
55,376,3915,1
-231,293,4157,1
-309,257,4195,1
-333,318,4000,1
-326,413,3689,1
-372,637,3477,1
-539,713,3295,1
-587,685,3215,1
-556,628,3163,1
-591,595,3156,1
-1093,663,3041,1
-1154,515,2852,1
-1404,317,2889,1
-1831,76,3423,1
-1682,123,3820,1
-1430,182,3828,1
-1163,232,3602,1
-1454,34,3733,1
-1701,-59,4091,1
-1971,-91,4189,1
-1784,27,3859,1
-1839,-57,3503,1
-2186,-193,3584,1
-2460,-261,4068,1
-2490,-290,4125,1
-2456,-259,3733,1
-2579,-385,3544,1
-2693,-440,3941,1
-2328,-415,4109,1
-2469,-594,4116,1
-2452,-651,4273,1
-2191,-563,4497,1
-1921,-483,4427,1
-1784,-506,4448,1
-1804,-483,4369,1
-1811,-489,4308,1
-1746,-516,4354,1
-1712,-488,4468,1
-1766,-605,4474,1
-1748,-640,4538,1
-1692,-608,4538,1
-1783,-636,4400,1
-1887,-760,4214,1
-1689,-748,4174,1
-1353,-693,4317,1
-1171,-676,4369,1
-1182,-716,4275,1
-584,-579,4409,1
-700,-643,4272,1
-777,-669,4072,1
-779,-667,4138,1
-744,-628,4143,1
-829,-655,4147,1
-963,-692,4070,1
-1145,-711,3979,1
-1202,-704,3899,1
-1239,-726,3987,1
-1271,-689,3989,1
-1340,-673,3950,1
-1327,-649,3920,1
-1318,-656,3946,1
-1354,-660,3917,1
-1439,-678,3918,1
-1488,-679,3947,1
-1518,-683,3925,1
-1450,-673,3884,1
-1448,-678,3867,1
-1450,-689,3918,1
-1442,-685,3952,1
-1415,-674,3936,1
-1398,-711,3939,1
-1401,-700,3912,1
-1387,-678,3937,1
-1379,-664,3964,1
-1383,-683,3934,1
-1381,-689,3926,1
-1377,-659,3929,1
-1336,-677,3915,1
-1340,-684,3916,1
-1338,-677,3941,1
-1336,-679,3954,1
-1304,-666,3948,1
-1303,-666,3940,1
-1303,-698,3929,1
-1325,-681,3962,1
-1311,-686,3958,1
-1311,-678,3908,1
-1338,-709,3896,1
-1342,-698,3921,1
-1319,-678,3924,1
-1345,-707,3980,1
-1322,-666,3944,1
-1339,-683,3942,1
-1322,-674,3953,1
-1343,-702,3960,1
-1328,-683,3928,1
-1330,-671,3930,1
-1306,-665,3905,1
-1301,-671,3907,1
-1347,-692,3914,1
-1332,-687,3932,1
-1341,-683,3903,1
-1333,-694,3968,1
-1334,-670,3950,1
-1342,-680,3943,1
-1342,-681,3953,1
-1379,-703,3936,1
-1357,-704,3941,1
-1348,-685,3936,1
-1332,-671,3924,1
-1310,-691,3913,1
-1347,-678,3932,1
-1320,-686,3916,1
-1322,-695,3930,1
-1342,-678,3958,1
-1344,-690,3956,1
-1356,-691,3971,1
-1345,-682,3957,1
-1340,-641,3962,1
-1347,-668,3949,1
-1338,-669,3915,1
-1323,-679,3967,1
-1336,-683,3949,1
-1341,-656,3957,1
-1320,-668,3961,1
-1298,-655,3931,1
-1313,-670,3913,1
-1306,-682,3926,1
-1351,-704,3961,1
-1369,-671,3960,1
-1346,-666,3941,1
-1331,-669,3951,1
-1305,-663,3985,1
-1293,-644,3954,1
-1331,-674,3929,1
-1332,-666,3978,1
-1340,-683,3947,1
-1308,-652,3936,1
-1322,-662,3938,1
-1319,-679,3931,1
-1332,-680,3923,1
-1346,-656,3954,1
-1335,-688,3956,1
-1304,-666,3930,1
-1320,-666,3952,1
-1318,-672,3959,1
-1318,-683,3990,1
-1323,-674,3958,1
-1329,-670,3944,1
-1312,-672,3952,1
-1304,-679,3950,1
-1300,-675,3975,1
-1301,-662,3942,1
-1292,-674,3965,1
-1275,-661,3959,1
-1297,-684,3939,1
-1302,-703,3984,1
-1259,-675,4018,1
-1275,-685,4020,1
-1292,-692,4107,1
-1299,-660,4193,1
-1386,-665,4393,1
-1403,-600,4581,1
-1445,-523,4849,1
-1432,-417,5275,1
-1693,-297,5913,1
-2463,-359,7020,1
-3274,-427,8591,1
-2850,-431,9347,1
-2580,-678,9507,1
-2130,-938,9100,1
-1480,-945,7586,1
-767,-934,5502,1
-436,-789,3039,1
-502,-662,392,1
-293,-539,-625,1
-348,-166,1327,1
-765,-353,618,1
-686,-215,255,1
-584,-135,519,1
-543,-185,1333,1
-326,-361,2203,1
-11,-377,2806,1
425,-158,3173,1
1059,192,3411,1
1160,243,3357,1
948,176,3474,1
673,63,3746,1
408,47,3711,1
102,77,3550,1
-64,189,3324,1
-249,222,3082,1
-406,266,2736,1
-673,252,2433,1
-1343,115,2027,1
-1620,-19,1973,1
-1952,-75,2295,1
-2370,-359,2714,1
-2631,-526,3184,1
-2343,-409,3147,1
-2217,-404,3155,1
-2536,-567,3813,1
-2716,-723,4521,1
-2633,-635,4645,1
-2543,-570,4630,1
-2670,-576,4642,1
-2918,-774,5100,1
-2766,-823,5224,1
-2560,-649,4789,1
-2492,-616,4930,1
-2624,-689,4889,1
-2570,-701,4809,1
-2397,-671,4631,1
-1869,-617,4672,1
-2052,-715,4461,1
-2353,-787,4237,1
-2353,-840,4117,1
-1864,-702,4294,1
-1582,-688,4431,1
-1692,-784,4262,1
-1812,-956,4170,1
-1634,-916,4257,1
-1245,-782,4437,1
-1093,-722,4351,1
-1248,-860,4178,1
-1094,-925,4186,1
-687,-806,4230,1
-522,-623,4350,1
-429,-707,4305,1
-307,-692,4273,1
-788,-778,3865,1
-916,-810,3870,1
-946,-811,3940,1
-916,-769,3939,1
-1010,-790,3930,1
-1087,-790,3886,1
-1124,-782,3973,1
-1149,-759,3947,1
-1169,-735,3873,1
-1208,-749,3944,1
-1214,-736,3941,1
-1254,-749,3940,1
-1287,-748,3909,1
-1339,-758,3889,1
-1350,-755,3895,1
-1376,-713,3882,1
-1388,-740,3863,1
-1424,-718,3877,1
-1358,-698,4010,1
-1330,-718,4033,1
-1288,-694,4010,1
-1283,-730,3971,1
-1309,-709,3977,1
-1301,-720,3977,1
-1303,-734,3963,1
-1279,-743,3955,1
-1241,-733,3943,1
-1243,-729,3917,1
-1262,-758,3936,1
-1272,-780,3970,1
-1255,-763,3944,1
-1231,-737,3939,1
-1213,-707,3971,1
-1183,-710,3974,1
-1205,-723,3983,1
-1244,-711,3981,1
-1239,-704,3992,1
-1242,-722,3972,1
-1233,-705,3963,1
-1240,-705,3950,1
-1197,-707,3947,1
-1210,-696,3934,1
-1220,-717,3954,1
-1249,-729,3948,1
-1260,-722,3947,1
-1256,-721,3937,1
-1244,-705,3951,1
-1210,-702,3945,1
-1221,-704,3909,1
-1208,-719,3945,1
-1232,-687,3985,1
-1258,-701,4016,1
-1265,-726,4021,1
-1313,-708,4013,1
-1249,-705,3943,1
-1221,-691,3950,1
-1242,-693,3999,1
-1241,-679,3966,1
-1241,-697,3948,1
-1252,-691,3937,1
-1240,-696,3936,1
-1253,-702,3967,1
-1218,-728,3989,1
-1221,-712,3946,1
-1252,-711,3950,1
-1241,-707,3952,1
-1215,-678,3969,1
-1222,-682,3970,1
-1250,-691,3956,1
-1228,-699,3938,1
-1251,-703,3951,1
-1252,-686,3967,1
-1253,-684,3997,1
-1239,-722,3950,1
-1215,-713,3957,1
-1210,-706,3966,1
-1230,-720,3961,1
-1224,-721,3895,1
-1234,-731,3914,1
-1218,-745,3923,1
-1223,-740,3996,1
-1218,-727,3960,1
-1200,-736,3947,1
-1214,-742,3961,1
-1210,-734,3980,1
-1211,-734,3973,1
-1195,-725,3987,1
-1213,-735,3936,1
-1217,-742,3926,1
-1225,-730,3974,1
-1254,-723,4010,1
-1236,-738,3999,1
-1182,-722,3989,1
-1207,-740,3947,1
-1236,-752,3977,1
-1219,-741,3989,1
-1221,-736,4008,1
-1202,-704,3957,1
-1215,-738,3968,1
-1235,-743,3991,1
-1223,-754,3996,1
-1207,-738,3995,1
-1206,-753,3955,1
-1190,-732,3971,1
-1199,-725,3991,1
-1235,-747,3984,1
-1210,-728,3972,1
-1233,-742,4023,1
-1241,-754,4095,1
-1249,-735,4260,1
-1230,-684,4353,1
-1307,-511,5419,1
-1657,-435,6136,1
-2078,-271,7290,1
-2202,12,8568,1
-2910,-473,10193,1
-3973,-1802,10947,1
-3903,-2534,9779,1
-2338,-1973,8480,1
-704,-1955,6569,1
-301,-1837,2382,1
-687,-1446,-960,1
-424,-1011,-1113,1
-293,-582,-365,1
-567,-396,589,1
-623,-192,562,1
-572,-77,85,1
-437,55,60,1
-91,129,617,1
303,87,2180,1
412,140,2356,1
518,356,2579,1
627,401,3008,1
677,252,3467,1
685,254,3654,1
567,254,3734,1
436,325,3707,1
272,443,3558,1
157,506,3353,1
-154,404,3155,1
-433,276,3003,1
-776,240,2993,1
-939,312,2936,1
-1176,341,2956,1
-1351,177,3147,1
-1656,-39,3281,1
-1694,23,3469,1
-1604,40,3166,1
-2148,-283,3758,1
-2492,-407,4463,1
-2357,-226,4466,1
-2189,-98,4012,1
-2262,-272,3934,1
-2242,-349,3991,1
-2135,-252,4149,1
-1985,-171,4065,1
-2347,-494,4192,1
-2435,-596,4269,1
-2096,-514,4218,1
-2107,-547,4271,1
-2049,-568,4311,1
-1916,-570,4763,1
-1676,-531,4480,1
-1896,-642,4441,1
-2235,-823,4445,1
-2297,-827,4551,1
-1980,-767,4549,1
-2072,-770,4382,1
-2081,-828,4219,1
-1729,-744,4274,1
-1373,-686,4335,1
-1418,-751,4209,1
-1535,-879,4170,1
-1546,-866,4131,1
-1477,-889,4212,1
-1455,-885,4195,1
-1387,-867,4133,1
-1334,-896,4115,1
-1094,-824,4126,1
-774,-802,4228,1
-730,-740,4258,1
-814,-841,4266,1
-745,-803,4310,1
-678,-798,4312,1
-960,-866,4091,1
-978,-864,4058,1
-1031,-887,4109,1
-1089,-837,4064,1
-1179,-858,3987,1
-1311,-902,3918,1
-1318,-848,3916,1
-1276,-823,3979,1
-1270,-849,3945,1
-1337,-867,3866,1
-1394,-889,3806,1
-1440,-895,3812,1
-1442,-875,3902,1
-1444,-864,3894,1
-1438,-854,3873,1
-1430,-850,3877,1
-1437,-852,3907,1
-1446,-864,3877,1
-1412,-855,3907,1
-1351,-833,3878,1
-1363,-838,3894,1
-1403,-807,3888,1
-1408,-834,3913,1
-1403,-826,3899,1
-1427,-853,3942,1
-1362,-812,3877,1
-1391,-830,3864,1
-1390,-821,3873,1
-1411,-842,3946,1
-1420,-837,3921,1
-1367,-859,3933,1
-1343,-826,3881,1
-1390,-847,3889,1
-1393,-851,3880,1
-1399,-848,3893,1
-1404,-840,3879,1
-1358,-822,3893,1
-1368,-826,3856,1
-1365,-834,3878,1
-1409,-865,3899,1
-1383,-839,3923,1
-1324,-851,3941,1
-1334,-841,3926,1
-1326,-834,3914,1
-1325,-826,3915,1
-1359,-839,3914,1
-1365,-834,3928,1
-1338,-837,3942,1
-1338,-823,3939,1
-1339,-835,3939,1
-1335,-824,3926,1
-1331,-810,3925,1
-1334,-807,3902,1
-1348,-825,3907,1
-1365,-843,3899,1
-1359,-822,3934,1
-1351,-809,3935,1
-1347,-816,3912,1
-1376,-811,3915,1
-1359,-820,3914,1
-1351,-813,3922,1
-1345,-824,3942,1
-1328,-815,3900,1
-1347,-831,3896,1
-1358,-828,3924,1
-1357,-819,3951,1
-1347,-825,3964,1
-1320,-815,3901,1
-1322,-821,3890,1
-1317,-823,3897,1
-1329,-812,3882,1
-1336,-822,3898,1
-1329,-811,3955,1
-1331,-808,3920,1
-1349,-800,3906,1
-1351,-818,3933,1
-1341,-791,3927,1
-1355,-803,3941,1
-1323,-785,3922,1
-1337,-784,3929,1
-1337,-791,3917,1
-1339,-801,3936,1
-1304,-806,3928,1
-1323,-794,3948,1
-1330,-803,3922,1
-1325,-811,3948,1
-1305,-805,3926,1
-1319,-799,3914,1
-1328,-810,3956,1
-1333,-782,3917,1
-1303,-756,3937,1
-1319,-774,3925,1
-1354,-785,3898,1
-1331,-776,3922,1
-1324,-771,3931,1
-1322,-776,3944,1
-1338,-793,3926,1
-1332,-782,3931,1
-1336,-767,3911,1
-1310,-750,3936,1
-1290,-771,3910,1
-1319,-785,3894,1
-1299,-764,3918,1
-1307,-763,3950,1
-1311,-767,3934,1
-1299,-752,3933,1
-1294,-747,3913,1
-1313,-771,3902,1
-1311,-790,3920,1
-1309,-769,3904,1
-1318,-754,3951,1
-1303,-766,3912,1
-1304,-730,3925,1
-1310,-757,3926,1
-1326,-750,3941,1
-1314,-750,3930,1
-1297,-756,3948,1
-1297,-749,3920,1
-1281,-752,3952,1
-1306,-738,3942,1
-1327,-753,3977,1
-1332,-750,3956,1
-1317,-750,3955,1
-1312,-735,3933,1
-1308,-759,3939,1
-1317,-736,3944,1
-1302,-756,3914,1
-1328,-747,3950,1
-1327,-751,3948,1
-1302,-731,3942,1
-1348,-738,3922,1
-1312,-741,3908,1
-1326,-736,3916,1
-1323,-753,3923,1
-1328,-754,3941,1
-1347,-757,3964,1
-1316,-729,3935,1
-1275,-718,3931,1
-1282,-728,3919,1
-1311,-739,3916,1
-1338,-766,3914,1
-1329,-757,3967,1
-1286,-740,3973,1
-1287,-749,3963,1
-1284,-751,3959,1
-1295,-745,3980,1
-1291,-730,3988,1
-1320,-734,4105,1
-1408,-730,4219,1
-1423,-680,4497,1
-1385,-577,4644,1
-1405,-521,4786,1
-1521,-414,5101,1
-1581,-169,5396,1
-1613,37,5664,1
-1769,281,6541,1
-2118,268,7580,1
-2982,-391,8663,1
-3731,-1067,9565,1
-3480,-1708,8959,1
-2603,-1906,7745,1
-1486,-1841,5573,1
-808,-1789,3172,1
-438,-1621,655,1
-304,-1408,-578,1
-610,-726,1306,1
-645,-640,977,1
-661,-366,631,1
-208,16,457,1
23,50,1105,1
108,73,1871,1
202,38,2447,1
264,155,2919,1
477,210,3194,1
363,147,3385,1
346,72,3527,1
402,94,3651,1
573,214,3717,1
674,282,3582,1
571,367,3519,1
440,473,3415,1
216,432,3188,1
-81,399,2909,1
-804,446,2763,1
-1024,235,2757,1
-1208,194,2846,1
-1293,171,2942,1
-1496,173,2933,1
-1912,-1,3237,1
-2177,-181,3659,1
-1983,63,3552,1
-1897,51,3295,1
-2089,-164,3578,1
-2120,-339,3896,1
-2474,-487,4247,1
-2492,-528,4112,1
-2722,-571,4248,1
-2829,-582,4669,1
-2844,-638,4934,1
-2690,-594,4960,1
-2653,-449,5019,1
-2458,-506,4981,1
-1800,-381,4648,1
-1715,-330,4685,1
-1857,-472,4683,1
-1958,-547,4547,1
-2023,-587,4443,1
-1870,-515,4322,1
-1774,-481,4173,1
-1812,-563,4032,1
-1799,-651,4145,1
-1549,-692,4294,1
-1186,-547,4328,1
-1332,-579,4282,1
-1662,-730,4114,1
-1745,-790,3987,1
-1464,-672,4125,1
-1250,-563,4177,1
-1356,-612,4087,1
-1496,-733,3903,1
-916,-625,4055,1
-912,-686,4081,1
-960,-717,4018,1
-766,-586,4135,1
-392,-555,4122,1
-504,-615,4177,1
-611,-624,4085,1
-765,-657,4011,1
-792,-630,3982,1
-841,-626,4008,1
-928,-686,3990,1
-1025,-696,4015,1
-1078,-709,3999,1
-1117,-703,3951,1
-1105,-667,3966,1
-1108,-675,3983,1
-1128,-671,4036,1
-1122,-642,3990,1
-1210,-649,3990,1
-1316,-659,4005,1
-1325,-649,4014,1
-1331,-678,3967,1
-1360,-667,4005,1
-1305,-636,3950,1
-1287,-657,3942,1
-1271,-667,3928,1
-1255,-650,3944,1
-1229,-644,3964,1
-1232,-652,3954,1
-1248,-651,3977,1
-1225,-649,3985,1
-1255,-655,3956,1
-1266,-652,3970,1
-1225,-645,3970,1
-1254,-627,3999,1
-1225,-650,3992,1
-1230,-644,4018,1
-1210,-630,3973,1
-1219,-634,4004,1
-1224,-643,3981,1
-1271,-629,3956,1
-1232,-624,3962,1
-1190,-604,3972,1
-1182,-613,3952,1
-1220,-618,3962,1
-1243,-655,3979,1
-1255,-615,3997,1
-1250,-633,3978,1
-1179,-606,3945,1
-1184,-601,3926,1
-1176,-601,3943,1
-1180,-609,3989,1
-1187,-603,3979,1
-1226,-615,3967,1
-1218,-597,3975,1
-1203,-600,3989,1
-1190,-615,3980,1
-1190,-631,3980,1
-1183,-606,4013,1
-1175,-592,3964,1
-1192,-614,3966,1
-1218,-604,3977,1
-1210,-606,3972,1
-1148,-587,3996,1
-1151,-599,4008,1
-1182,-606,3999,1
-1203,-611,3984,1
-1213,-622,3981,1
-1185,-580,3960,1
-1192,-586,3964,1
-1204,-566,3977,1
-1225,-599,3988,1
-1214,-609,3982,1
-1194,-601,3962,1
-1184,-602,3978,1
-1191,-618,3990,1
-1188,-591,3975,1
-1213,-597,4003,1
-1220,-587,3968,1
-1206,-585,3979,1
-1199,-585,3982,1
-1174,-587,3959,1
-1174,-554,3989,1
-1214,-550,3945,1
-1322,-388,3913,1
-1187,-559,4022,1
-1303,-469,4040,1
-1245,-579,4037,1
-1311,-592,4012,1
-1303,-562,4001,1
-1277,-578,3943,1
-1554,-651,4205,1
-1273,-521,3914,1
-1260,-593,4017,1
-1270,-565,3962,1
-1215,-537,3964,1
-1193,-564,3950,1
-1222,-574,4000,1
-1258,-577,3978,1
-1283,-577,3955,1
-1289,-577,3980,1
-1244,-570,3953,1
-1250,-557,3989,1
-1290,-553,3912,1
-1254,-561,3961,1
-1298,-568,3933,1
-1274,-620,3949,1
-1245,-601,3932,1
-1268,-579,3919,1
-1273,-577,3994,1
-1293,-565,4033,1
-1266,-557,4022,1
-1269,-556,3966,1
-1276,-564,3940,1
-1269,-574,3947,1
-1257,-542,3949,1
-1265,-581,3940,1
-1290,-574,3966,1
-1255,-587,3965,1
-1269,-580,3964,1
-1286,-577,3960,1
-1264,-570,3955,1
-1270,-569,3952,1
-1277,-561,3944,1
-1264,-556,3962,1
-1263,-575,3978,1
-1283,-564,3927,1
-1278,-582,3943,1
-1273,-562,3970,1
-1305,-560,3982,1
-1316,-568,3994,1
-1318,-568,3965,1
-1294,-547,3949,1
-1308,-546,3978,1
-1297,-550,3982,1
-1309,-545,3963,1
-1315,-561,3994,1
-1324,-553,3983,1
-1289,-556,4003,1
-1207,-648,4029,1
-1282,-571,4019,1
-1363,-523,3963,1
-1343,-570,3962,1
-1329,-573,4028,1
-1409,-549,4122,1
-1490,-520,4211,1
-1661,-486,4542,1
-1762,-169,5698,1
-1828,83,6213,1
-2304,362,6923,1
-2813,461,7548,1
-2962,241,8129,1
-2764,18,8414,1
-2643,-284,8744,1
-2468,-713,7993,1
-2213,-1052,6577,1
-1557,-1163,4932,1
-949,-1003,3319,1
-392,-792,2245,1
-227,-775,1746,1
-47,-536,1183,1
195,-437,599,1
185,-302,146,1
-19,-288,-96,1
-25,-192,-145,1
-220,-233,-209,1
-348,-264,-134,1
-468,-151,170,1
-483,17,611,1
-487,290,909,1
-389,359,1104,1
-283,237,1354,1
-392,113,1664,1
-489,71,2018,1
-739,326,1982,1
-926,249,1876,1
-1281,-159,2154,1
-1970,-559,2881,1
-2125,-569,3694,1
-2633,-771,4638,1
-3161,-646,6054,1
-2774,-1807,4992,1
-1739,-916,6558,1
-1585,-1070,7741,1
-3402,-1617,12290,1
-3554,-1406,11777,1
-2925,-1147,10497,1
-2783,-1326,9337,1
-3148,-1936,8939,1
-2904,-2199,8387,1
-2386,-2218,7660,1
-1630,-2127,6262,1
-918,-1996,4495,1
-527,-1751,3004,1
-531,-1383,1975,1
-610,-1016,1283,1
-816,-589,856,1
-400,-200,560,1
-470,-42,134,1
-293,223,-311,1
-305,370,-696,1
-98,474,-854,1
-334,362,-507,1
-391,378,-217,1
-274,172,-312,1
-229,-54,-361,1
-186,-76,15,1
-94,-44,285,1
-433,-252,748,1
-1210,-530,1482,1
-1681,-582,2307,1
-1295,-134,2960,1
-1266,-49,3177,1
-2553,-725,4589,1
-2836,-1044,6365,1
-1743,-990,6488,1
-2052,-720,7235,1
-2697,-1151,8563,1
-2360,-717,9351,1
-2009,-298,8213,1
-1553,-427,5564,1
-1257,-515,5326,1
-1231,-460,5267,1
-1503,-597,5021,1
-1646,-654,4646,1
-1577,-697,4281,1
-1506,-769,4077,1
-1460,-761,3993,1
-1542,-863,4073,1
-1465,-884,4106,1
-1394,-856,4071,1
-1349,-868,4071,1
-1313,-893,4029,1
-1272,-891,3959,1
-1283,-940,3901,1
-1257,-881,3877,1
-1274,-909,3908,1
-1276,-877,3899,1
-1291,-891,3831,1
-1361,-887,3911,1
-1335,-857,3991,1
-1316,-847,3997,1
-1250,-814,3971,1
-1281,-819,3962,1
-1311,-821,3906,1
-1342,-822,3906,1
-1315,-793,3986,1
-1261,-800,3962,1
-1248,-808,3975,1
-1241,-801,3979,1
-1303,-862,3985,1
-1320,-849,4024,1
-1282,-861,4030,1
-1305,-866,4012,1
-1322,-871,3999,1
-1345,-870,4049,1
-1317,-884,3972,1
-1277,-877,3930,1
-1246,-877,3880,1
-1270,-879,3941,1
-1226,-842,3912,1
-1206,-837,3904,1
-1211,-830,3945,1
-1233,-805,3877,1
-1231,-795,3900,1
-1208,-782,3893,1
-1207,-791,3956,1
-1236,-793,3965,1
-1276,-783,3939,1
-1329,-749,3911,1
-1333,-747,3930,1
-1330,-767,3948,1
-1344,-767,3940,1
-1452,-783,3934,1
-1494,-775,3993,1
-1471,-738,4023,1
-1338,-701,4042,1
-1379,-687,4096,1
-1496,-843,4082,1
-1590,-742,4009,1
-1674,-765,4064,1
-1667,-731,4071,1
-1519,-673,4085,1
-1377,-736,4086,1
-1324,-635,4049,1
-1335,-601,3980,1
-1374,-639,3944,1
-1421,-623,3869,1
-1464,-655,3813,1
-1380,-635,3828,1
-1309,-554,3870,1
-1286,-544,3891,1
-1305,-572,3841,1
-1287,-536,3799,1
-1242,-514,3927,1
-1159,-474,3854,1
-1192,-476,3816,1
-1280,-501,3747,1
-1302,-546,3785,1
-1193,-529,3905,1
-1042,-481,3930,1
-1030,-476,3867,1
-1073,-522,3804,1
-1150,-574,3809,1
-1224,-649,3902,1
-1124,-623,3899,1
-1037,-624,3966,1
-997,-578,3945,1
-1012,-655,4120,1
-896,-587,4144,1
-846,-518,4122,1
-911,-583,4053,1
-865,-584,4049,1
-824,-576,4137,1
-890,-556,4079,1
-980,-573,4055,1
-1078,-565,4066,1
-1163,-572,4033,1
-1232,-611,4085,1
-1266,-707,4065,1
-1236,-709,4004,1
-1154,-699,4019,1
-1144,-684,3973,1
-1111,-676,3954,1
-1043,-643,3986,1
-1016,-660,3933,1
