AccelerometerX,AccelerometerY,AccelerometerZ,Gesture,GyroscopeX,GyroscopeY,GyroscopeZ
263.0,92.0,3562.0,D,1606.0,-410.0,1233.0
276.0,136.0,3549.0,D,1755.0,-379.0,1287.0
332.0,97.0,3492.0,D,1868.0,-355.0,1265.0
313.0,37.0,3398.0,D,1939.0,-330.0,1169.0
162.0,21.0,3320.0,D,1966.0,-316.0,1041.0
-9.0,35.0,3276.0,D,1956.0,-300.0,926.0
-91.0,13.0,3239.0,D,1911.0,-253.0,840.0
-112.0,-82.0,3162.0,D,1838.0,-184.0,780.0
-153.0,-192.0,3052.0,D,1751.0,-128.0,719.0
-169.0,-227.0,2967.0,D,1683.0,-92.0,634.0
-70.0,-184.0,2949.0,D,1663.0,-58.0,530.0
113.0,-147.0,2947.0,D,1704.0,-45.0,439.0
253.0,-149.0,2884.0,D,1766.0,-79.0,377.0
311.0,-126.0,2745.0,D,1765.0,-139.0,344.0
341.0,-46.0,2579.0,D,1640.0,-181.0,344.0
340.0,-8.0,2393.0,D,1452.0,-247.0,389.0
250.0,-83.0,2161.0,D,1358.0,-429.0,450.0
136.0,-166.0,1910.0,D,1459.0,-725.0,458.0
179.0,-102.0,1735.0,D,1690.0,-1001.0,358.0
425.0,54.0,1652.0,D,1921.0,-1157.0,142.0
660.0,98.0,1578.0,D,2088.0,-1215.0,-179.0
673.0,-35.0,1471.0,D,2179.0,-1227.0,-583.0
516.0,-181.0,1426.0,D,2136.0,-1159.0,-958.0
417.0,-173.0,1532.0,D,1919.0,-987.0,-1121.0
478.0,-35.0,1738.0,D,1618.0,-792.0,-969.0
612.0,146.0,1931.0,D,1397.0,-690.0,-616.0
709.0,354.0,2106.0,D,1285.0,-667.0,-297.0
756.0,581.0,2319.0,D,1163.0,-605.0,-169.0
773.0,741.0,2554.0,D,954.0,-435.0,-222.0
755.0,781.0,2722.0,D,732.0,-203.0,-377.0
702.0,771.0,2800.0,D,574.0,14.0,-565.0
652.0,803.0,2848.0,D,466.0,176.0,-740.0
626.0,844.0,2911.0,D,397.0,244.0,-856.0
600.0,822.0,2980.0,D,421.0,197.0,-899.0
548.0,760.0,3063.0,D,535.0,65.0,-890.0
494.0,729.0,3182.0,D,617.0,-61.0,-878.0
472.0,708.0,3308.0,D,588.0,-113.0,-905.0
470.0,635.0,3359.0,D,514.0,-75.0,-1001.0
418.0,541.0,3314.0,D,463.0,32.0,-1136.0
269.0,530.0,3233.0,D,388.0,183.0,-1223.0
46.0,612.0,3183.0,D,245.0,334.0,-1179.0
-183.0,687.0,3172.0,D,137.0,440.0,-1036.0
-371.0,689.0,3191.0,D,157.0,485.0,-916.0
-528.0,672.0,3239.0,D,219.0,496.0,-920.0
-680.0,689.0,3300.0,D,201.0,495.0,-1029.0
-836.0,713.0,3330.0,D,151.0,489.0,-1155.0
-979.0,686.0,3322.0,D,172.0,471.0,-1231.0
-1104.0,628.0,3321.0,D,189.0,454.0,-1251.0
-1206.0,604.0,3371.0,D,65.0,462.0,-1237.0
-1271.0,636.0,3454.0,D,-112.0,529.0,-1214.0
-1277.0,665.0,3532.0,D,-133.0,655.0,-1207.0
-1233.0,622.0,3589.0,D,-62.0,771.0,-1253.0
-1175.0,503.0,3631.0,D,-215.0,766.0,-1375.0
-1140.0,386.0,3657.0,D,-679.0,612.0,-1562.0
-1146.0,351.0,3667.0,D,-1123.0,404.0,-1760.0
-1210.0,413.0,3664.0,D,-1229.0,263.0,-1915.0
-1328.0,517.0,3665.0,D,-1091.0,197.0,-2014.0
-1450.0,615.0,3681.0,D,-1009.0,138.0,-2083.0
-1490.0,683.0,3726.0,D,-1059.0,66.0,-2126.0
-1409.0,704.0,3787.0,D,-1100.0,38.0,-2108.0
-1255.0,666.0,3832.0,D,-1069.0,81.0,-2002.0
-1133.0,611.0,3833.0,D,-1054.0,146.0,-1839.0
-1118.0,597.0,3809.0,D,-1094.0,181.0,-1678.0
-1205.0,623.0,3799.0,D,-1130.0,203.0,-1553.0
-1309.0,618.0,3828.0,D,-1142.0,241.0,-1445.0
-1345.0,562.0,3888.0,D,-1195.0,288.0,-1330.0
-1304.0,514.0,3969.0,D,-1313.0,323.0,-1200.0
-1259.0,520.0,4052.0,D,-1439.0,358.0,-1068.0
-1255.0,535.0,4111.0,D,-1524.0,403.0,-956.0
-1258.0,509.0,4129.0,D,-1586.0,436.0,-890.0
-1221.0,461.0,4122.0,D,-1641.0,436.0,-870.0
-1184.0,441.0,4120.0,D,-1672.0,431.0,-876.0
-1213.0,443.0,4140.0,D,-1672.0,456.0,-882.0
-1298.0,445.0,4188.0,D,-1667.0,499.0,-884.0
-1353.0,444.0,4280.0,D,-1663.0,508.0,-871.0
-1348.0,443.0,4413.0,D,-1648.0,459.0,-823.0
-1328.0,414.0,4537.0,D,-1624.0,368.0,-721.0
-1327.0,365.0,4590.0,D,-1615.0,270.0,-583.0
-1323.0,335.0,4557.0,D,-1620.0,193.0,-438.0
-1311.0,314.0,4479.0,D,-1617.0,165.0,-304.0
-1314.0,218.0,4419.0,D,-1596.0,195.0,-185.0
-1320.0,42.0,4431.0,D,-1572.0,260.0,-87.0
-1264.0,-75.0,4526.0,D,-1558.0,321.0,-13.0
-1136.0,-27.0,4647.0,D,-1567.0,362.0,62.0
-1017.0,106.0,4703.0,D,-1611.0,372.0,171.0
-975.0,171.0,4673.0,D,-1691.0,342.0,326.0
-971.0,145.0,4626.0,D,-1781.0,285.0,513.0
-943.0,97.0,4630.0,D,-1871.0,265.0,709.0
-896.0,12.0,4654.0,D,-1954.0,322.0,884.0
-872.0,-157.0,4646.0,D,-1983.0,401.0,1023.0
-859.0,-321.0,4624.0,D,-1871.0,384.0,1139.0
-815.0,-309.0,4651.0,D,-1618.0,239.0,1263.0
-732.0,-119.0,4711.0,D,-1355.0,66.0,1388.0
-643.0,35.0,4727.0,D,-1218.0,-15.0,1475.0
-574.0,16.0,4676.0,D,-1183.0,-3.0,1496.0
-537.0,-86.0,4627.0,D,-1133.0,20.0,1458.0
-536.0,-111.0,4622.0,D,-1024.0,4.0,1363.0
-545.0,-43.0,4627.0,D,-923.0,-33.0,1214.0
-507.0,26.0,4590.0,D,-863.0,-75.0,1055.0
-415.0,37.0,4515.0,D,-806.0,-137.0,981.0
-333.0,-7.0,4434.0,D,-717.0,-224.0,1030.0
-319.0,-96.0,4362.0,D,-628.0,-294.0,1140.0
-345.0,-192.0,4308.0,D,-558.0,-303.0,1220.0
-348.0,-241.0,4281.0,D,-487.0,-261.0,1252.0
-311.0,-225.0,4270.0,D,-397.0,-211.0,1249.0
-260.0,-198.0,4251.0,D,-319.0,-182.0,1208.0
-199.0,-196.0,4230.0,D,-267.0,-181.0,1135.0
-130.0,-193.0,4224.0,D,-215.0,-214.0,1102.0
-82.0,-164.0,4222.0,D,-135.0,-269.0,1166.0
-82.0,-147.0,4186.0,D,-45.0,-313.0,1293.0
-98.0,-179.0,4121.0,D,36.0,-309.0,1396.0
-80.0,-236.0,4075.0,D,117.0,-263.0,1450.0
-31.0,-271.0,4080.0,D,199.0,-209.0,1481.0
18.0,-281.0,4101.0,D,261.0,-174.0,1497.0
68.0,-281.0,4099.0,D,285.0,-163.0,1480.0
139.0,-268.0,4068.0,D,282.0,-178.0,1453.0
210.0,-241.0,4022.0,D,253.0,-204.0,1449.0
247.0,-243.0,3962.0,D,191.0,-213.0,1462.0
249.0,-294.0,3904.0,D,114.0,-188.0,1468.0
238.0,-353.0,3876.0,D,79.0,-156.0,1500.0
207.0,-357.0,3892.0,D,103.0,-141.0,1575.0
143.0,-310.0,3928.0,D,142.0,-131.0,1612.0
72.0,-262.0,3964.0,D,153.0,-105.0,1525.0
28.0,-242.0,3994.0,D,158.0,-101.0,1381.0
-4.0,-232.0,4011.0,D,185.0,-163.0,1316.0
-60.0,-219.0,3995.0,D,205.0,-243.0,1302.0
-125.0,-208.0,3960.0,D,162.0,-218.0,1153.0
-164.0,-328.0,4346.0,M,706.0,99.0,-105.0
-167.0,-360.0,4300.0,M,625.0,69.0,-87.0
-189.0,-374.0,4264.0,M,493.0,42.0,-65.0
-213.0,-359.0,4258.0,M,268.0,7.0,-55.0
-241.0,-333.0,4255.0,M,-35.0,-49.0,-50.0
-259.0,-324.0,4253.0,M,-311.0,-107.0,-35.0
-232.0,-360.0,4290.0,M,-496.0,-130.0,0.0
-173.0,-421.0,4359.0,M,-648.0,-115.0,40.0
-136.0,-445.0,4405.0,M,-809.0,-76.0,63.0
-151.0,-407.0,4411.0,M,-904.0,-23.0,68.0
-174.0,-363.0,4439.0,M,-861.0,41.0,72.0
-150.0,-379.0,4542.0,M,-787.0,87.0,93.0
-88.0,-430.0,4700.0,M,-875.0,52.0,123.0
-55.0,-427.0,4856.0,M,-1155.0,-84.0,138.0
-94.0,-338.0,4986.0,M,-1467.0,-274.0,127.0
-179.0,-213.0,5105.0,M,-1671.0,-431.0,117.0
-229.0,-103.0,5279.0,M,-1771.0,-507.0,147.0
-171.0,-22.0,5602.0,M,-1823.0,-512.0,223.0
0.0,17.0,6140.0,M,-1822.0,-482.0,308.0
173.0,17.0,6854.0,M,-1754.0,-458.0,364.0
198.0,28.0,7652.0,M,-1623.0,-471.0,384.0
28.0,110.0,8442.0,M,-1419.0,-515.0,385.0
-230.0,214.0,9119.0,M,-1116.0,-566.0,362.0
-417.0,206.0,9549.0,M,-747.0,-613.0,298.0
-445.0,32.0,9691.0,M,-364.0,-679.0,200.0
-312.0,-192.0,9705.0,M,96.0,-769.0,123.0
-34.0,-347.0,9767.0,M,800.0,-845.0,121.0
346.0,-448.0,9815.0,M,1751.0,-878.0,192.0
732.0,-583.0,9615.0,M,2694.0,-934.0,288.0
1009.0,-750.0,9104.0,M,3363.0,-1132.0,354.0
1138.0,-862.0,8470.0,M,3744.0,-1519.0,349.0
1163.0,-891.0,7889.0,M,4016.0,-1994.0,252.0
1122.0,-892.0,7360.0,M,4301.0,-2378.0,63.0
1014.0,-917.0,6878.0,M,4610.0,-2530.0,-178.0
853.0,-954.0,6548.0,M,4937.0,-2404.0,-415.0
711.0,-982.0,6403.0,M,5261.0,-2070.0,-593.0
660.0,-1004.0,6283.0,M,5473.0,-1671.0,-695.0
697.0,-1033.0,6019.0,M,5477.0,-1360.0,-745.0
766.0,-1069.0,5649.0,M,5344.0,-1206.0,-775.0
807.0,-1125.0,5311.0,M,5269.0,-1167.0,-812.0
798.0,-1203.0,5025.0,M,5344.0,-1162.0,-861.0
752.0,-1275.0,4726.0,M,5515.0,-1135.0,-913.0
694.0,-1306.0,4388.0,M,5726.0,-1072.0,-957.0
643.0,-1306.0,4011.0,M,5997.0,-986.0,-992.0
590.0,-1295.0,3561.0,M,6316.0,-890.0,-1020.0
532.0,-1256.0,3063.0,M,6604.0,-798.0,-1040.0
491.0,-1159.0,2629.0,M,6805.0,-705.0,-1048.0
506.0,-1039.0,2297.0,M,6929.0,-605.0,-1045.0
559.0,-963.0,1949.0,M,6957.0,-515.0,-1034.0
577.0,-925.0,1492.0,M,6834.0,-462.0,-1026.0
507.0,-840.0,1021.0,M,6564.0,-445.0,-1037.0
382.0,-672.0,652.0,M,6233.0,-421.0,-1081.0
270.0,-486.0,335.0,M,5859.0,-369.0,-1150.0
195.0,-344.0,-39.0,M,5373.0,-327.0,-1209.0
119.0,-218.0,-428.0,M,4791.0,-333.0,-1220.0
19.0,-47.0,-731.0,M,4303.0,-351.0,-1190.0
-85.0,161.0,-962.0,M,4052.0,-312.0,-1155.0
-172.0,356.0,-1188.0,M,3918.0,-214.0,-1144.0
-251.0,518.0,-1361.0,M,3665.0,-116.0,-1145.0
-337.0,653.0,-1407.0,M,3255.0,-59.0,-1137.0
-398.0,735.0,-1393.0,M,2859.0,-22.0,-1115.0
-392.0,739.0,-1430.0,M,2590.0,20.0,-1094.0
-329.0,685.0,-1477.0,M,2333.0,36.0,-1071.0
-282.0,629.0,-1433.0,M,1912.0,-11.0,-1033.0
-301.0,596.0,-1332.0,M,1304.0,-100.0,-971.0
-351.0,582.0,-1282.0,M,640.0,-158.0,-900.0
-367.0,583.0,-1247.0,M,34.0,-149.0,-832.0
-340.0,599.0,-1118.0,M,-500.0,-99.0,-769.0
-307.0,605.0,-917.0,M,-1018.0,-52.0,-703.0
-300.0,579.0,-756.0,M,-1561.0,-27.0,-634.0
-324.0,531.0,-617.0,M,-2117.0,-25.0,-569.0
-381.0,478.0,-401.0,M,-2637.0,-37.0,-515.0
-464.0,394.0,-128.0,M,-3070.0,-51.0,-463.0
-530.0,254.0,96.0,M,-3408.0,-45.0,-405.0
-520.0,92.0,288.0,M,-3682.0,-10.0,-333.0
-435.0,-25.0,522.0,M,-3944.0,34.0,-244.0
-330.0,-106.0,751.0,M,-4230.0,64.0,-136.0
-237.0,-224.0,871.0,M,-4565.0,60.0,-14.0
-125.0,-425.0,953.0,M,-4981.0,0.0,106.0
24.0,-666.0,1143.0,M,-5499.0,-133.0,217.0
167.0,-895.0,1419.0,M,-6095.0,-326.0,315.0
245.0,-1091.0,1666.0,M,-6686.0,-515.0,401.0
237.0,-1235.0,1950.0,M,-7202.0,-630.0,462.0
149.0,-1296.0,2398.0,M,-7647.0,-642.0,484.0
-10.0,-1291.0,2867.0,M,-8039.0,-555.0,472.0
-174.0,-1322.0,3071.0,M,-8334.0,-388.0,466.0
-214.0,-1480.0,3084.0,M,-8478.0,-191.0,511.0
-48.0,-1746.0,3325.0,M,-8574.0,-66.0,624.0
276.0,-2028.0,3989.0,M,-8844.0,-98.0,802.0
644.0,-2264.0,4802.0,M,-9345.0,-231.0,1043.0
992.0,-2457.0,5478.0,M,-9786.0,-283.0,1348.0
1307.0,-2627.0,6051.0,M,-9803.0,-115.0,1675.0
1542.0,-2773.0,6627.0,M,-9381.0,228.0,1930.0
1653.0,-2896.0,7130.0,M,-8866.0,569.0,2015.0
1665.0,-2992.0,7532.0,M,-8551.0,760.0,1891.0
1638.0,-3047.0,8039.0,M,-8451.0,766.0,1602.0
1552.0,-3036.0,8777.0,M,-8457.0,629.0,1233.0
1345.0,-2963.0,9515.0,M,-8521.0,448.0,870.0
1051.0,-2856.0,9967.0,M,-8532.0,369.0,573.0
821.0,-2747.0,10204.0,M,-8231.0,508.0,368.0
735.0,-2642.0,10498.0,M,-7456.0,829.0,237.0
697.0,-2523.0,10923.0,M,-6414.0,1143.0,130.0
556.0,-2351.0,11326.0,M,-5501.0,1279.0,1.0
285.0,-2117.0,11613.0,M,-4891.0,1226.0,-160.0
-23.0,-1884.0,11799.0,M,-4436.0,1064.0,-344.0
-255.0,-1760.0,11895.0,M,-3956.0,852.0,-521.0
-348.0,-1799.0,11922.0,M,-3397.0,615.0,-653.0
-306.0,-1930.0,11990.0,M,-2725.0,443.0,-701.0
-177.0,-2053.0,12136.0,M,-1827.0,473.0,-631.0
-12.0,-2151.0,12194.0,M,-663.0,744.0,-457.0
205.0,-2300.0,11985.0,M,622.0,1104.0,-236.0
517.0,-2541.0,11580.0,M,1797.0,1286.0,-58.0
866.0,-2831.0,11184.0,M,2697.0,1078.0,0.0
1092.0,-3091.0,10871.0,M,3265.0,461.0,-92.0
1101.0,-3292.0,10591.0,M,3555.0,-383.0,-316.0
980.0,-3450.0,10370.0,M,3780.0,-1152.0,-611.0
868.0,-3579.0,10256.0,M,4217.0,-1581.0,-902.0
774.0,-3673.0,10145.0,M,4969.0,-1592.0,-1124.0
608.0,-3708.0,9838.0,M,5898.0,-1288.0,-1231.0
367.0,-3673.0,9308.0,M,6833.0,-853.0,-1218.0
169.0,-3589.0,8692.0,M,7770.0,-448.0,-1120.0
95.0,-3512.0,8057.0,M,8747.0,-201.0,-996.0
101.0,-3465.0,7320.0,M,9628.0,-206.0,-891.0
94.0,-3400.0,6437.0,M,10204.0,-467.0,-825.0
36.0,-3241.0,5500.0,M,10448.0,-870.0,-799.0
-65.0,-2980.0,4627.0,M,10542.0,-1232.0,-803.0
-210.0,-2677.0,3872.0,M,10618.0,-1425.0,-819.0
-371.0,-2382.0,3248.0,M,10647.0,-1429.0,-819.0
-473.0,-2096.0,2762.0,M,10579.0,-1291.0,-774.0
-446.0,-1835.0,2371.0,M,10461.0,-1084.0,-671.0
-291.0,-1646.0,2012.0,M,10338.0,-881.0,-504.0
-83.0,-1537.0,1660.0,M,10161.0,-752.0,-287.0
106.0,-1443.0,1327.0,M,9862.0,-733.0,-54.0
249.0,-1302.0,1016.0,M,9459.0,-814.0,131.0
358.0,-1136.0,758.0,M,8989.0,-964.0,225.0
470.0,-1007.0,605.0,M,8436.0,-1145.0,235.0
606.0,-914.0,523.0,M,7803.0,-1326.0,198.0
745.0,-800.0,330.0,M,7200.0,-1494.0,142.0
825.0,-646.0,-113.0,M,6741.0,-1643.0,56.0
816.0,-503.0,-704.0,M,6396.0,-1767.0,-72.0
757.0,-420.0,-1183.0,M,6035.0,-1822.0,-235.0
719.0,-389.0,-1418.0,M,5610.0,-1751.0,-397.0
725.0,-369.0,-1485.0,M,5168.0,-1533.0,-530.0
740.0,-327.0,-1517.0,M,4711.0,-1232.0,-628.0
724.0,-251.0,-1550.0,M,4152.0,-937.0,-707.0
686.0,-151.0,-1569.0,M,3480.0,-697.0,-794.0
655.0,-45.0,-1569.0,M,2831.0,-497.0,-901.0
647.0,54.0,-1569.0,M,2336.0,-320.0,-1018.0
650.0,146.0,-1576.0,M,1946.0,-192.0,-1134.0
652.0,215.0,-1584.0,M,1507.0,-141.0,-1250.0
635.0,223.0,-1572.0,M,953.0,-143.0,-1366.0
576.0,163.0,-1528.0,M,356.0,-125.0,-1475.0
463.0,90.0,-1449.0,M,-196.0,-30.0,-1569.0
328.0,77.0,-1325.0,M,-684.0,139.0,-1656.0
228.0,129.0,-1118.0,M,-1105.0,348.0,-1738.0
181.0,194.0,-838.0,M,-1461.0,548.0,-1802.0
167.0,246.0,-588.0,M,-1795.0,686.0,-1835.0
171.0,294.0,-460.0,M,-2197.0,718.0,-1861.0
198.0,318.0,-385.0,M,-2702.0,635.0,-1912.0
216.0,287.0,-214.0,M,-3236.0,486.0,-1989.0
115.0,239.0,74.0,M,-3700.0,344.0,-2055.0
-172.0,279.0,377.0,M,-4092.0,261.0,-2098.0
-561.0,426.0,666.0,M,-4486.0,256.0,-2135.0
-860.0,549.0,1005.0,M,-4897.0,326.0,-2162.0
-959.0,523.0,1370.0,M,-5216.0,454.0,-2123.0
-910.0,399.0,1638.0,M,-5335.0,581.0,-1973.0
-789.0,306.0,1819.0,M,-5312.0,620.0,-1734.0
-598.0,240.0,2073.0,M,-5376.0,520.0,-1474.0
-317.0,55.0,2460.0,M,-5708.0,304.0,-1233.0
-35.0,-298.0,2910.0,M,-6239.0,49.0,-1018.0
83.0,-649.0,3498.0,M,-6734.0,-173.0,-853.0
-35.0,-785.0,4399.0,M,-7083.0,-340.0,-780.0
-300.0,-676.0,5438.0,M,-7414.0,-458.0,-818.0
-539.0,-475.0,6031.0,M,-7881.0,-544.0,-916.0
-646.0,-310.0,5911.0,M,-8353.0,-589.0,-978.0
-657.0,-192.0,5589.0,M,-8464.0,-550.0,-921.0
-683.0,-87.0,5728.0,M,-7984.0,-363.0,-718.0
-799.0,-6.0,6291.0,M,-7095.0,-5.0,-418.0
-959.0,14.0,6724.0,M,-6235.0,461.0,-114.0
-1053.0,-14.0,6823.0,M,-5713.0,905.0,118.0
-1027.0,-51.0,6900.0,M,-5511.0,1205.0,271.0
-953.0,-61.0,7162.0,M,-5423.0,1310.0,381.0
-919.0,-57.0,7396.0,M,-5326.0,1228.0,467.0
-923.0,-74.0,7407.0,M,-5260.0,1005.0,524.0
-891.0,-151.0,7334.0,M,-5297.0,710.0,549.0
-803.0,-293.0,7375.0,M,-5371.0,447.0,570.0
-718.0,-463.0,7509.0,M,-5287.0,323.0,610.0
-693.0,-602.0,7650.0,M,-4901.0,397.0,664.0
-688.0,-681.0,7819.0,M,-4255.0,636.0,707.0
-617.0,-727.0,8000.0,M,-3544.0,905.0,723.0
-441.0,-775.0,8034.0,M,-2965.0,1019.0,700.0
-218.0,-826.0,7850.0,M,-2625.0,843.0,629.0
-49.0,-848.0,7589.0,M,-2534.0,390.0,513.0
0.0,-828.0,7388.0,M,-2589.0,-147.0,379.0
-56.0,-794.0,7196.0,M,-2600.0,-528.0,262.0
-130.0,-784.0,6951.0,M,-2422.0,-634.0,186.0
-137.0,-811.0,6723.0,M,-2087.0,-533.0,155.0
-58.0,-856.0,6567.0,M,-1758.0,-391.0,162.0
64.0,-899.0,6372.0,M,-1502.0,-315.0,198.0
163.0,-925.0,6051.0,M,-1229.0,-315.0,239.0
196.0,-917.0,5708.0,M,-864.0,-348.0,259.0
163.0,-875.0,5475.0,M,-505.0,-371.0,244.0
93.0,-824.0,5315.0,M,-295.0,-352.0,196.0
22.0,-799.0,5122.0,M,-214.0,-279.0,131.0
-39.0,-809.0,4923.0,M,-133.0,-168.0,57.0
-100.0,-829.0,4801.0,M,-13.0,-70.0,-17.0
-159.0,-847.0,4735.0,M,48.0,-22.0,-86.0
-192.0,-871.0,4644.0,M,7.0,-11.0,-140.0
-182.0,-909.0,4542.0,M,-43.0,-4.0,-165.0
-152.0,-943.0,4479.0,M,-20.0,18.0,-162.0
-134.0,-955.0,4424.0,M,43.0,47.0,-140.0
-133.0,-956.0,4307.0,M,76.0,73.0,-114.0
-137.0,-964.0,4167.0,M,105.0,98.0,-90.0
-144.0,-977.0,4090.0,M,193.0,124.0,-73.0
37.0,51.0,4387.0,M,-115.0,-9.0,62.0
31.0,14.0,4371.0,M,-104.0,-17.0,58.0
11.0,-17.0,4369.0,M,-111.0,-10.0,55.0
14.0,19.0,4399.0,M,-119.0,0.0,47.0
22.0,59.0,4421.0,M,-138.0,11.0,46.0
0.0,8.0,4383.0,M,-180.0,24.0,58.0
-45.0,-88.0,4305.0,M,-225.0,40.0,73.0
-79.0,-118.0,4256.0,M,-246.0,50.0,76.0
-114.0,-86.0,4288.0,M,-257.0,58.0,76.0
-195.0,-79.0,4394.0,M,-292.0,78.0,85.0
-305.0,-101.0,4529.0,M,-321.0,97.0,97.0
-373.0,-89.0,4652.0,M,-288.0,74.0,103.0
-357.0,-25.0,4772.0,M,-199.0,-16.0,120.0
-294.0,61.0,4942.0,M,-142.0,-122.0,171.0
-217.0,180.0,5219.0,M,-183.0,-152.0,261.0
-101.0,335.0,5609.0,M,-291.0,-86.0,372.0
76.0,467.0,6092.0,M,-376.0,-8.0,490.0
242.0,545.0,6640.0,M,-369.0,-12.0,602.0
272.0,637.0,7197.0,M,-263.0,-51.0,687.0
150.0,807.0,7675.0,M,-141.0,64.0,744.0
9.0,989.0,8040.0,M,-108.0,489.0,808.0
-1.0,1087.0,8377.0,M,-164.0,1123.0,927.0
125.0,1110.0,8767.0,M,-133.0,1616.0,1116.0
287.0,1134.0,9138.0,M,196.0,1626.0,1349.0
446.0,1172.0,9310.0,M,869.0,1098.0,1592.0
676.0,1221.0,9211.0,M,1721.0,293.0,1817.0
1028.0,1305.0,8924.0,M,2566.0,-458.0,1997.0
1389.0,1401.0,8541.0,M,3325.0,-1001.0,2117.0
1567.0,1382.0,8069.0,M,4009.0,-1368.0,2165.0
1492.0,1198.0,7525.0,M,4636.0,-1629.0,2115.0
1269.0,964.0,6977.0,M,5206.0,-1785.0,1925.0
1058.0,789.0,6470.0,M,5719.0,-1819.0,1604.0
914.0,607.0,5971.0,M,6166.0,-1782.0,1230.0
784.0,345.0,5455.0,M,6539.0,-1785.0,892.0
591.0,85.0,4945.0,M,6842.0,-1885.0,605.0
330.0,-79.0,4455.0,M,7079.0,-2025.0,327.0
68.0,-226.0,3951.0,M,7228.0,-2088.0,41.0
-121.0,-444.0,3441.0,M,7288.0,-2039.0,-228.0
-239.0,-637.0,2981.0,M,7306.0,-1968.0,-450.0
-345.0,-697.0,2554.0,M,7327.0,-1985.0,-624.0
-460.0,-715.0,2073.0,M,7300.0,-2072.0,-755.0
-542.0,-802.0,1528.0,M,7141.0,-2100.0,-854.0
-546.0,-849.0,1049.0,M,6843.0,-1976.0,-930.0
-510.0,-731.0,709.0,M,6484.0,-1745.0,-992.0
-498.0,-576.0,407.0,M,6100.0,-1510.0,-1030.0
-531.0,-569.0,28.0,M,5659.0,-1308.0,-1043.0
-571.0,-612.0,-373.0,M,5143.0,-1084.0,-1052.0
-587.0,-514.0,-686.0,M,4590.0,-791.0,-1071.0
-556.0,-361.0,-913.0,M,4024.0,-454.0,-1066.0
-481.0,-344.0,-1125.0,M,3444.0,-163.0,-1003.0
-403.0,-365.0,-1315.0,M,2867.0,-8.0,-898.0
-387.0,-227.0,-1451.0,M,2321.0,-6.0,-798.0
-418.0,-82.0,-1585.0,M,1767.0,-82.0,-703.0
-398.0,-176.0,-1759.0,M,1142.0,-119.0,-591.0
-310.0,-299.0,-1862.0,M,462.0,-69.0,-481.0
-277.0,-68.0,-1767.0,M,-204.0,12.0,-415.0
-365.0,249.0,-1560.0,M,-897.0,78.0,-376.0
-430.0,-54.0,-1451.0,M,-1729.0,178.0,-301.0
-334.0,-982.0,-1452.0,M,-2680.0,407.0,-215.0
-216.0,-1586.0,-1354.0,M,-3560.0,770.0,-232.0
-313.0,-1258.0,-1015.0,M,-4259.0,1158.0,-394.0
-571.0,-591.0,-514.0,M,-4886.0,1430.0,-558.0
-694.0,-488.0,18.0,M,-5542.0,1469.0,-540.0
-611.0,-937.0,520.0,M,-6120.0,1230.0,-327.0
-570.0,-1291.0,943.0,M,-6463.0,793.0,-72.0
-695.0,-1333.0,1260.0,M,-6634.0,371.0,91.0
-740.0,-1383.0,1618.0,M,-6836.0,148.0,170.0
-529.0,-1580.0,2220.0,M,-7148.0,95.0,242.0
-319.0,-1706.0,2991.0,M,-7489.0,68.0,342.0
-427.0,-1691.0,3568.0,M,-7828.0,66.0,448.0
-655.0,-1703.0,3802.0,M,-8223.0,269.0,552.0
-494.0,-1749.0,4050.0,M,-8661.0,709.0,682.0
167.0,-1635.0,4739.0,M,-8996.0,1055.0,882.0
880.0,-1399.0,5836.0,M,-9109.0,883.0,1146.0
1239.0,-1299.0,7023.0,M,-9000.0,130.0,1404.0
1325.0,-1347.0,8216.0,M,-8730.0,-835.0,1568.0
1411.0,-1242.0,9563.0,M,-8344.0,-1577.0,1607.0
1552.0,-888.0,10996.0,M,-7926.0,-1888.0,1580.0
1629.0,-539.0,12209.0,M,-7589.0,-1742.0,1562.0
1636.0,-339.0,13150.0,M,-7377.0,-1167.0,1576.0
1646.0,-75.0,14102.0,M,-7195.0,-260.0,1590.0
1632.0,407.0,15133.0,M,-6889.0,764.0,1577.0
1513.0,900.0,15786.0,M,-6350.0,1692.0,1535.0
1379.0,1161.0,15614.0,M,-5554.0,2428.0,1469.0
1460.0,1252.0,14771.0,M,-4533.0,2900.0,1388.0
1838.0,1349.0,13788.0,M,-3342.0,2905.0,1331.0
2296.0,1394.0,12939.0,M,-2001.0,2200.0,1344.0
2508.0,1225.0,12156.0,M,-513.0,845.0,1419.0
2313.0,869.0,11419.0,M,1050.0,-660.0,1454.0
1812.0,510.0,10845.0,M,2486.0,-1661.0,1326.0
1229.0,222.0,10386.0,M,3597.0,-1812.0,990.0
746.0,-45.0,9796.0,M,4372.0,-1273.0,534.0
421.0,-301.0,8990.0,M,4956.0,-507.0,120.0
242.0,-495.0,8186.0,M,5472.0,52.0,-120.0
210.0,-616.0,7581.0,M,5934.0,207.0,-152.0
330.0,-700.0,7116.0,M,6350.0,-2.0,-44.0
540.0,-746.0,6653.0,M,6770.0,-403.0,102.0
709.0,-748.0,6184.0,M,7215.0,-797.0,208.0
760.0,-743.0,5727.0,M,7621.0,-1060.0,235.0
746.0,-770.0,5216.0,M,7935.0,-1181.0,181.0
771.0,-790.0,4626.0,M,8166.0,-1231.0,68.0
