AccelerometerX,AccelerometerY,AccelerometerZ,Gesture,GyroscopeX,GyroscopeY,GyroscopeZ
-889.0,806.0,3163.0,A,-5560.0,-383.0,-2732.0
-1095.0,771.0,3219.0,A,-5754.0,-229.0,-2817.0
-1476.0,760.0,3338.0,A,-5927.0,2.0,-2975.0
-1886.0,644.0,3460.0,A,-6042.0,110.0,-3166.0
-2208.0,503.0,3547.0,A,-6114.0,3.0,-3318.0
-2373.0,517.0,3804.0,A,-6138.0,-336.0,-3338.0
-2289.0,699.0,4351.0,A,-6065.0,-877.0,-3154.0
-1879.0,935.0,4906.0,A,-5908.0,-1452.0,-2770.0
-1242.0,1205.0,5077.0,A,-5832.0,-1760.0,-2313.0
-642.0,1512.0,4873.0,A,-6009.0,-1583.0,-1984.0
-296.0,1680.0,4670.0,A,-6377.0,-1032.0,-1948.0
-232.0,1496.0,4716.0,A,-6633.0,-476.0,-2225.0
-390.0,1057.0,4967.0,A,-6531.0,-240.0,-2707.0
-724.0,700.0,5364.0,A,-6121.0,-412.0,-3223.0
-1150.0,572.0,5989.0,A,-5643.0,-922.0,-3625.0
-1512.0,498.0,6825.0,A,-5215.0,-1639.0,-3825.0
-1733.0,324.0,7613.0,A,-4768.0,-2346.0,-3833.0
-1918.0,127.0,8070.0,A,-4289.0,-2703.0,-3744.0
-2209.0,10.0,8162.0,A,-3997.0,-2411.0,-3668.0
-2574.0,-90.0,8029.0,A,-4110.0,-1476.0,-3631.0
-2844.0,-240.0,7783.0,A,-4505.0,-292.0,-3572.0
-2900.0,-347.0,7476.0,A,-4744.0,591.0,-3401.0
-2740.0,-320.0,7194.0,A,-4501.0,815.0,-3080.0
-2419.0,-254.0,7027.0,A,-3840.0,400.0,-2641.0
-2056.0,-288.0,6984.0,A,-3055.0,-323.0,-2185.0
-1836.0,-409.0,6990.0,A,-2342.0,-953.0,-1837.0
-1877.0,-514.0,6976.0,A,-1758.0,-1215.0,-1683.0
-2076.0,-603.0,6890.0,A,-1344.0,-1057.0,-1696.0
-2220.0,-734.0,6698.0,A,-1132.0,-629.0,-1756.0
-2220.0,-864.0,6417.0,A,-1023.0,-173.0,-1737.0
-2147.0,-891.0,6141.0,A,-838.0,108.0,-1591.0
-2031.0,-811.0,5948.0,A,-507.0,154.0,-1337.0
-1809.0,-717.0,5818.0,A,-126.0,35.0,-1023.0
-1488.0,-654.0,5677.0,A,200.0,-123.0,-711.0
-1227.0,-608.0,5513.0,A,482.0,-225.0,-482.0
-1160.0,-589.0,5360.0,A,741.0,-225.0,-390.0
-1250.0,-640.0,5219.0,A,933.0,-131.0,-420.0
-1359.0,-732.0,5052.0,A,1012.0,6.0,-487.0
-1416.0,-783.0,4863.0,A,1035.0,109.0,-512.0
-1420.0,-760.0,4713.0,A,1093.0,119.0,-464.0
-1372.0,-715.0,4632.0,A,1199.0,43.0,-356.0
-1266.0,-678.0,4582.0,A,1277.0,-64.0,-212.0
-1136.0,-627.0,4512.0,A,1268.0,-140.0,-60.0
-1026.0,-552.0,4423.0,A,1171.0,-153.0,68.0
-946.0,-488.0,4343.0,A,1024.0,-106.0,149.0
-875.0,-450.0,4286.0,A,871.0,-39.0,185.0
-813.0,-417.0,4238.0,A,758.0,0.0,193.0
-772.0,-377.0,4187.0,A,718.0,-12.0,192.0
-752.0,-357.0,4130.0,A,732.0,-64.0,188.0
-739.0,-365.0,4090.0,A,758.0,-127.0,182.0
-726.0,-365.0,4090.0,A,766.0,-182.0,176.0
-703.0,-333.0,4132.0,A,747.0,-221.0,175.0
-670.0,-293.0,4170.0,A,694.0,-231.0,177.0
-644.0,-281.0,4163.0,A,609.0,-207.0,178.0
-648.0,-288.0,4125.0,A,510.0,-157.0,170.0
-681.0,-291.0,4116.0,A,433.0,-109.0,148.0
-708.0,-282.0,4159.0,A,402.0,-74.0,116.0
-714.0,-271.0,4212.0,A,413.0,-48.0,79.0
-713.0,-261.0,4225.0,A,424.0,-17.0,50.0
-723.0,-257.0,4200.0,A,391.0,17.0,31.0
-742.0,-262.0,4182.0,A,312.0,40.0,23.0
-765.0,-272.0,4194.0,A,246.0,27.0,22.0
-782.0,-260.0,4230.0,A,243.0,-21.0,26.0
-777.0,-217.0,4266.0,A,280.0,-77.0,37.0
-747.0,-166.0,4291.0,A,278.0,-97.0,49.0
-716.0,-140.0,4296.0,A,213.0,-76.0,54.0
-710.0,-136.0,4282.0,A,138.0,-45.0,49.0
-708.0,-130.0,4262.0,A,115.0,-44.0,41.0
-693.0,-108.0,4262.0,A,133.0,-72.0,33.0
-688.0,-92.0,4284.0,A,148.0,-104.0,22.0
-731.0,-95.0,4310.0,A,139.0,-119.0,4.0
-792.0,-108.0,4316.0,A,117.0,-110.0,-21.0
-812.0,-110.0,4310.0,A,89.0,-82.0,-44.0
-794.0,-101.0,4313.0,A,63.0,-48.0,-59.0
-798.0,-97.0,4335.0,A,48.0,-19.0,-67.0
-834.0,-106.0,4357.0,A,49.0,-3.0,-66.0
-850.0,-120.0,4362.0,A,50.0,2.0,-55.0
-826.0,-123.0,4351.0,A,48.0,-2.0,-35.0
-808.0,-118.0,4347.0,A,56.0,-15.0,-15.0
-822.0,-111.0,4355.0,A,80.0,-32.0,0.0
-837.0,-111.0,4363.0,A,92.0,-37.0,12.0
-829.0,-119.0,4355.0,A,77.0,-24.0,16.0
-829.0,-133.0,4340.0,A,50.0,-4.0,12.0
-853.0,-143.0,4328.0,A,37.0,4.0,5.0
-873.0,-142.0,4323.0,A,33.0,6.0,5.0
-867.0,-134.0,4312.0,A,18.0,12.0,12.0
-859.0,-137.0,4291.0,A,2.0,26.0,21.0
-854.0,-148.0,4267.0,A,4.0,37.0,25.0
-817.0,-146.0,4255.0,A,25.0,36.0,31.0
-365.0,108.0,3916.0,A,-10.0,56.0,25.0
-370.0,137.0,3922.0,A,-1.0,57.0,10.0
-374.0,136.0,3926.0,A,15.0,49.0,-5.0
-361.0,106.0,3918.0,A,35.0,37.0,-15.0
-332.0,80.0,3908.0,A,49.0,27.0,-19.0
-316.0,83.0,3908.0,A,57.0,19.0,-13.0
-338.0,96.0,3921.0,A,58.0,15.0,1.0
-366.0,97.0,3935.0,A,54.0,13.0,21.0
-363.0,92.0,3942.0,A,45.0,12.0,33.0
-338.0,107.0,3940.0,A,36.0,11.0,39.0
-336.0,129.0,3940.0,A,26.0,16.0,43.0
-356.0,123.0,3944.0,A,19.0,24.0,52.0
-362.0,87.0,3946.0,A,14.0,34.0,60.0
-341.0,65.0,3936.0,A,16.0,41.0,64.0
-329.0,76.0,3919.0,A,21.0,50.0,63.0
-338.0,90.0,3909.0,A,22.0,59.0,62.0
-344.0,79.0,3913.0,A,14.0,66.0,58.0
-334.0,67.0,3919.0,A,3.0,65.0,52.0
-334.0,85.0,3917.0,A,-6.0,59.0,47.0
-356.0,116.0,3907.0,A,-17.0,53.0,49.0
-370.0,117.0,3899.0,A,-28.0,51.0,55.0
-350.0,92.0,3895.0,A,-35.0,53.0,62.0
-320.0,76.0,3900.0,A,-29.0,59.0,66.0
-315.0,84.0,3911.0,A,-15.0,61.0,67.0
-331.0,87.0,3926.0,A,0.0,60.0,66.0
-338.0,73.0,3934.0,A,5.0,57.0,59.0
-332.0,67.0,3941.0,A,2.0,56.0,50.0
-331.0,82.0,3953.0,A,-5.0,50.0,45.0
-342.0,93.0,3970.0,A,-11.0,29.0,50.0
-357.0,81.0,3972.0,A,-17.0,10.0,58.0
-365.0,66.0,3958.0,A,-30.0,17.0,63.0
-365.0,73.0,3944.0,A,-55.0,57.0,61.0
-363.0,93.0,3948.0,A,-77.0,94.0,55.0
-358.0,95.0,3958.0,A,-82.0,99.0,45.0
-353.0,74.0,3956.0,A,-67.0,75.0,34.0
-346.0,60.0,3941.0,A,-50.0,50.0,26.0
-338.0,66.0,3931.0,A,-38.0,33.0,25.0
-335.0,82.0,3933.0,A,-31.0,16.0,26.0
-344.0,88.0,3941.0,A,-26.0,-3.0,27.0
-364.0,82.0,3950.0,A,-27.0,-11.0,26.0
-378.0,63.0,3956.0,A,-31.0,-2.0,30.0
-379.0,42.0,3955.0,A,-34.0,17.0,37.0
-374.0,34.0,3945.0,A,-33.0,34.0,45.0
-373.0,46.0,3937.0,A,-39.0,52.0,51.0
-374.0,60.0,3942.0,A,-50.0,71.0,56.0
-373.0,62.0,3955.0,A,-59.0,84.0,54.0
-369.0,58.0,3958.0,A,-60.0,86.0,43.0
-369.0,68.0,3948.0,A,-62.0,86.0,29.0
-370.0,82.0,3936.0,A,-70.0,88.0,18.0
-369.0,81.0,3934.0,A,-77.0,89.0,17.0
-359.0,66.0,3941.0,A,-72.0,80.0,22.0
-344.0,62.0,3954.0,A,-60.0,68.0,30.0
-335.0,69.0,3964.0,A,-49.0,59.0,35.0
-345.0,66.0,3966.0,A,-40.0,52.0,31.0
-367.0,46.0,3959.0,A,-31.0,42.0,23.0
-373.0,33.0,3954.0,A,-28.0,31.0,15.0
-358.0,37.0,3955.0,A,-34.0,29.0,16.0
-343.0,45.0,3957.0,A,-44.0,31.0,21.0
-353.0,43.0,3951.0,A,-48.0,33.0,30.0
-371.0,43.0,3947.0,A,-51.0,33.0,42.0
-371.0,53.0,3954.0,A,-55.0,39.0,59.0
-353.0,68.0,3968.0,A,-57.0,47.0,68.0
-346.0,76.0,3971.0,A,-52.0,52.0,64.0
-351.0,77.0,3964.0,A,-48.0,54.0,55.0
-350.0,68.0,3961.0,A,-53.0,61.0,56.0
-338.0,48.0,3966.0,A,-61.0,65.0,63.0
-338.0,27.0,3963.0,A,-58.0,56.0,63.0
-357.0,28.0,3951.0,A,-49.0,33.0,51.0
-373.0,48.0,3944.0,A,-42.0,16.0,38.0
-367.0,62.0,3954.0,A,-44.0,18.0,38.0
-353.0,60.0,3962.0,A,-46.0,36.0,46.0
-350.0,63.0,3955.0,A,-48.0,51.0,53.0
-358.0,73.0,3943.0,A,-50.0,56.0,53.0
-361.0,67.0,3946.0,A,-51.0,54.0,52.0
-359.0,39.0,3959.0,A,-45.0,52.0,52.0
-361.0,25.0,3965.0,A,-38.0,49.0,54.0
-371.0,40.0,3956.0,A,-32.0,46.0,56.0
-373.0,47.0,3947.0,A,-29.0,48.0,56.0
-359.0,21.0,3945.0,A,-25.0,55.0,56.0
-335.0,6.0,3948.0,A,-23.0,69.0,55.0
-328.0,40.0,3951.0,A,-27.0,79.0,53.0
-343.0,78.0,3953.0,A,-36.0,81.0,45.0
-352.0,39.0,3947.0,A,-43.0,72.0,32.0
-323.0,-45.0,3937.0,A,-50.0,59.0,25.0
-286.0,-58.0,3935.0,A,-51.0,49.0,27.0
-306.0,44.0,3953.0,A,-41.0,41.0,36.0
-396.0,155.0,3972.0,A,-19.0,34.0,41.0
-471.0,147.0,3970.0,A,-4.0,25.0,44.0
-450.0,40.0,3953.0,A,-9.0,17.0,47.0
-357.0,-49.0,3959.0,A,-28.0,14.0,48.0
-293.0,-55.0,3994.0,A,-44.0,18.0,38.0
-295.0,-15.0,4020.0,A,-59.0,22.0,30.0
-321.0,17.0,4013.0,A,-86.0,18.0,38.0
-331.0,37.0,3993.0,A,-126.0,4.0,60.0
-341.0,53.0,3990.0,A,-155.0,-2.0,67.0
-357.0,47.0,3990.0,A,-159.0,9.0,47.0
-353.0,11.0,3970.0,A,-140.0,37.0,17.0
-324.0,-22.0,3950.0,A,-106.0,57.0,5.0
-318.0,-14.0,3972.0,A,-68.0,51.0,9.0
-350.0,20.0,4025.0,A,-35.0,25.0,10.0
-368.0,36.0,4058.0,A,-19.0,4.0,-4.0
-332.0,19.0,4053.0,A,-19.0,3.0,-20.0
-296.0,12.0,4042.0,A,-25.0,21.0,-26.0
-317.0,40.0,4050.0,A,-26.0,43.0,-21.0
-359.0,76.0,4068.0,A,-28.0,60.0,-21.0
-345.0,81.0,4098.0,A,-35.0,65.0,-29.0
-285.0,74.0,4161.0,A,-44.0,67.0,-40.0
-253.0,91.0,4233.0,A,-49.0,78.0,-42.0
-265.0,125.0,4268.0,A,-55.0,103.0,-34.0
-264.0,135.0,4295.0,A,-62.0,138.0,-26.0
-237.0,139.0,4431.0,A,-66.0,167.0,-25.0
-241.0,201.0,4726.0,A,-58.0,182.0,-31.0
-294.0,331.0,5059.0,A,-48.0,177.0,-36.0
-317.0,440.0,5272.0,A,-44.0,157.0,-41.0
-259.0,457.0,5353.0,A,-46.0,130.0,-50.0
-174.0,443.0,5415.0,A,-43.0,109.0,-68.0
-144.0,495.0,5510.0,A,-34.0,109.0,-87.0
-151.0,587.0,5597.0,A,-35.0,133.0,-94.0
-129.0,597.0,5640.0,A,-65.0,176.0,-69.0
-74.0,507.0,5666.0,A,-122.0,226.0,-13.0
-35.0,444.0,5679.0,A,-186.0,271.0,52.0
-5.0,503.0,5641.0,A,-231.0,296.0,96.0
72.0,606.0,5538.0,A,-245.0,281.0,111.0
194.0,631.0,5427.0,A,-226.0,214.0,115.0
194.0,631.0,5427.0,A,-226.0,214.0,115.0
266.0,586.0,5346.0,A,-176.0,96.0,127.0
227.0,575.0,5275.0,A,-93.0,-45.0,140.0
119.0,611.0,5184.0,A,17.0,-176.0,136.0
21.0,610.0,5079.0,A,155.0,-280.0,118.0
-44.0,535.0,4956.0,A,312.0,-374.0,97.0
-96.0,460.0,4789.0,A,481.0,-489.0,77.0
-133.0,428.0,4582.0,A,647.0,-620.0,52.0
-130.0,382.0,4397.0,A,798.0,-731.0,33.0
-96.0,271.0,4265.0,A,926.0,-787.0,39.0
-60.0,148.0,4142.0,A,1031.0,-784.0,70.0
-42.0,81.0,3980.0,A,1103.0,-721.0,101.0
-29.0,45.0,3806.0,A,1134.0,-606.0,114.0
-5.0,-5.0,3669.0,A,1125.0,-480.0,106.0
33.0,-31.0,3563.0,A,1087.0,-423.0,87.0
65.0,33.0,3444.0,A,1019.0,-457.0,66.0
70.0,136.0,3285.0,A,920.0,-503.0,68.0
62.0,164.0,3108.0,A,812.0,-467.0,103.0
106.0,119.0,2952.0,A,741.0,-379.0,138.0
227.0,111.0,2853.0,A,726.0,-357.0,106.0
341.0,160.0,2813.0,A,748.0,-456.0,-14.0
316.0,154.0,2794.0,A,779.0,-604.0,-176.0
156.0,48.0,2764.0,A,825.0,-721.0,-320.0
17.0,-36.0,2771.0,A,883.0,-806.0,-428.0
1.0,-19.0,2866.0,A,912.0,-882.0,-504.0
4.0,-30.0,2994.0,A,861.0,-902.0,-516.0
-121.0,-239.0,3015.0,A,736.0,-798.0,-424.0
-345.0,-570.0,2895.0,A,575.0,-559.0,-252.0
-491.0,-779.0,2746.0,A,378.0,-225.0,-94.0
-501.0,-771.0,2667.0,A,117.0,174.0,-16.0
-486.0,-686.0,2610.0,A,-151.0,587.0,5.0
-534.0,-641.0,2508.0,A,-285.0,886.0,32.0
-585.0,-586.0,2398.0,A,-207.0,970.0,67.0
-572.0,-450.0,2347.0,A,-31.0,898.0,53.0
-541.0,-302.0,2321.0,A,36.0,849.0,-25.0
-562.0,-244.0,2259.0,A,-91.0,918.0,-94.0
-596.0,-260.0,2189.0,A,-308.0,1038.0,-80.0
-583.0,-253.0,2183.0,A,-448.0,1100.0,-13.0
-562.0,-194.0,2216.0,A,-415.0,1072.0,-7.0
-608.0,-127.0,2215.0,A,-186.0,962.0,-126.0
-671.0,-96.0,2178.0,A,209.0,767.0,-325.0
-626.0,-114.0,2160.0,A,670.0,520.0,-513.0
-485.0,-188.0,2151.0,A,1045.0,329.0,-642.0
-398.0,-275.0,2101.0,A,1234.0,272.0,-703.0
-444.0,-288.0,2013.0,A,1271.0,310.0,-700.0
-524.0,-205.0,1939.0,A,1256.0,339.0,-656.0
-517.0,-134.0,1877.0,A,1241.0,331.0,-623.0
-455.0,-174.0,1806.0,A,1210.0,318.0,-624.0
-435.0,-274.0,1759.0,A,1158.0,306.0,-626.0
-462.0,-304.0,1780.0,A,1104.0,256.0,-587.0
-457.0,-254.0,1816.0,A,1051.0,170.0,-524.0
-409.0,-220.0,1794.0,A,974.0,82.0,-467.0
-390.0,-243.0,1756.0,A,881.0,-14.0,-404.0
-439.0,-252.0,1803.0,A,816.0,-163.0,-319.0
-510.0,-198.0,1923.0,A,799.0,-332.0,-287.0
-573.0,-98.0,2041.0,A,770.0,-398.0,-408.0
-673.0,25.0,2195.0,A,665.0,-288.0,-650.0
-831.0,172.0,2479.0,A,477.0,-69.0,-829.0
-970.0,291.0,2821.0,A,254.0,136.0,-822.0
-992.0,318.0,3048.0,A,22.0,297.0,-704.0
-934.0,328.0,3199.0,A,-220.0,461.0,-645.0
-928.0,497.0,3542.0,A,-468.0,648.0,-704.0
-1030.0,849.0,4158.0,A,-691.0,819.0,-824.0
-1144.0,1141.0,4758.0,A,-857.0,934.0,-944.0
-1172.0,1154.0,5051.0,A,-958.0,992.0,-1053.0
-1152.0,974.0,5127.0,A,-1003.0,1003.0,-1131.0
-1202.0,878.0,5289.0,A,-1011.0,965.0,-1139.0
-1333.0,968.0,5620.0,A,-1005.0,879.0,-1068.0
-1434.0,1095.0,5954.0,A,-1013.0,768.0,-962.0
-1417.0,1103.0,6161.0,A,-1055.0,657.0,-858.0
-1330.0,1022.0,6271.0,A,-1142.0,562.0,-779.0
-1261.0,951.0,6315.0,A,-1270.0,476.0,-746.0
-1223.0,907.0,6268.0,A,-1430.0,399.0,-786.0
-1165.0,845.0,6149.0,A,-1608.0,343.0,-879.0
-1071.0,769.0,6043.0,A,-1792.0,344.0,-978.0
-969.0,710.0,5975.0,A,-1959.0,416.0,-1058.0
-876.0,663.0,5895.0,A,-2078.0,518.0,-1136.0
-784.0,601.0,5775.0,A,-2128.0,559.0,-1204.0
-715.0,543.0,5654.0,A,-2136.0,489.0,-1210.0
-714.0,529.0,5542.0,A,-2146.0,339.0,-1108.0
-779.0,552.0,5402.0,A,-2172.0,191.0,-928.0
-844.0,551.0,5222.0,A,-2166.0,94.0,-745.0
-867.0,499.0,5055.0,A,-2068.0,56.0,-618.0
-875.0,435.0,4931.0,A,-1856.0,68.0,-541.0
-909.0,416.0,4830.0,A,-1560.0,121.0,-487.0
-942.0,440.0,4725.0,A,-1226.0,186.0,-441.0
-928.0,465.0,4624.0,A,-907.0,233.0,-416.0
-885.0,451.0,4522.0,A,-637.0,253.0,-417.0
-878.0,397.0,4407.0,A,-434.0,264.0,-421.0
-912.0,321.0,4287.0,A,-294.0,278.0,-400.0
-927.0,243.0,4188.0,A,-218.0,301.0,-360.0
-883.0,172.0,4116.0,A,-187.0,333.0,-324.0
-826.0,112.0,4057.0,A,-149.0,370.0,-281.0
-811.0,66.0,4012.0,A,-45.0,380.0,-178.0
-829.0,36.0,3993.0,A,105.0,339.0,-5.0
-837.0,26.0,3985.0,A,210.0,261.0,168.0
-833.0,25.0,3968.0,A,208.0,193.0,258.0
-843.0,24.0,3954.0,A,140.0,151.0,264.0
-861.0,18.0,3944.0,A,90.0,109.0,246.0
-853.0,19.0,3900.0,A,80.0,44.0,235.0
-819.0,31.0,3803.0,A,73.0,-17.0,218.0
-793.0,46.0,3725.0,A,67.0,-38.0,188.0
-794.0,44.0,3738.0,A,93.0,-13.0,169.0
-802.0,26.0,3809.0,A,156.0,22.0,157.0
-814.0,10.0,3834.0,A,210.0,39.0,122.0
-848.0,16.0,3802.0,A,228.0,27.0,54.0
-897.0,31.0,3795.0,A,227.0,-2.0,-5.0
-911.0,36.0,3846.0,A,229.0,-34.0,-25.0
-875.0,30.0,3892.0,A,222.0,-50.0,-21.0
-829.0,30.0,3884.0,A,200.0,-43.0,-18.0
-819.0,39.0,3858.0,A,183.0,-15.0,-10.0
-830.0,46.0,3856.0,A,185.0,29.0,11.0
-835.0,46.0,3873.0,A,187.0,90.0,42.0
-842.0,55.0,3887.0,A,170.0,149.0,63.0
-866.0,82.0,3908.0,A,136.0,177.0,75.0
-878.0,107.0,3928.0,A,106.0,157.0,82.0
-847.0,115.0,3920.0,A,82.0,107.0,78.0
-798.0,111.0,3885.0,A,71.0,50.0,57.0
-786.0,109.0,3872.0,A,79.0,-4.0,38.0
-807.0,109.0,3897.0,A,105.0,-55.0,39.0
-813.0,101.0,3925.0,A,124.0,-88.0,56.0
-790.0,89.0,3929.0,A,123.0,-93.0,70.0
-777.0,87.0,3938.0,A,108.0,-78.0,73.0
-792.0,90.0,3970.0,A,97.0,-64.0,68.0
-761.0,79.0,3905.0,A,51.0,-12.0,52.0
-778.0,82.0,3904.0,A,59.0,-10.0,67.0
-776.0,81.0,3905.0,A,46.0,-7.0,62.0
-773.0,79.0,3904.0,A,23.0,-7.0,47.0
-799.0,93.0,3902.0,A,5.0,-5.0,32.0
-825.0,114.0,3891.0,A,0.0,1.0,22.0
-813.0,114.0,3874.0,A,-3.0,13.0,11.0
-785.0,93.0,3873.0,A,-2.0,26.0,5.0
-796.0,85.0,3904.0,A,1.0,40.0,3.0
-834.0,104.0,3943.0,A,6.0,50.0,3.0
-841.0,120.0,3957.0,A,7.0,54.0,0.0
-805.0,107.0,3946.0,A,7.0,48.0,0.0
-778.0,88.0,3942.0,A,5.0,40.0,5.0
-791.0,93.0,3949.0,A,0.0,34.0,16.0
-810.0,116.0,3954.0,A,-11.0,34.0,26.0
-803.0,121.0,3947.0,A,-20.0,36.0,36.0
-786.0,105.0,3940.0,A,-25.0,41.0,41.0
-792.0,93.0,3933.0,A,-30.0,49.0,39.0
-810.0,98.0,3924.0,A,-38.0,51.0,32.0
-816.0,102.0,3917.0,A,-35.0,46.0,31.0
-807.0,97.0,3924.0,A,-18.0,44.0,36.0
-803.0,93.0,3936.0,A,5.0,48.0,40.0
-806.0,98.0,3939.0,A,22.0,52.0,36.0
-807.0,98.0,3939.0,A,34.0,38.0,31.0
-804.0,86.0,3951.0,A,44.0,10.0,30.0
-809.0,79.0,3963.0,A,51.0,-19.0,32.0
-821.0,86.0,3956.0,A,50.0,-37.0,35.0
-832.0,98.0,3940.0,A,45.0,-44.0,36.0
-834.0,100.0,3946.0,A,35.0,-42.0,38.0
-832.0,99.0,3974.0,A,18.0,-35.0,37.0
-830.0,103.0,3987.0,A,0.0,-21.0,36.0
-835.0,108.0,3969.0,A,-4.0,-8.0,36.0
-842.0,103.0,3945.0,A,7.0,2.0,39.0
-845.0,101.0,3937.0,A,15.0,3.0,42.0
-837.0,113.0,3930.0,A,11.0,-4.0,49.0
-828.0,133.0,3906.0,A,8.0,-20.0,60.0
-829.0,141.0,3878.0,A,20.0,-33.0,71.0
-841.0,142.0,3871.0,A,30.0,-36.0,73.0
-847.0,152.0,3878.0,A,20.0,-37.0,72.0
-838.0,173.0,3878.0,A,6.0,-40.0,75.0
-822.0,183.0,3864.0,A,23.0,-46.0,85.0
-817.0,176.0,3856.0,A,70.0,-51.0,90.0
-821.0,165.0,3867.0,A,111.0,-57.0,89.0
-817.0,164.0,3890.0,A,118.0,-64.0,93.0
-795.0,162.0,3909.0,A,102.0,-66.0,102.0
-781.0,155.0,3920.0,A,84.0,-55.0,111.0
-803.0,152.0,3925.0,A,73.0,-42.0,113.0
-860.0,165.0,3932.0,A,66.0,-38.0,118.0
-910.0,177.0,3942.0,A,63.0,-40.0,130.0
-931.0,178.0,3954.0,A,59.0,-34.0,144.0
-937.0,182.0,3971.0,A,49.0,-13.0,150.0
-952.0,211.0,3996.0,A,31.0,7.0,154.0
-964.0,243.0,4018.0,A,11.0,20.0,156.0
-957.0,236.0,4022.0,A,-5.0,24.0,155.0
-946.0,180.0,4008.0,A,-16.0,23.0,149.0
-964.0,126.0,3993.0,A,-15.0,10.0,147.0
-997.0,116.0,3987.0,A,-2.0,-10.0,155.0
-1005.0,134.0,3983.0,A,17.0,-25.0,169.0
-978.0,130.0,3968.0,A,33.0,-28.0,179.0
-959.0,94.0,3950.0,A,42.0,-31.0,181.0
-970.0,69.0,3938.0,A,42.0,-39.0,175.0
-989.0,95.0,3931.0,A,34.0,-47.0,176.0
-988.0,150.0,3920.0,A,21.0,-39.0,197.0
-973.0,183.0,3908.0,A,15.0,-16.0,244.0
-956.0,164.0,3897.0,A,20.0,15.0,293.0
-934.0,121.0,3883.0,A,30.0,45.0,319.0
-907.0,99.0,3856.0,A,32.0,65.0,319.0
-895.0,121.0,3826.0,A,32.0,65.0,317.0
-893.0,167.0,3810.0,A,34.0,48.0,321.0
-872.0,207.0,3803.0,A,34.0,29.0,320.0
-823.0,218.0,3790.0,A,23.0,26.0,301.0
-789.0,209.0,3775.0,A,13.0,35.0,279.0
-798.0,199.0,3777.0,A,19.0,46.0,270.0
-821.0,206.0,3790.0,A,43.0,51.0,276.0
-819.0,222.0,3793.0,A,73.0,54.0,286.0
-809.0,230.0,3782.0,A,109.0,56.0,301.0
-823.0,222.0,3788.0,A,151.0,64.0,320.0
-852.0,217.0,3822.0,A,186.0,92.0,336.0
-854.0,228.0,3862.0,A,181.0,150.0,338.0
-827.0,252.0,3880.0,A,130.0,223.0,336.0
-799.0,271.0,3881.0,A,57.0,287.0,341.0
-784.0,273.0,3876.0,A,-3.0,327.0,361.0
-767.0,253.0,3864.0,A,-43.0,347.0,386.0
-753.0,214.0,3844.0,A,-63.0,359.0,408.0
-766.0,166.0,3846.0,A,-64.0,365.0,416.0
-808.0,140.0,3893.0,A,-44.0,359.0,406.0
-840.0,150.0,3957.0,A,-15.0,329.0,386.0
-830.0,179.0,3979.0,A,6.0,277.0,376.0
-788.0,190.0,3946.0,A,8.0,214.0,388.0
-758.0,177.0,3901.0,A,-6.0,169.0,421.0
-767.0,165.0,3891.0,A,-36.0,159.0,461.0
-809.0,174.0,3906.0,A,-69.0,180.0,495.0
-839.0,185.0,3914.0,A,-95.0,208.0,504.0
-829.0,177.0,3903.0,A,-110.0,230.0,478.0
-791.0,153.0,3895.0,A,-119.0,238.0,413.0
-773.0,138.0,3903.0,A,-128.0,238.0,325.0
-790.0,138.0,3919.0,A,-139.0,231.0,241.0
-813.0,151.0,3926.0,A,-142.0,222.0,197.0
-809.0,168.0,3922.0,A,-126.0,209.0,220.0
-786.0,187.0,3912.0,A,-93.0,193.0,305.0
-761.0,194.0,3903.0,A,-52.0,178.0,402.0
-737.0,190.0,3898.0,A,-19.0,178.0,462.0
-713.0,188.0,3900.0,A,0.0,190.0,479.0
-705.0,200.0,3902.0,A,2.0,198.0,485.0
-717.0,209.0,3901.0,A,-5.0,186.0,500.0
-733.0,196.0,3897.0,A,-23.0,165.0,514.0
-733.0,172.0,3894.0,A,-43.0,149.0,511.0
-729.0,163.0,3891.0,A,-61.0,139.0,500.0
-734.0,178.0,3889.0,A,-70.0,124.0,489.0
-745.0,201.0,3892.0,A,-73.0,105.0,476.0
-757.0,228.0,3903.0,A,-70.0,92.0,459.0
-779.0,262.0,3910.0,A,-60.0,91.0,448.0
-798.0,279.0,3901.0,A,-42.0,100.0,444.0
-782.0,247.0,3879.0,A,-29.0,123.0,441.0
-732.0,179.0,3869.0,A,-28.0,163.0,431.0
-704.0,134.0,3880.0,A,-36.0,215.0,423.0
-731.0,139.0,3900.0,A,-40.0,261.0,418.0
-771.0,161.0,3905.0,A,-37.0,294.0,409.0
-773.0,152.0,3895.0,A,-33.0,314.0,398.0
-758.0,124.0,3880.0,A,-34.0,320.0,401.0
-775.0,113.0,3873.0,A,-35.0,303.0,418.0
-813.0,129.0,3874.0,A,-37.0,272.0,425.0
-813.0,143.0,3878.0,A,-42.0,242.0,404.0
-769.0,145.0,3878.0,A,-54.0,226.0,371.0
-769.0,145.0,3878.0,A,-54.0,226.0,371.0
-733.0,143.0,3866.0,A,-66.0,212.0,346.0
-743.0,140.0,3850.0,A,-74.0,195.0,334.0
-773.0,125.0,3846.0,A,-77.0,177.0,325.0
-793.0,107.0,3861.0,A,-82.0,163.0,316.0
-794.0,100.0,3876.0,A,-87.0,144.0,313.0
-791.0,109.0,3874.0,A,-92.0,116.0,311.0
