Subject,Class,AccelerometerX,AccelerometerY,AccelerometerZ
U001,0,-317,-3000,925
U001,0,-284,-2968,903
U001,0,-243,-2987,933
U001,0,-193,-3051,936
U001,0,-150,-3059,915
U001,0,-97,-3107,928
U001,0,-15,-3156,952
U001,0,36,-3285,946
U001,0,58,-3336,962
U001,0,60,-3381,925
U001,0,56,-3449,846
U001,0,52,-3455,793
U001,0,69,-3455,746
U001,0,26,-3471,671
U001,0,24,-3464,550
U001,0,-4,-3445,464
U001,0,22,-3400,440
U001,0,64,-3360,441
U001,0,58,-3295,456
U001,0,-67,-3549,522
U001,0,-147,-3716,631
U001,0,-9,-3657,659
U001,0,112,-3617,567
U001,0,93,-3573,545
U001,0,52,-3600,642
U001,0,50,-3747,637
U001,0,44,-3840,625
U001,0,-38,-3888,713
U001,0,2,-3931,711
U001,0,4,-4033,715
U001,0,-32,-4119,753
U001,0,-18,-4158,781
U001,0,3,-4211,788
U001,0,-9,-4230,785
U001,0,-36,-4282,706
U001,0,-46,-4358,580
U001,0,-40,-4445,424
U001,0,-31,-4505,339
U001,0,-39,-4547,352
U001,0,-122,-4660,701
U001,0,-637,-4872,1158
U001,0,-964,-5287,1218
U001,0,-1043,-5466,1269
U001,0,-1044,-5511,1147
U001,0,-784,-5391,619
U001,0,-321,-5082,254
U001,0,-76,-4724,521
U001,0,-82,-4345,774
U001,0,41,-4166,583
U001,0,-46,-4248,856
U001,0,-316,-4092,1004
U001,0,-611,-3960,1219
U001,0,-1067,-3927,1603
U001,0,-1470,-4071,1847
U001,0,-1593,-4285,1549
U001,0,-1389,-4472,1128
U001,0,-1138,-4446,941
U001,0,-1043,-4170,997
U001,0,-1032,-3853,1104
U001,0,-1049,-3822,1211
U001,0,-1091,-3730,1223
U001,0,-1123,-3577,1298
U001,0,-1050,-3422,1454
U001,0,-1003,-3294,1611
U001,0,-942,-3386,1612
U001,0,-816,-3431,1550
U001,0,-721,-3644,1433
U001,0,-797,-3766,1301
U001,0,-908,-3718,1162
U001,0,-901,-3761,1035
U001,0,-877,-3641,966
U001,0,-868,-3557,930
U001,0,-847,-3449,961
U001,0,-869,-3392,946
U001,0,-813,-3427,883
U001,0,-755,-3439,803
U001,0,-693,-3477,761
U001,0,-693,-3511,796
U001,0,-714,-3533,818
U001,0,-707,-3517,836
U001,0,-687,-3475,829
U001,0,-628,-3495,825
U001,0,-583,-3509,780
U001,0,-520,-3478,719
U001,0,-507,-3497,674
U001,0,-502,-3531,627
U001,0,-432,-3563,571
U001,0,-399,-3560,550
U001,0,-387,-3567,607
U001,0,-424,-3568,691
U001,0,-372,-3509,688
U001,0,-360,-3489,670
U001,0,-425,-3432,714
U001,0,-474,-3334,741
U001,0,-480,-3375,737
U001,0,-526,-3326,749
U001,0,-549,-3314,763
U001,0,-537,-3344,674
U001,0,-575,-3461,698
U001,0,-578,-3582,745
U001,0,-571,-3643,775
U001,0,-581,-3703,813
U001,0,-575,-3788,861
U001,0,-527,-3871,823
U001,0,-515,-4021,749
U001,0,-464,-4237,688
U001,0,-390,-4401,705
U001,0,-356,-4477,751
U001,0,-396,-4650,806
U001,0,-442,-4808,883
U001,0,-422,-4891,958
U001,0,-381,-4919,1000
U001,0,-368,-4846,971
U001,0,-369,-4801,888
U001,0,-517,-4741,953
U001,0,-749,-4873,1122
U001,0,-247,-5190,1573
U001,0,144,-5539,1909
U001,0,-142,-5555,1709
U001,0,-698,-5275,1505
U001,0,-860,-4961,1487
U001,0,-770,-4641,1492
U001,0,-727,-4295,1462
U001,0,-714,-4066,1422
U001,0,-659,-3784,1436
U001,0,-586,-3440,1410
U001,0,-514,-3001,1543
U001,0,-467,-2646,1819
U001,0,-581,-2406,2091
U001,0,-698,-2455,2261
U001,0,-604,-2704,2090
U001,0,-439,-3198,1882
U001,0,-337,-3729,1953
U001,0,-320,-4134,1926
U001,0,-377,-4541,1775
U001,0,-491,-4535,1531
U001,0,-430,-4220,1488
U001,0,-289,-4080,1564
U001,0,-298,-4138,1621
U001,0,-343,-4256,1581
U001,0,-412,-4131,1642
U001,0,-321,-3908,1523
U001,0,-125,-3668,1339
U001,0,-21,-3437,1209
U001,0,64,-3257,1076
U001,0,108,-3096,982
U001,0,103,-2959,902
U001,0,81,-2894,799
U001,0,21,-2772,776
U001,0,-12,-2673,811
U001,0,-70,-2713,823
U001,0,-59,-2733,852
U001,0,-35,-2804,896
U001,0,-29,-2986,873
U001,0,17,-3111,838
U001,0,84,-3193,790
U001,0,126,-3262,677
U001,0,144,-3335,582
U001,0,195,-3351,497
U001,0,208,-3395,382
U001,0,158,-3402,337
U001,0,138,-3400,312
U001,0,97,-3352,321
U001,0,46,-3259,362
U001,0,42,-3156,375
U001,0,37,-3121,371
U001,0,30,-3277,389
U001,0,31,-3449,394
U001,0,120,-3645,433
U001,0,187,-3930,461
U001,0,95,-4125,488
U001,0,69,-4217,507
U001,0,92,-4292,512
U001,0,64,-4360,398
U001,0,70,-4370,264
U001,0,61,-4387,184
U001,0,103,-4398,119
U001,0,221,-4409,27
U001,0,309,-4415,-31
U001,0,470,-4431,-40
U001,0,640,-4664,-63
U001,0,773,-4836,-94
U001,0,778,-4912,-111
U001,0,639,-5126,81
U001,0,-146,-5418,690
U001,0,-997,-5470,938
U001,0,-1012,-5429,1011
U001,0,-580,-5350,954
U001,0,-552,-5132,764
U001,0,-648,-4900,529
U001,0,-494,-4815,468
U001,0,-182,-4656,445
U001,0,-88,-4315,592
U001,0,-423,-4158,913
U001,0,-1234,-4432,1788
U001,0,-1848,-4839,2444
U001,0,-1731,-4954,1986
U001,0,-1311,-4833,1021
U001,0,-989,-4765,356
U001,0,-974,-4869,359
U001,0,-956,-4739,557
U001,0,-844,-4586,711
U001,0,-921,-4511,990
U001,0,-962,-4266,1063
U001,0,-938,-3915,1008
U001,0,-832,-3662,972
U001,0,-805,-3521,978
U001,0,-844,-3418,977
U001,0,-783,-3376,899
U001,0,-677,-3354,793
U001,0,-619,-3328,775
U001,0,-624,-3292,747
U001,0,-650,-3281,682
U001,0,-646,-3231,683
U001,0,-648,-3162,694
U001,0,-684,-3099,672
U001,0,-659,-3102,648
U001,0,-668,-3085,657
U001,0,-693,-3126,601
U001,0,-672,-3195,522
U001,0,-651,-3219,465
U001,0,-572,-3292,393
U001,0,-495,-3356,427
U001,0,-468,-3401,495
U001,0,-445,-3418,551
U001,0,-365,-3387,538
U001,0,-341,-3358,550
U001,0,-357,-3372,565
U001,0,-323,-3423,528
U001,0,-273,-3458,506
U001,0,-236,-3512,490
U001,0,-232,-3527,417
U001,0,-209,-3539,405
U001,0,-268,-3557,383
U001,0,-359,-3518,339
U001,0,-442,-3524,356
U001,0,-535,-3622,345
U001,0,-649,-3730,413
U001,0,-710,-3793,533
U001,0,-684,-3853,682
U001,0,-576,-3971,808
U001,0,-539,-4148,839
U001,0,-522,-4311,927
U001,0,-664,-4456,948
U001,0,-719,-4627,1006
U001,0,-671,-4744,1044
U001,0,-587,-4783,1006
U001,0,-583,-4848,916
U001,0,-651,-4933,770
U001,0,-574,-4884,894
U001,0,-857,-4911,546
U001,0,-407,-4907,962
U001,0,-4,-5022,1428
U001,0,-34,-5055,1567
U001,0,-367,-4877,1496
U001,0,-648,-4579,1632
U001,0,-787,-4169,1752
U001,0,-690,-3692,1654
U001,0,-557,-3385,1424
U001,0,-365,-3029,1261
U001,0,-235,-2609,1401
U001,0,-619,-2335,1977
U001,0,-812,-2513,2512
U001,0,-598,-3001,2690
U001,0,-420,-3775,2734
U001,0,-573,-4431,2586
U001,0,-745,-4981,2318
U001,0,-847,-5168,2023
U001,0,-671,-5124,1678
U001,0,-471,-4952,1598
U001,0,-298,-4425,1502
U001,0,-282,-4241,1350
U001,0,-382,-4088,1388
U001,0,-461,-3792,1388
U001,0,-417,-3541,1343
U001,0,-281,-3393,1336
U001,0,-159,-3301,1186
U001,0,-3,-3161,965
U001,0,125,-2995,877
U001,0,183,-2928,817
U001,0,137,-2858,834
U001,0,124,-2768,900
U001,0,79,-2800,888
U001,0,49,-2892,766
U001,0,-9,-2982,756
U001,0,-1,-3009,745
U001,0,-53,-3055,786
U001,0,-113,-3074,730
U001,0,-83,-3032,693
U001,0,38,-3040,595
U001,0,72,-3088,526
U001,0,19,-3136,442
U001,0,7,-3177,309
U001,0,25,-3212,216
U001,0,32,-3236,139
U001,0,75,-3211,88
U001,0,126,-3147,77
U001,0,192,-3142,47
U001,0,218,-3142,63
U001,0,230,-3132,221
U001,0,19,-3740,281
U001,0,64,-4249,423
U001,0,241,-4281,687
U001,0,283,-4507,767
U001,0,298,-4782,699
U001,0,297,-4817,590
U001,0,317,-4940,488
U001,0,424,-5098,240
U001,0,561,-5097,-8
U001,0,664,-5077,-151
U001,0,738,-5095,-350
U001,0,800,-4926,-475
U001,0,914,-4859,-312
U001,0,558,-5051,448
U001,0,-515,-5225,861
U001,0,-1106,-5496,1019
U001,0,-1085,-5254,1254
U001,0,-924,-5200,1424
U001,0,-1070,-5429,1305
U001,0,-838,-5098,1010
U001,0,-472,-4876,841
U001,0,-257,-4559,795
U001,0,-289,-4199,893
U001,0,-660,-4000,1122
U001,0,-1354,-4102,1567
U001,0,-1693,-4282,1606
U001,0,-1439,-4452,1164
U001,0,-1169,-4529,1005
U001,0,-1172,-4659,1017
U001,0,-1076,-4742,885
U001,0,-975,-4609,845
U001,0,-915,-4375,965
U001,0,-881,-4086,1022
U001,0,-846,-3694,934
U001,0,-800,-3386,948
U001,0,-785,-3219,977
U001,0,-834,-3173,1047
U001,0,-871,-3167,1066
U001,0,-816,-3213,990
U001,0,-723,-3308,914
U001,0,-733,-3329,900
U001,0,-759,-3328,897
U001,0,-752,-3295,854
U001,0,-762,-3235,752
U001,0,-776,-3182,712
U001,0,-746,-3173,694
U001,0,-736,-3144,704
U001,0,-749,-3169,678
U001,0,-685,-3202,603
U001,0,-565,-3260,619
U001,0,-562,-3289,651
U001,0,-565,-3374,664
U001,0,-535,-3402,580
U001,0,-515,-3343,594
U001,0,-484,-3345,627
U001,0,-455,-3373,683
U001,0,-434,-3434,694
U001,0,-432,-3481,672
U001,0,-419,-3568,668
U001,0,-394,-3642,648
U001,0,-412,-3584,627
U001,0,-421,-3574,659
U001,0,-484,-3545,682
U001,0,-592,-3537,500
U001,0,-643,-3498,406
U001,0,-699,-3546,480
U001,0,-799,-3571,537
U001,0,-759,-3618,644
U001,0,-695,-3759,857
U001,0,-731,-3952,946
U001,0,-707,-4134,1074
U001,0,-738,-4330,1152
U001,0,-809,-4588,1279
U001,0,-863,-4656,1348
U001,0,-803,-4961,1260
U001,0,-748,-5068,1320
U001,0,-651,-5105,1324
U001,0,-597,-5286,1335
U001,0,-524,-5309,1410
U001,0,-538,-5313,1403
U001,0,-589,-5148,1328
U001,0,-388,-5033,1299
U001,0,-396,-4938,1264
U001,0,-505,-4688,1102
U001,0,-551,-4188,1023
U001,0,-490,-3799,1062
U001,0,-484,-3333,1215
U001,0,-245,-2962,1456
U001,0,-66,-2710,2076
U001,0,-317,-2789,2918
U001,0,-516,-2906,3096
U001,0,-597,-3364,2465
U001,0,-401,-3873,1931
U001,0,-387,-4060,1638
U001,0,-494,-3934,1484
U001,0,-388,-3912,1459
U001,0,-254,-3738,1477
U001,0,-131,-3713,1288
U001,0,-75,-3591,1095
U001,0,-231,-3545,1222
U001,0,-324,-3633,1337
U001,0,-228,-3559,1248
U001,0,-193,-3598,1251
U001,0,-63,-3502,1186
U001,0,48,-3430,1025
U001,0,53,-3366,950
U001,0,80,-3327,868
U001,0,72,-3304,756
U001,0,74,-3204,641
U001,0,63,-3189,579
U001,0,53,-3212,578
U001,0,55,-3204,577
U001,0,45,-3195,650
U001,0,30,-3224,619
U001,0,54,-3184,635
U001,0,110,-3118,591
U001,0,146,-3108,525
U001,0,164,-3053,464
U001,0,165,-3100,439
U001,0,164,-3182,394
U001,0,146,-3239,328
U001,0,166,-3311,238
U001,0,212,-3385,174
U001,0,273,-3433,154
U001,0,305,-3478,163
U001,0,305,-3608,232
U001,0,269,-3763,449
U001,0,138,-3915,725
U001,0,12,-4294,907
U001,0,72,-4601,897
U001,0,248,-4777,779
U001,0,334,-4943,704
U001,0,390,-5036,485
U001,0,444,-5234,304
U001,0,514,-5298,277
U001,0,508,-5373,245
U001,0,312,-5393,359
U001,0,58,-5528,561
U001,0,-277,-5448,875
U001,0,-375,-5416,975
U001,0,-227,-5394,810
U001,0,-253,-5284,723
U001,0,-395,-5003,755
U001,0,-201,-4734,788
U001,0,-170,-4406,687
U001,0,-364,-4153,614
U001,0,-695,-4124,1069
U001,0,-1263,-4226,1781
U001,0,-1666,-4410,1973
U001,0,-1561,-4464,1575
U001,0,-1259,-4451,1066
U001,0,-1000,-4411,898
U001,0,-887,-4375,833
U001,0,-896,-4322,927
U001,0,-901,-4193,1026
U001,0,-882,-3983,1105
U001,0,-890,-3768,1126
U001,0,-845,-3523,1039
U001,0,-825,-3237,1004
U001,0,-807,-3118,1042
U001,0,-814,-3035,1017
U001,0,-729,-3035,966
U001,0,-656,-3071,948
U001,0,-642,-3109,945
U001,0,-647,-3190,932
U001,0,-664,-3200,922
U001,0,-671,-3155,863
U001,0,-686,-3149,835
U001,0,-670,-3097,804
U001,0,-663,-3105,809
U001,0,-645,-3115,802
U001,0,-657,-3108,751
U001,0,-653,-3161,775
U001,0,-605,-3230,786
U001,0,-565,-3217,732
U001,0,-533,-3194,691
U001,0,-520,-3245,706
U001,0,-479,-3282,664
U001,0,-459,-3375,681
U001,0,-417,-3502,673
U001,0,-408,-3590,650
U001,0,-417,-3603,622
U001,0,-390,-3677,594
U001,0,-396,-3764,584
U001,0,-431,-3851,572
U001,0,-504,-3950,519
U001,0,-500,-3959,397
U001,0,-519,-3963,342
U001,0,-689,-3973,264
U001,0,-782,-4105,157
U001,0,-880,-4203,199
U001,0,-890,-4251,413
U001,0,-772,-4223,734
U001,0,-597,-4202,1075
U001,0,-411,-4010,1579
U001,0,-603,-4261,1492
U001,0,-791,-4456,1452
U001,0,-727,-4502,1401
U001,0,-671,-4753,1289
U001,0,-601,-4900,1296
U001,0,-584,-4977,1411
U001,0,-493,-5118,1541
U001,0,-603,-5163,1637
U001,0,-805,-5021,1680
U001,0,-722,-4818,1628
U001,0,-644,-4568,1604
U001,0,-737,-4181,1380
U001,0,-724,-3831,1109
U001,0,-502,-3428,1150
U001,0,-336,-3019,1367
U001,0,-229,-2558,1688
U001,0,-336,-2482,2561
U001,0,-340,-3030,3288
U001,0,-395,-3709,3259
U001,0,-575,-4489,2715
U001,0,-625,-4947,2263
U001,0,-525,-4965,1954
U001,0,-596,-4550,1644
U001,0,-526,-4290,1461
U001,0,-386,-3839,1397
U001,0,-435,-3673,1244
U001,0,-417,-3719,1239
U001,0,-446,-3749,1307
U001,0,-414,-3567,1373
U001,0,-337,-3484,1290
U001,0,-228,-3406,1232
U001,0,-67,-3331,1049
U001,0,94,-3221,813
U001,0,104,-3116,793
U001,0,91,-3080,723
U001,0,120,-2998,678
U001,0,18,-3073,581
U001,0,37,-3064,556
U001,0,37,-3109,590
U001,0,24,-3170,616
U001,0,54,-3173,707
U001,0,94,-3148,748
U001,0,156,-3149,723
U001,0,207,-3142,650
U001,0,255,-3155,556
U001,0,218,-3175,483
U001,0,198,-3200,430
U001,0,202,-3241,377
U001,0,207,-3261,296
U001,0,204,-3230,255
U001,0,241,-3170,242
U001,0,299,-3111,229
U001,0,373,-3095,279
U001,0,374,-3174,456
U001,0,95,-3710,589
U001,0,73,-4111,618
U001,0,173,-4210,627
U001,0,112,-4381,685
U001,0,158,-4663,641
U001,0,149,-4902,698
U001,0,123,-4975,768
U001,0,181,-4938,613
U001,0,294,-5032,299
U001,0,430,-4863,115
U001,0,553,-4844,101
U001,0,437,-4975,471
U001,0,-166,-5340,868
U001,0,-532,-5541,940
U001,0,-439,-5620,961
U001,0,-156,-5449,987
U001,0,-183,-5267,870
U001,0,-232,-5117,678
U001,0,-250,-4887,741
U001,0,-343,-4560,905
U001,0,-420,-4334,940
U001,0,-727,-4341,1291
U001,0,-1291,-4497,1854
U001,0,-1536,-4674,1836
U001,0,-1476,-4668,1412
U001,0,-1283,-4557,897
U001,0,-1048,-4554,821
U001,0,-979,-4534,968
U001,0,-901,-4389,1000
U001,0,-929,-4155,1117
U001,0,-976,-3940,1183
U001,0,-1024,-3704,1225
U001,0,-1013,-3455,1146
U001,0,-927,-3319,964
U001,0,-884,-3242,903
U001,0,-908,-3125,920
U001,0,-898,-3067,962
U001,0,-796,-3076,951
U001,0,-711,-3182,915
U001,0,-697,-3267,865
U001,0,-682,-3297,814
U001,0,-644,-3307,824
U001,0,-653,-3264,795
U001,0,-667,-3207,753
U001,0,-625,-3216,759
U001,0,-598,-3228,767
U001,0,-568,-3222,748
U001,0,-548,-3227,701
U001,0,-527,-3256,691
U001,0,-523,-3315,663
U001,0,-486,-3343,578
U001,0,-437,-3362,535
U001,0,-412,-3386,548
U001,0,-392,-3369,566
U001,0,-428,-3338,647
U001,0,-423,-3340,616
U001,0,-406,-3379,589
U001,0,-411,-3490,523
U001,0,-445,-3513,537
U001,0,-418,-3483,506
U001,0,-438,-3609,462
U001,0,-531,-3679,540
U001,0,-632,-3713,533
U001,0,-689,-3738,521
U001,0,-721,-3743,601
U001,0,-752,-3764,767
U001,0,-641,-3986,897
U001,0,-532,-4041,1127
U001,0,-591,-4119,1123
U001,0,-668,-4231,1081
U001,0,-718,-4453,1097
U001,0,-821,-4668,1209
U001,0,-799,-4833,1271
U001,0,-762,-5094,1308
U001,0,-740,-5254,1394
U001,0,-626,-5376,1417
U001,0,-666,-5396,1469
U001,0,-784,-5149,1501
U001,0,-706,-5138,1427
U001,0,-655,-5131,1420
U001,0,-704,-4978,1408
U001,0,-635,-4753,1464
U001,0,-508,-4567,1743
U001,0,-560,-4283,2005
U001,0,-493,-3981,2004
U001,0,-287,-3625,1923
U001,0,-163,-3091,2059
U001,0,-556,-2858,2666
U001,0,-691,-2702,2541
U001,0,-520,-2772,2015
U001,0,-385,-2914,1639
U001,0,-487,-3257,1461
U001,0,-607,-3411,1397
U001,0,-568,-3597,1292
U001,0,-439,-3579,1097
U001,0,-255,-3524,982
U001,0,-174,-3383,1010
U001,0,-228,-3386,1252
U001,0,-235,-3399,1474
U001,0,-241,-3515,1548
U001,0,-205,-3536,1401
U001,0,-94,-3476,1173
U001,0,39,-3392,1071
U001,0,123,-3333,1062
U001,0,163,-3226,1043
U001,0,202,-3160,996
U001,0,140,-3168,1003
U001,0,53,-3194,938
U001,0,39,-3177,864
U001,0,36,-3128,885
U001,0,35,-3084,864
U001,0,63,-3096,817
U001,0,118,-3077,754
U001,0,164,-3083,704
U001,0,215,-3118,672
U001,0,256,-3164,643
U001,0,261,-3278,586
U001,0,260,-3367,525
U001,0,252,-3426,466
U001,0,336,-3406,380
U001,0,385,-3341,364
U001,0,349,-3273,347
U001,0,348,-3263,266
U001,0,415,-3168,299
U001,0,322,-3497,531
U001,0,-93,-4168,651
U001,0,-23,-4388,759
U001,0,206,-4320,662
U001,0,385,-4549,551
U001,0,351,-4937,508
U001,0,261,-5163,455
U001,0,384,-5237,279
U001,0,518,-5376,159
U001,0,411,-5451,265
U001,0,44,-5547,707
U001,0,-403,-5629,968
U001,0,-492,-5628,965
U001,0,-255,-5501,953
U001,0,-359,-5404,1070
U001,0,-681,-5392,1244
U001,0,-670,-5199,1234
U001,0,-500,-4797,1095
U001,0,-348,-4435,890
U001,0,-368,-4132,808
U001,0,-567,-3990,1153
U001,0,-1025,-3976,1646
U001,0,-1370,-4187,1661
U001,0,-1303,-4346,1385
U001,0,-1126,-4374,1186
U001,0,-1083,-4490,1007
U001,0,-1114,-4552,1005
U001,0,-946,-4331,1029
U001,0,-813,-4015,1038
U001,0,-833,-3802,1097
U001,0,-865,-3583,1144
U001,0,-851,-3376,1120
U001,0,-850,-3233,1161
U001,0,-850,-3185,1140
U001,0,-768,-3215,1123
U001,0,-657,-3286,1079
U001,0,-645,-3337,984
U001,0,-673,-3299,887
U001,0,-668,-3240,818
U001,0,-693,-3177,831
U001,0,-700,-3117,817
U001,0,-666,-3093,808
U001,0,-624,-3049,789
U001,0,-572,-3074,751
U001,0,-568,-3132,713
U001,0,-535,-3180,665
U001,0,-501,-3239,689
U001,0,-417,-3243,631
U001,0,-423,-3295,536
U001,0,-414,-3322,465
U001,0,-375,-3347,443
U001,0,-347,-3370,478
U001,0,-346,-3390,512
U001,0,-385,-3386,581
U001,0,-329,-3472,572
U001,0,-303,-3524,576
U001,0,-328,-3483,615
U001,0,-316,-3634,522
U001,0,-364,-3627,541
U001,0,-460,-3676,471
U001,0,-554,-3643,448
U001,0,-582,-3739,383
U001,0,-657,-3862,531
U001,0,-720,-3910,638
U001,0,-748,-4000,771
U001,0,-741,-4151,929
U001,0,-794,-4283,1112
U001,0,-798,-4507,1242
U001,0,-712,-4886,1214
U001,0,-665,-4927,1298
U001,0,-604,-4946,1213
U001,0,-546,-4982,1001
U001,0,-633,-4933,905
U001,0,-862,-4822,827
U001,0,-706,-4927,866
U001,0,-307,-5138,1212
U001,0,12,-5212,1563
U001,0,-165,-5182,1489
U001,0,-378,-4926,1445
U001,0,-504,-4624,1460
U001,0,-479,-4315,1490
U001,0,-462,-3946,1521
U001,0,-472,-3581,1496
U001,0,-495,-3248,1466
U001,0,-415,-2932,1423
U001,0,-355,-2629,1722
U001,0,-416,-2655,2495
U001,0,-437,-2986,2920
U001,0,-361,-3557,2819
U001,0,-295,-4080,2661
U001,0,-349,-4490,2264
U001,0,-340,-4662,2027
U001,0,-263,-4616,1766
U001,0,-198,-4369,1508
U001,0,-108,-3994,1363
U001,0,-212,-3872,1240
U001,0,-263,-3803,1142
U001,0,-266,-3730,1210
U001,0,-212,-3659,1252
U001,0,-152,-3640,1300
U001,0,-68,-3490,1266
U001,0,132,-3386,1053
U001,0,216,-3272,1044
U001,0,184,-3174,1012
U001,0,143,-3134,925
U001,0,106,-3052,782
U001,0,81,-2973,696
U001,0,99,-2849,691
U001,0,-47,-2966,595
U001,0,13,-2901,630
U001,0,102,-2890,729
U001,0,151,-2966,773
U001,0,189,-3032,764
U001,0,226,-3094,726
U001,0,260,-3172,723
U001,0,283,-3210,661
U001,0,273,-3271,573
U001,0,276,-3288,468
U001,0,302,-3254,367
U001,0,313,-3249,322
U001,0,378,-3243,297
U001,0,429,-3243,285
U001,0,501,-3292,204
U001,0,545,-3381,170
U001,0,514,-3553,315
U001,0,315,-4029,416
U001,0,367,-4212,592
U001,0,461,-4424,706
U001,0,409,-4597,771
U001,0,349,-4761,787
U001,0,326,-4798,754
U001,0,386,-4950,644
U001,0,470,-5017,467
U001,0,506,-5116,246
U001,0,592,-5030,-65
U001,0,641,-4945,-168
U001,0,639,-4894,97
U001,0,363,-5106,709
U001,0,-318,-5161,1230
U001,0,-769,-5163,1235
U001,0,-660,-5251,1298
U001,0,-512,-5294,1522
U001,0,-612,-5262,1678
U001,0,-569,-5093,1389
U001,0,-453,-4792,1299
U001,0,-360,-4328,1120
U001,0,-360,-3879,936
U001,0,-561,-3689,1073
U001,0,-1050,-3761,1547
U001,0,-1384,-4025,1589
U001,0,-1285,-4303,1281
U001,0,-1214,-4594,1148
U001,0,-1139,-4712,1081
U001,0,-1061,-4732,999
U001,0,-1097,-4512,1039
U001,0,-1093,-4113,1188
U001,0,-1041,-3753,1227
U001,0,-1003,-3495,1303
U001,0,-999,-3318,1368
U001,0,-1012,-3258,1381
U001,0,-961,-3320,1324
U001,0,-917,-3465,1243
U001,0,-973,-3484,1078
U001,0,-1025,-3392,959
U001,0,-1009,-3272,932
U001,0,-1002,-3220,931
U001,0,-1042,-3117,895
U001,0,-1054,-3090,852
U001,0,-981,-3083,950
U001,0,-906,-3040,961
U001,0,-846,-3071,945
U001,0,-857,-3145,974
U001,0,-793,-3168,906
U001,0,-791,-3258,924
U001,0,-818,-3345,951
U001,0,-823,-3406,919
U001,0,-761,-3462,903
U001,0,-732,-3452,885
U001,0,-671,-3411,875
U001,0,-598,-3364,796
U001,0,-553,-3327,735
U001,0,-497,-3403,764
U001,0,-421,-3429,690
U001,0,-371,-3480,640
U001,0,-333,-3560,606
U001,0,-312,-3590,587
U001,0,-330,-3624,576
U001,0,-342,-3606,499
U001,0,-311,-3637,504
U001,0,-302,-3705,548
U001,0,-425,-3732,526
U001,0,-417,-3848,380
U001,0,-377,-3941,457
U001,0,-351,-4033,796
U001,0,-370,-4110,924
U001,0,-422,-4143,1147
U001,0,-608,-4204,1290
U001,0,-714,-4406,1193
U001,0,-686,-4486,1172
U001,0,-590,-4577,1095
U001,0,-482,-4661,848
U001,0,-348,-4699,799
U001,0,-289,-4804,809
U001,0,-227,-4850,1048
U001,0,-241,-4955,1203
U001,0,-261,-5022,1273
U001,0,-332,-5074,1384
U001,0,-399,-4904,1258
U001,0,-324,-4746,1309
U001,0,-452,-4635,1363
U001,0,-623,-4392,1256
U001,0,-699,-4146,1343
U001,0,-638,-3814,1545
U001,0,-454,-3622,1883
U001,0,-337,-3552,2588
U001,0,-138,-3824,3170
U001,0,9,-3881,3332
U001,0,-609,-3904,2889
U001,0,-655,-4102,2276
U001,0,-633,-4010,1679
U001,0,-656,-3686,1236
U001,0,-657,-3638,1385
U001,0,-672,-3763,1570
U001,0,-627,-3662,1561
U001,0,-474,-3578,1534
U001,0,-287,-3412,1406
U001,0,-149,-3257,1299
U001,0,-244,-3277,1454
U001,0,-314,-3399,1492
U001,0,-294,-3499,1399
U001,0,-178,-3532,1375
U001,0,-67,-3482,1230
U001,0,11,-3449,1081
U001,0,74,-3360,964
U001,0,71,-3330,882
U001,0,51,-3313,926
U001,0,29,-3334,921
U001,0,73,-3308,904
U001,0,106,-3333,868
U001,0,163,-3349,877
U001,0,235,-3363,864
U001,0,290,-3328,856
U001,0,264,-3357,913
U001,0,341,-3348,846
U001,0,370,-3363,823
U001,0,355,-3381,823
U001,0,349,-3370,747
U001,0,345,-3361,619
U001,0,372,-3324,521
U001,0,406,-3273,488
U001,0,440,-3257,483
U001,0,496,-3268,490
U001,0,535,-3278,492
U001,0,574,-3202,521
U001,0,562,-3309,516
U001,0,464,-3440,566
U001,0,229,-3723,787
U001,0,52,-3894,881
U001,0,169,-4011,820
U001,0,348,-4270,740
U001,0,439,-4609,736
U001,0,397,-4872,805
U001,0,414,-5079,842
U001,0,457,-5148,849
U001,0,412,-5144,859
U001,0,360,-5186,883
U001,0,392,-5231,773
U001,0,384,-5394,767
U001,0,351,-5468,840
U001,0,217,-5255,1101
U001,0,-350,-5426,1748
U001,0,-1065,-5660,2474
U001,0,-1296,-5689,2256
U001,0,-663,-5502,1526
U001,0,-259,-5269,1265
U001,0,-307,-4776,970
U001,0,-345,-4424,931
U001,0,-438,-4094,1142
U001,0,-680,-3795,1340
U001,0,-822,-3567,1387
U001,0,-860,-3443,1295
U001,0,-913,-3460,1223
U001,0,-848,-3426,1086
U001,0,-781,-3309,949
U001,0,-779,-3249,912
U001,0,-751,-3195,938
U001,0,-740,-3116,947
U001,0,-733,-3011,960
U001,0,-735,-2919,1030
U001,0,-759,-2876,1070
U001,0,-764,-2921,1101
U001,0,-673,-3057,1122
U001,0,-638,-3203,1170
U001,0,-684,-3364,1174
U001,0,-707,-3423,1138
U001,0,-735,-3422,1026
U001,0,-736,-3419,971
U001,0,-754,-3378,951
U001,0,-753,-3375,919
U001,0,-736,-3434,893
U001,0,-786,-3479,896
U001,0,-729,-3484,835
U001,0,-651,-3547,818
U001,0,-606,-3583,789
U001,0,-583,-3610,766
U001,0,-550,-3612,727
U001,0,-540,-3586,754
U001,0,-504,-3488,739
U001,0,-538,-3433,763
U001,0,-566,-3458,725
U001,0,-470,-3444,625
U001,0,-397,-3472,579
