Subject,Class,AccelerometerX,AccelerometerY,AccelerometerZ
U002,4,366,-174,4113
U002,4,364,-166,4108
U002,4,363,-176,4116
U002,4,367,-165,4109
U002,4,360,-161,4105
U002,4,369,-163,4117
U002,4,369,-161,4113
U002,4,364,-157,4124
U002,4,374,-155,4128
U002,4,370,-168,4123
U002,4,369,-168,4140
U002,4,371,-164,4134
U002,4,366,-174,4115
U002,4,364,-177,4114
U002,4,369,-177,4125
U002,4,369,-174,4126
U002,4,371,-172,4118
U002,4,371,-166,4122
U002,4,374,-163,4119
U002,4,370,-164,4119
U002,4,365,-167,4113
U002,4,373,-174,4109
U002,4,378,-176,4115
U002,4,373,-183,4130
U002,4,377,-174,4128
U002,4,375,-166,4125
U002,4,363,-173,4121
U002,4,370,-183,4121
U002,4,363,-188,4123
U002,4,365,-184,4127
U002,4,368,-182,4135
U002,4,370,-187,4130
U002,4,365,-185,4122
U002,4,368,-180,4113
U002,4,367,-176,4119
U002,4,369,-176,4120
U002,4,369,-179,4109
U002,4,373,-176,4100
U002,4,371,-168,4106
U002,4,372,-167,4109
U002,4,375,-169,4112
U002,4,369,-170,4116
U002,4,368,-176,4123
U002,4,372,-171,4108
U002,4,377,-177,4117
U002,4,362,-186,4120
U002,4,371,-191,4119
U002,4,368,-187,4118
U002,4,374,-189,4119
U002,4,375,-192,4136
U002,4,366,-188,4131
U002,4,371,-189,4123
U002,4,378,-186,4122
U002,4,372,-186,4126
U002,4,375,-185,4121
U002,4,371,-195,4125
U002,4,373,-188,4120
U002,4,367,-192,4115
U002,4,367,-190,4117
U002,4,369,-185,4120
U002,4,365,-179,4112
U002,4,366,-186,4122
U002,4,364,-187,4128
U002,4,365,-180,4126
U002,4,367,-178,4126
U002,4,377,-183,4129
U002,4,367,-189,4128
U002,4,372,-185,4120
U002,4,373,-178,4123
U002,4,376,-189,4126
U002,4,373,-189,4119
U002,4,375,-183,4125
U002,4,380,-178,4125
U002,4,374,-178,4116
U002,4,377,-178,4110
U002,4,367,-187,4109
U002,4,370,-191,4107
U002,4,377,-188,4114
U002,4,370,-189,4122
U002,4,370,-190,4115
U002,4,374,-190,4112
U002,4,379,-186,4124
U002,4,377,-187,4124
U002,4,371,-188,4130
U002,4,372,-184,4125
U002,4,376,-183,4119
U002,4,370,-186,4126
U002,4,373,-190,4138
U002,4,366,-194,4137
U002,4,372,-194,4118
U002,4,368,-197,4115
U002,4,369,-195,4120
U002,4,368,-192,4119
U002,4,366,-181,4111
U002,4,373,-172,4111
U002,4,380,-175,4110
U002,4,384,-175,4122
U002,4,380,-170,4126
U002,4,374,-172,4130
U002,4,373,-183,4138
U002,4,361,-190,4139
U002,4,368,-191,4147
U002,4,372,-185,4151
U002,4,371,-186,4139
U002,4,374,-182,4136
U002,4,369,-186,4132
U002,4,371,-183,4118
U002,4,375,-187,4123
U002,4,378,-193,4130
U002,4,371,-191,4121
U002,4,377,-191,4124
U002,4,369,-186,4140
U002,4,366,-185,4134
U002,4,368,-191,4136
U002,4,369,-192,4129
U002,4,369,-191,4125
U002,4,373,-190,4121
U002,4,364,-180,4121
U002,4,373,-183,4123
U002,4,371,-184,4120
U002,4,367,-178,4126
U002,4,371,-177,4130
U002,4,369,-179,4132
U002,4,371,-178,4124
U002,4,371,-176,4131
U002,4,368,-177,4134
U002,4,372,-185,4125
U002,4,374,-192,4125
U002,4,367,-192,4136
U002,4,373,-185,4126
U002,4,380,-188,4123
U002,4,371,-178,4128
U002,4,372,-181,4124
U002,4,380,-176,4114
U002,4,374,-172,4118
U002,4,364,-180,4123
U002,4,367,-174,4117
U002,4,360,-174,4106
U002,4,372,-174,4117
U002,4,380,-171,4125
U002,4,375,-172,4130
U002,4,370,-170,4130
U002,4,368,-164,4136
U002,4,366,-172,4124
U002,4,368,-177,4132
U002,4,368,-179,4145
U002,4,372,-175,4144
U002,4,370,-173,4112
U002,4,364,-185,4118
U002,4,370,-186,4119
U002,4,375,-181,4114
U002,4,373,-166,4107
U002,4,378,-146,4111
U002,4,372,-152,4119
U002,4,364,-148,4104
U002,4,364,-147,4100
U002,4,363,-161,4106
U002,4,363,-166,4097
U002,4,370,-163,4108
U002,4,362,-176,4115
U002,4,369,-167,4134
U002,4,381,-162,4137
U002,4,377,-165,4130
U002,4,375,-164,4129
U002,4,381,-171,4140
U002,4,376,-171,4135
U002,4,375,-174,4128
U002,4,379,-167,4121
U002,4,373,-168,4098
U002,4,367,-171,4106
U002,4,365,-166,4110
U002,4,351,-161,4111
U002,4,355,-159,4096
U002,4,352,-154,4101
U002,4,354,-150,4104
U002,4,351,-141,4109
U002,4,346,-149,4115
U002,4,350,-151,4116
U002,4,348,-155,4116
U002,4,347,-155,4117
U002,4,339,-154,4114
U002,4,337,-149,4114
U002,4,343,-138,4107
U002,4,349,-131,4124
U002,4,352,-123,4127
U002,4,366,-123,4109
U002,4,362,-127,4102
U002,4,362,-126,4098
U002,4,361,-130,4098
U002,4,367,-151,4093
U002,4,365,-144,4104
U002,4,360,-146,4094
U002,4,365,-141,4086
U002,4,358,-130,4078
U002,4,344,-124,4074
U002,4,339,-141,4056
U002,4,343,-159,4060
U002,4,365,-177,4061
U002,4,370,-201,4068
U002,4,375,-207,4092
U002,4,374,-208,4097
U002,4,373,-201,4125
U002,4,373,-195,4164
U002,4,373,-194,4172
U002,4,370,-192,4177
U002,4,369,-205,4157
U002,4,374,-190,4135
U002,4,378,-177,4123
U002,4,375,-176,4119
U002,4,379,-173,4087
U002,4,365,-178,4071
U002,4,344,-155,4091
U002,4,337,-129,4102
U002,4,346,-102,4114
U002,4,344,-113,4118
U002,4,346,-112,4131
U002,4,362,-134,4153
U002,4,383,-157,4172
U002,4,405,-172,4130
U002,4,426,-188,4131
U002,4,423,-195,4127
U002,4,414,-206,4124
U002,4,395,-205,4113
U002,4,378,-196,4125
U002,4,350,-194,4152
U002,4,334,-199,4165
U002,4,344,-201,4187
U002,4,389,-216,4183
U002,4,426,-211,4199
U002,4,435,-177,4206
U002,4,423,-146,4156
U002,4,427,-91,4146
U002,4,426,-44,4118
U002,4,429,-37,4084
U002,4,444,-38,4064
U002,4,449,-44,4046
U002,4,439,-64,4038
U002,4,440,-82,4037
U002,4,458,-97,4038
U002,4,470,-101,4082
U002,4,477,-104,4100
U002,4,453,-118,4129
U002,4,411,-100,4137
U002,4,378,-95,4142
U002,4,336,-98,4146
U002,4,300,-117,4137
U002,4,290,-144,4137
U002,4,287,-167,4134
U002,4,286,-167,4127
U002,4,291,-166,4127
U002,4,281,-151,4119
U002,4,278,-129,4129
U002,4,278,-94,4126
U002,4,273,-54,4120
U002,4,274,-15,4140
U002,4,288,9,4128
U002,4,305,13,4115
U002,4,328,-4,4113
U002,4,333,-41,4107
U002,4,356,-86,4103
U002,4,367,-123,4087
U002,4,372,-169,4101
U002,4,363,-194,4091
U002,4,348,-218,4091
U002,4,329,-226,4114
U002,4,321,-240,4123
U002,4,311,-231,4119
U002,4,313,-228,4121
U002,4,315,-224,4125
U002,4,339,-229,4140
U002,4,360,-238,4145
U002,4,369,-240,4145
U002,4,368,-238,4140
U002,4,370,-227,4134
U002,4,370,-204,4118
U002,4,383,-183,4090
U002,4,383,-156,4093
U002,4,383,-145,4095
U002,4,389,-143,4093
U002,4,393,-141,4097
U002,4,384,-158,4108
U002,4,366,-165,4112
U002,4,362,-179,4136
U002,4,360,-175,4143
U002,4,361,-170,4155
U002,4,369,-170,4153
U002,4,363,-155,4141
U002,4,356,-148,4119
U002,4,349,-156,4108
U002,4,342,-175,4096
U002,4,334,-176,4097
U002,4,328,-163,4102
U002,4,327,-174,4119
U002,4,335,-172,4117
U002,4,336,-172,4115
U002,4,336,-178,4118
U002,4,348,-186,4124
U002,4,345,-175,4132
U002,4,345,-178,4134
U002,4,359,-176,4138
U002,4,359,-184,4119
U002,4,364,-169,4116
U002,4,359,-160,4119
U002,4,361,-153,4118
U002,4,362,-143,4106
U002,4,373,-148,4112
U002,4,378,-145,4132
U002,4,375,-142,4130
U002,4,383,-128,4129
U002,4,385,-135,4132
U002,4,376,-154,4132
U002,4,397,-177,4127
U002,4,391,-191,4124
U002,4,381,-192,4125
U002,4,380,-191,4139
U002,4,383,-184,4157
U002,4,379,-165,4150
U002,4,384,-159,4142
U002,4,385,-156,4143
U002,4,386,-160,4123
U002,4,385,-162,4113
U002,4,374,-175,4125
U002,4,369,-176,4140
U002,4,364,-167,4153
U002,4,360,-149,4180
U002,4,375,-136,4213
U002,4,379,-144,4194
U002,4,389,-162,4148
U002,4,392,-164,4128
U002,4,384,-170,4111
U002,4,387,-172,4092
U002,4,403,-177,4099
U002,4,400,-147,4139
U002,4,391,-145,4095
U002,4,370,-129,4111
U002,4,350,-123,4120
U002,4,325,-133,4123
U002,4,330,-143,4146
U002,4,341,-132,4162
U002,4,350,-136,4146
U002,4,361,-148,4150
U002,4,371,-160,4161
U002,4,370,-176,4153
U002,4,357,-185,4144
U002,4,351,-179,4138
U002,4,346,-179,4148
U002,4,323,-181,4130
U002,4,311,-196,4107
U002,4,279,-195,4091
U002,4,240,-210,4062
U002,4,213,-225,4064
U002,4,227,-232,4099
U002,4,253,-212,4106
U002,4,262,-198,4148
U002,4,226,-208,4144
U002,4,195,-171,4175
U002,4,219,-163,4143
U002,4,210,-187,4082
U002,4,255,-163,4139
U002,4,319,-151,4164
U002,4,379,-122,4185
U002,4,413,-62,4196
U002,4,414,-56,4202
U002,4,425,-57,4101
U002,4,436,-17,4064
U002,4,444,26,4031
U002,4,438,20,3973
U002,4,436,18,3970
U002,4,428,21,3997
U002,4,431,4,3993
U002,4,432,10,4015
U002,4,437,13,4061
U002,4,468,34,4092
U002,4,516,53,4093
U002,4,543,57,4113
U002,4,556,28,4097
U002,4,554,-22,4076
U002,4,546,-43,4108
U002,4,543,-74,4135
U002,4,522,-67,4163
U002,4,515,-54,4180
U002,4,528,-40,4195
U002,4,516,-19,4171
U002,4,502,-10,4159
U002,4,487,17,4159
U002,4,448,21,4160
U002,4,428,42,4159
U002,4,404,62,4166
U002,4,396,87,4138
U002,4,378,96,4119
U002,4,382,85,4067
U002,4,384,81,4040
U002,4,365,64,4017
U002,4,350,42,4013
U002,4,330,25,4007
U002,4,312,3,4038
U002,4,317,-5,4098
U002,4,303,-8,4136
U002,4,305,1,4172
U002,4,313,6,4193
U002,4,314,-3,4218
U002,4,291,-22,4227
U002,4,298,-41,4218
U002,4,308,-53,4212
U002,4,329,-57,4211
U002,4,345,-56,4186
U002,4,340,-47,4159
U002,4,394,-23,4145
U002,4,392,6,4119
U002,4,381,19,4077
U002,4,374,32,4059
U002,4,352,41,4039
U002,4,329,77,4002
U002,4,330,82,3967
U002,4,324,89,3968
U002,4,314,89,3964
U002,4,339,87,3982
U002,4,347,84,4004
U002,4,355,87,4052
U002,4,359,76,4078
U002,4,350,74,4089
U002,4,343,40,4105
U002,4,329,8,4140
U002,4,327,-24,4151
U002,4,334,-71,4162
U002,4,335,-100,4171
U002,4,348,-118,4169
U002,4,367,-130,4167
U002,4,365,-126,4151
U002,4,364,-119,4156
U002,4,358,-107,4148
U002,4,345,-106,4145
U002,4,340,-104,4128
U002,4,337,-81,4126
U002,4,341,-54,4123
U002,4,349,-32,4119
U002,4,347,-18,4119
U002,4,347,-9,4143
U002,4,360,10,4146
U002,4,368,25,4132
U002,4,360,36,4116
U002,4,365,54,4120
U002,4,367,54,4117
U002,4,373,56,4102
U002,4,372,56,4100
U002,4,373,45,4100
U002,4,369,37,4106
U002,4,378,18,4106
U002,4,379,-4,4117
U002,4,379,-22,4130
U002,4,379,-38,4130
U002,4,380,-48,4120
U002,4,381,-55,4111
U002,4,382,-53,4109
U002,4,374,-43,4109
U002,4,381,-43,4118
U002,4,372,-37,4121
U002,4,368,-29,4121
U002,4,360,-32,4133
U002,4,357,-35,4154
U002,4,353,-40,4168
U002,4,356,-31,4181
U002,4,352,-26,4189
U002,4,358,-26,4192
U002,4,363,-12,4183
U002,4,358,-13,4182
U002,4,361,-11,4171
U002,4,354,-11,4163
U002,4,353,-14,4151
U002,4,346,-12,4145
U002,4,356,-13,4136
U002,4,355,-11,4125
U002,4,351,-9,4114
U002,4,355,-2,4116
U002,4,353,-3,4128
U002,4,355,-14,4137
U002,4,347,-16,4151
U002,4,353,-27,4181
U002,4,361,-35,4168
U002,4,366,-47,4165
U002,4,368,-64,4150
U002,4,364,-69,4127
U002,4,374,-69,4110
U002,4,362,-57,4121
U002,4,368,-50,4120
U002,4,380,-38,4118
U002,4,385,-28,4122
U002,4,385,-23,4110
U002,4,392,-11,4123
U002,4,391,-5,4137
U002,4,384,7,4150
U002,4,381,2,4171
U002,4,373,3,4177
U002,4,370,-1,4163
U002,4,372,-17,4153
U002,4,369,-35,4152
U002,4,377,-40,4147
U002,4,381,-47,4153
U002,4,385,-38,4158
U002,4,368,-29,4162
U002,4,362,-20,4159
U002,4,364,-9,4154
U002,4,360,-2,4149
U002,4,372,-16,4153
U002,4,374,-26,4148
U002,4,370,-26,4143
U002,4,366,-33,4149
U002,4,362,-37,4164
U002,4,359,-37,4173
U002,4,349,-39,4154
U002,4,354,-33,4144
U002,4,357,-29,4135
U002,4,355,-25,4125
U002,4,361,-25,4108
U002,4,365,-27,4093
U002,4,372,-10,4095
U002,4,375,-3,4090
U002,4,375,-8,4089
U002,4,379,-13,4092
U002,4,376,-13,4087
U002,4,375,-17,4105
U002,4,369,-20,4105
U002,4,373,-17,4109
U002,4,369,-17,4122
U002,4,376,-19,4113
U002,4,381,-18,4122
U002,4,384,-16,4120
U002,4,385,-13,4126
U002,4,378,-13,4136
U002,4,386,-21,4134
U002,4,384,-14,4133
U002,4,371,-10,4128
U002,4,373,-15,4142
U002,4,371,-14,4149
U002,4,380,-5,4136
U002,4,376,-13,4132
U002,4,371,-5,4134
U002,4,375,-8,4131
U002,4,371,-14,4128
U002,4,373,-10,4138
U002,4,381,-11,4137
U002,4,367,-6,4113
U002,4,372,2,4113
U002,4,368,3,4115
U002,4,367,5,4103
U002,4,368,16,4125
U002,4,355,21,4118
U002,4,360,24,4122
U002,4,352,24,4121
U002,4,361,20,4112
U002,4,365,13,4120
U002,4,367,8,4133
U002,4,356,9,4129
U002,4,365,8,4128
U002,4,365,17,4146
U002,4,360,13,4146
U002,4,359,6,4137
U002,4,359,12,4128
U002,4,364,15,4141
U002,4,379,13,4143
U002,4,379,21,4126
U002,4,379,10,4111
U002,4,379,14,4112
U002,4,381,16,4101
U002,4,378,16,4096
U002,4,375,25,4097
U002,4,366,34,4090
U002,4,370,38,4098
U002,4,367,35,4098
U002,4,362,35,4083
U002,4,353,28,4077
U002,4,347,31,4079
U002,4,337,30,4068
U002,4,343,29,4069
U002,4,352,30,4084
U002,4,364,31,4065
U002,4,367,25,4072
U002,4,379,27,4062
U002,4,364,32,4079
U002,4,370,31,4089
U002,4,363,29,4106
U002,4,353,28,4104
U002,4,354,21,4103
U002,4,348,23,4118
U002,4,354,16,4126
U002,4,365,22,4119
U002,4,357,15,4122
U002,4,356,21,4119
U002,4,353,35,4119
U002,4,355,30,4103
U002,4,351,25,4093
U002,4,354,29,4081
U002,4,354,17,4095
U002,4,358,16,4090
U002,4,351,19,4066
U002,4,353,17,4062
U002,4,365,16,4081
U002,4,365,16,4081
U002,4,361,13,4099
U002,4,361,22,4117
U002,4,359,27,4118
U002,4,362,22,4122
U002,4,370,22,4123
U002,4,361,20,4154
U002,4,361,3,4142
U002,4,371,-4,4150
U002,4,363,-12,4146
U002,4,366,-22,4147
U002,4,368,-26,4132
U002,4,369,-25,4130
U002,4,379,-20,4124
U002,4,376,-17,4109
U002,4,367,-16,4117
U002,4,363,-12,4104
U002,4,372,-3,4108
U002,4,368,-11,4107
U002,4,363,-18,4099
U002,4,364,-18,4119
U002,4,368,-17,4115
U002,4,371,-20,4115
U002,4,366,-29,4126
U002,4,362,-31,4129
U002,4,365,-39,4143
U002,4,375,-41,4158
U002,4,382,-41,4160
U002,4,379,-52,4145
U002,4,377,-56,4151
U002,4,383,-53,4157
U002,4,381,-52,4156
U002,4,377,-51,4154
U002,4,380,-56,4147
U002,4,378,-57,4137
U002,4,379,-48,4125
U002,4,373,-52,4129
U002,4,374,-49,4101
U002,4,378,-65,4090
U002,4,374,-50,4096
U002,4,367,-51,4091
U002,4,364,-53,4106
U002,4,360,-54,4113
U002,4,363,-61,4123
U002,4,360,-70,4129
U002,4,360,-82,4128
U002,4,371,-79,4136
U002,4,374,-90,4146
U002,4,367,-97,4127
U002,4,372,-85,4142
U002,4,382,-93,4149
U002,4,376,-86,4134
U002,4,375,-85,4135
U002,4,377,-86,4132
U002,4,372,-82,4128
U002,4,374,-81,4129
U002,4,367,-76,4126
U002,4,370,-79,4127
U002,4,380,-83,4132
U002,4,376,-75,4122
U002,4,376,-73,4123
U002,4,370,-87,4124
U002,4,369,-86,4114
U002,4,368,-85,4123
U002,4,370,-81,4128
U002,4,366,-92,4138
U002,4,364,-90,4133
U002,4,383,-98,4132
U002,4,378,-94,4120
U002,4,371,-105,4123
U002,4,373,-104,4132
U002,4,377,-100,4130
U002,4,373,-101,4130
U002,4,374,-95,4125
U002,4,370,-96,4123
U002,4,371,-98,4129
U002,4,367,-107,4139
U002,4,373,-96,4127
U002,4,374,-99,4128
U002,4,368,-93,4125
U002,4,372,-96,4126
U002,4,367,-97,4119
U002,4,373,-94,4130
U002,4,373,-105,4124
U002,4,369,-101,4134
U002,4,374,-98,4140
U002,4,386,-103,4125
U002,4,384,-96,4123
U002,4,385,-102,4125
U002,4,383,-107,4127
U002,4,379,-102,4135
U002,4,381,-110,4126
U002,4,378,-108,4118
U002,4,373,-103,4127
U002,4,374,-103,4131
U002,4,376,-106,4132
U002,4,377,-101,4131
U002,4,383,-97,4117
U002,4,383,-107,4123
U002,4,377,-114,4134
U002,4,374,-114,4123
U002,4,382,-105,4128
U002,4,372,-112,4127
U002,4,375,-121,4129
U002,4,383,-115,4132
U002,4,387,-124,4140
U002,4,376,-119,4146
U002,4,382,-121,4129
U002,4,385,-114,4123
U002,4,393,-109,4116
U002,4,380,-110,4107
U002,4,378,-109,4118
U002,4,382,-118,4109
U002,4,386,-110,4111
U002,4,390,-109,4122
U002,4,383,-111,4117
U002,4,388,-116,4105
U002,4,390,-123,4105
U002,4,386,-128,4122
U002,4,387,-119,4133
U002,4,390,-118,4139
U002,4,394,-120,4132
U002,4,393,-110,4127
U002,4,383,-112,4123
U002,4,380,-115,4126
U002,4,392,-125,4138
U002,4,388,-127,4137
U002,4,386,-126,4141
U002,4,386,-123,4129
U002,4,392,-139,4134
U002,4,388,-144,4130
U002,4,394,-139,4141
U002,4,394,-132,4150
U002,4,388,-130,4127
U002,4,388,-123,4129
U002,4,391,-119,4143
U002,4,393,-115,4132
U002,4,389,-112,4125
U002,4,389,-104,4135
U002,4,390,-105,4128
U002,4,392,-113,4133
U002,4,391,-108,4128
U002,4,393,-117,4134
U002,4,387,-112,4131
U002,4,397,-120,4121
U002,4,392,-123,4143
U002,4,398,-120,4143
U002,4,397,-118,4132
U002,4,400,-119,4132
U002,4,400,-117,4132
U002,4,398,-123,4115
U002,4,399,-130,4115
U002,4,391,-118,4121
U002,4,392,-126,4130
U002,4,392,-125,4130
U002,4,392,-118,4132
U002,4,395,-118,4134
U002,4,378,-111,4129
U002,4,380,-110,4124
U002,4,392,-102,4114
U002,4,390,-113,4123
U002,4,385,-106,4123
U002,4,396,-112,4123
U002,4,399,-116,4126
U002,4,391,-105,4131
U002,4,388,-111,4123
U002,4,401,-103,4121
U002,4,402,-95,4121
U002,4,386,-94,4124
U002,4,394,-92,4110
U002,4,389,-98,4119
U002,4,393,-89,4108
U002,4,392,-100,4098
U002,4,400,-99,4112
U002,4,395,-95,4117
U002,4,395,-97,4117
U002,4,399,-96,4118
U002,4,392,-91,4121
U002,4,397,-97,4122
U002,4,392,-97,4130
U002,4,394,-96,4126
U002,4,404,-98,4137
U002,4,392,-96,4126
U002,4,399,-97,4127
U002,4,391,-101,4125
U002,4,390,-100,4120
U002,4,388,-98,4123
U002,4,393,-90,4117
U002,4,390,-92,4107
U002,4,389,-81,4116
U002,4,390,-87,4117
U002,4,390,-81,4102
U002,4,389,-88,4119
U002,4,384,-82,4117
U002,4,388,-84,4110
U002,4,386,-84,4113
U002,4,388,-72,4109
U002,4,385,-70,4114
U002,4,380,-76,4115
U002,4,385,-79,4115
U002,4,391,-79,4115
U002,4,385,-71,4113
U002,4,389,-72,4117
U002,4,391,-79,4118
U002,4,384,-77,4109
U002,4,385,-75,4120
U002,4,386,-67,4115
U002,4,387,-72,4112
U002,4,381,-76,4116
U002,4,394,-68,4131
U002,4,387,-70,4132
U002,4,387,-64,4132
U002,4,392,-66,4122
U002,4,391,-63,4110
U002,4,385,-67,4102
U002,4,389,-62,4101
U002,4,392,-70,4115
U002,4,389,-75,4113
U002,4,384,-67,4102
U002,4,388,-66,4103
U002,4,385,-62,4113
U002,4,386,-54,4116
U002,4,382,-56,4109
U002,4,375,-54,4104
U002,4,378,-51,4099
U002,4,376,-52,4082
U002,4,376,-52,4085
U002,4,378,-59,4092
U002,4,382,-55,4102
U002,4,385,-56,4101
U002,4,387,-57,4100
U002,4,381,-55,4114
U002,4,378,-65,4121
U002,4,382,-62,4117
U002,4,385,-61,4133
U002,4,396,-57,4123
U002,4,386,-60,4128
U002,4,376,-62,4120
U002,4,382,-54,4127
U002,4,389,-64,4122
U002,4,390,-62,4119
U002,4,385,-67,4111
U002,4,383,-75,4099
U002,4,371,-68,4099
U002,4,371,-56,4093
U002,4,379,-49,4101
U002,4,377,-51,4094
U002,4,378,-45,4089
U002,4,380,-32,4099
U002,4,380,-35,4109
U002,4,383,-39,4122
U002,4,381,-47,4135
U002,4,378,-57,4142
U002,4,380,-64,4134
U002,4,380,-68,4138
U002,4,382,-67,4131
U002,4,377,-70,4135
U002,4,379,-67,4139
U002,4,383,-66,4133
U002,4,379,-65,4134
U002,4,379,-64,4123
U002,4,386,-63,4119
U002,4,387,-59,4125
U002,4,394,-63,4129
U002,4,395,-64,4132
U002,4,390,-61,4144
U002,4,389,-65,4140
U002,4,380,-56,4128
U002,4,386,-54,4117
U002,4,390,-54,4124
U002,4,391,-65,4125
U002,4,389,-73,4128
U002,4,393,-65,4114
U002,4,392,-57,4113
U002,4,389,-65,4104
U002,4,379,-64,4100
U002,4,386,-64,4110
U002,4,385,-54,4100
U002,4,375,-51,4102
U002,4,363,-59,4112
U002,4,374,-56,4110
U002,4,381,-58,4111
U002,4,376,-60,4122
U002,4,377,-54,4134
U002,4,375,-60,4135
U002,4,381,-61,4143
U002,4,385,-60,4163
U002,4,386,-64,4157
U002,4,384,-62,4156
U002,4,392,-63,4157
U002,4,384,-70,4151
U002,4,387,-71,4124
U002,4,387,-83,4107
U002,4,383,-80,4098
U002,4,388,-68,4101
U002,4,383,-60,4083
U002,4,383,-47,4086
U002,4,378,-42,4099
U002,4,379,-42,4106
U002,4,385,-57,4110
U002,4,382,-57,4118
U002,4,381,-56,4133
U002,4,384,-64,4126
U002,4,391,-69,4138
U002,4,382,-70,4132
U002,4,385,-66,4135
U002,4,380,-72,4133
U002,4,381,-75,4136
U002,4,380,-64,4131
U002,4,382,-65,4131
U002,4,384,-67,4119
U002,4,378,-63,4128
U002,4,382,-67,4121
U002,4,377,-61,4118
U002,4,374,-63,4113
U002,4,380,-63,4121
U002,4,380,-65,4121
U002,4,371,-66,4117
U002,4,381,-75,4129
U002,4,385,-70,4126
U002,4,380,-80,4120
U002,4,385,-76,4126
U002,4,388,-64,4119
U002,4,389,-66,4121
U002,4,389,-68,4122
U002,4,391,-68,4095
U002,4,384,-66,4087
U002,4,381,-70,4077
U002,4,376,-64,4075
U002,4,373,-63,4077
U002,4,370,-58,4074
U002,4,365,-54,4071
U002,4,368,-58,4077
U002,4,371,-55,4082
U002,4,375,-63,4091
U002,4,382,-60,4120
U002,4,379,-62,4135
U002,4,380,-57,4140
U002,4,389,-69,4147
U002,4,390,-76,4143
U002,4,382,-84,4154
U002,4,387,-85,4156
U002,4,383,-87,4147
U002,4,380,-85,4145
U002,4,380,-90,4125
U002,4,382,-95,4102
U002,4,376,-82,4092
U002,4,373,-83,4083
U002,4,374,-77,4083
U002,4,372,-74,4088
U002,4,371,-74,4100
U002,4,380,-72,4098
U002,4,377,-73,4105
U002,4,383,-68,4109
U002,4,382,-74,4115
U002,4,384,-80,4130
U002,4,383,-82,4134
U002,4,385,-91,4138
U002,4,378,-99,4140
U002,4,383,-95,4146
U002,4,380,-99,4144
U002,4,384,-101,4138
U002,4,387,-94,4124
U002,4,385,-94,4123
U002,4,387,-93,4116
U002,4,384,-85,4109
U002,4,391,-88,4107
U002,4,390,-87,4107
U002,4,393,-90,4114
U002,4,387,-96,4120
U002,4,375,-92,4128
U002,4,382,-89,4136
U002,4,380,-93,4140
U002,4,372,-97,4143
U002,4,377,-100,4143
U002,4,381,-90,4145
U002,4,389,-95,4140
U002,4,384,-103,4145
U002,4,392,-102,4144
U002,4,388,-97,4126
U002,4,386,-100,4112
U002,4,393,-98,4125
U002,4,390,-94,4128
U002,4,392,-92,4110
U002,4,403,-94,4102
U002,4,397,-91,4097
U002,4,394,-81,4111
U002,4,391,-83,4117
U002,4,387,-88,4119
U002,4,377,-89,4127
U002,4,389,-88,4134
U002,4,386,-97,4131
U002,4,389,-110,4120
U002,4,391,-113,4130
U002,4,393,-118,4132
U002,4,394,-117,4135
U002,4,390,-108,4138
U002,4,393,-102,4138
U002,4,391,-109,4133
U002,4,398,-117,4121
U002,4,396,-104,4117
U002,4,390,-103,4110
U002,4,389,-109,4117
U002,4,394,-108,4120
U002,4,391,-105,4121
U002,4,389,-108,4116
U002,4,394,-109,4111
U002,4,398,-112,4122
U002,4,399,-105,4127
U002,4,392,-107,4125
U002,4,394,-108,4121
U002,4,391,-116,4124
U002,4,396,-110,4124
U002,4,401,-123,4117
U002,4,397,-115,4116
U002,4,393,-112,4115
U002,4,400,-110,4120
U002,4,395,-108,4126
U002,4,400,-115,4118
U002,4,399,-111,4117
U002,4,397,-109,4114
U002,4,396,-110,4117
U002,4,399,-115,4126
U002,4,405,-115,4125
U002,4,401,-112,4127
U002,4,399,-115,4119
U002,4,394,-129,4111
U002,4,395,-120,4127
U002,4,396,-118,4126
U002,4,399,-125,4127
U002,4,411,-119,4141
U002,4,394,-117,4133
U002,4,400,-119,4131
U002,4,401,-113,4125
U002,4,401,-115,4131
U002,4,404,-116,4128
U002,4,402,-119,4116
U002,4,405,-119,4111
U002,4,400,-110,4123
U002,4,404,-103,4112
U002,4,403,-115,4110
U002,4,409,-116,4112
U002,4,401,-126,4118
U002,4,395,-122,4120
U002,4,400,-116,4123
U002,4,400,-119,4127
U002,4,390,-117,4130
U002,4,399,-123,4120
U002,4,401,-123,4129
U002,4,400,-131,4122
U002,4,400,-129,4123
U002,4,398,-130,4123
U002,4,398,-126,4107
U002,4,407,-126,4112
U002,4,399,-126,4121
U002,4,397,-126,4120
U002,4,401,-122,4111
U002,4,398,-115,4125
U002,4,394,-117,4119
U002,4,398,-119,4117
U002,4,394,-126,4118
U002,4,396,-127,4128
U002,4,399,-132,4117
U002,4,399,-134,4121
U002,4,400,-132,4118
U002,4,402,-128,4121
U002,4,402,-130,4117
U002,4,395,-129,4122
U002,4,395,-118,4128
U002,4,408,-123,4119
U002,4,401,-126,4121
U002,4,404,-121,4128
U002,4,396,-119,4122
U002,4,401,-113,4123
U002,4,407,-104,4126
U002,4,409,-116,4118
U002,4,403,-120,4108
U002,4,406,-117,4113
U002,4,398,-118,4117
U002,4,401,-126,4106
U002,4,405,-121,4119
U002,4,409,-122,4123
U002,4,407,-119,4135
U002,4,407,-127,4125
U002,4,398,-121,4118
U002,4,400,-122,4111
